topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,difference
kaibemaksu kaibemaks kaibemaksumaara,0.0039525691699604,0.0276046304541406,-598.3971504897704
palgatousu opetajate palgatous,0.0059288537549407,0.0258236865538735,-335.5595132086673
koolilouna koolitoidu koolitoit,0.0079051383399209,0.0249332146037399,-215.40516473731168
tootuid tootute tootu,0.0039525691699604,0.0151380231522707,-282.99198575245595
riigipuha puhade tahtpaevade,0.0019762845849802,0.0106856634016028,-440.6945681211118
toonadalal istungid taiendaval,0.0039525691699604,0.0133570792520035,-237.93410507569484
efsf esm kreekale,0.0217391304347826,0.0373998219056099,-72.0391807658056
tulubaasi omavalitsustele omavalitsuste,0.0059288537549407,0.0160284951024042,-170.34728406055137
fie fuusilisest isikust,0.0019762845849802,0.0097951914514692,-395.63668744435086
opositsioonis koalitsiooni opositsiooni,0.0039525691699604,0.0106856634016028,-170.3472840605559
kinnisasja maad maa,0.0098814229249011,0.0186999109528049,-89.24309884238725
valismaale valjarande valjaranne,0.0019762845849802,0.0071237756010685,-260.46304541407284
haale valimispaeval valimiste,0.0019762845849802,0.0071237756010685,-260.46304541407284
koolis kooli opilased,0.0138339920948616,0.0222617987533392,-60.92100241699549
erimargistatud kutust kutuse,0.0019762845849802,0.0062333036509349,-215.40516473731182
taanis saksamaal hollandis,0.0019762845849802,0.0062333036509349,-215.40516473731182
tulubaasi tasandusfondi tulumaksuosa,0.0118577075098814,0.0195903829029385,-65.21222914811501
piima toorpiima toodangut,0.0019762845849802,0.0053428317008014,-170.3472840605559
kodakondsust kodakondsuse kodanikuks,0.0019762845849802,0.0053428317008014,-170.3472840605559
soita jalakaija konniteel,0.0019762845849802,0.0053428317008014,-170.3472840605559
teede teehoiuks teedele,0.0019762845849802,0.0053428317008014,-170.3472840605559
pohiseadusega riigikohus oiguskantsler,0.0059288537549407,0.0106856634016028,-80.23152270703424
piirilepingu piirileping piirilepingut,0.0039525691699604,0.0080142475512021,-102.76046304541693
arengukavad arengukavade pohialuste,0.0039525691699604,0.0080142475512021,-102.76046304541693
eriarstide eriarstiabi eriarsti,0.0197628458498023,0.0267141585040071,-35.17364203027643
aasia aasias saatkonna,0.0019762845849802,0.0044523597506678,-125.2894033837949
moisteid moiste moisted,0.0019762845849802,0.0044523597506678,-125.2894033837949
leping ratifitseerida lepinguga,0.0019762845849802,0.0044523597506678,-125.2894033837949
pensionitous pensionitousu pension,0.0039525691699604,0.0071237756010685,-80.23152270703643
pollumeestele pollumehi pollumehed,0.0019762845849802,0.0035618878005342,-80.23152270703389
vallaga vald sauga,0.0059288537549407,0.0080142475512021,-35.17364203027569
eelarves riigieelarves reservist,0.0098814229249011,0.0124666073018699,-26.162065894924492
ulejaagis struktuurses struktuurse,0.0098814229249011,0.0115761353517364,-17.150489759573393
pensioniiga pensioniea eluiga,0.0019762845849802,0.0026714158504007,-35.17364203027794
keskkonnaameti uhendamine uhendamise,0.0019762845849802,0.0026714158504007,-35.17364203027794
koneleja konsensuslikud repliigi,0.0019762845849802,0.0026714158504007,-35.17364203027794
