topic_words3,Erakonna Eestimaa Rohelised fraktsioon,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
liibanonis missioonil pikendamine,0.0,0.0,0.001976284584980237,0.0,0.0,0.0
liiklussurmade liikluses hukkunute,0.014084507042253521,0.0,0.0,0.0008904719501335708,0.0015503875968992248,0.0
liitlaste ohutorje keskmaa,0.014084507042253521,0.0019880715705765406,0.005928853754940711,0.0008904719501335708,0.0,0.0
lipu laevu kaubalaeva,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0,0.0033277870216306157
lipud lippude lipp,0.0,0.0,0.0,0.0017809439002671415,0.0,0.0
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0
lng terminali gaasi,0.0,0.005964214711729622,0.001976284584980237,0.0008904719501335708,0.0,0.0
loomi loomade loomad,0.04225352112676056,0.0,0.001976284584980237,0.0,0.0,0.0
maantee neljarealiseks ppp,0.0,0.0,0.0,0.005342831700801425,0.0015503875968992248,0.0016638935108153079
maavalitsuste maavalitsused maakonna,0.0,0.011928429423459244,0.0,0.003561887800534283,0.0031007751937984496,0.016638935108153077
magustatud suhkrut joogi,0.014084507042253521,0.0019880715705765406,0.0,0.0,0.0,0.0
majandusaasta koondaruanne raamatupidamise,0.0,0.011928429423459244,0.007905138339920948,0.004452359750667854,0.007751937984496124,0.0016638935108153079
maksuamet tolliamet tolliameti,0.0,0.011928429423459244,0.023715415019762844,0.007123775601068566,0.043410852713178294,0.014975041597337771
matusetoetust matusetoetus matusetoetuse,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0
memorandumi moistmise memorandum,0.0,0.0,0.001976284584980237,0.0026714158504007124,0.0031007751937984496,0.0
mes maale maaelu,0.0,0.0,0.0,0.0008904719501335708,0.0015503875968992248,0.0
metsa metsade mets,0.07042253521126761,0.0,0.003952569169960474,0.003561887800534283,0.004651162790697674,0.008319467554076539
missiooni missioonile missioon,0.0,0.007952286282306162,0.001976284584980237,0.0008904719501335708,0.0031007751937984496,0.009983361064891847
moisteid moiste moisted,0.014084507042253521,0.0019880715705765406,0.001976284584980237,0.004452359750667854,0.017054263565891473,0.0016638935108153079
muugimaksu muugimaks paadimaksu,0.0,0.003976143141153081,0.0,0.0026714158504007124,0.0031007751937984496,0.0
muundatud geneetiliselt gmo,0.0,0.0,0.0,0.0,0.0015503875968992248,0.0
muuseum muuseumi muuseumide,0.0,0.0,0.0,0.0008904719501335708,0.0,0.004991680532445923
nord stream streami,0.0,0.0,0.0,0.0008904719501335708,0.0031007751937984496,0.004991680532445923
normitehnika mojude eeskiri,0.0,0.0,0.001976284584980237,0.0017809439002671415,0.007751937984496124,0.0016638935108153079
noukogudesse ariuhingute noukogudes,0.0,0.0019880715705765406,0.0,0.012466607301869992,0.007751937984496124,0.0033277870216306157
objekti anu raua,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0031007751937984496,0.0
oiglase virumaale ulemineku,0.0,0.0019880715705765406,0.0,0.003561887800534283,0.0015503875968992248,0.0
oigusloome oigusloomes oiguspoliitika,0.0,0.003976143141153081,0.003952569169960474,0.0008904719501335708,0.0015503875968992248,0.0033277870216306157
oigusriik oigusriigi oigusriigist,0.0,0.0019880715705765406,0.0,0.0017809439002671415,0.0031007751937984496,0.0016638935108153079
omandireformi tagastatud omandireform,0.0,0.0019880715705765406,0.0,0.004452359750667854,0.0031007751937984496,0.0
ooteala piiriuletuse piiripunkti,0.0,0.003976143141153081,0.0,0.0008904719501335708,0.0,0.0
ootuse oigusparase oiguskindluse,0.0,0.0019880715705765406,0.001976284584980237,0.0008904719501335708,0.004651162790697674,0.004991680532445923
operatsioonil sojalisel panustamisel,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0
opositsiooni koalitsioonil opositsioonil,0.0,0.0,0.0,0.003561887800534283,0.0015503875968992248,0.0016638935108153079
opositsioonis koalitsiooni opositsiooni,0.0,0.009940357852882704,0.003952569169960474,0.01068566340160285,0.007751937984496124,0.0066555740432612314
oppelaenu sugava puudega,0.0,0.003976143141153081,0.001976284584980237,0.0017809439002671415,0.0031007751937984496,0.0033277870216306157
otsevalimise presidenti presidendi,0.0,0.003976143141153081,0.003952569169960474,0.003561887800534283,0.004651162790697674,0.0
pagulasi pagulased pagulaste,0.0,0.0,0.003952569169960474,0.0008904719501335708,0.0,0.0
palgalohe soolist meeste,0.0,0.007952286282306162,0.017786561264822136,0.006233303650934996,0.012403100775193798,0.033277870216306155
palgatousu opetajate palgatous,0.0,0.009940357852882704,0.005928853754940711,0.025823686553873553,0.004651162790697674,0.013311148086522463
pealinnast tallinnast viljandisse,0.0,0.0,0.001976284584980237,0.0008904719501335708,0.0,0.0
pensioni pension sammas,0.0,0.005964214711729622,0.0,0.009795191451469279,0.009302325581395349,0.004991680532445923
pensionifondide pensionifondid fondid,0.0,0.0019880715705765406,0.005928853754940711,0.0,0.006201550387596899,0.004991680532445923
pensioniiga pensioniea eluiga,0.0,0.0019880715705765406,0.001976284584980237,0.0026714158504007124,0.0015503875968992248,0.0
pensionitous pensionitousu pension,0.0,0.0019880715705765406,0.003952569169960474,0.007123775601068566,0.006201550387596899,0.0
piima toorpiima toodangut,0.0,0.0019880715705765406,0.001976284584980237,0.005342831700801425,0.004651162790697674,0.0016638935108153079
piirikontrolli schengeni valispiiri,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0
piirilepingu piirileping piirilepingut,0.0,0.0,0.003952569169960474,0.008014247551202136,0.0015503875968992248,0.004991680532445923
piirivalve valvamise valvamine,0.0,0.0019880715705765406,0.005928853754940711,0.0,0.0015503875968992248,0.004991680532445923
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,0.003952569169960474,0.003561887800534283,0.0015503875968992248,0.0
pohiseadusega riigikohus oiguskantsler,0.014084507042253521,0.007952286282306162,0.005928853754940711,0.01068566340160285,0.021705426356589147,0.014975041597337771
pollumeestele pollumehi pollumehed,0.014084507042253521,0.007952286282306162,0.001976284584980237,0.003561887800534283,0.0,0.0066555740432612314
poolte kokkuleppel huvitise,0.0,0.003976143141153081,0.0,0.003561887800534283,0.0015503875968992248,0.0066555740432612314
post posti omniva,0.0,0.007952286282306162,0.0,0.008014247551202136,0.0015503875968992248,0.0033277870216306157
president ilves presidendi,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0033277870216306157
prokuratuur prokuratuuri prokuror,0.0,0.005964214711729622,0.015810276679841896,0.008014247551202136,0.009302325581395349,0.008319467554076539
psuhhiaatri alaealine psuhhiaatrilist,0.0,0.003976143141153081,0.003952569169960474,0.0026714158504007124,0.004651162790697674,0.004991680532445923
puude raskusastme puuet,0.0,0.0,0.001976284584980237,0.0008904719501335708,0.0015503875968992248,0.0016638935108153079
raamatukogu pimedate raamatukogude,0.0,0.0,0.0,0.0008904719501335708,0.0015503875968992248,0.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,0.0,0.0,0.0015503875968992248,0.0016638935108153079
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0,0.0
rahvuse rahvust rahvusriik,0.028169014084507043,0.003976143141153081,0.017786561264822136,0.003561887800534283,0.004651162790697674,0.0016638935108153079
rail trassi balticu,0.0,0.0,0.005928853754940711,0.0017809439002671415,0.0015503875968992248,0.008319467554076539
reklaami reklaam alkoholireklaam,0.0,0.0,0.001976284584980237,0.0017809439002671415,0.0015503875968992248,0.0016638935108153079
relva relvade relvaluba,0.0,0.0,0.0,0.0,0.0,0.0016638935108153079
riigiabi komisjonilt loa,0.0,0.0,0.0,0.0017809439002671415,0.0015503875968992248,0.0066555740432612314
riigikontrolli auditi auditit,0.014084507042253521,0.007952286282306162,0.007905138339920948,0.007123775601068566,0.0015503875968992248,0.008319467554076539
riigikontrolor karis riigikontrolori,0.0,0.0019880715705765406,0.003952569169960474,0.0017809439002671415,0.0,0.0
riigiloivude riigiloivud riigiloivu,0.0,0.013916500994035786,0.003952569169960474,0.0026714158504007124,0.0015503875968992248,0.0033277870216306157
riigimetsa majandamise noukokku,0.0,0.003976143141153081,0.0,0.0008904719501335708,0.0,0.0016638935108153079
riigipalgaliste riigisektoris koondada,0.0,0.0019880715705765406,0.0,0.003561887800534283,0.0031007751937984496,0.0016638935108153079
riigipuha puhade tahtpaevade,0.0,0.003976143141153081,0.001976284584980237,0.01068566340160285,0.006201550387596899,0.0
riigireformi riigireformist riigireform,0.0,0.0,0.0,0.0017809439002671415,0.0,0.0016638935108153079
rongi rongide rongid,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0016638935108153079
salastatud valisteabe riigisaladuse,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0016638935108153079
salvestisi salvestised salvestiste,0.0,0.003976143141153081,0.003952569169960474,0.003561887800534283,0.007751937984496124,0.0016638935108153079
samba sammas sambasse,0.014084507042253521,0.0019880715705765406,0.001976284584980237,0.0026714158504007124,0.0,0.0016638935108153079
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,0.001976284584980237,0.0,0.0,0.0
skais arendused infosusteemide,0.0,0.0019880715705765406,0.0,0.0,0.0015503875968992248,0.0
slovakkia ungari portugal,0.0,0.009940357852882704,0.0,0.008014247551202136,0.009302325581395349,0.008319467554076539
soita jalakaija konniteel,0.0,0.003976143141153081,0.001976284584980237,0.005342831700801425,0.0031007751937984496,0.0016638935108153079
sularaha kommertspangad pangad,0.0,0.0019880715705765406,0.0,0.0017809439002671415,0.0,0.0
suuria euroopasse turgis,0.0,0.0,0.0,0.0,0.0,0.0016638935108153079
taanis saksamaal hollandis,0.0,0.0,0.001976284584980237,0.006233303650934996,0.013953488372093023,0.0066555740432612314
talupidajate kaubanduskoja kaubanduskoda,0.014084507042253521,0.0,0.0,0.0008904719501335708,0.0,0.0016638935108153079
tantsupeo laulu traditsiooni,0.0,0.0,0.0,0.0,0.0015503875968992248,0.0
tapsustatakse ajakohastatakse nouete,0.0,0.0,0.009881422924901186,0.0,0.0031007751937984496,0.004991680532445923
tarbijakaitse amet ametile,0.0,0.0019880715705765406,0.0,0.0026714158504007124,0.0,0.0
teadus teaduse arendustegevuse,0.014084507042253521,0.0019880715705765406,0.001976284584980237,0.0,0.0031007751937984496,0.004991680532445923
teatri teater rahvusooper,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0
teede teehoiuks teedele,0.0,0.015904572564612324,0.001976284584980237,0.005342831700801425,0.0015503875968992248,0.008319467554076539
teekasutustasu autode autod,0.0,0.0019880715705765406,0.0,0.0,0.0015503875968992248,0.0
teenistuse teenistuses avalikus,0.0,0.0019880715705765406,0.001976284584980237,0.0017809439002671415,0.006201550387596899,0.004991680532445923
teenuseid teenused teenust,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0,0.0033277870216306157
terviseandmed isikuandmeid terviseandmeid,0.0,0.0,0.005928853754940711,0.0026714158504007124,0.0,0.004991680532445923
tervist tervis tervisega,0.0,0.0,0.001976284584980237,0.0,0.0,0.0
tooandja tervisesse maksuvabalt,0.028169014084507043,0.0019880715705765406,0.001976284584980237,0.0008904719501335708,0.010852713178294573,0.004991680532445923
tooandja tooandjal tootaja,0.0,0.0,0.0,0.0,0.006201550387596899,0.0066555740432612314
toonadalal istungid taiendaval,0.0,0.009940357852882704,0.003952569169960474,0.013357079252003561,0.013953488372093023,0.0016638935108153079
tootuid tootute tootu,0.0,0.011928429423459244,0.003952569169960474,0.015138023152270703,0.0015503875968992248,0.008319467554076539
tootuna arvele ariuhingu,0.0,0.0,0.0,0.0008904719501335708,0.0,0.0
toovoimereformi toovoimega toovoimereform,0.0,0.0,0.001976284584980237,0.0017809439002671415,0.0,0.0
treenerite spordi sport,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0,0.0
ts parvlaeva parvlaevad,0.0,0.003976143141153081,0.0,0.0,0.0015503875968992248,0.009983361064891847
tsernoboli represseeritud oigusvastaselt,0.0,0.0,0.009881422924901186,0.004452359750667854,0.0,0.0016638935108153079
tulubaasi omavalitsustele omavalitsuste,0.0,0.015904572564612324,0.005928853754940711,0.016028495102404273,0.0015503875968992248,0.013311148086522463
tulubaasi tasandusfondi tulumaksuosa,0.0,0.017892644135188866,0.011857707509881422,0.019590382902938557,0.007751937984496124,0.04492512479201331
tulumaksuvaba maksususteemi tulumaksu,0.028169014084507043,0.02584493041749503,0.029644268774703556,0.031166518254674976,0.040310077519379844,0.014975041597337771
ugri rahvaste polisrahvaste,0.0,0.0,0.01383399209486166,0.0008904719501335708,0.0,0.0
uhistranspordi uhistransport uhistransporti,0.0,0.0,0.0,0.0026714158504007124,0.0015503875968992248,0.0016638935108153079
ulejaagis struktuurses struktuurse,0.0,0.013916500994035786,0.009881422924901186,0.01157613535173642,0.023255813953488372,0.014975041597337771
ulikooliga kbfi instituudi,0.0,0.0,0.001976284584980237,0.0,0.0,0.0
uliopilased uliopilastele uliopilaste,0.028169014084507043,0.02385685884691849,0.025691699604743084,0.018699910952804988,0.017054263565891473,0.016638935108153077
untso missioonide liikmesusest,0.014084507042253521,0.005964214711729622,0.0,0.0017809439002671415,0.004651162790697674,0.009983361064891847
utah jordaania energia,0.0,0.009940357852882704,0.0,0.0,0.0015503875968992248,0.0033277870216306157
uuring uuringut uuringu,0.0,0.0019880715705765406,0.001976284584980237,0.0017809439002671415,0.0031007751937984496,0.0033277870216306157
vabatahtlike komandode paasteameti,0.014084507042253521,0.019880715705765408,0.007905138339920948,0.004452359750667854,0.004651162790697674,0.014975041597337771
vaesuses suhtelises vaesuse,0.014084507042253521,0.005964214711729622,0.0,0.01157613535173642,0.0,0.0016638935108153079
vagivalla naistevastase perevagivalla,0.0,0.0019880715705765406,0.0,0.0008904719501335708,0.0,0.009983361064891847
vagivallale vihakone ohutamine,0.0,0.0,0.005928853754940711,0.004452359750667854,0.007751937984496124,0.0033277870216306157
vaikesaarte saarte pusiasustusega,0.0,0.003976143141153081,0.005928853754940711,0.0008904719501335708,0.0015503875968992248,0.009983361064891847
valdkonnad laekumisest fikseeritakse,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0
valijate erakonda valijaid,0.0,0.013916500994035786,0.003952569169960474,0.004452359750667854,0.0,0.008319467554076539
valimisea valimisiga valimisoiguse,0.0,0.003976143141153081,0.003952569169960474,0.0,0.0,0.0
valimiskomisjon proteste valimiskasti,0.0,0.0,0.0,0.0008904719501335708,0.0031007751937984496,0.0
valimisliitude volikogusse volikokku,0.014084507042253521,0.005964214711729622,0.007905138339920948,0.0017809439002671415,0.006201550387596899,0.0066555740432612314
valismaale valjarande valjaranne,0.0,0.0019880715705765406,0.001976284584980237,0.007123775601068566,0.0015503875968992248,0.004991680532445923
valispoliitika valispoliitikas diplomaatia,0.014084507042253521,0.0019880715705765406,0.011857707509881422,0.0017809439002671415,0.004651162790697674,0.0033277870216306157
valitsemisalade katteallikaks riigieelarves,0.0,0.0,0.011857707509881422,0.0,0.0,0.0
vallaga vald sauga,0.0,0.0019880715705765406,0.005928853754940711,0.008014247551202136,0.006201550387596899,0.004991680532445923
vanemahuvitist vanemahuvitise vanemahuvitis,0.0,0.0,0.003952569169960474,0.0008904719501335708,0.0015503875968992248,0.014975041597337771
veb fondi uurimiskomisjon,0.0,0.011928429423459244,0.0,0.0,0.0,0.0
vee monopolide veeteenuse,0.0,0.0,0.005928853754940711,0.005342831700801425,0.0,0.0
virumaale virumaa toostusalade,0.0,0.0019880715705765406,0.001976284584980237,0.0026714158504007124,0.0031007751937984496,0.004991680532445923
