topic_words3,Fraktsioonitud,Sotsiaaldemokraadid,difference
lapsetoetust lapsetoetus lapsetoetuse,0.003976143141153,0.0349417637271214,-778.7853577371212
palgalohe soolist meeste,0.0079522862823061,0.0332778702163061,-318.46921797005257
tulubaasi tasandusfondi tulumaksuosa,0.0178926441351888,0.0449251247920133,-151.08153078203082
fie fuusilisest isikust,0.0019880715705765,0.016638935108153,-736.9384359401132
eriarstide eriarstiabi eriarsti,0.0119284294234592,0.0266222961730449,-123.18358291736058
hoone rkas hoonet,0.0019880715705765,0.0099833610648918,-402.1630615640679
vagivalla naistevastase perevagivalla,0.0019880715705765,0.0099833610648918,-402.1630615640679
eelarves riigieelarves reservist,0.0059642147117296,0.0149750415973377,-151.08153078202972
ts parvlaeva parvlaevad,0.003976143141153,0.0099833610648918,-151.08153078203395
vaikesaarte saarte pusiasustusega,0.003976143141153,0.0099833610648918,-151.08153078203395
pohiseadusega riigikohus oiguskantsler,0.0079522862823061,0.0149750415973377,-88.31114808652308
krimmi agressiooni ukraina,0.003976143141153,0.0083194675540765,-109.2346089850283
huvigruppe huvigruppide kaasatud,0.003976143141153,0.0083194675540765,-109.2346089850283
ajakirjandus ajakirjanduse ajakirjandust,0.0019880715705765,0.0049916805324459,-151.08153078203395
lasteaia lasteaias lasteaiakoha,0.0019880715705765,0.0049916805324459,-151.08153078203395
teenistuse teenistuses avalikus,0.0019880715705765,0.0049916805324459,-151.08153078203395
teadus teaduse arendustegevuse,0.0019880715705765,0.0049916805324459,-151.08153078203395
kaitsekulud kaitsekulutused kaitsekulude,0.0019880715705765,0.0049916805324459,-151.08153078203395
piirivalve valvamise valvamine,0.0019880715705765,0.0049916805324459,-151.08153078203395
kaasne lisakulutusi riigieelarvele,0.0019880715705765,0.0049916805324459,-151.08153078203395
tooandja tervisesse maksuvabalt,0.0019880715705765,0.0049916805324459,-151.08153078203395
valismaale valjarande valjaranne,0.0019880715705765,0.0049916805324459,-151.08153078203395
ootuse oigusparase oiguskindluse,0.0019880715705765,0.0049916805324459,-151.08153078203395
virumaale virumaa toostusalade,0.0019880715705765,0.0049916805324459,-151.08153078203395
vallaga vald sauga,0.0019880715705765,0.0049916805324459,-151.08153078203395
pensionifondide pensionifondid fondid,0.0019880715705765,0.0049916805324459,-151.08153078203395
untso missioonide liikmesusest,0.0059642147117296,0.0099833610648918,-67.3876871880198
kinnisasja maad maa,0.0119284294234592,0.016638935108153,-39.48973932334984
maavalitsuste maavalitsused maakonna,0.0119284294234592,0.016638935108153,-39.48973932334984
korterelamute kortermajade kredexi,0.003976143141153,0.0066555740432612,-67.38768718802264
poolte kokkuleppel huvitise,0.003976143141153,0.0066555740432612,-67.38768718802264
korterid kortereid korterit,0.003976143141153,0.0066555740432612,-67.38768718802264
palgatousu opetajate palgatous,0.0099403578528827,0.0133111480865224,-33.91014975041539
koolis kooli opilased,0.0059642147117296,0.0083194675540765,-39.48973932334984
prokuratuur prokuratuuri prokuror,0.0059642147117296,0.0083194675540765,-39.48973932334984
maksuamet tolliamet tolliameti,0.0119284294234592,0.0149750415973377,-25.54076539101484
ametiuhingute tooandjate keskliit,0.0019880715705765,0.0033277870216306,-67.38768718802264
lipu laevu kaubalaeva,0.0019880715705765,0.0033277870216306,-67.38768718802264
iive sundimus iibe,0.0019880715705765,0.0033277870216306,-67.38768718802264
valispoliitika valispoliitikas diplomaatia,0.0019880715705765,0.0033277870216306,-67.38768718802264
teenuseid teenused teenust,0.0019880715705765,0.0033277870216306,-67.38768718802264
noukogudesse ariuhingute noukogudes,0.0019880715705765,0.0033277870216306,-67.38768718802264
uuring uuringut uuringu,0.0019880715705765,0.0033277870216306,-67.38768718802264
president ilves presidendi,0.0019880715705765,0.0033277870216306,-67.38768718802264
joustumine joustuma joustada,0.0079522862823061,0.0099833610648918,-25.54076539101538
missiooni missioonile missioon,0.0079522862823061,0.0099833610648918,-25.54076539101538
psuhhiaatri alaealine psuhhiaatrilist,0.003976143141153,0.0049916805324459,-25.540765391016972
ulejaagis struktuurses struktuurse,0.0139165009940357,0.0149750415973377,-7.606370335155852
volakirjade keskpank volakirju,0.0059642147117296,0.0066555740432612,-11.591791458679866
valimisliitude volikogusse volikokku,0.0059642147117296,0.0066555740432612,-11.591791458679866
arengukavad arengukavade pohialuste,0.0079522862823061,0.0083194675540765,-4.617304492512826
hanke hankija riigihangete,0.0079522862823061,0.0083194675540765,-4.617304492512826
riigikontrolli auditi auditit,0.0079522862823061,0.0083194675540765,-4.617304492512826
