topic_words3,EKRE,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
kaitseliit kaitseliidule kaitseliidu,0.01557632398753894,0.0,0.009505703422053232,0.0,0.005758157389635317,0.003976143141153081
kala kalurid kalurite,0.008566978193146417,0.0,0.008555133079847909,0.0,0.005758157389635317,0.0
kandidaadi kandidaati kandidaat,0.001557632398753894,0.0,0.0,0.0,0.0,0.0
kandidaati kandidaat valituks,0.0,0.0,0.0019011406844106464,0.005747126436781609,0.0,0.0
kandideerima ametikohale kandidaatide,0.002336448598130841,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.0
kantsler kantsleri riigisekretar,0.003115264797507788,0.0,0.0,0.0,0.0,0.003976143141153081
karistuse karistus tingimisi,0.006230529595015576,0.015384615384615385,0.0038022813688212928,0.0,0.005758157389635317,0.0019880715705765406
katteallikas katteallikaid katteallikat,0.001557632398753894,0.015384615384615385,0.0019011406844106464,0.0,0.011516314779270634,0.0
kauguhendus avaksite ettekandjalt,0.006230529595015576,0.0,0.006653992395437262,0.0,0.003838771593090211,0.0
keeleoskust oskuse keeleoskuse,0.004672897196261682,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.005964214711729622
keskkonnaameti uhendamine uhendamise,0.003115264797507788,0.0,0.0028517110266159697,0.0,0.0019193857965451055,0.0
kinnisasja maad maa,0.003115264797507788,0.0,0.0076045627376425855,0.0,0.003838771593090211,0.0
kinnitamise paevakorra paevakord,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0
kirik kiriku maarja,0.000778816199376947,0.0,0.0,0.0,0.0,0.0
kodakondsust kodakondsuse kodanikuks,0.002336448598130841,0.0,0.0038022813688212928,0.0,0.0019193857965451055,0.0
kodualuse maamaksu maamaksust,0.002336448598130841,0.0,0.011406844106463879,0.0,0.013435700575815739,0.003976143141153081
kohanimenoukogu vonnu mulgi,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0
kohtla jarve johvi,0.001557632398753894,0.0,0.0,0.0,0.0019193857965451055,0.003976143141153081
kohtunike kohtususteem kohtuniku,0.002336448598130841,0.0,0.0,0.0,0.0019193857965451055,0.0
kohtutaiturite kohtutaitur kohtutaituri,0.000778816199376947,0.0,0.0,0.0,0.007677543186180422,0.0
kolledz kolledzi turi,0.000778816199376947,0.0,0.0,0.0,0.0,0.0019880715705765406
koneleja konsensuslikud repliigi,0.000778816199376947,0.0,0.0,0.0,0.0019193857965451055,0.0
konkurss konkursi konkurssi,0.0,0.0,0.004752851711026616,0.0,0.0019193857965451055,0.0
koolilouna koolitoidu koolitoit,0.003115264797507788,0.0,0.0038022813688212928,0.005747126436781609,0.003838771593090211,0.033797216699801194
koolis kooli opilased,0.03660436137071651,0.015384615384615385,0.024714828897338403,0.040229885057471264,0.04222648752399232,0.0536779324055666
koolituse koolitus koolitusele,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0,0.0
korrata stenogrammist vabandan,0.001557632398753894,0.0,0.0,0.0,0.0019193857965451055,0.0019880715705765406
korruptsiooni korruptsioon korruptsiooniga,0.000778816199376947,0.0,0.0028517110266159697,0.0,0.0,0.0019880715705765406
korterelamute kortermajade kredexi,0.002336448598130841,0.015384615384615385,0.0,0.011494252873563218,0.009596928982725527,0.0019880715705765406
korterid kortereid korterit,0.00778816199376947,0.06153846153846154,0.0076045627376425855,0.0,0.013435700575815739,0.019880715705765408
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,0.0009505703422053232,0.0,0.0,0.005964214711729622
krimmi agressiooni ukraina,0.05685358255451713,0.0,0.07604562737642585,0.05747126436781609,0.09021113243761997,0.02385685884691849
kulukuse krediidi kiirlaenude,0.0,0.0,0.0,0.0,0.0,0.005964214711729622
kusija vastaja vastasin,0.0,0.0,0.0,0.0,0.0,0.0019880715705765406
kusimusena tahtsa tahtsusega,0.0,0.0,0.0028517110266159697,0.005747126436781609,0.0,0.0
kutsehariduse kutseharidus kutsehariduses,0.003894080996884735,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.0019880715705765406
laari laar kandidatuuri,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0019880715705765406
lae korgepalgaliste lagi,0.000778816199376947,0.0,0.0,0.0,0.0,0.0
lahususe voimude lahusus,0.003894080996884735,0.0,0.0028517110266159697,0.005747126436781609,0.0019193857965451055,0.0
lapsetoetust lapsetoetus lapsetoetuse,0.009345794392523364,0.06153846153846154,0.024714828897338403,0.017241379310344827,0.013435700575815739,0.06958250497017893
lasteaia lasteaias lasteaiakoha,0.005451713395638629,0.015384615384615385,0.008555133079847909,0.04597701149425287,0.009596928982725527,0.013916500994035786
leping ratifitseerida lepinguga,0.004672897196261682,0.0,0.0009505703422053232,0.0,0.005758157389635317,0.0
liiklussurmade liikluses hukkunute,0.000778816199376947,0.0,0.0,0.0,0.0019193857965451055,0.0
liitlaste ohutorje keskmaa,0.042834890965732085,0.015384615384615385,0.01806083650190114,0.011494252873563218,0.013435700575815739,0.011928429423459244
lipu laevu kaubalaeva,0.002336448598130841,0.0,0.0028517110266159697,0.0,0.003838771593090211,0.0
lipud lippude lipp,0.001557632398753894,0.0,0.0009505703422053232,0.0,0.0,0.0
lisaeelarve lisaeelarves lisaeelarvega,0.000778816199376947,0.015384615384615385,0.004752851711026616,0.005747126436781609,0.005758157389635317,0.007952286282306162
lng terminali gaasi,0.017133956386292833,0.0,0.060836501901140684,0.011494252873563218,0.01727447216890595,0.017892644135188866
loomi loomade loomad,0.001557632398753894,0.0,0.0038022813688212928,0.0,0.0019193857965451055,0.003976143141153081
louis freeh kremli,0.005451713395638629,0.0,0.0009505703422053232,0.0,0.0,0.003976143141153081
maantee neljarealiseks ppp,0.0,0.0,0.0,0.0,0.0,0.0019880715705765406
maavalitsuste maavalitsused maakonna,0.002336448598130841,0.0,0.0,0.0,0.0,0.0019880715705765406
maksuamet tolliamet tolliameti,0.000778816199376947,0.015384615384615385,0.0009505703422053232,0.0,0.0019193857965451055,0.0019880715705765406
matusetoetust matusetoetus matusetoetuse,0.001557632398753894,0.0,0.0,0.0,0.0,0.0
mes maale maaelu,0.003115264797507788,0.0,0.004752851711026616,0.017241379310344827,0.0,0.0
metsa metsade mets,0.007009345794392523,0.0,0.022813688212927757,0.0,0.005758157389635317,0.013916500994035786
miili baasvorgu lairiba,0.001557632398753894,0.0,0.0028517110266159697,0.0,0.003838771593090211,0.0019880715705765406
missiooni missioonile missioon,0.01557632398753894,0.0,0.0028517110266159697,0.011494252873563218,0.005758157389635317,0.0
moisteid moiste moisted,0.010903426791277258,0.0,0.006653992395437262,0.005747126436781609,0.005758157389635317,0.0
muraste kase kompleksi,0.000778816199376947,0.0,0.0,0.0,0.0,0.0
muundatud geneetiliselt gmo,0.000778816199376947,0.0,0.0009505703422053232,0.005747126436781609,0.0,0.0
muuseum muuseumi muuseumide,0.000778816199376947,0.0,0.0,0.0,0.0,0.0019880715705765406
nord stream streami,0.000778816199376947,0.0,0.0019011406844106464,0.0,0.0019193857965451055,0.005964214711729622
normitehnika mojude eeskiri,0.008566978193146417,0.0,0.0019011406844106464,0.005747126436781609,0.0,0.0
noukogudesse ariuhingute noukogudes,0.0,0.0,0.0009505703422053232,0.0,0.003838771593090211,0.0
objekti anu raua,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019880715705765406
oiglase virumaale ulemineku,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0,0.0019880715705765406
oigusriik oigusriigi oigusriigist,0.003894080996884735,0.0,0.0019011406844106464,0.005747126436781609,0.0,0.0
omandireformi tagastatud omandireform,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0
ooteala piiriuletuse piiripunkti,0.000778816199376947,0.0,0.0019011406844106464,0.0,0.0,0.0
ootuse oigusparase oiguskindluse,0.0,0.0,0.0019011406844106464,0.0,0.0,0.0019880715705765406
opositsiooni koalitsioonil opositsioonil,0.000778816199376947,0.0,0.0076045627376425855,0.005747126436781609,0.0,0.0019880715705765406
opositsioonis koalitsiooni opositsiooni,0.01557632398753894,0.03076923076923077,0.030418250950570342,0.040229885057471264,0.013435700575815739,0.011928429423459244
otsevalimise presidenti presidendi,0.003115264797507788,0.0,0.004752851711026616,0.011494252873563218,0.0,0.0
pagulasi pagulased pagulaste,0.03426791277258567,0.015384615384615385,0.016159695817490494,0.0,0.013435700575815739,0.02186878727634195
palgalohe soolist meeste,0.014018691588785047,0.0,0.0019011406844106464,0.005747126436781609,0.005758157389635317,0.007952286282306162
palgatousu opetajate palgatous,0.003115264797507788,0.09230769230769231,0.005703422053231939,0.0,0.0019193857965451055,0.02385685884691849
pealinnast tallinnast viljandisse,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.003976143141153081
pensioni pension sammas,0.000778816199376947,0.0,0.0,0.0,0.0,0.0019880715705765406
pensionifondide pensionifondid fondid,0.000778816199376947,0.0,0.0019011406844106464,0.0,0.0019193857965451055,0.0
pensioniiga pensioniea eluiga,0.000778816199376947,0.0,0.0019011406844106464,0.005747126436781609,0.0019193857965451055,0.0
pensionitous pensionitousu pension,0.009345794392523364,0.0,0.027566539923954372,0.11494252873563218,0.0019193857965451055,0.03578528827037773
piima toorpiima toodangut,0.002336448598130841,0.0,0.0019011406844106464,0.011494252873563218,0.0019193857965451055,0.005964214711729622
piirikontrolli schengeni valispiiri,0.002336448598130841,0.0,0.0,0.0,0.003838771593090211,0.0
piirilepingu piirileping piirilepingut,0.021806853582554516,0.0,0.0028517110266159697,0.0,0.015355086372360844,0.0019880715705765406
piirivalve valvamise valvamine,0.014797507788161994,0.0,0.0019011406844106464,0.005747126436781609,0.0019193857965451055,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,0.0,0.0,0.003838771593090211,0.0
pohiseadusega riigikohus oiguskantsler,0.007009345794392523,0.0,0.0019011406844106464,0.05172413793103448,0.011516314779270634,0.0
pollumeestele pollumehi pollumehed,0.005451713395638629,0.0,0.0019011406844106464,0.017241379310344827,0.0019193857965451055,0.009940357852882704
poolte kokkuleppel huvitise,0.001557632398753894,0.0,0.0019011406844106464,0.0,0.0,0.0019880715705765406
post posti omniva,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0019880715705765406
prokuratuur prokuratuuri prokuror,0.004672897196261682,0.0,0.004752851711026616,0.005747126436781609,0.003838771593090211,0.009940357852882704
psuhhiaatri alaealine psuhhiaatrilist,0.003115264797507788,0.0,0.0009505703422053232,0.005747126436781609,0.0019193857965451055,0.005964214711729622
puude raskusastme puuet,0.0,0.0,0.0019011406844106464,0.0,0.0,0.003976143141153081
raamatukogu pimedate raamatukogude,0.001557632398753894,0.0,0.004752851711026616,0.0,0.005758157389635317,0.0019880715705765406
rahapesu terrorismi andmeburoo,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,0.0,0.005747126436781609,0.0019193857965451055,0.003976143141153081
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002336448598130841,0.0,0.0009505703422053232,0.005747126436781609,0.003838771593090211,0.0
rahvuse rahvust rahvusriik,0.014797507788161994,0.0,0.0028517110266159697,0.0,0.005758157389635317,0.0
rail trassi balticu,0.001557632398753894,0.0,0.006653992395437262,0.0,0.003838771593090211,0.0
reklaami reklaam alkoholireklaam,0.001557632398753894,0.0,0.0009505703422053232,0.0,0.0,0.0
relva relvade relvaluba,0.003115264797507788,0.0,0.0,0.005747126436781609,0.003838771593090211,0.0
riigiabi komisjonilt loa,0.0,0.0,0.0009505703422053232,0.005747126436781609,0.0,0.005964214711729622
riigikontrolli auditi auditit,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0,0.0
riigiloivude riigiloivud riigiloivu,0.001557632398753894,0.0,0.0019011406844106464,0.005747126436781609,0.0019193857965451055,0.0
riigimetsa majandamise noukokku,0.0,0.0,0.0009505703422053232,0.005747126436781609,0.0,0.0
riigipalgaliste riigisektoris koondada,0.0,0.015384615384615385,0.0,0.0,0.0,0.0
riigipuha puhade tahtpaevade,0.0,0.015384615384615385,0.0,0.0,0.009596928982725527,0.011928429423459244
riigireformi riigireformist riigireform,0.0,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.0019880715705765406
salastatud valisteabe riigisaladuse,0.006230529595015576,0.015384615384615385,0.0009505703422053232,0.0,0.0,0.0
salvestisi salvestised salvestiste,0.004672897196261682,0.0,0.009505703422053232,0.011494252873563218,0.009596928982725527,0.0
samba sammas sambasse,0.000778816199376947,0.0,0.0028517110266159697,0.0,0.0019193857965451055,0.0
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,0.0,0.0,0.0,0.003976143141153081
sigade katku katk,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0,0.0019880715705765406
skais arendused infosusteemide,0.0,0.0,0.0,0.0,0.0,0.0019880715705765406
slovakkia ungari portugal,0.005451713395638629,0.0,0.006653992395437262,0.005747126436781609,0.009596928982725527,0.0019880715705765406
soita jalakaija konniteel,0.006230529595015576,0.046153846153846156,0.005703422053231939,0.005747126436781609,0.009596928982725527,0.0019880715705765406
sularaha kommertspangad pangad,0.001557632398753894,0.0,0.0,0.0,0.0,0.0
suuria euroopasse turgis,0.000778816199376947,0.0,0.0009505703422053232,0.0,0.0,0.0019880715705765406
taanis saksamaal hollandis,0.004672897196261682,0.0,0.0019011406844106464,0.0,0.005758157389635317,0.003976143141153081
talupidajate kaubanduskoja kaubanduskoda,0.002336448598130841,0.0,0.0009505703422053232,0.005747126436781609,0.0,0.0
tantsupeo laulu traditsiooni,0.0,0.0,0.0019011406844106464,0.0,0.0019193857965451055,0.0019880715705765406
tapsustatakse ajakohastatakse nouete,0.000778816199376947,0.015384615384615385,0.0019011406844106464,0.005747126436781609,0.005758157389635317,0.0
tarbijakaitse amet ametile,0.009345794392523364,0.015384615384615385,0.0009505703422053232,0.0,0.003838771593090211,0.0019880715705765406
teadus teaduse arendustegevuse,0.000778816199376947,0.0,0.0028517110266159697,0.0,0.0019193857965451055,0.0
teede teehoiuks teedele,0.000778816199376947,0.0,0.0009505703422053232,0.005747126436781609,0.0,0.0019880715705765406
teenistuse teenistuses avalikus,0.001557632398753894,0.0,0.0009505703422053232,0.0,0.003838771593090211,0.0019880715705765406
teenuseid teenused teenust,0.0,0.0,0.0028517110266159697,0.0,0.0019193857965451055,0.0
terviseandmed isikuandmeid terviseandmeid,0.00778816199376947,0.015384615384615385,0.009505703422053232,0.011494252873563218,0.005758157389635317,0.0019880715705765406
tervist tervis tervisega,0.000778816199376947,0.015384615384615385,0.0009505703422053232,0.0,0.0019193857965451055,0.0
tooandja tervisesse maksuvabalt,0.000778816199376947,0.015384615384615385,0.0,0.0,0.0019193857965451055,0.0
tooandja tooandjal tootaja,0.003115264797507788,0.015384615384615385,0.0038022813688212928,0.005747126436781609,0.0019193857965451055,0.009940357852882704
toonadalal istungid taiendaval,0.024922118380062305,0.0,0.03517110266159696,0.005747126436781609,0.005758157389635317,0.003976143141153081
tootuid tootute tootu,0.000778816199376947,0.0,0.0019011406844106464,0.005747126436781609,0.0,0.0
toovoimereformi toovoimega toovoimereform,0.0,0.0,0.0009505703422053232,0.0,0.0019193857965451055,0.011928429423459244
treenerite spordi sport,0.0,0.0,0.0,0.005747126436781609,0.0019193857965451055,0.005964214711729622
ts parvlaeva parvlaevad,0.000778816199376947,0.0,0.0028517110266159697,0.0,0.0,0.0
tsernoboli represseeritud oigusvastaselt,0.0,0.0,0.0009505703422053232,0.0,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.003115264797507788,0.015384615384615385,0.008555133079847909,0.011494252873563218,0.007677543186180422,0.013916500994035786
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0,0.0028517110266159697,0.0,0.0,0.003976143141153081
tulumaksuvaba maksususteemi tulumaksu,0.000778816199376947,0.2153846153846154,0.0038022813688212928,0.011494252873563218,0.030710172744721688,0.019880715705765408
ugri rahvaste polisrahvaste,0.003115264797507788,0.0,0.0,0.0,0.0,0.0
uhistranspordi uhistransport uhistransporti,0.000778816199376947,0.03076923076923077,0.0019011406844106464,0.0,0.0,0.0019880715705765406
ulejaagis struktuurses struktuurse,0.003894080996884735,0.0,0.006653992395437262,0.0,0.013435700575815739,0.007952286282306162
ulikooliga kbfi instituudi,0.001557632398753894,0.0,0.0009505703422053232,0.0,0.0,0.003976143141153081
uliopilased uliopilastele uliopilaste,0.020249221183800622,0.0,0.019961977186311788,0.005747126436781609,0.019193857965451054,0.02584493041749503
untso missioonide liikmesusest,0.0,0.0,0.0019011406844106464,0.0,0.0,0.0
utah jordaania energia,0.000778816199376947,0.0,0.0,0.0,0.0,0.0
uuring uuringut uuringu,0.002336448598130841,0.0,0.0009505703422053232,0.0,0.005758157389635317,0.0019880715705765406
vabatahtlike komandode paasteameti,0.009345794392523364,0.0,0.005703422053231939,0.005747126436781609,0.009596928982725527,0.005964214711729622
vaesuses suhtelises vaesuse,0.000778816199376947,0.0,0.0,0.0,0.003838771593090211,0.011928429423459244
vagivalla naistevastase perevagivalla,0.002336448598130841,0.0,0.0009505703422053232,0.0,0.0,0.0
vagivallale vihakone ohutamine,0.019470404984423675,0.0,0.0038022813688212928,0.0,0.007677543186180422,0.03180914512922465
vaikesaarte saarte pusiasustusega,0.002336448598130841,0.0,0.008555133079847909,0.0,0.0019193857965451055,0.0
valijate erakonda valijaid,0.002336448598130841,0.0,0.0028517110266159697,0.0,0.0019193857965451055,0.0019880715705765406
valimisea valimisiga valimisoiguse,0.0,0.0,0.0019011406844106464,0.0,0.0,0.0
valimiskomisjon proteste valimiskasti,0.000778816199376947,0.0,0.0,0.0,0.0,0.0
valimisliitude volikogusse volikokku,0.005451713395638629,0.0,0.0019011406844106464,0.0,0.0,0.0
valismaale valjarande valjaranne,0.00778816199376947,0.0,0.0,0.005747126436781609,0.005758157389635317,0.0
valispoliitika valispoliitikas diplomaatia,0.0,0.0,0.0009505703422053232,0.017241379310344827,0.005758157389635317,0.003976143141153081
vallaga vald sauga,0.002336448598130841,0.015384615384615385,0.0028517110266159697,0.0,0.0,0.0
vanemahuvitist vanemahuvitise vanemahuvitis,0.002336448598130841,0.0,0.005703422053231939,0.0,0.0019193857965451055,0.007952286282306162
varude varud varu,0.003115264797507788,0.0,0.0,0.0,0.0,0.0
veb fondi uurimiskomisjon,0.001557632398753894,0.0,0.0009505703422053232,0.0,0.0,0.0
vee monopolide veeteenuse,0.0,0.015384615384615385,0.0028517110266159697,0.011494252873563218,0.0019193857965451055,0.0
viirust vaktsineeritud viiruse,0.04127725856697819,0.03076923076923077,0.022813688212927757,0.022988505747126436,0.03262955854126679,0.015904572564612324
virumaale virumaa toostusalade,0.004672897196261682,0.0,0.0028517110266159697,0.0,0.003838771593090211,0.02584493041749503
voidusamba vabadussoja uurimiskomisjon,0.001557632398753894,0.0,0.0,0.0,0.0,0.0
volakirjade keskpank volakirju,0.000778816199376947,0.015384615384615385,0.0038022813688212928,0.0,0.009596928982725527,0.003976143141153081
volitust kaasuses jarvik,0.001557632398753894,0.0,0.0,0.005747126436781609,0.0,0.0
