topic_words3,Fraktsioonitud,Keskerakond,difference
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0057471264367816,-inf
slovakkia ungari portugal,0.0,0.0057471264367816,-inf
salvestisi salvestised salvestiste,0.0,0.0114942528735632,-inf
riigimetsa majandamise noukokku,0.0,0.0057471264367816,-inf
riigiloivude riigiloivud riigiloivu,0.0,0.0057471264367816,-inf
riigiabi komisjonilt loa,0.0,0.0057471264367816,-inf
teede teehoiuks teedele,0.0,0.0057471264367816,-inf
lng terminali gaasi,0.0,0.0114942528735632,-inf
volitust kaasuses jarvik,0.0,0.0057471264367816,-inf
tootuid tootute tootu,0.0,0.0057471264367816,-inf
haale valimispaeval valimiste,0.0,0.0057471264367816,-inf
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0172413793103448,-inf
hoiu pangad pankade,0.0,0.0057471264367816,-inf
hooldekodus hoolduse hooldekodu,0.0,0.0057471264367816,-inf
eriarstide eriarstiabi eriarsti,0.0,0.0402298850574712,-inf
kaasne lisakulutusi riigieelarvele,0.0,0.0057471264367816,-inf
elamisluba elamisloa viisa,0.0,0.0057471264367816,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0057471264367816,-inf
kandidaati kandidaat valituks,0.0,0.0057471264367816,-inf
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0057471264367816,-inf
treenerite spordi sport,0.0,0.0057471264367816,-inf
etv saateid pbk,0.0,0.0057471264367816,-inf
normitehnika mojude eeskiri,0.0,0.0057471264367816,-inf
pollumeestele pollumehi pollumehed,0.0,0.0172413793103448,-inf
pohiseadusega riigikohus oiguskantsler,0.0,0.0517241379310344,-inf
piirivalve valvamise valvamine,0.0,0.0057471264367816,-inf
piima toorpiima toodangut,0.0,0.0114942528735632,-inf
pensionitous pensionitousu pension,0.0,0.1149425287356321,-inf
psuhhiaatri alaealine psuhhiaatrilist,0.0,0.0057471264367816,-inf
pensioniiga pensioniea eluiga,0.0,0.0057471264367816,-inf
opositsiooni koalitsioonil opositsioonil,0.0,0.0057471264367816,-inf
oigusriik oigusriigi oigusriigist,0.0,0.0057471264367816,-inf
muundatud geneetiliselt gmo,0.0,0.0057471264367816,-inf
uliopilased uliopilastele uliopilaste,0.0,0.0057471264367816,-inf
moisteid moiste moisted,0.0,0.0057471264367816,-inf
missiooni missioonile missioon,0.0,0.0114942528735632,-inf
palgalohe soolist meeste,0.0,0.0057471264367816,-inf
mes maale maaelu,0.0,0.0172413793103448,-inf
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0057471264367816,-inf
relva relvade relvaluba,0.0,0.0057471264367816,-inf
valispoliitika valispoliitikas diplomaatia,0.0,0.0172413793103448,-inf
valismaale valjarande valjaranne,0.0,0.0057471264367816,-inf
vabatahtlike komandode paasteameti,0.0,0.0057471264367816,-inf
eelarves riigieelarves reservist,0.0,0.0114942528735632,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0057471264367816,-inf
kandidaadi kandidaati kandidaat,0.0,0.0,
huvihariduse huvitegevuse huviharidus,0.0,0.0,
fie fuusilisest isikust,0.0,0.0,
haalte kandidaatidele haaletamisest,0.0,0.0,
hadaolukorda eriolukord eriolukorra,0.0,0.0,
hambaravi hammaste hambad,0.0,0.0,
prokuratuur prokuratuuri prokuror,0.0,0.0057471264367816,-inf
hansson ardo panga,0.0,0.0,
hiv narkomaania epideemia,0.0,0.0,
hoone rkas hoonet,0.0,0.0,
humni humn laulda,0.0,0.0,
id mobiil kaardi,0.0,0.0,
elektri elektrit taastuvenergia,0.0,0.0,
idapiiri piiririba valjaehitamine,0.0,0.0,
iive sundimus iibe,0.0,0.0,
inimarengu aruanne aruandes,0.0,0.0,
jaatmeid liigiti prugi,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
jarviku jarvik maaeluministri,0.0,0.0,
joustumine joustuma joustada,0.0,0.0,
kaitseliit kaitseliidule kaitseliidu,0.0,0.0,
kala kalurid kalurite,0.0,0.0,
eripensioni valjateenitud staazi,0.0,0.0,
efsf esm kreekale,0.0,0.0,
koolilouna koolitoidu koolitoit,0.0,0.0057471264367816,-inf
aasia aasias saatkonna,0.0,0.0,
apteeke apteegid apteekide,0.0,0.0057471264367816,-inf
annetused annetusi annetuste,0.0,0.0057471264367816,-inf
alkoholi kange lahja,0.0,0.0057471264367816,-inf
krimmi agressiooni ukraina,0.0,0.057471264367816,-inf
kusimusena tahtsa tahtsusega,0.0,0.0057471264367816,-inf
lahususe voimude lahusus,0.0,0.0057471264367816,-inf
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0057471264367816,-inf
erimargistatud kutust kutuse,0.0,0.0114942528735632,-inf
aardla pria pealtnagija,0.0,0.0,
aituma infotundi jahimehed,0.0,0.0,
eelarvele kulude riigieelarvele,0.0,0.0,
ajakirjandus ajakirjanduse ajakirjandust,0.0,0.0,
ametiuhingute tooandjate keskliit,0.0,0.0,
ammendumiseni kaheni pikendada,0.0,0.0,
annetus erjk annetuse,0.0,0.0,
arengukavad arengukavade pohialuste,0.0,0.0,
borsile ipo enefit,0.0,0.0,
danske filiaali rahapesu,0.0,0.0,
direktiivi direktiiv ulevotmise,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
voidusamba vabadussoja uurimiskomisjon,0.0,0.0,
