topic_words3,EKRE,Reformierakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0007788161993769,0.0307101727447216,-3843.1861804224923
krimmi agressiooni ukraina,0.0568535825545171,0.0902111324376199,-58.67273157521099
arengukavad arengukavade pohialuste,0.0062305295950155,0.0230326295585412,-269.67370441459076
kodualuse maamaksu maamaksust,0.0023364485981308,0.0134357005758157,-475.0479846449221
katteallikas katteallikaid katteallikat,0.0015576323987538,0.0115163147792706,-639.3474088292171
elektri elektrit taastuvenergia,0.0350467289719626,0.055662188099808,-58.82277671145223
ulejaagis struktuurses struktuurse,0.0038940809968847,0.0134357005758157,-245.02879078695034
volakirjade keskpank volakirju,0.0007788161993769,0.0095969289827255,-1132.2456813820286
elamisluba elamisloa viisa,0.0054517133956386,0.0153550863723608,-181.65615574444817
korterelamute kortermajade kredexi,0.0023364485981308,0.0095969289827255,-310.74856046065855
kohtutaiturite kohtutaitur kohtutaituri,0.0007788161993769,0.0076775431861804,-885.7965451056228
eriarstide eriarstiabi eriarsti,0.0124610591900311,0.0230326295585412,-84.83685220729389
huvihariduse huvitegevuse huviharidus,0.0007788161993769,0.0057581573896353,-639.3474088292171
lisaeelarve lisaeelarves lisaeelarvega,0.0007788161993769,0.0057581573896353,-639.3474088292171
tapsustatakse ajakohastatakse nouete,0.0007788161993769,0.0057581573896353,-639.3474088292171
joustumine joustuma joustada,0.0062305295950155,0.0134357005758157,-115.64299424184466
annetused annetusi annetuste,0.0062305295950155,0.0134357005758157,-115.64299424184466
raamatukogu pimedate raamatukogude,0.0015576323987538,0.0057581573896353,-269.6737044146086
huvigruppe huvigruppide kaasatud,0.0070093457943925,0.0134357005758157,-91.68266154830465
tulubaasi omavalitsustele omavalitsuste,0.0031152647975077,0.0076775431861804,-146.4491362763978
salvestisi salvestised salvestiste,0.0046728971962616,0.0095969289827255,-105.37428023032929
vaesuses suhtelises vaesuse,0.0007788161993769,0.0038387715930902,-392.8982725528115
korterid kortereid korterit,0.0077881619937694,0.0134357005758157,-72.51439539347516
uuring uuringut uuringu,0.0023364485981308,0.0057581573896353,-146.44913627639514
annetus erjk annetuse,0.0023364485981308,0.0057581573896353,-146.44913627639514
lasteaia lasteaias lasteaiakoha,0.0054517133956386,0.0095969289827255,-76.03509734028009
slovakkia ungari portugal,0.0054517133956386,0.0095969289827255,-76.03509734028009
pohiseadusega riigikohus oiguskantsler,0.0070093457943925,0.0115163147792706,-64.2994241842611
teenistuse teenistuses avalikus,0.0015576323987538,0.0038387715930902,-146.4491362764057
rail trassi balticu,0.0015576323987538,0.0038387715930902,-146.4491362764057
miili baasvorgu lairiba,0.0015576323987538,0.0038387715930902,-146.4491362764057
lapsetoetust lapsetoetus lapsetoetuse,0.0093457943925233,0.0134357005758157,-43.76199616122899
soita jalakaija konniteel,0.0062305295950155,0.0095969289827255,-54.030710172746154
pealinnast tallinnast viljandisse,0.0007788161993769,0.0019193857965451,-146.4491362764057
aituma infotundi jahimehed,0.0007788161993769,0.0019193857965451,-146.4491362764057
pensionifondide pensionifondid fondid,0.0007788161993769,0.0019193857965451,-146.4491362764057
pensioniiga pensioniea eluiga,0.0007788161993769,0.0019193857965451,-146.4491362764057
teadus teaduse arendustegevuse,0.0007788161993769,0.0019193857965451,-146.4491362764057
kaitsekulud kaitsekulutused kaitsekulude,0.0007788161993769,0.0019193857965451,-146.4491362764057
liiklussurmade liikluses hukkunute,0.0007788161993769,0.0019193857965451,-146.4491362764057
danske filiaali rahapesu,0.0007788161993769,0.0019193857965451,-146.4491362764057
samba sammas sambasse,0.0007788161993769,0.0019193857965451,-146.4491362764057
tooandja tervisesse maksuvabalt,0.0007788161993769,0.0019193857965451,-146.4491362764057
tervist tervis tervisega,0.0007788161993769,0.0019193857965451,-146.4491362764057
koneleja konsensuslikud repliigi,0.0007788161993769,0.0019193857965451,-146.4491362764057
hooldekodus hoolduse hooldekodu,0.0007788161993769,0.0019193857965451,-146.4491362764057
nord stream streami,0.0007788161993769,0.0019193857965451,-146.4491362764057
maksuamet tolliamet tolliameti,0.0007788161993769,0.0019193857965451,-146.4491362764057
koolis kooli opilased,0.0366043613707165,0.0422264875239923,-15.359170171927932
piirikontrolli schengeni valispiiri,0.0023364485981308,0.0038387715930902,-64.29942418426344
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0023364485981308,0.0038387715930902,-64.29942418426344
lipu laevu kaubalaeva,0.0023364485981308,0.0038387715930902,-64.29942418426344
inflatsiooni inflatsioon hinnatous,0.028816199376947,0.0326295585412667,-13.233386937801365
taanis saksamaal hollandis,0.0046728971962616,0.0057581573896353,-23.224568138197572
leping ratifitseerida lepinguga,0.0046728971962616,0.0057581573896353,-23.224568138197572
apteeke apteegid apteekide,0.0031152647975077,0.0038387715930902,-23.22456813819891
relva relvade relvaluba,0.0031152647975077,0.0038387715930902,-23.22456813819891
kinnisasja maad maa,0.0031152647975077,0.0038387715930902,-23.22456813819891
koolilouna koolitoidu koolitoit,0.0031152647975077,0.0038387715930902,-23.22456813819891
hanke hankija riigihangete,0.0031152647975077,0.0038387715930902,-23.22456813819891
riigiloivude riigiloivud riigiloivu,0.0015576323987538,0.0019193857965451,-23.224568138202873
kohtla jarve johvi,0.0015576323987538,0.0019193857965451,-23.224568138202873
loomi loomade loomad,0.0015576323987538,0.0019193857965451,-23.224568138202873
korrata stenogrammist vabandan,0.0015576323987538,0.0019193857965451,-23.224568138202873
jaatmeid liigiti prugi,0.0015576323987538,0.0019193857965451,-23.224568138202873
vabatahtlike komandode paasteameti,0.0093457943925233,0.0095969289827255,-2.6871401151635554
lng terminali gaasi,0.0171339563862928,0.0172744721689059,-0.820101203978277
erimargistatud kutust kutuse,0.0038940809968847,0.0038387715930902,1.4203454894427707
karistuse karistus tingimisi,0.0062305295950155,0.0057581573896353,7.581573896352308
uliopilased uliopilastele uliopilaste,0.0202492211838006,0.019193857965451,5.211870662926503
kodakondsust kodakondsuse kodanikuks,0.0023364485981308,0.0019193857965451,17.850287907868278
piima toorpiima toodangut,0.0023364485981308,0.0019193857965451,17.850287907868278
kandideerima ametikohale kandidaatide,0.0023364485981308,0.0019193857965451,17.850287907868278
valijate erakonda valijaid,0.0023364485981308,0.0019193857965451,17.850287907868278
vaikesaarte saarte pusiasustusega,0.0023364485981308,0.0019193857965451,17.850287907868278
kohtunike kohtususteem kohtuniku,0.0023364485981308,0.0019193857965451,17.850287907868278
hiv narkomaania epideemia,0.0023364485981308,0.0019193857965451,17.850287907868278
vanemahuvitist vanemahuvitise vanemahuvitis,0.0023364485981308,0.0019193857965451,17.850287907868278
arengufond arengufondi arengufondis,0.0046728971962616,0.0038387715930902,17.850287907868278
virumaale virumaa toostusalade,0.0046728971962616,0.0038387715930902,17.850287907868278
prokuratuur prokuratuuri prokuror,0.0046728971962616,0.0038387715930902,17.850287907868278
alkoholi kange lahja,0.0070093457943925,0.0057581573896353,17.85028790786945
metsa metsade mets,0.0070093457943925,0.0057581573896353,17.85028790786945
opositsioonis koalitsiooni opositsiooni,0.0155763239875389,0.0134357005758157,13.742802303262971
direktiivi direktiiv ulevotmise,0.0202492211838006,0.0172744721689059,14.690683596633852
humni humn laulda,0.0031152647975077,0.0019193857965451,38.38771593090055
keskkonnaameti uhendamine uhendamise,0.0031152647975077,0.0019193857965451,38.38771593090055
palgatousu opetajate palgatous,0.0031152647975077,0.0019193857965451,38.38771593090055
tooandja tooandjal tootaja,0.0031152647975077,0.0019193857965451,38.38771593090055
psuhhiaatri alaealine psuhhiaatrilist,0.0031152647975077,0.0019193857965451,38.38771593090055
etv saateid pbk,0.0054517133956386,0.0038387715930902,29.585961063887957
valismaale valjarande valjaranne,0.0077881619937694,0.0057581573896353,26.065259117082086
terviseandmed isikuandmeid terviseandmeid,0.0077881619937694,0.0057581573896353,26.065259117082086
kala kalurid kalurite,0.0085669781931464,0.0057581573896353,32.78659919734782
iive sundimus iibe,0.0085669781931464,0.0057581573896353,32.78659919734782
kauguhendus avaksite ettekandjalt,0.0062305295950155,0.0038387715930902,38.387715930901535
kutsehariduse kutseharidus kutsehariduses,0.0038940809968847,0.0019193857965451,50.71017274472139
kaasne lisakulutusi riigieelarvele,0.0038940809968847,0.0019193857965451,50.71017274472139
lahususe voimude lahusus,0.0038940809968847,0.0019193857965451,50.71017274472139
ajakirjandus ajakirjanduse ajakirjandust,0.0070093457943925,0.0038387715930902,45.23352527191296
keeleoskust oskuse keeleoskuse,0.0046728971962616,0.0019193857965451,58.925143953934146
viirust vaktsineeritud viiruse,0.0412772585669781,0.0326295585412667,20.950277043421625
piirilepingu piirileping piirilepingut,0.0218068535825545,0.0153550863723608,29.585961063888274
pollumeestele pollumehi pollumehed,0.0054517133956386,0.0019193857965451,64.79298053194398
moisteid moiste moisted,0.0109034267912772,0.0057581573896353,47.18947079791597
tarbijakaitse amet ametile,0.0093457943925233,0.0038387715930902,58.92514395393458
hoone rkas hoonet,0.0077881619937694,0.0019193857965451,75.35508637236069
palgalohe soolist meeste,0.014018691588785,0.0057581573896353,58.92514395393472
rahvuse rahvust rahvusriik,0.0147975077881619,0.0057581573896353,61.086978482674894
pensionitous pensionitousu pension,0.0093457943925233,0.0019193857965451,79.46257197696728
kaitseliit kaitseliidule kaitseliidu,0.0155763239875389,0.0057581573896353,63.032629558541274
missiooni missioonile missioon,0.0155763239875389,0.0057581573896353,63.032629558541274
hadaolukorda eriolukord eriolukorra,0.0132398753894081,0.0038387715930902,71.00598396748343
vagivallale vihakone ohutamine,0.0194704049844236,0.0076775431861804,60.56813819577731
eelarves riigieelarves reservist,0.0132398753894081,0.0019193857965451,85.50299198374172
jarviku jarvik maaeluministri,0.014018691588785,0.0019193857965451,86.30838131797825
piirivalve valvamise valvamine,0.0147975077881619,0.0019193857965451,87.0289928275583
pagulasi pagulased pagulaste,0.0342679127725856,0.0134357005758157,60.79218286511955
toonadalal istungid taiendaval,0.0249221183800623,0.0057581573896353,76.89539347408837
liitlaste ohutorje keskmaa,0.042834890965732,0.0134357005758157,68.63374629209564
normitehnika mojude eeskiri,0.0085669781931464,0.0,100.0
kaibemaksu kaibemaks kaibemaksumaara,0.0062305295950155,0.0,100.0
