topic_words3,Fraktsioonitud,Reformierakond,difference
koolis kooli opilased,0.0153846153846153,0.0422264875239923,-174.47216890595146
inflatsiooni inflatsioon hinnatous,0.0307692307692307,0.0326295585412667,-6.046065259117012
viirust vaktsineeritud viiruse,0.0307692307692307,0.0326295585412667,-6.046065259117012
liitlaste ohutorje keskmaa,0.0153846153846153,0.0134357005758157,12.667946257197467
pagulasi pagulased pagulaste,0.0153846153846153,0.0134357005758157,12.667946257197467
huvigruppe huvigruppide kaasatud,0.0153846153846153,0.0134357005758157,12.667946257197467
katteallikas katteallikaid katteallikat,0.0153846153846153,0.0115163147792706,25.143953934740697
korterelamute kortermajade kredexi,0.0153846153846153,0.0095969289827255,37.619961612283916
lasteaia lasteaias lasteaiakoha,0.0153846153846153,0.0095969289827255,37.619961612283916
riigipuha puhade tahtpaevade,0.0153846153846153,0.0095969289827255,37.619961612283916
volakirjade keskpank volakirju,0.0153846153846153,0.0095969289827255,37.619961612283916
tulubaasi omavalitsustele omavalitsuste,0.0153846153846153,0.0076775431861804,50.095969289827124
karistuse karistus tingimisi,0.0153846153846153,0.0057581573896353,62.57197696737035
lisaeelarve lisaeelarves lisaeelarvega,0.0153846153846153,0.0057581573896353,62.57197696737035
tapsustatakse ajakohastatakse nouete,0.0153846153846153,0.0057581573896353,62.57197696737035
terviseandmed isikuandmeid terviseandmeid,0.0153846153846153,0.0057581573896353,62.57197696737035
tarbijakaitse amet ametile,0.0153846153846153,0.0038387715930902,75.04798464491357
arengufond arengufondi arengufondis,0.0153846153846153,0.0038387715930902,75.04798464491357
opositsioonis koalitsiooni opositsiooni,0.0307692307692307,0.0134357005758157,56.33397312859887
tooandja tooandjal tootaja,0.0153846153846153,0.0019193857965451,87.52399232245678
tooandja tervisesse maksuvabalt,0.0153846153846153,0.0019193857965451,87.52399232245678
tervist tervis tervisega,0.0153846153846153,0.0019193857965451,87.52399232245678
vee monopolide veeteenuse,0.0153846153846153,0.0019193857965451,87.52399232245678
