topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
lapsetoetust lapsetoetus lapsetoetuse,0.0134357005758157,0.0695825049701789,-417.89264413519015
koolilouna koolitoidu koolitoit,0.0038387715930902,0.0337972166998011,-780.4174950298211
pensionitous pensionitousu pension,0.0019193857965451,0.0357852882703777,-1764.4135188866833
vagivallale vihakone ohutamine,0.0076775431861804,0.0318091451292246,-314.31411530815166
virumaale virumaa toostusalade,0.0038387715930902,0.025844930417495,-573.2604373757467
palgatousu opetajate palgatous,0.0019193857965451,0.0238568588469184,-1142.9423459244524
huvihariduse huvitegevuse huviharidus,0.0057581573896353,0.025844930417495,-348.8402915838312
toovoimereformi toovoimega toovoimereform,0.0019193857965451,0.0119284294234592,-521.4711729622262
tooandja tooandjal tootaja,0.0019193857965451,0.0099403578528827,-417.8926441351902
pollumeestele pollumehi pollumehed,0.0019193857965451,0.0099403578528827,-417.8926441351902
hooldekodus hoolduse hooldekodu,0.0019193857965451,0.0099403578528827,-417.8926441351902
vaesuses suhtelises vaesuse,0.0038387715930902,0.0119284294234592,-210.73558648111307
metsa metsade mets,0.0057581573896353,0.0139165009940357,-141.68323392975404
eelarves riigieelarves reservist,0.0019193857965451,0.0079522862823061,-314.314115308149
vanemahuvitist vanemahuvitise vanemahuvitis,0.0019193857965451,0.0079522862823061,-314.314115308149
prokuratuur prokuratuuri prokuror,0.0038387715930902,0.0099403578528827,-158.9463220675951
pagulasi pagulased pagulaste,0.0134357005758157,0.0218687872763419,-62.76625958534518
keeleoskust oskuse keeleoskuse,0.0019193857965451,0.0059642147117296,-210.73558648111307
piima toorpiima toodangut,0.0019193857965451,0.0059642147117296,-210.73558648111307
nord stream streami,0.0019193857965451,0.0059642147117296,-210.73558648111307
treenerite spordi sport,0.0019193857965451,0.0059642147117296,-210.73558648111307
psuhhiaatri alaealine psuhhiaatrilist,0.0019193857965451,0.0059642147117296,-210.73558648111307
tulubaasi omavalitsustele omavalitsuste,0.0076775431861804,0.0139165009940357,-81.26242544731551
koolis kooli opilased,0.0422264875239923,0.0536779324055666,-27.11910356045551
korterid kortereid korterit,0.0134357005758157,0.0198807157057654,-47.969326895768624
uliopilased uliopilastele uliopilaste,0.019193857965451,0.025844930417495,-34.652087475149344
lasteaia lasteaias lasteaiakoha,0.0095969289827255,0.0139165009940357,-45.009940357852415
eelarvele kulude riigieelarvele,0.0019193857965451,0.003976143141153,-107.15705765407189
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0019193857965451,0.003976143141153,-107.15705765407189
loomi loomade loomad,0.0019193857965451,0.003976143141153,-107.15705765407189
pealinnast tallinnast viljandisse,0.0019193857965451,0.003976143141153,-107.15705765407189
hoone rkas hoonet,0.0019193857965451,0.003976143141153,-107.15705765407189
kohtla jarve johvi,0.0019193857965451,0.003976143141153,-107.15705765407189
erimargistatud kutust kutuse,0.0038387715930902,0.0059642147117296,-55.36779324055654
ajakirjandus ajakirjanduse ajakirjandust,0.0038387715930902,0.0059642147117296,-55.36779324055654
hanke hankija riigihangete,0.0038387715930902,0.0059642147117296,-55.36779324055654
ametiuhingute tooandjate keskliit,0.0038387715930902,0.0059642147117296,-55.36779324055654
etv saateid pbk,0.0038387715930902,0.0059642147117296,-55.36779324055654
palgalohe soolist meeste,0.0057581573896353,0.0079522862823061,-38.10470510271634
lisaeelarve lisaeelarves lisaeelarvega,0.0057581573896353,0.0079522862823061,-38.10470510271634
riigipuha puhade tahtpaevade,0.0095969289827255,0.0119284294234592,-24.294234592445243
inflatsiooni inflatsioon hinnatous,0.0326295585412667,0.0337972166998011,-3.578528827037777
lng terminali gaasi,0.0172744721689059,0.0178926441351888,-3.578528827037697
danske filiaali rahapesu,0.0019193857965451,0.0019880715705765,-3.5785288270359352
humni humn laulda,0.0019193857965451,0.0019880715705765,-3.5785288270359352
kaitsekulud kaitsekulutused kaitsekulude,0.0019193857965451,0.0019880715705765,-3.5785288270359352
valijate erakonda valijaid,0.0019193857965451,0.0019880715705765,-3.5785288270359352
haale valimispaeval valimiste,0.0019193857965451,0.0019880715705765,-3.5785288270359352
kaasne lisakulutusi riigieelarvele,0.0019193857965451,0.0019880715705765,-3.5785288270359352
maksuamet tolliamet tolliameti,0.0019193857965451,0.0019880715705765,-3.5785288270359352
objekti anu raua,0.0019193857965451,0.0019880715705765,-3.5785288270359352
kutsehariduse kutseharidus kutsehariduses,0.0019193857965451,0.0019880715705765,-3.5785288270359352
korrata stenogrammist vabandan,0.0019193857965451,0.0019880715705765,-3.5785288270359352
riigireformi riigireformist riigireform,0.0019193857965451,0.0019880715705765,-3.5785288270359352
id mobiil kaardi,0.0019193857965451,0.0019880715705765,-3.5785288270359352
tantsupeo laulu traditsiooni,0.0019193857965451,0.0019880715705765,-3.5785288270359352
liitlaste ohutorje keskmaa,0.0134357005758157,0.0119284294234592,11.218403862539123
opositsioonis koalitsiooni opositsiooni,0.0134357005758157,0.0119284294234592,11.218403862539123
taanis saksamaal hollandis,0.0057581573896353,0.003976143141153,30.9476474486427
kaitseliit kaitseliidule kaitseliidu,0.0057581573896353,0.003976143141153,30.9476474486427
valispoliitika valispoliitikas diplomaatia,0.0057581573896353,0.003976143141153,30.9476474486427
toonadalal istungid taiendaval,0.0057581573896353,0.003976143141153,30.9476474486427
huvigruppe huvigruppide kaasatud,0.0134357005758157,0.0099403578528827,26.01533655211569
arengufond arengufondi arengufondis,0.0038387715930902,0.0019880715705765,48.21073558648203
teenistuse teenistuses avalikus,0.0038387715930902,0.0019880715705765,48.21073558648203
tarbijakaitse amet ametile,0.0038387715930902,0.0019880715705765,48.21073558648203
miili baasvorgu lairiba,0.0038387715930902,0.0019880715705765,48.21073558648203
hadaolukorda eriolukord eriolukorra,0.0038387715930902,0.0019880715705765,48.21073558648203
vabatahtlike komandode paasteameti,0.0095969289827255,0.0059642147117296,37.85288270377738
ulejaagis struktuurses struktuurse,0.0134357005758157,0.0079522862823061,40.812269241693
raamatukogu pimedate raamatukogude,0.0057581573896353,0.0019880715705765,65.47382372432136
karistuse karistus tingimisi,0.0057581573896353,0.0019880715705765,65.47382372432136
uuring uuringut uuringu,0.0057581573896353,0.0019880715705765,65.47382372432136
terviseandmed isikuandmeid terviseandmeid,0.0057581573896353,0.0019880715705765,65.47382372432136
volakirjade keskpank volakirju,0.0095969289827255,0.003976143141153,58.56858846918562
eriarstide eriarstiabi eriarsti,0.0230326295585412,0.0139165009940357,39.57919151756149
tulumaksuvaba maksususteemi tulumaksu,0.0307101727447216,0.0198807157057654,35.263419483101224
elamisluba elamisloa viisa,0.0153550863723608,0.0059642147117296,61.15805168986087
korterelamute kortermajade kredexi,0.0095969289827255,0.0019880715705765,79.2842942345928
soita jalakaija konniteel,0.0095969289827255,0.0019880715705765,79.2842942345928
slovakkia ungari portugal,0.0095969289827255,0.0019880715705765,79.2842942345928
annetused annetusi annetuste,0.0134357005758157,0.003976143141153,70.40613462084688
kodualuse maamaksu maamaksust,0.0134357005758157,0.003976143141153,70.40613462084688
