,female_effect_size,female_p_value
euroopa,0.16292664408683777,0.32074006721065496
seaduse,0.16770006716251373,0.31153423788360046
raha,-0.5167389512062073,0.933825317663336
eurot,0.10778218507766724,0.3799057671792201
küsimusi,-0.21592919528484344,0.7375515420538572
tänan,-0.14296779036521912,0.6555948080975497
kolleeg,-0.5340743064880371,0.9413566749829384
ettepaneku,-0.2134646624326706,0.7340588114128249
inimesi,-0.1338241994380951,0.647652076454134
fraktsiooni,0.004320374224334955,0.48819384375041985
eesmärk,-0.16543030738830566,0.6878296373254081
täpselt,-0.09941695630550385,0.6202127644862185
seisukoht,-0.7218805551528931,0.983847286816334
tähelepanu,-0.05135496333241463,0.5658451744040843
esitatud,0.22426272928714752,0.2527613644050609
seadus,-0.20526370406150818,0.7266093502287213
minutit,-0.02270290069282055,0.5318830067987538
seaduseelnõu,0.11549099534749985,0.3724322560633516
algatatud,-0.14322200417518616,0.6592499794836023
eelarve,-0.27980905771255493,0.7999869634049015
tööd,0.04126853868365288,0.4410038864406709
hääletada,-0.37843018770217896,0.8681939283802811
nr,0.310494601726532,0.17803347579786477
töö,-0.20621809363365173,0.7209421547331135
õigus,-0.11384153366088867,0.6313037608740442
omavalitsuste,0.14164459705352783,0.33624650256254296
esitanud,-0.04268461465835571,0.5526408649035565
liiget,-0.06091228127479553,0.5747536659777532
§,0.010501335375010967,0.4874441807583505
muudatusettepanek,-0.29510194063186646,0.8081334656223487
muudatusettepaneku,-0.11903206259012222,0.6344619342797713
juhtivkomisjoni,-0.07417663931846619,0.580502804536582
toetust,-0.04439174383878708,0.5477731062875796
keskerakonna,-0.1926507204771042,0.7081986089772584
1.,0.23869407176971436,0.24440603618982004
võetud,0.2562047243118286,0.22877655813569453
fraktsioon,-0.38576212525367737,0.8689101638221499
lõpetada,-0.17074628174304962,0.6860188040212196
omavalitsuse,0.2455546259880066,0.23263931030622342
erakonna,-0.20845241844654083,0.7288766422424657
riigieelarve,-0.06882315874099731,0.5819617651275982
läbirääkimised,-0.018181249499320984,0.5147334585109941
öelnud,-0.16498470306396484,0.6877916814904711
liige,-0.3638726770877838,0.855745771774769
jäänud,0.21121832728385925,0.27126390928520105
kõnetooli,-0.416300505399704,0.8891729624819561
küsimusele,-0.1853879690170288,0.7064687232682244
ütleb,-0.07998310029506683,0.5992073830234729
laste,0.3662475347518921,0.1410661554317978
kell,-0.3691883683204651,0.8577804843562952
kohaliku,0.3490639328956604,0.1500588608066037
nõukogu,-0.19605490565299988,0.7174353271210665
asju,-0.2829054296016693,0.789977917714818
küsida,-0.21597999334335327,0.7396841469092907
esitada,0.01277699414640665,0.4911754942135491
soovi,-0.0322987362742424,0.5376555336156856
kohalike,0.05074649676680565,0.43789724133444574
küsimused,-0.16550275683403015,0.684723812139058
euro,0.1608853042125702,0.3129251176361244
täielikult,-0.1090695708990097,0.620925088961481
lõpuks,-0.4207167625427246,0.8879875265842974
liikme,0.032820310443639755,0.4540131714650757
jõudnud,-0.07553952932357788,0.5875985258439792
panen,-0.879603385925293,0.9950079230659905
võtnud,0.16900703310966492,0.3034133737451685
seaduses,0.10577566921710968,0.37603878824368286
hääletusele,-0.25646138191223145,0.7742725062404089
kolmas,0.43854445219039917,0.09906302752158114
juhtivkomisjon,-0.221806600689888,0.7422530317124729
arvestada,-0.21314379572868347,0.7309367356640947
võrreldes,0.1610478162765503,0.3142007083678571
andres,-0.18355336785316467,0.6972936162898912
võimaluse,0.1913449764251709,0.2834528123777501
läbirääkimisi,-0.02198956348001957,0.5223126486406697
venemaa,-0.025332005694508553,0.5275677537564569
leidnud,0.2250567227602005,0.25102299532088035
‑,-0.1341286450624466,0.6506112705103193
riikide,0.1609921157360077,0.32090921516343496
jätta,-0.26870837807655334,0.7824782845039646
omavalitsused,0.03648502752184868,0.4624841560330456
esitamise,0.32935306429862976,0.17171616633998177
ühtegi,-0.16774630546569824,0.6885213618118934
reformierakonna,-0.31126391887664795,0.8169797910863945
summa,-0.5805209279060364,0.9576186198847796
esindajad,-0.3096941113471985,0.8180186385599775
öeldud,0.20653624832630157,0.2732072649579037
võimalust,0.056572094559669495,0.4366083123367491
muudatusettepanekut,-0.0717681422829628,0.5856855171744222
hääletustulemused,0.01644268073141575,0.48293634036070043
ettepanekut,-0.19353117048740387,0.7157028270664759
tööle,0.5606577396392822,0.050729150910363674
jüri,-0.4869420528411865,0.9219811898347496
süsteemi,-0.15168863534927368,0.6699939947860174
helme,-0.12008048593997955,0.640311470358263
tähtajaks,-0.0726293995976448,0.5918902081881844
aastatel,0.0955544039607048,0.39375385630186743
väike,0.32826757431030273,0.16612431822483287
arvestamata,-0.07348060607910156,0.5865125933680173
keele,0.10872922837734222,0.37373496177167165
vähe,0.13836704194545746,0.3412994735823256
täiskogu,0.10885059833526611,0.3716085813147417
liikmete,0.1548408716917038,0.3261669808684067
liit,-0.5751035809516907,0.952507520794644
seaduste,0.23692218959331512,0.24254800137137889
võimalikult,0.11938238143920898,0.35773201787650755
vene,0.1065959632396698,0.37740661101724815
lisaaega,0.07942645996809006,0.4110184289996667
lapsed,0.14914470911026,0.3349439271879333
õpetajate,0.286459743976593,0.19981506278614647
tartu,0.7011065483093262,0.021524408991932642
ühiskonnas,0.0021639405749738216,0.4942439261306145
süsteem,-0.5611329078674316,0.9518030937709054
ettepanekuid,-0.26897454261779785,0.7858082783451252
mart,-0.3105833828449249,0.8170549453280501
nähtud,0.16041459143161774,0.31824915899769635
toimus,-0.38996464014053345,0.8673356191668409
küsimuses,-0.41159525513648987,0.884341895467947
avaliku,0.34944626688957214,0.15697956811707936
äkki,0.09106431901454926,0.39577367263315555
rääkinud,-0.12358356267213821,0.6447109085905633
näe,-0.5208930969238281,0.9328311098915977
küsija,-0.3055216670036316,0.8105778995823862
päevakorrapunkti,-0.35860133171081543,0.8483779478350622
tõsta,-0.15685106813907623,0.672462210282921
küsimustele,-0.11546536535024643,0.6275970505560522
põhiseaduse,0.20311275124549866,0.27195330642602544
üldiselt,0.17263677716255188,0.3076451634574494
suunas,-0.20129552483558655,0.7231538110280071
arengukava,0.0827171728014946,0.4097076454487475
lapse,0.5535141825675964,0.05342471598252485
otsustas,-0.013573840260505676,0.5134677356688944
neli,0.319774866104126,0.17630627923427222
kohaloleku,-0.03907668590545654,0.545877903105871
arvu,0.038893118500709534,0.458989604334874
hind,-0.7751747369766235,0.9882442925674795
15,-0.48502597212791443,0.924819524637855
võtab,0.23920176923274994,0.2460310612846217
muudatused,-0.11796393245458603,0.6344665629752395
peeter,-0.29610151052474976,0.8047682002434093
sotsiaaldemokraatliku,-0.034042637795209885,0.53879029174977
aivar,-0.2458890825510025,0.7619649079191393
näeb,-0.29308074712753296,0.7980063197870778
rahva,-0.03377008065581322,0.5337163400621552
haridus-,0.3971796929836273,0.1207170383760332
suurendada,0.05304970592260361,0.43770353167397225
kodu-,0.8472720384597778,0.00603951375769729
lõppenud,0.08063565194606781,0.40665503507793477
esimesel,0.16778908669948578,0.31364283602015064
kõnesoove,-0.24470560252666473,0.765485750813709
tean,-0.5302239060401917,0.9362394711171189
tänase,0.17506656050682068,0.3100331911816001
rahandusminister,-0.34259164333343506,0.8415828897708986
töökorra,0.3512846529483795,0.15246595998646562
näitab,0.11635861545801163,0.36809705415199834
000,-0.10337560623884201,0.6261595846089631
erapooletuid,0.03637789189815521,0.4605869206840689
euroopas,-0.02702992595732212,0.5399557665904997
soome,0.013715192675590515,0.4807538915877694
tarmo,0.0037056945730000734,0.4967192667307393
võimalused,-0.014046799391508102,0.5130119300420667
tõsiselt,-0.1379939466714859,0.6551873473165848
öeldes,0.1913570612668991,0.28633430899734025
vabandust,0.006291493307799101,0.4941026318924068
päevakorda,-0.328213632106781,0.8296460102599854
maailmas,-0.161793515086174,0.6745437275156695
10,-0.4249441623687744,0.8920682513565933
ministeeriumi,0.3263033330440521,0.17745605557850674
lugemisel,-0.13848653435707092,0.6566733478307263
riikides,0.024852920323610306,0.468289087642232
30,-0.34136393666267395,0.8425484167981238
arutas,0.049717459827661514,0.44276471631925984
ettekandjale,-0.3468015789985657,0.8369954233340217
määrata,-0.09192197024822235,0.6022865424217438
riigid,-0.07043524831533432,0.5869060920345531
ukraina,-0.2180541455745697,0.7436501664928503
vastab,0.35438641905784607,0.14881664040424036
tänane,-0.10883870720863342,0.6205923482782176
maailma,0.01606098935008049,0.4814249178310276
kalle,-0.2937202751636505,0.8073873748600242
omavalitsus,0.0013825990026816726,0.5048341931213596
tähtis,0.17162363231182098,0.31224238448759434
koostöö,-0.16099250316619873,0.685142551352598
soovivad,-0.026331378147006035,0.5290415706822182
ühiskonna,0.07059955596923828,0.4149515185135696
omavalitsustele,-0.0016015024157240987,0.5010735588834713
st,0.1239430382847786,0.35804557233363243
lapsi,0.08292265981435776,0.40347473979040394
eestisse,0.13964885473251343,0.3461246853778517
jaak,0.13962911069393158,0.3364153140881685
näinud,-0.218195840716362,0.7363276803336222
ettepanekud,-0.22517654299736023,0.7441683778242969
kontroll,-0.4751947224140167,0.9172590823148151
majanduse,0.08070355653762817,0.40305505132955477
põhjal,-0.25988683104515076,0.7745826748736337
muudatusi,-0.20842202007770538,0.7230753070568782
arvestatud,0.011534090153872967,0.4820842618122222
jürgen,-0.5862775444984436,0.959776543970877
koostööd,0.008164944127202034,0.4856411073201591
päevakorrapunkt,-0.6258164048194885,0.9673982119036781
haigekassa,0.22873005270957947,0.2540372208503274
rahanduskomisjoni,-0.12683649361133575,0.6428322827019984
valitsuses,-0.10581507533788681,0.6177654871743796
järelevalve,-0.07575729489326477,0.5849151635740724
kooli,0.7791330218315125,0.01132015212150217
jäävad,0.06956470757722855,0.42063831390032813
avada,-0.17368584871292114,0.6982866567071093
teenuste,0.2519979774951935,0.23142000080733394
muudatusettepanekuid,-0.13674697279930115,0.6547613208316698
mõtet,-0.09763114154338837,0.61306378477717
räägitud,0.05802077427506447,0.43365626547724834
keeles,-0.14081083238124847,0.6562700065575024
kulud,-0.10958276689052582,0.6326081289184988
tasuta,-0.13260440528392792,0.6516842292722346
ülevaate,-0.14309491217136383,0.6651023970360055
nato,-0.07257580012083054,0.5903080907630194
sõltub,0.1889599710702896,0.29052606703375183
tulu,-0.5091678500175476,0.9271397289605662
lõpetan,0.05640777572989464,0.4321142422426896
energia,-0.019108660519123077,0.5232578661674883
ülesanne,-0.3649060130119324,0.8545053524168655
kaheksa,0.08549710363149643,0.40831408968482286
liidus,-0.16440576314926147,0.6848665102218191
hääletas,-0.42735615372657776,0.8943428231665913
tõsi,0.0568729043006897,0.4347522905091121
ellu,0.0036975687835365534,0.4953429015456533
palka,-0.27910155057907104,0.7966585456421093
vastust,0.15031234920024872,0.3247947527800086
arupärimine,-0.29534024000167847,0.8019382340674631
mõelda,-0.35147130489349365,0.8422283846034748
küsimuste,0.09021417796611786,0.3903990608368907
näide,-0.4759637117385864,0.916190250542615
100,-0.4630832374095917,0.9136351047545398
võtma,0.3918778598308563,0.12432613860767161
päev,-0.5760325789451599,0.9511676086391885
kasvab,0.638322651386261,0.031190246124727095
avan,-0.06038591265678406,0.5712174729079451
kriisi,-0.05160710588097572,0.558245673476981
andmed,-0.11547365039587021,0.6349706595925115
rahandusministeeriumi,0.1108061671257019,0.37209438965006447
koostöös,-0.08335315436124802,0.5929944524810125
kaitseväe,0.03445922210812569,0.47079244807031695
ausalt,-0.5206170082092285,0.9391388356175515
õiguskantsler,-0.098930723965168,0.6168035669358456
toetuse,0.07067466527223587,0.4249008956304958
mihhail,-0.13773097097873688,0.6604846771313109
rahastamise,0.2162315994501114,0.26264989734597455
ametikaaslased,-0.033472079783678055,0.5399124991314648
esimehe,-0.45006996393203735,0.9033555515682069
ettekandeks,-0.4958910048007965,0.9270285815005539
vahendeid,-0.2270318865776062,0.7464733283916424
põhjusel,-0.11514343321323395,0.6285173344057415
president,-0.41520166397094727,0.8880656245530308
fraktsioonide,0.1261797547340393,0.35908286320947336
protseduuriline,0.15315167605876923,0.32447706815397526
läti,-0.024302693083882332,0.5290786412838454
ütlema,0.3475303053855896,0.15554249106180473
lõpetatud,0.3681299388408661,0.14221895247201832
täita,-0.5290601253509521,0.93789320477431
toetus,-0.5974004864692688,0.958999083467002
isiku,0.20579896867275238,0.2686394635072591
andmeid,-0.27349793910980225,0.7879779230794132
keelt,-0.08447179943323135,0.5932359332147968
piiri,-0.2096834033727646,0.7234894351420293
lükata,-0.1966141313314438,0.710184619379927
panga,-0.032151058316230774,0.5402514838725465
põhiseaduskomisjoni,-0.046717554330825806,0.5550771964194283
keskmine,0.13841378688812256,0.3464298308832139
politsei,0.21194316446781158,0.276202704417011
koosseisu,-0.13990959525108337,0.6572166751381524
võeti,0.0013224066933616996,0.5013382801339763
jääda,-0.13521671295166016,0.6634758500206961
aastaga,0.25238826870918274,0.23093402035698096
päevakorra,-0.2531268894672394,0.772765902328463
otsust,-0.2544369399547577,0.7732649021350515
rääkis,-0.25218871235847473,0.7650139733166474
kolmandaks,0.17298220098018646,0.3164505007020366
maa,-0.8624793887138367,0.9936731469515138
kohalikud,0.09432193636894226,0.3887351883244854
punkti,0.24409805238246918,0.2362590721661889
martin,-0.3023662865161896,0.8070484870878147
õiguse,0.21974290907382965,0.25620076895362964
eelarves,-0.27493149042129517,0.7942012532061713
poliitika,-0.29228463768959045,0.805242710302811
lepingu,0.3666471540927887,0.1467077394890356
alkoholi,0.5332489013671875,0.059162499181936834
soovitakse,0.06463628262281418,0.42727103919862797
lauri,-0.17443768680095673,0.6856464823599422
riikliku,0.33804067969322205,0.1558633287634399
seadusena,-0.040474966168403625,0.5446593827360506
muudatusettepanekud,-0.13521376252174377,0.6487847691398674
maksab,-0.23830707371234894,0.7563067093219358
võimaldab,0.16268962621688843,0.3156292443784626
analüüsi,-0.058113425970077515,0.5667848202933671
tulumaksu,-0.381367027759552,0.8649184690749422
2015.,-0.013033545576035976,0.5172340229112558
ernits,-0.06686686724424362,0.5741512788791616
16.,0.007461239583790302,0.4954442720407355
vabaerakonna,-0.16456598043441772,0.6873545871573439
koalitsiooni,0.03924958035349846,0.4568701942173755
näete,-0.15646900236606598,0.6785249245299607
rääkima,0.24761052429676056,0.23507215715967633
olulise,0.295195609331131,0.19261022749187307
põhjalikult,0.0013947198167443275,0.5000966533207385
kolmanda,0.37018653750419617,0.13934092343472737
toomas,-0.015845898538827896,0.5180403373384318
vaatama,0.2656046748161316,0.22018732066705748
väheneb,0.4407328963279724,0.10304531963651953
annan,-0.025120822712779045,0.5358883092939919
läbirääkimiste,0.11680545657873154,0.3658908231362481
laps,-0.004752888344228268,0.5102835341152687
räägib,-0.3341786861419678,0.838107867442343
tähenda,0.09693605452775955,0.3829159632161563
käinud,-0.11953197419643402,0.6348412765761228
äärmiselt,-0.07384759932756424,0.5915817409194977
lühidalt,-0.027877474203705788,0.5356338361230495
elektri,0.011574797332286835,0.48878441059064637
öeldakse,-0.058843351900577545,0.5632245129084769
lõpus,-0.902544379234314,0.9960462538043043
ettekandjaks,-0.46741071343421936,0.9122637423126007
õigust,-0.017060238867998123,0.5194286680136112
sätestatud,0.2171642929315567,0.26664685480042927
täpsemalt,0.35175821185112,0.15660653366674027
teenuse,0.33273622393608093,0.16363083568952375
põhjendatud,0.2186814546585083,0.26904632553579144
riigikohtu,-0.08781144767999649,0.5983562219521023
ülejäänud,0.18765424191951752,0.28879601593228665
isiklikult,-0.1436491310596466,0.659968735516343
palga,0.04811400547623634,0.4442588488411424
tänaseks,0.30283141136169434,0.18961426203890186
rahvas,-0.34322500228881836,0.8414260180710263
laenu,-0.21895872056484222,0.7312135716579116
küsis,-0.1977018266916275,0.717313631737709
jaanuaril,0.03782328963279724,0.4581363709062022
noorte,0.48014047741889954,0.07987953033272732
tervise,0.44067826867103577,0.09658475829737534
ütlevad,-0.054783593863248825,0.5657055944172447
räägitakse,-0.023344263434410095,0.5253027513661784
palk,-0.6734921932220459,0.9763279429615266
riigikogule,-0.1269022673368454,0.6434771914636869
2016.,0.024314360693097115,0.4690373875393793
ettevõtete,0.08700031042098999,0.4025644064834295
toime,0.21387246251106262,0.2699902824210061
kadri,-0.5340902805328369,0.9399000308449366
vajavad,0.2605617046356201,0.2229474536357796
hariduse,0.4573626220226288,0.09268091177503779
võttis,-0.18778474628925323,0.706019439055136
6,0.4565591514110565,0.09137028939283565
pensioni,0.13114748895168304,0.3536692339133818
nädalal,-0.42778223752975464,0.8907406165393983
2013.,-0.012375096790492535,0.5155753842749587
miljardit,-0.2991184592247009,0.7998586938299739
jõuda,-0.1504771113395691,0.6721615427186918
kohalik,0.16367429494857788,0.3172457117966868
istung,-0.6925782561302185,0.9778667025250519
soovin,-0.10667881369590759,0.6259430256872315
2014.,0.044119302183389664,0.4485096501735669
töötajate,0.20091280341148376,0.2746742188506066
2009.,-0.14235983788967133,0.6619070308282275
rahanduskomisjon,-0.19555458426475525,0.7133122549381253
hinna,-0.10076611489057541,0.6174562865012756
jätkata,-0.3462817370891571,0.8415251052649856
koolis,0.38349056243896484,0.1279312331321485
presidendi,-0.09964676201343536,0.6145949244808669
koalitsioon,-0.40849408507347107,0.8818799702961977
taavi,-0.063686802983284,0.5723918512135553
õiguskantsleri,0.05159657821059227,0.43757262887317416
reformi,-0.17923960089683533,0.6982624298250979
volikogu,-0.1585765779018402,0.6717102082385193
12.,-0.13396133482456207,0.651983091552157
sotsiaalministeeriumi,0.2889038324356079,0.20039401736359674
töötada,0.02581060491502285,0.4701829611041948
narva,0.4454513192176819,0.09818110166284677
kulude,0.28177154064178467,0.20341482540388345
vastan,0.17719674110412598,0.3010068688932771
erakondade,0.1509338915348053,0.33217570409325536
eestile,-0.20859260857105255,0.7269831535592609
kõne,-0.5774617791175842,0.9531035308733646
vähenenud,0.3971514105796814,0.1216921390118878
jätnud,-0.17549201846122742,0.6966106842345009
kõnepulti,-0.5876066088676453,0.9606804037354282
leidis,0.18879643082618713,0.2903130592337344
töötab,0.11879622936248779,0.3692023313872105
esitas,-0.1759338527917862,0.6903268622399887
peaministri,-0.25281497836112976,0.7720458142148271
seletuskirjas,0.11034373193979263,0.36503936651007696
mõtlema,0.32831937074661255,0.16796422079338413
riigieelarvest,-0.06809146702289581,0.5794906380558643
vara,0.056470032781362534,0.429739218362166
ülikooli,0.6482505202293396,0.03065381256595867
eestit,-0.22675377130508423,0.7466872999003984
menetluse,0.1686399132013321,0.30643278731790446
eelnõusid,-0.11892823874950409,0.6296231662660481
elavad,-0.031310323625802994,0.5390101045005137
jõuab,0.3128513693809509,0.18185705818506792
osaliselt,-0.017110304906964302,0.5242115241654852
2010.,0.09838377684354782,0.38791621379149555
rõhutan,-0.016355708241462708,0.5196659925149927
urve,-0.5427830815315247,0.94515198105726
lõpuni,-0.42908063530921936,0.8910870300502358
liikmetel,-0.0176065806299448,0.5268739114828142
töötukassa,0.2115435004234314,0.2670283618818545
käsitlemise,0.22232308983802795,0.2633703387859091
valitsust,-0.13976681232452393,0.6637361436905307
parlament,-0.40218785405158997,0.8769737943420284
kiire,0.02815251238644123,0.4719979956071575
lastele,0.011669428087770939,0.4884012870166209
2011.,0.02918732538819313,0.4619228245834812
reformierakond,-0.6346246004104614,0.9699342287037941
kooskõlas,0.21745425462722778,0.26658651836290514
kiiremini,0.267646461725235,0.2216129290915294
lähtudes,0.1361950933933258,0.34820017434497585
15.,-0.03927217796444893,0.545274332336728
teenuseid,0.030109280720353127,0.46480240996204414
erakond,-0.5424612164497375,0.9372948695598553
liigume,-0.20905013382434845,0.732363750214835
laekunud,0.1681685894727707,0.31455204374109036
mõjutab,0.1995088756084442,0.2849713404440807
auväärt,-0.12158261239528656,0.6350200942104963
teenust,0.14882788062095642,0.3386683512502351
priit,-0.29442569613456726,0.8028304720434372
40,0.12289384752511978,0.36331865495362237
noored,0.35338643193244934,0.1541492693998665
teadus-,0.32065024971961975,0.1774665497651906
majandus,-0.38965001702308655,0.8661602562782649
töötavad,0.11349326372146606,0.3710887368777147
võttes,0.08459541201591492,0.40235355105132364
käibemaksu,-0.31313735246658325,0.8217024255385237
kodakondsuse,0.4196564853191376,0.11072360799147551
näen,-0.514183759689331,0.9311755119226071
sotsiaalkomisjoni,-0.0044683837331831455,0.5079253753286196
direktiivi,0.1341954916715622,0.3453356326041783
arutame,0.10482338070869446,0.38049849237869027
toetuste,0.14475320279598236,0.33203904346745894
mail,-0.28538593649864197,0.7984749952227346
vastuseid,-0.07189461588859558,0.592185572768053
investeeringuid,-0.1631956547498703,0.6814751806367361
osakaal,-0.32398083806037903,0.8263789586963413
kultuuri,0.06056066229939461,0.43574599415598614
märksa,0.11006133258342743,0.3686902372635078
/,0.17368701100349426,0.3046207589591514
2020.,0.013098183088004589,0.47893428340193545
2017.,0.030687151476740837,0.4634679046549145
eestist,0.1270187795162201,0.35528773740992303
kulusid,-0.2326342761516571,0.7472704691954215
nimetada,-0.2982431650161743,0.81145420685992
põhimõte,-0.22289668023586273,0.7366226548924526
tähtaeg,-0.5322847962379456,0.9408244518971395
ettevõtjad,-0.08157606422901154,0.5971571272838327
projekti,0.10682991147041321,0.3755855401726925
res,-0.6381330490112305,0.9682170782760631
mai,-0.17126959562301636,0.6932084186970793
11.,-0.1429191380739212,0.6629113632189853
ettekandes,-0.40259450674057007,0.8797324065817045
kohustusi,-0.12363315373659134,0.639787175251998
absoluutselt,-0.06326282769441605,0.5726640030460751
kohus,-0.16650204360485077,0.6858165081785017
lõpphääletusele,-0.013753936626017094,0.5192593407535324
kasvu,0.31309229135513306,0.18530313701107404
ameerika,-0.3958713710308075,0.8779107138339625
küllap,0.245097815990448,0.23521511140226148
rail,-0.4979419410228729,0.9290309972485522
väikese,0.4239751398563385,0.1095167351058498
kohalikele,-0.04009244590997696,0.5480062635869437
käivad,-0.01244974136352539,0.5110100916772957
sven,-0.29842251539230347,0.8104394144576242
nädala,0.21512047946453094,0.27138220927701007
neljas,0.63400799036026,0.03268559319637199
ütlete,-0.1383112668991089,0.6614327614141156
täpsustav,0.3458363711833954,0.1577905555578094
kreeka,0.11332491040229797,0.36949197109330856
novembril,-0.15455946326255798,0.6729956286123746
ekre,-0.27990761399269104,0.7919165386489335
toetanud,-0.19135119020938873,0.7144173159705572
indrek,-0.2566559314727783,0.775272999247812
haldusreformi,0.09055961668491364,0.3912917643109929
siseminister,-0.25437062978744507,0.7717826811782909
homme,-0.3019299805164337,0.8094168446106726
ettevõtte,0.021370666101574898,0.480079716706175
registreeritud,0.34916552901268005,0.15941985970331252
andmete,0.2427649199962616,0.23919421863759738
17.,-0.17966586351394653,0.7029237073136685
kasv,-0.13085782527923584,0.6442765135147885
18.,-0.026185663416981697,0.5287355188981313
analüüs,-0.5744916200637817,0.9526490147776268
arupärimisele,-0.08318968862295151,0.5965860096629905
programmi,-0.1517411768436432,0.6760879104245429
2018.,0.04710165783762932,0.4465381704975756
omavalitsusi,-0.06939543783664703,0.5807951563285068
nõuab,0.4557127356529236,0.09002717075778865
2012.,0.04040912911295891,0.4446021927844267
tõus,-0.27416351437568665,0.783841625672338
last,0.12495991587638855,0.3531512415847523
mahus,-0.22136251628398895,0.7442537634994062
õpetaja,0.122682124376297,0.3602933330332343
sotsiaalmaksu,0.06992775201797485,0.42048896999738283
arutelul,-0.15895016491413116,0.6784090370324558
ühiskond,-0.326360285282135,0.835398717704653
regulatsiooni,0.05348161235451698,0.441594497047641
suunata,-0.020510904490947723,0.5264661564229527
opositsiooni,0.08437521755695343,0.4134586229867385
täpsustada,-0.012877854518592358,0.5157797983893379
publica,-0.02702334150671959,0.5378132980870685
näiteid,-0.21262408792972565,0.7317933513942465
küsisin,-0.19485412538051605,0.7122320458383375
arvestanud,-0.17927579581737518,0.7028066515741714
kõrge,0.30637285113334656,0.18582890051005618
eelarvet,-0.35938557982444763,0.8548157741801228
seonduvalt,0.2566305994987488,0.22852238608441633
keskerakond,-0.5133467316627502,0.933125192711739
suudame,0.1375623643398285,0.34504942572249564
keskmise,0.31701114773750305,0.17461967226577146
eelnõust,0.036604564636945724,0.4587553751945409
2020,0.14975383877754211,0.33037959076762735
makstakse,0.08536534756422043,0.39701949935244285
linna,0.23756514489650726,0.24764222745053943
soomes,0.07981547713279724,0.4055220591785176
riike,-0.09627442806959152,0.6116969790967985
jaa,-0.24966934323310852,0.7636458308035806
meede,-0.4852069020271301,0.9230617683559057
justiitsminister,-0.18591730296611786,0.7130005802239567
rääkisin,-0.1721351444721222,0.6891918329637523
jevgeni,0.1089332327246666,0.3709615265888614
9.,-0.0031837804708629847,0.4968879430123607
käia,-0.6185240745544434,0.9643582144222554
sektori,0.0757642537355423,0.41474674190291505
eeskätt,0.04185127466917038,0.45139996140638416
kohapeal,-0.05136485770344734,0.5542661919243071
muudetakse,0.1669691801071167,0.3120920949473186
14.,-0.02686675824224949,0.5265385780604506
ministrile,-0.05180288106203079,0.5577798456769512
kodus,0.09639844298362732,0.3870807252304209
osakonna,-0.08553842455148697,0.6001854760532319
käesoleva,0.268372505903244,0.2207253578626296
tõele,-0.16981835663318634,0.688744275819801
õiguskomisjoni,-0.09714318811893463,0.6072649695051923
ütlesid,-0.2921749949455261,0.7974148631343607
hanno,0.2540786564350128,0.2265816922349313
vaheaega,0.11908550560474396,0.36463295209649205
politsei-,0.2934514284133911,0.19375604117065381
idee,-0.8240159153938293,0.991099793037966
herkel,-0.2527186870574951,0.7685141233891495
seisukohti,-0.3549305498600006,0.8514157865641112
käis,-0.6509089469909668,0.9697526723027825
kehtima,0.41204917430877686,0.11336689914679987
vahendid,-0.1343359500169754,0.6584038989783179
konsensusega,-0.20119717717170715,0.7190869786566574
lõike,0.2287014275789261,0.251098910366787
menetlemisel,0.02287290059030056,0.47344002392906925
planeeritud,0.19072003662586212,0.29317956754530927
pere,0.33693668246269226,0.1632432467438476
korb,-0.09872883558273315,0.6183450316655095
ossinovski,-0.10107678920030594,0.6141927055825804
anti,-0.12885063886642456,0.6399273334237296
lähtuvalt,0.12011268734931946,0.3601547586912318
tamm,-0.7211911082267761,0.9824988246549685
investeeringute,0.12496714293956757,0.36348346135130005
investeeringud,-0.09589648991823196,0.6124325081099902
10.,-0.18470308184623718,0.7050219746802484
ettevõtted,-0.049227915704250336,0.5556654133884977
suureneb,0.4276082217693329,0.10579014926465424
oluliseks,0.26187145709991455,0.22670841909908623
13.,-0.02506301924586296,0.5329723897925464
töös,-0.13239413499832153,0.6535761845873085
arutama,0.3709883689880371,0.13617728423072173
esitab,0.05377426743507385,0.435332140842169
täiendavalt,0.08754760026931763,0.40276425172680663
nõuded,-0.11891523748636246,0.6340284201448543
põhiseaduskomisjon,-0.10877669602632523,0.620743391723628
konservatiivse,0.06447663903236389,0.4312155895308749
rahandusministeerium,-0.001644313451834023,0.5017049176760162
ülesandeid,-0.14073342084884644,0.6575215442095604
räägi,-0.5907889008522034,0.9573157990983561
sügisel,-0.16821008920669556,0.687300712787341
põhiseadusega,0.06694518774747849,0.4231383965855773
riigikontrolli,0.057072266936302185,0.4359756503540262
nime,-0.44287917017936707,0.9024501456539493
töökohti,-0.0379236601293087,0.549366831352502
üha,0.27361294627189636,0.2181810911092822
piir,-0.4120177626609802,0.8847324581525323
simson,-0.03528032451868057,0.5414057392062767
ametnikud,-0.08641927689313889,0.5986341977398939
teksti,0.15639904141426086,0.3292745579310401
muudatuste,0.14585982263088226,0.33161910616400936
ettevõtjate,0.046468641608953476,0.4430423453105823
vaatan,-0.6161645650863647,0.9626872344757048
balti,-0.32514235377311707,0.8287918210262288
tunne,-0.8186532855033875,0.9903996582883368
stalnuhhin,-0.36764755845069885,0.8593065729759144
käsitleb,0.1537722945213318,0.32124865804995395
kaja,-0.4055628478527069,0.8801765263851384
oktoobril,-0.018106477335095406,0.517973919516789
krista,-0.03614100068807602,0.5431540511855579
