topic_words3,EKRE,Sotsiaaldemokraadid,difference
pensioni pension sammas,0.0043227665706051,0.0401234567901234,-828.1893004115401
koolituse koolitus koolitusele,0.0014409221902017,0.0555555555555555,-3755.55555555563
hooldekodus hoolduse hooldekodu,0.0028818443804034,0.0277777777777777,-863.8888888889056
untso missioonide liikmesusest,0.0014409221902017,0.0246913580246913,-1613.580246913611
lasteaia lasteaias lasteaiakoha,0.0014409221902017,0.0216049382716049,-1399.3827160494104
vanemahuvitist vanemahuvitise vanemahuvitis,0.0014409221902017,0.015432098765432,-970.9876543210024
jahimehed jahimeeste jahti,0.0014409221902017,0.0123456790123456,-756.7901234568019
palgalohe soolist meeste,0.0100864553314121,0.0246913580246913,-144.79717813051099
arengufond arengufondi arengufondis,0.0028818443804034,0.0123456790123456,-328.395061728401
koolis kooli opilased,0.0230547550432276,0.0401234567901234,-74.03549382716075
elektri elektrit taastuvenergia,0.0115273775216138,0.0246913580246913,-114.19753086419766
psuhhiaatri alaealine psuhhiaatrilist,0.0072046109510086,0.0185185185185185,-157.0370370370384
valispoliitika valispoliitikas diplomaatia,0.0014409221902017,0.0092592592592592,-542.5925925926015
riigipuha puhade tahtpaevade,0.0014409221902017,0.0092592592592592,-542.5925925926015
samba sammas sambasse,0.0014409221902017,0.0092592592592592,-542.5925925926015
vallaga vald sauga,0.0014409221902017,0.0092592592592592,-542.5925925926015
pensioniiga pensioniea eluiga,0.0057636887608069,0.015432098765432,-167.746913580246
kodakondsust kodakondsuse kodanikuks,0.0043227665706051,0.0123456790123456,-185.596707818934
loomi loomade loomad,0.0043227665706051,0.0123456790123456,-185.596707818934
palgatousu opetajate palgatous,0.0086455331412103,0.0185185185185185,-114.19753086419915
lapsetoetust lapsetoetus lapsetoetuse,0.0028818443804034,0.0092592592592592,-221.29629629630077
est kavatsuste for,0.0028818443804034,0.0092592592592592,-221.29629629630077
toonadalal istungid taiendaval,0.0028818443804034,0.0092592592592592,-221.29629629630077
nord stream streami,0.0014409221902017,0.0061728395061728,-328.395061728401
riigikontrolli auditi auditit,0.0014409221902017,0.0061728395061728,-328.395061728401
valimisliitude volikogusse volikokku,0.0014409221902017,0.0061728395061728,-328.395061728401
ulejaagis struktuurses struktuurse,0.0043227665706051,0.0092592592592592,-114.19753086420047
veb fondi uurimiskomisjon,0.0043227665706051,0.0092592592592592,-114.19753086420047
eriarstide eriarstiabi eriarsti,0.0172910662824207,0.0246913580246913,-42.798353909465106
terviseandmed isikuandmeid terviseandmeid,0.0028818443804034,0.0061728395061728,-114.1975308642005
keeleoskust oskuse keeleoskuse,0.0028818443804034,0.0061728395061728,-114.1975308642005
oiglase virumaale ulemineku,0.0028818443804034,0.0061728395061728,-114.1975308642005
metsa metsade mets,0.0028818443804034,0.0061728395061728,-114.1975308642005
lipu laevu kaubalaeva,0.0028818443804034,0.0061728395061728,-114.1975308642005
teadus teaduse arendustegevuse,0.0028818443804034,0.0061728395061728,-114.1975308642005
uhistranspordi uhistransport uhistransporti,0.0028818443804034,0.0061728395061728,-114.1975308642005
opositsiooni koalitsioonil opositsioonil,0.0028818443804034,0.0061728395061728,-114.1975308642005
tantsupeo laulu traditsiooni,0.0014409221902017,0.0030864197530864,-114.1975308642005
id mobiil kaardi,0.0014409221902017,0.0030864197530864,-114.1975308642005
noukogudesse ariuhingute noukogudes,0.0014409221902017,0.0030864197530864,-114.1975308642005
kusimusena tahtsa tahtsusega,0.0014409221902017,0.0030864197530864,-114.1975308642005
keskkonnaameti uhendamine uhendamise,0.0014409221902017,0.0030864197530864,-114.1975308642005
pealinnast tallinnast viljandisse,0.0014409221902017,0.0030864197530864,-114.1975308642005
kala kalurid kalurite,0.0014409221902017,0.0030864197530864,-114.1975308642005
valdkonnad laekumisest fikseeritakse,0.0014409221902017,0.0030864197530864,-114.1975308642005
kandidaadi kandidaati kandidaat,0.0014409221902017,0.0030864197530864,-114.1975308642005
korterelamute kortermajade kredexi,0.0014409221902017,0.0030864197530864,-114.1975308642005
valimisea valimisiga valimisoiguse,0.0014409221902017,0.0030864197530864,-114.1975308642005
kandidaati kandidaat valituks,0.0014409221902017,0.0030864197530864,-114.1975308642005
virumaale virumaa toostusalade,0.0043227665706051,0.0061728395061728,-42.79835390946699
kutsehariduse kutseharidus kutsehariduses,0.0043227665706051,0.0061728395061728,-42.79835390946699
uuring uuringut uuringu,0.0043227665706051,0.0061728395061728,-42.79835390946699
tulumaksuvaba maksususteemi tulumaksu,0.0043227665706051,0.0061728395061728,-42.79835390946699
pohiseadusega riigikohus oiguskantsler,0.0057636887608069,0.0061728395061728,-7.0987654320983955
borsile ipo enefit,0.0057636887608069,0.0061728395061728,-7.0987654320983955
ajakirjandus ajakirjanduse ajakirjandust,0.0057636887608069,0.0061728395061728,-7.0987654320983955
huvigruppe huvigruppide kaasatud,0.0057636887608069,0.0061728395061728,-7.0987654320983955
