topic_words3,EKRE,Keskerakond,difference
omandireformi tagastatud omandireform,0.0086455331412103,0.0344234079173838,-298.164084911076
veb fondi uurimiskomisjon,0.0043227665706051,0.0258175559380378,-497.2461273666198
uhistranspordi uhistransport uhistransporti,0.0028818443804034,0.0240963855421686,-736.1445783132673
kodakondsust kodakondsuse kodanikuks,0.0043227665706051,0.0223752151462994,-417.61331038440323
terviseandmed isikuandmeid terviseandmeid,0.0028818443804034,0.0154905335628227,-437.5215146299586
valimisliitude volikogusse volikokku,0.0014409221902017,0.0137693631669535,-855.5938037865922
danske filiaali rahapesu,0.0115273775216138,0.0258175559380378,-123.96729776247857
kinnisasja maad maa,0.0014409221902017,0.0103270223752151,-616.6953528399424
riigipuha puhade tahtpaevade,0.0014409221902017,0.0086058519793459,-497.2461273666176
majandusaasta koondaruanne raamatupidamise,0.0014409221902017,0.0086058519793459,-497.2461273666176
maksuamet tolliamet tolliameti,0.0014409221902017,0.0086058519793459,-497.2461273666176
kusimusena tahtsa tahtsusega,0.0014409221902017,0.0086058519793459,-497.2461273666176
ulejaagis struktuurses struktuurse,0.0043227665706051,0.0120481927710843,-178.71485943775576
tulumaksuvaba maksususteemi tulumaksu,0.0043227665706051,0.0120481927710843,-178.71485943775576
koolis kooli opilased,0.0230547550432276,0.036144578313253,-56.777108433735336
kandidaati kandidaat valituks,0.0014409221902017,0.0068846815834767,-377.79690189329267
keskkonnaameti uhendamine uhendamise,0.0014409221902017,0.0068846815834767,-377.79690189329267
katteallikas katteallikaid katteallikat,0.0014409221902017,0.0068846815834767,-377.79690189329267
vallaga vald sauga,0.0014409221902017,0.0068846815834767,-377.79690189329267
eelarves riigieelarves reservist,0.0100864553314121,0.0189328743545611,-87.70592574379155
teadus teaduse arendustegevuse,0.0028818443804034,0.0086058519793459,-198.62306368330883
ajakirjandus ajakirjanduse ajakirjandust,0.0057636887608069,0.0120481927710843,-109.03614457831321
samba sammas sambasse,0.0014409221902017,0.0051635111876075,-258.34767641996774
noukogudesse ariuhingute noukogudes,0.0014409221902017,0.0051635111876075,-258.34767641996774
alkoholi kange lahja,0.0244956772334293,0.0344234079173838,-40.52850055684969
opositsioonis koalitsiooni opositsiooni,0.0144092219020172,0.0223752151462994,-55.28399311531882
opositsiooni koalitsioonil opositsioonil,0.0028818443804034,0.0068846815834767,-138.89845094664634
toonadalal istungid taiendaval,0.0028818443804034,0.0068846815834767,-138.89845094664634
hooldekodus hoolduse hooldekodu,0.0028818443804034,0.0068846815834767,-138.89845094664634
hansson ardo panga,0.0014409221902017,0.0034423407917383,-138.8984509466428
riigikontrolli auditi auditit,0.0014409221902017,0.0034423407917383,-138.8984509466428
untso missioonide liikmesusest,0.0014409221902017,0.0034423407917383,-138.8984509466428
valispoliitika valispoliitikas diplomaatia,0.0014409221902017,0.0034423407917383,-138.8984509466428
lasteaia lasteaias lasteaiakoha,0.0014409221902017,0.0034423407917383,-138.8984509466428
skais arendused infosusteemide,0.0014409221902017,0.0034423407917383,-138.8984509466428
deklaratsiooni deklaratsioone deklaratsioonis,0.0014409221902017,0.0034423407917383,-138.8984509466428
hadaolukorda eriolukord eriolukorra,0.0014409221902017,0.0034423407917383,-138.8984509466428
eriarstide eriarstiabi eriarsti,0.0172910662824207,0.0223752151462994,-29.403327596098578
lapsetoetust lapsetoetus lapsetoetuse,0.0028818443804034,0.0051635111876075,-79.17383820998387
virumaale virumaa toostusalade,0.0043227665706051,0.0068846815834767,-59.265633964430876
pensionitous pensionitousu pension,0.0043227665706051,0.0068846815834767,-59.265633964430876
borsile ipo enefit,0.0057636887608069,0.0086058519793459,-49.311531841651814
etv saateid pbk,0.0072046109510086,0.0103270223752151,-43.3390705679865
laari laar kandidatuuri,0.0072046109510086,0.0103270223752151,-43.3390705679865
haale valimispaeval valimiste,0.0072046109510086,0.0103270223752151,-43.3390705679865
huvigruppe huvigruppide kaasatud,0.0057636887608069,0.0068846815834767,-19.4492254733211
pohiseadusega riigikohus oiguskantsler,0.0057636887608069,0.0068846815834767,-19.4492254733211
valijate erakonda valijaid,0.0057636887608069,0.0068846815834767,-19.4492254733211
loomi loomade loomad,0.0043227665706051,0.0051635111876075,-19.449225473322574
arengukavad arengukavade pohialuste,0.0043227665706051,0.0051635111876075,-19.449225473322574
pensioni pension sammas,0.0043227665706051,0.0051635111876075,-19.449225473322574
liiklussurmade liikluses hukkunute,0.0028818443804034,0.0034423407917383,-19.449225473321423
teenuseid teenused teenust,0.0028818443804034,0.0034423407917383,-19.449225473321423
kantsler kantsleri riigisekretar,0.0028818443804034,0.0034423407917383,-19.449225473321423
keeleoskust oskuse keeleoskuse,0.0028818443804034,0.0034423407917383,-19.449225473321423
tulubaasi omavalitsustele omavalitsuste,0.0028818443804034,0.0034423407917383,-19.449225473321423
direktiivi direktiiv ulevotmise,0.0129682997118155,0.0137693631669535,-6.177089309619715
nord stream streami,0.0014409221902017,0.0017211703958691,-19.44922547331796
teatri teater rahvusooper,0.0014409221902017,0.0017211703958691,-19.44922547331796
korrata stenogrammist vabandan,0.0014409221902017,0.0017211703958691,-19.44922547331796
koolituse koolitus koolitusele,0.0014409221902017,0.0017211703958691,-19.44922547331796
vanemahuvitist vanemahuvitise vanemahuvitis,0.0014409221902017,0.0017211703958691,-19.44922547331796
mes maale maaelu,0.0014409221902017,0.0017211703958691,-19.44922547331796
koosoleku elektrooniline koosolekut,0.0014409221902017,0.0017211703958691,-19.44922547331796
kala kalurid kalurite,0.0014409221902017,0.0017211703958691,-19.44922547331796
valimiskomisjon proteste valimiskasti,0.0014409221902017,0.0017211703958691,-19.44922547331796
kandidaadi kandidaati kandidaat,0.0014409221902017,0.0017211703958691,-19.44922547331796
riigipalgaliste riigisektoris koondada,0.0014409221902017,0.0017211703958691,-19.44922547331796
reklaami reklaam alkoholireklaam,0.0014409221902017,0.0017211703958691,-19.44922547331796
aasia aasias saatkonna,0.0014409221902017,0.0017211703958691,-19.44922547331796
hoiu pangad pankade,0.0014409221902017,0.0017211703958691,-19.44922547331796
talupidajate kaubanduskoja kaubanduskoda,0.0014409221902017,0.0017211703958691,-19.44922547331796
viirust vaktsineeritud viiruse,0.0014409221902017,0.0017211703958691,-19.44922547331796
valimisea valimisiga valimisoiguse,0.0014409221902017,0.0017211703958691,-19.44922547331796
kasvavad tuleval kasv,0.0014409221902017,0.0017211703958691,-19.44922547331796
joustumine joustuma joustada,0.0057636887608069,0.0051635111876075,10.413080895009616
elektri elektrit taastuvenergia,0.0115273775216138,0.0103270223752151,10.413080895008743
efsf esm kreekale,0.0043227665706051,0.0034423407917383,20.367183017785724
lahususe voimude lahusus,0.0043227665706051,0.0034423407917383,20.367183017785724
hoone rkas hoonet,0.0043227665706051,0.0034423407917383,20.367183017785724
taanis saksamaal hollandis,0.0086455331412103,0.0068846815834767,20.367183017785486
arengufond arengufondi arengufondis,0.0028818443804034,0.0017211703958691,40.275387263341024
kirik kiriku maarja,0.0028818443804034,0.0017211703958691,40.275387263341024
konkurss konkursi konkurssi,0.0028818443804034,0.0017211703958691,40.275387263341024
normitehnika mojude eeskiri,0.0028818443804034,0.0017211703958691,40.275387263341024
oiglase virumaale ulemineku,0.0028818443804034,0.0017211703958691,40.275387263341024
kauguhendus avaksite ettekandjalt,0.0028818443804034,0.0017211703958691,40.275387263341024
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0028818443804034,0.0017211703958691,40.275387263341024
inimarengu aruanne aruandes,0.0028818443804034,0.0017211703958691,40.275387263341024
louis freeh kremli,0.0028818443804034,0.0017211703958691,40.275387263341024
kaitsekulud kaitsekulutused kaitsekulude,0.0028818443804034,0.0017211703958691,40.275387263341024
vabatahtlike komandode paasteameti,0.0072046109510086,0.0051635111876075,28.33046471600745
uliopilased uliopilastele uliopilaste,0.0115273775216138,0.0086058519793459,25.344234079174093
iive sundimus iibe,0.0115273775216138,0.0086058519793459,25.344234079174093
oigusriik oigusriigi oigusriigist,0.0115273775216138,0.0086058519793459,25.344234079174093
korterid kortereid korterit,0.0057636887608069,0.0034423407917383,40.27538726334032
pensionifondide pensionifondid fondid,0.0057636887608069,0.0034423407917383,40.27538726334032
abipolitseinik abipolitseiniku abipolitseinike,0.0057636887608069,0.0034423407917383,40.27538726334032
valismaale valjarande valjaranne,0.0100864553314121,0.0068846815834767,31.74329972953098
kaibemaksu kaibemaks kaibemaksumaara,0.0086455331412103,0.0051635111876075,40.275387263339404
soita jalakaija konniteel,0.0086455331412103,0.0051635111876075,40.275387263339404
volitust kaasuses jarvik,0.0043227665706051,0.0017211703958691,60.18359150889402
seksuaalse vangistusega vaarkohtlemise,0.0043227665706051,0.0017211703958691,60.18359150889402
kaitseliit kaitseliidule kaitseliidu,0.0043227665706051,0.0017211703958691,60.18359150889402
