topic_words3,Eesti Vabaerakonna fraktsioon,Sotsiaaldemokraadid,difference
hooldekodus hoolduse hooldekodu,0.0026350461133069,0.0277777777777777,-954.1666666666968
untso missioonide liikmesusest,0.0039525691699604,0.0246913580246913,-524.6913580247016
palgalohe soolist meeste,0.0013175230566534,0.0246913580246913,-1774.0740740741999
elektri elektrit taastuvenergia,0.0065876152832674,0.0246913580246913,-274.8148148148172
puude raskusastme puuet,0.0013175230566534,0.0185185185185185,-1305.5555555556516
psuhhiaatri alaealine psuhhiaatrilist,0.0013175230566534,0.0185185185185185,-1305.5555555556516
vanemahuvitist vanemahuvitise vanemahuvitis,0.0026350461133069,0.015432098765432,-485.6481481481628
lasteaia lasteaias lasteaiakoha,0.0079051383399209,0.0216049382716049,-173.30246913580368
apteeke apteegid apteekide,0.0039525691699604,0.015432098765432,-290.432098765437
loomi loomade loomad,0.0026350461133069,0.0123456790123456,-368.51851851853024
pensioniiga pensioniea eluiga,0.0052700922266139,0.015432098765432,-192.82407407407587
lapsetoetust lapsetoetus lapsetoetuse,0.0013175230566534,0.0092592592592592,-602.777777777822
samba sammas sambasse,0.0013175230566534,0.0092592592592592,-602.777777777822
palgatousu opetajate palgatous,0.0092226613965744,0.0185185185185185,-100.79365079365145
kaasne lisakulutusi riigieelarvele,0.0052700922266139,0.0123456790123456,-134.2592592592607
tootuid tootute tootu,0.0013175230566534,0.0061728395061728,-368.51851851854803
pollumeestele pollumehi pollumehed,0.0013175230566534,0.0061728395061728,-368.51851851854803
oppelaenu sugava puudega,0.0013175230566534,0.0061728395061728,-368.51851851854803
koneleja konsensuslikud repliigi,0.0013175230566534,0.0061728395061728,-368.51851851854803
keeleoskust oskuse keeleoskuse,0.0013175230566534,0.0061728395061728,-368.51851851854803
oiglase virumaale ulemineku,0.0013175230566534,0.0061728395061728,-368.51851851854803
ametiuhingute tooandjate keskliit,0.0105401844532279,0.0185185185185185,-75.69444444444478
toonadalal istungid taiendaval,0.0039525691699604,0.0092592592592592,-134.25925925926214
veb fondi uurimiskomisjon,0.0039525691699604,0.0092592592592592,-134.25925925926214
valispoliitika valispoliitikas diplomaatia,0.0039525691699604,0.0092592592592592,-134.25925925926214
eriarstide eriarstiabi eriarsti,0.0158102766798418,0.0246913580246913,-56.17283950617345
slovakkia ungari portugal,0.0065876152832674,0.0123456790123456,-87.40740740740785
nord stream streami,0.0026350461133069,0.0061728395061728,-134.25925925926512
riigireformi riigireformist riigireform,0.0131752305665349,0.0185185185185185,-40.555555555555564
koolis kooli opilased,0.0329380764163372,0.0401234567901234,-21.814814814814966
riigiloivude riigiloivud riigiloivu,0.0013175230566534,0.0030864197530864,-134.25925925927402
lng terminali gaasi,0.0013175230566534,0.0030864197530864,-134.25925925927402
kala kalurid kalurite,0.0013175230566534,0.0030864197530864,-134.25925925927402
kandidaadi kandidaati kandidaat,0.0013175230566534,0.0030864197530864,-134.25925925927402
operatsioonil sojalisel panustamisel,0.0013175230566534,0.0030864197530864,-134.25925925927402
pensionitous pensionitousu pension,0.0013175230566534,0.0030864197530864,-134.25925925927402
tulubaasi tasandusfondi tulumaksuosa,0.0013175230566534,0.0030864197530864,-134.25925925927402
iive sundimus iibe,0.0013175230566534,0.0030864197530864,-134.25925925927402
abipolitseinik abipolitseiniku abipolitseinike,0.0013175230566534,0.0030864197530864,-134.25925925927402
rahvuse rahvust rahvusriik,0.0039525691699604,0.0061728395061728,-56.17283950617477
otsevalimise presidenti presidendi,0.0039525691699604,0.0061728395061728,-56.17283950617477
jarviku jarvik maaeluministri,0.0039525691699604,0.0061728395061728,-56.17283950617477
arengufond arengufondi arengufondis,0.0092226613965744,0.0123456790123456,-33.86243386243359
missiooni missioonile missioon,0.0065876152832674,0.0092592592592592,-40.55555555555588
est kavatsuste for,0.0065876152832674,0.0092592592592592,-40.55555555555588
riigipuha puhade tahtpaevade,0.0079051383399209,0.0092592592592592,-17.129629629629605
