topic_words3,Fraktsioonitud,Reformierakond,difference
alkoholi kange lahja,0.003875968992248,0.0743179680150517,-1817.4035747883643
ulejaagis struktuurses struktuurse,0.001937984496124,0.0536218250235183,-2666.8861712135886
koolis kooli opilased,0.0116279069767441,0.044214487300094,-280.2445907808113
borsile ipo enefit,0.001937984496124,0.0216368767638758,-1016.4628410160092
untso missioonide liikmesusest,0.003875968992248,0.0206961429915333,-433.9604891815677
tulumaksuvaba maksususteemi tulumaksu,0.0077519379844961,0.0235183443085606,-203.38664158043272
apteeke apteegid apteekide,0.005813953488372,0.0188146754468485,-223.6124176857994
etv saateid pbk,0.003875968992248,0.0141110065851364,-264.06396989652495
haale valimispaeval valimiste,0.001937984496124,0.0084666039510818,-336.87676387582786
arengukavad arengukavade pohialuste,0.003875968992248,0.0112888052681091,-191.25117591721946
valijate erakonda valijaid,0.003875968992248,0.0112888052681091,-191.25117591721946
pensioni pension sammas,0.0077519379844961,0.0169332079021636,-118.43838193791112
lasteaia lasteaias lasteaiakoha,0.001937984496124,0.0075258701787394,-288.3349012229592
toonadalal istungid taiendaval,0.001937984496124,0.0075258701787394,-288.3349012229592
ajakirjandus ajakirjanduse ajakirjandust,0.003875968992248,0.0103480714957666,-166.98024459078255
vaesuses suhtelises vaesuse,0.001937984496124,0.0065851364063969,-239.79303857008549
pealinnast tallinnast viljandisse,0.001937984496124,0.0065851364063969,-239.79303857008549
rahvuse rahvust rahvusriik,0.003875968992248,0.0094073377234242,-142.70931326434828
karistuse karistus tingimisi,0.005813953488372,0.0112888052681091,-94.16745061147962
leping ratifitseerida lepinguga,0.001937984496124,0.0056444026340545,-191.25117591721684
opositsioonis koalitsiooni opositsiooni,0.0174418604651162,0.0253998118532455,-45.6255879586082
pensionitous pensionitousu pension,0.005813953488372,0.0103480714957666,-77.98682972718836
kaibemaksu kaibemaks kaibemaksumaara,0.003875968992248,0.0075258701787394,-94.16745061147962
soita jalakaija konniteel,0.001937984496124,0.0047036688617121,-142.70931326434828
humni humn laulda,0.001937984496124,0.0047036688617121,-142.70931326434828
teadus teaduse arendustegevuse,0.0077519379844961,0.0122295390404515,-57.76105362182486
jarviku jarvik maaeluministri,0.0077519379844961,0.0122295390404515,-57.76105362182486
terviseandmed isikuandmeid terviseandmeid,0.005813953488372,0.0094073377234242,-61.80620884289883
piirilepingu piirileping piirilepingut,0.001937984496124,0.0037629350893697,-94.16745061147962
vagivalla naistevastase perevagivalla,0.001937984496124,0.0037629350893697,-94.16745061147962
pensioniiga pensioniea eluiga,0.005813953488372,0.0084666039510818,-45.62558795860928
uhistranspordi uhistransport uhistransporti,0.0077519379844961,0.0103480714957666,-33.49012229538956
idapiiri piiririba valjaehitamine,0.003875968992248,0.0056444026340545,-45.62558795860842
huvigruppe huvigruppide kaasatud,0.003875968992248,0.0056444026340545,-45.62558795860842
maksuamet tolliamet tolliameti,0.003875968992248,0.0056444026340545,-45.62558795860842
efsf esm kreekale,0.003875968992248,0.0056444026340545,-45.62558795860842
kantsler kantsleri riigisekretar,0.003875968992248,0.0056444026340545,-45.62558795860842
kaasne lisakulutusi riigieelarvele,0.003875968992248,0.0056444026340545,-45.62558795860842
opositsiooni koalitsioonil opositsioonil,0.001937984496124,0.0028222013170272,-45.62558795860585
toovoimereformi toovoimega toovoimereform,0.001937984496124,0.0028222013170272,-45.62558795860585
oigusloome oigusloomes oiguspoliitika,0.001937984496124,0.0028222013170272,-45.62558795860585
kusimusena tahtsa tahtsusega,0.001937984496124,0.0028222013170272,-45.62558795860585
hoone rkas hoonet,0.003875968992248,0.0047036688617121,-21.354656632174134
eelarves riigieelarves reservist,0.0155038759689922,0.0169332079021636,-9.21919096895556
id mobiil kaardi,0.001937984496124,0.0018814675446848,2.9162746942627638
kinnisasja maad maa,0.001937984496124,0.0018814675446848,2.9162746942627638
valismaale valjarande valjaranne,0.001937984496124,0.0018814675446848,2.9162746942627638
vagivallale vihakone ohutamine,0.001937984496124,0.0018814675446848,2.9162746942627638
pagulasi pagulased pagulaste,0.001937984496124,0.0018814675446848,2.9162746942627638
koolituse koolitus koolitusele,0.001937984496124,0.0018814675446848,2.9162746942627638
louis freeh kremli,0.001937984496124,0.0018814675446848,2.9162746942627638
sularaha kommertspangad pangad,0.001937984496124,0.0018814675446848,2.9162746942627638
oiglase virumaale ulemineku,0.001937984496124,0.0018814675446848,2.9162746942627638
korterelamute kortermajade kredexi,0.001937984496124,0.0018814675446848,2.9162746942627638
virumaale virumaa toostusalade,0.003875968992248,0.0037629350893697,2.9162746942601903
samba sammas sambasse,0.003875968992248,0.0037629350893697,2.9162746942601903
volitust kaasuses jarvik,0.003875968992248,0.0037629350893697,2.9162746942601903
riigireformi riigireformist riigireform,0.003875968992248,0.0037629350893697,2.9162746942601903
salvestisi salvestised salvestiste,0.003875968992248,0.0037629350893697,2.9162746942601903
arengufond arengufondi arengufondis,0.005813953488372,0.0056444026340545,2.9162746942610553
krimmi agressiooni ukraina,0.0155038759689922,0.0150517403574788,2.916274694261439
elektri elektrit taastuvenergia,0.0116279069767441,0.0103480714957666,11.006585136406576
relva relvade relvaluba,0.0096899224806201,0.0084666039510818,12.624647224835325
moisteid moiste moisted,0.0077519379844961,0.0065851364063969,15.051740357479726
kaitseliit kaitseliidule kaitseliidu,0.0077519379844961,0.0065851364063969,15.051740357479726
konkurss konkursi konkurssi,0.005813953488372,0.0047036688617121,19.096895578550583
noukogudesse ariuhingute noukogudes,0.005813953488372,0.0047036688617121,19.096895578550583
teede teehoiuks teedele,0.003875968992248,0.0028222013170272,27.187206020697076
tootuid tootute tootu,0.003875968992248,0.0028222013170272,27.187206020697076
ts parvlaeva parvlaevad,0.003875968992248,0.0028222013170272,27.187206020697076
volakirjade keskpank volakirju,0.003875968992248,0.0028222013170272,27.187206020697076
pohiseadusega riigikohus oiguskantsler,0.0116279069767441,0.0094073377234242,19.09689557855127
danske filiaali rahapesu,0.0096899224806201,0.0075258701787394,22.33301975540895
aardla pria pealtnagija,0.001937984496124,0.0009407337723424,51.458137347131384
poolte kokkuleppel huvitise,0.001937984496124,0.0009407337723424,51.458137347131384
maavalitsuste maavalitsused maakonna,0.001937984496124,0.0009407337723424,51.458137347131384
lahususe voimude lahusus,0.001937984496124,0.0009407337723424,51.458137347131384
majandusaasta koondaruanne raamatupidamise,0.001937984496124,0.0009407337723424,51.458137347131384
deklaratsiooni deklaratsioone deklaratsioonis,0.001937984496124,0.0009407337723424,51.458137347131384
hoiu pangad pankade,0.001937984496124,0.0009407337723424,51.458137347131384
kulukuse krediidi kiirlaenude,0.001937984496124,0.0009407337723424,51.458137347131384
riigiloivude riigiloivud riigiloivu,0.001937984496124,0.0009407337723424,51.458137347131384
kodualuse maamaksu maamaksust,0.001937984496124,0.0009407337723424,51.458137347131384
abielu kooselu samasooliste,0.001937984496124,0.0009407337723424,51.458137347131384
liiklussurmade liikluses hukkunute,0.001937984496124,0.0009407337723424,51.458137347131384
annetus erjk annetuse,0.001937984496124,0.0009407337723424,51.458137347131384
aasia aasias saatkonna,0.005813953488372,0.0037629350893697,35.27751646284013
joustumine joustuma joustada,0.005813953488372,0.0037629350893697,35.27751646284013
kirik kiriku maarja,0.005813953488372,0.0037629350893697,35.27751646284013
valimisliitude volikogusse volikokku,0.0116279069767441,0.0084666039510818,27.187206020695974
keskkonnaameti uhendamine uhendamise,0.0116279069767441,0.0084666039510818,27.187206020695974
oigusriik oigusriigi oigusriigist,0.003875968992248,0.0018814675446848,51.458137347131384
maantee neljarealiseks ppp,0.003875968992248,0.0018814675446848,51.458137347131384
kandidaadi kandidaati kandidaat,0.003875968992248,0.0018814675446848,51.458137347131384
liitlaste ohutorje keskmaa,0.003875968992248,0.0018814675446848,51.458137347131384
piima toorpiima toodangut,0.003875968992248,0.0018814675446848,51.458137347131384
kauguhendus avaksite ettekandjalt,0.003875968992248,0.0018814675446848,51.458137347131384
riigikontrolli auditi auditit,0.0077519379844961,0.0047036688617121,39.32267168391371
katteallikas katteallikaid katteallikat,0.005813953488372,0.0028222013170272,51.458137347131384
omandireformi tagastatud omandireform,0.0135658914728682,0.0084666039510818,37.58903373202551
uliopilased uliopilastele uliopilaste,0.0077519379844961,0.0037629350893697,51.45813734713073
loomi loomade loomad,0.003875968992248,0.0009407337723424,75.72906867356569
raamatukogu pimedate raamatukogude,0.003875968992248,0.0009407337723424,75.72906867356569
korterid kortereid korterit,0.003875968992248,0.0009407337723424,75.72906867356569
elamisluba elamisloa viisa,0.003875968992248,0.0009407337723424,75.72906867356569
annetused annetusi annetuste,0.0096899224806201,0.0047036688617121,51.45813734713085
tulubaasi omavalitsustele omavalitsuste,0.005813953488372,0.0018814675446848,67.63875823142091
jaatmeid liigiti prugi,0.005813953488372,0.0018814675446848,67.63875823142091
treenerite spordi sport,0.005813953488372,0.0018814675446848,67.63875823142091
ulikooliga kbfi instituudi,0.005813953488372,0.0018814675446848,67.63875823142091
vabatahtlike komandode paasteameti,0.005813953488372,0.0018814675446848,67.63875823142091
kohtla jarve johvi,0.0077519379844961,0.0028222013170272,63.59360301034901
slovakkia ungari portugal,0.0077519379844961,0.0028222013170272,63.59360301034901
taanis saksamaal hollandis,0.0096899224806201,0.0037629350893697,61.16650987770448
oppelaenu sugava puudega,0.005813953488372,0.0009407337723424,83.81937911571046
iive sundimus iibe,0.005813953488372,0.0009407337723424,83.81937911571046
teenistuse teenistuses avalikus,0.005813953488372,0.0009407337723424,83.81937911571046
valispoliitika valispoliitikas diplomaatia,0.0077519379844961,0.0018814675446848,75.729068673566
lapsetoetust lapsetoetus lapsetoetuse,0.0077519379844961,0.0018814675446848,75.729068673566
palgalohe soolist meeste,0.0174418604651162,0.0084666039510818,51.458137347130794
veb fondi uurimiskomisjon,0.0135658914728682,0.0056444026340545,58.39268915468392
lipu laevu kaubalaeva,0.0096899224806201,0.0028222013170272,70.87488240827913
psuhhiaatri alaealine psuhhiaatrilist,0.0096899224806201,0.0028222013170272,70.87488240827913
korruptsiooni korruptsioon korruptsiooniga,0.0077519379844961,0.0009407337723424,87.864534336783
kohtunike kohtususteem kohtuniku,0.0135658914728682,0.0047036688617121,65.32724096223647
prokuratuur prokuratuuri prokuror,0.0135658914728682,0.0047036688617121,65.32724096223647
palgatousu opetajate palgatous,0.0155038759689922,0.0056444026340545,63.59360301034837
est kavatsuste for,0.0096899224806201,0.0009407337723424,90.29162746942639
pollumeestele pollumehi pollumehed,0.0096899224806201,0.0009407337723424,90.29162746942639
puude raskusastme puuet,0.0096899224806201,0.0009407337723424,90.29162746942639
normitehnika mojude eeskiri,0.0096899224806201,0.0009407337723424,90.29162746942639
missiooni missioonile missioon,0.0271317829457364,0.0112888052681091,58.39268915468355
vanemahuvitist vanemahuvitise vanemahuvitis,0.0174418604651162,0.0009407337723424,94.60645970523687
metsa metsade mets,0.0174418604651162,0.0018814675446848,89.21291941047377
skais arendused infosusteemide,0.0174418604651162,0.0018814675446848,89.21291941047377
direktiivi direktiiv ulevotmise,0.0271317829457364,0.0047036688617121,82.66362048111824
eriarstide eriarstiabi eriarsti,0.0329457364341085,0.0084666039510818,74.30136683083404
hooldekodus hoolduse hooldekodu,0.0348837209302325,0.0028222013170272,91.90968955785534
teenuseid teenused teenust,0.0155038759689922,0.0,100.0
tooandja tooandjal tootaja,0.0077519379844961,0.0,100.0
riigipalgaliste riigisektoris koondada,0.0077519379844961,0.0,100.0
koolilouna koolitoidu koolitoit,0.005813953488372,0.0,100.0
vallaga vald sauga,0.005813953488372,0.0,100.0
vaikesaarte saarte pusiasustusega,0.005813953488372,0.0,100.0
kohtutaiturite kohtutaitur kohtutaituri,0.005813953488372,0.0,100.0
valimisea valimisiga valimisoiguse,0.003875968992248,0.0,100.0
muuseum muuseumi muuseumide,0.003875968992248,0.0,100.0
kala kalurid kalurite,0.003875968992248,0.0,100.0
miili baasvorgu lairiba,0.003875968992248,0.0,100.0
muundatud geneetiliselt gmo,0.003875968992248,0.0,100.0
tooandja tervisesse maksuvabalt,0.003875968992248,0.0,100.0
jahimehed jahimeeste jahti,0.003875968992248,0.0,100.0
lae korgepalgaliste lagi,0.001937984496124,0.0,100.0
riigimetsa majandamise noukokku,0.001937984496124,0.0,100.0
sigade katku katk,0.001937984496124,0.0,100.0
suuria euroopasse turgis,0.001937984496124,0.0,100.0
piirivalve valvamise valvamine,0.001937984496124,0.0,100.0
aituma infotundi jahimehed,0.001937984496124,0.0,100.0
elatisraha elatisabi elatise,0.001937984496124,0.0,100.0
domeenide domeeni interneti,0.001937984496124,0.0,100.0
kolledz kolledzi turi,0.001937984496124,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.001937984496124,0.0,100.0
fie fuusilisest isikust,0.001937984496124,0.0,100.0
tervist tervis tervisega,0.0,0.0,
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0,
reklaami reklaam alkoholireklaam,0.0,0.0,
riigikontrolor karis riigikontrolori,0.0,0.0,
salastatud valisteabe riigisaladuse,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
teekasutustasu autode autod,0.0,0.0,
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
valimiskomisjon proteste valimiskasti,0.0,0.0,
valitsemisalade katteallikaks riigieelarves,0.0,0.0,
varude varud varu,0.0,0.0,
vee monopolide veeteenuse,0.0,0.0,
president ilves presidendi,0.0,0.0,
viirust vaktsineeritud viiruse,0.0,0.0,
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,
operatsioonil sojalisel panustamisel,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
nord stream streami,0.0,0.0,
mes maale maaelu,0.0,0.0,
matusetoetust matusetoetus matusetoetuse,0.0,0.0,
lng terminali gaasi,0.0,0.0,
kutsehariduse kutseharidus kutsehariduses,0.0,0.0,
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,
koosoleku elektrooniline koosolekut,0.0,0.0,
koneleja konsensuslikud repliigi,0.0,0.0,
kohanimenoukogu vonnu mulgi,0.0,0.0,
kandidaati kandidaat valituks,0.0,0.0,
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0,
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0,
estonian air airi,0.0,0.0,
haaletamissedel haaletamiskasti sedeli,0.0,0.0,
keeleoskust oskuse keeleoskuse,0.0,0.0037629350893697,-inf
utah jordaania energia,0.0,0.0018814675446848,-inf
