topic_words3,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,difference
hooldekodus hoolduse hooldekodu,0.0026350461133069,0.0348837209302325,-1223.837209302365
direktiivi direktiiv ulevotmise,0.0065876152832674,0.0271317829457364,-311.8604651162821
missiooni missioonile missioon,0.0065876152832674,0.0271317829457364,-311.8604651162821
vanemahuvitist vanemahuvitise vanemahuvitis,0.0026350461133069,0.0174418604651162,-561.9186046511805
palgalohe soolist meeste,0.0013175230566534,0.0174418604651162,-1223.8372093024116
skais arendused infosusteemide,0.0039525691699604,0.0174418604651162,-341.2790697674481
eriarstide eriarstiabi eriarsti,0.0158102766798418,0.0329457364341085,-108.38178294573757
teenuseid teenused teenust,0.0039525691699604,0.0155038759689922,-292.24806201551
keskkonnaameti uhendamine uhendamise,0.0026350461133069,0.0116279069767441,-341.2790697674524
prokuratuur prokuratuuri prokuror,0.0039525691699604,0.0135658914728682,-243.21705426357187
veb fondi uurimiskomisjon,0.0039525691699604,0.0135658914728682,-243.21705426357187
metsa metsade mets,0.0065876152832674,0.0174418604651162,-164.7674418604662
psuhhiaatri alaealine psuhhiaatrilist,0.0013175230566534,0.0096899224806201,-635.4651162791166
annetused annetusi annetuste,0.0013175230566534,0.0096899224806201,-635.4651162791166
pollumeestele pollumehi pollumehed,0.0013175230566534,0.0096899224806201,-635.4651162791166
puude raskusastme puuet,0.0013175230566534,0.0096899224806201,-635.4651162791166
lapsetoetust lapsetoetus lapsetoetuse,0.0013175230566534,0.0077519379844961,-488.3720930232948
opositsioonis koalitsiooni opositsiooni,0.0092226613965744,0.0174418604651162,-89.11960132890361
iive sundimus iibe,0.0013175230566534,0.005813953488372,-341.27906976746544
oppelaenu sugava puudega,0.0013175230566534,0.005813953488372,-341.27906976746544
katteallikas katteallikaid katteallikat,0.0013175230566534,0.005813953488372,-341.27906976746544
pensionitous pensionitousu pension,0.0013175230566534,0.005813953488372,-341.27906976746544
treenerite spordi sport,0.0013175230566534,0.005813953488372,-341.27906976746544
teenistuse teenistuses avalikus,0.0013175230566534,0.005813953488372,-341.27906976746544
pohiseadusega riigikohus oiguskantsler,0.0052700922266139,0.0116279069767441,-120.63953488372204
tooandja tooandjal tootaja,0.0026350461133069,0.0077519379844961,-194.1860465116362
korruptsiooni korruptsioon korruptsiooniga,0.0026350461133069,0.0077519379844961,-194.1860465116362
palgatousu opetajate palgatous,0.0092226613965744,0.0155038759689922,-68.10631229235901
elektri elektrit taastuvenergia,0.0065876152832674,0.0116279069767441,-76.51162790697697
valispoliitika valispoliitikas diplomaatia,0.0039525691699604,0.0077519379844961,-96.124031007755
jarviku jarvik maaeluministri,0.0039525691699604,0.0077519379844961,-96.124031007755
elamisluba elamisloa viisa,0.0013175230566534,0.003875968992248,-194.1860465116436
volitust kaasuses jarvik,0.0013175230566534,0.003875968992248,-194.1860465116436
kauguhendus avaksite ettekandjalt,0.0013175230566534,0.003875968992248,-194.1860465116436
kaibemaksu kaibemaks kaibemaksumaara,0.0013175230566534,0.003875968992248,-194.1860465116436
kandidaadi kandidaati kandidaat,0.0013175230566534,0.003875968992248,-194.1860465116436
kala kalurid kalurite,0.0013175230566534,0.003875968992248,-194.1860465116436
efsf esm kreekale,0.0013175230566534,0.003875968992248,-194.1860465116436
tootuid tootute tootu,0.0013175230566534,0.003875968992248,-194.1860465116436
samba sammas sambasse,0.0013175230566534,0.003875968992248,-194.1860465116436
aasia aasias saatkonna,0.0026350461133069,0.005813953488372,-120.63953488372434
eelarves riigieelarves reservist,0.0105401844532279,0.0155038759689922,-47.09302325581392
est kavatsuste for,0.0065876152832674,0.0096899224806201,-47.093023255814394
krimmi agressiooni ukraina,0.0118577075098814,0.0155038759689922,-30.749354005167806
kaitseliit kaitseliidule kaitseliidu,0.0052700922266139,0.0077519379844961,-47.093023255815325
kohtla jarve johvi,0.0052700922266139,0.0077519379844961,-47.093023255815325
uhistranspordi uhistransport uhistransporti,0.0052700922266139,0.0077519379844961,-47.093023255815325
omandireformi tagastatud omandireform,0.0105401844532279,0.0135658914728682,-28.70639534883742
apteeke apteegid apteekide,0.0039525691699604,0.005813953488372,-47.09302325581436
karistuse karistus tingimisi,0.0039525691699604,0.005813953488372,-47.09302325581436
konkurss konkursi konkurssi,0.0039525691699604,0.005813953488372,-47.09302325581436
loomi loomade loomad,0.0026350461133069,0.003875968992248,-47.09302325581621
kantsler kantsleri riigisekretar,0.0026350461133069,0.003875968992248,-47.09302325581621
oigusriik oigusriigi oigusriigist,0.0026350461133069,0.003875968992248,-47.09302325581621
teede teehoiuks teedele,0.0026350461133069,0.003875968992248,-47.09302325581621
raamatukogu pimedate raamatukogude,0.0026350461133069,0.003875968992248,-47.09302325581621
tooandja tervisesse maksuvabalt,0.0026350461133069,0.003875968992248,-47.09302325581621
valijate erakonda valijaid,0.0026350461133069,0.003875968992248,-47.09302325581621
volakirjade keskpank volakirju,0.0026350461133069,0.003875968992248,-47.09302325581621
lipu laevu kaubalaeva,0.0079051383399209,0.0096899224806201,-22.577519379845018
piirilepingu piirileping piirilepingut,0.0013175230566534,0.001937984496124,-47.093023255821805
riigiloivude riigiloivud riigiloivu,0.0013175230566534,0.001937984496124,-47.093023255821805
majandusaasta koondaruanne raamatupidamise,0.0013175230566534,0.001937984496124,-47.093023255821805
lae korgepalgaliste lagi,0.0013175230566534,0.001937984496124,-47.093023255821805
toovoimereformi toovoimega toovoimereform,0.0013175230566534,0.001937984496124,-47.093023255821805
oiglase virumaale ulemineku,0.0013175230566534,0.001937984496124,-47.093023255821805
deklaratsiooni deklaratsioone deklaratsioonis,0.0013175230566534,0.001937984496124,-47.093023255821805
slovakkia ungari portugal,0.0065876152832674,0.0077519379844961,-17.674418604651816
ulikooliga kbfi instituudi,0.0052700922266139,0.005813953488372,-10.319767441860078
pensioniiga pensioniea eluiga,0.0052700922266139,0.005813953488372,-10.319767441860078
danske filiaali rahapesu,0.0092226613965744,0.0096899224806201,-5.066445182724104
untso missioonide liikmesusest,0.0039525691699604,0.003875968992248,1.9379844961237656
rahvuse rahvust rahvusriik,0.0039525691699604,0.003875968992248,1.9379844961237656
