topic_words3,Fraktsioonitud,Keskerakond,difference
alkoholi kange lahja,0.003875968992248,0.0344234079173838,-788.1239242685161
koolis kooli opilased,0.0116279069767441,0.036144578313253,-210.84337349397808
omandireformi tagastatud omandireform,0.0135658914728682,0.0344234079173838,-153.74969264814376
uhistranspordi uhistransport uhistransporti,0.0077519379844961,0.0240963855421686,-210.84337349397592
danske filiaali rahapesu,0.0096899224806201,0.0258175559380378,-166.4371772805516
ulejaagis struktuurses struktuurse,0.001937984496124,0.0120481927710843,-521.6867469879599
kinnisasja maad maa,0.001937984496124,0.0103270223752151,-432.87435456110774
haale valimispaeval valimiste,0.001937984496124,0.0103270223752151,-432.87435456110774
terviseandmed isikuandmeid terviseandmeid,0.005813953488372,0.0154905335628227,-166.4371772805547
veb fondi uurimiskomisjon,0.0135658914728682,0.0258175559380378,-90.31226948610745
ajakirjandus ajakirjanduse ajakirjandust,0.003875968992248,0.0120481927710843,-210.84337349397995
borsile ipo enefit,0.001937984496124,0.0086058519793459,-344.0619621342556
kusimusena tahtsa tahtsusega,0.001937984496124,0.0086058519793459,-344.0619621342556
humni humn laulda,0.001937984496124,0.0086058519793459,-344.0619621342556
majandusaasta koondaruanne raamatupidamise,0.001937984496124,0.0086058519793459,-344.0619621342556
rahvuse rahvust rahvusriik,0.003875968992248,0.0103270223752151,-166.43717728055387
etv saateid pbk,0.003875968992248,0.0103270223752151,-166.43717728055387
moisteid moiste moisted,0.0077519379844961,0.0154905335628227,-99.82788296041348
toonadalal istungid taiendaval,0.001937984496124,0.0068846815834767,-255.24956970740345
opositsiooni koalitsioonil opositsioonil,0.001937984496124,0.0068846815834767,-255.24956970740345
valismaale valjarande valjaranne,0.001937984496124,0.0068846815834767,-255.24956970740345
oigusriik oigusriigi oigusriigist,0.003875968992248,0.0086058519793459,-122.0309810671278
maksuamet tolliamet tolliameti,0.003875968992248,0.0086058519793459,-122.0309810671278
soita jalakaija konniteel,0.001937984496124,0.0051635111876075,-166.43717728055128
karistuse karistus tingimisi,0.005813953488372,0.0103270223752151,-77.62478485370256
tulumaksuvaba maksususteemi tulumaksu,0.0077519379844961,0.0120481927710843,-55.42168674698795
prokuratuur prokuratuuri prokuror,0.0135658914728682,0.0189328743545611,-39.56233095647916
valijate erakonda valijaid,0.003875968992248,0.0068846815834767,-77.62478485370171
huvigruppe huvigruppide kaasatud,0.003875968992248,0.0068846815834767,-77.62478485370171
virumaale virumaa toostusalade,0.003875968992248,0.0068846815834767,-77.62478485370171
opositsioonis koalitsiooni opositsiooni,0.0174418604651162,0.0223752151462994,-28.284566838783814
iive sundimus iibe,0.005813953488372,0.0086058519793459,-48.02065404475186
deklaratsiooni deklaratsioone deklaratsioonis,0.001937984496124,0.0034423407917383,-77.62478485369911
vagivallale vihakone ohutamine,0.001937984496124,0.0034423407917383,-77.62478485369911
abielu kooselu samasooliste,0.001937984496124,0.0034423407917383,-77.62478485369911
lasteaia lasteaias lasteaiakoha,0.001937984496124,0.0034423407917383,-77.62478485369911
maavalitsuste maavalitsused maakonna,0.001937984496124,0.0034423407917383,-77.62478485369911
liiklussurmade liikluses hukkunute,0.001937984496124,0.0034423407917383,-77.62478485369911
lahususe voimude lahusus,0.001937984496124,0.0034423407917383,-77.62478485369911
toovoimereformi toovoimega toovoimereform,0.001937984496124,0.0034423407917383,-77.62478485369911
slovakkia ungari portugal,0.0077519379844961,0.0103270223752151,-33.218588640275215
kohtla jarve johvi,0.0077519379844961,0.0103270223752151,-33.218588640275215
eelarves riigieelarves reservist,0.0155038759689922,0.0189328743545611,-22.11703958691949
valimisliitude volikogusse volikokku,0.0116279069767441,0.0137693631669535,-18.41652323580098
miili baasvorgu lairiba,0.003875968992248,0.0051635111876075,-33.218588640275634
loomi loomade loomad,0.003875968992248,0.0051635111876075,-33.218588640275634
kaibemaksu kaibemaks kaibemaksumaara,0.003875968992248,0.0051635111876075,-33.218588640275634
riigireformi riigireformist riigireform,0.003875968992248,0.0051635111876075,-33.218588640275634
salvestisi salvestised salvestiste,0.003875968992248,0.0051635111876075,-33.218588640275634
arengukavad arengukavade pohialuste,0.003875968992248,0.0051635111876075,-33.218588640275634
kaasne lisakulutusi riigieelarvele,0.003875968992248,0.0051635111876075,-33.218588640275634
samba sammas sambasse,0.003875968992248,0.0051635111876075,-33.218588640275634
katteallikas katteallikaid katteallikat,0.005813953488372,0.0068846815834767,-18.416523235801137
pensionitous pensionitousu pension,0.005813953488372,0.0068846815834767,-18.416523235801137
vallaga vald sauga,0.005813953488372,0.0068846815834767,-18.416523235801137
apteeke apteegid apteekide,0.005813953488372,0.0068846815834767,-18.416523235801137
uliopilased uliopilastele uliopilaste,0.0077519379844961,0.0086058519793459,-11.015490533562469
teadus teaduse arendustegevuse,0.0077519379844961,0.0086058519793459,-11.015490533562469
elatisraha elatisabi elatise,0.001937984496124,0.0017211703958691,11.187607573153016
annetus erjk annetuse,0.001937984496124,0.0017211703958691,11.187607573153016
pagulasi pagulased pagulaste,0.001937984496124,0.0017211703958691,11.187607573153016
sularaha kommertspangad pangad,0.001937984496124,0.0017211703958691,11.187607573153016
piirilepingu piirileping piirilepingut,0.001937984496124,0.0017211703958691,11.187607573153016
koolituse koolitus koolitusele,0.001937984496124,0.0017211703958691,11.187607573153016
oiglase virumaale ulemineku,0.001937984496124,0.0017211703958691,11.187607573153016
talupidajate kaubanduskoja kaubanduskoda,0.001937984496124,0.0017211703958691,11.187607573153016
vagivalla naistevastase perevagivalla,0.001937984496124,0.0017211703958691,11.187607573153016
louis freeh kremli,0.001937984496124,0.0017211703958691,11.187607573153016
poolte kokkuleppel huvitise,0.001937984496124,0.0017211703958691,11.187607573153016
hoiu pangad pankade,0.001937984496124,0.0017211703958691,11.187607573153016
kolledz kolledzi turi,0.001937984496124,0.0017211703958691,11.187607573153016
idapiiri piiririba valjaehitamine,0.003875968992248,0.0034423407917383,11.187607573150443
efsf esm kreekale,0.003875968992248,0.0034423407917383,11.187607573150443
hoone rkas hoonet,0.003875968992248,0.0034423407917383,11.187607573150443
kantsler kantsleri riigisekretar,0.003875968992248,0.0034423407917383,11.187607573150443
piima toorpiima toodangut,0.003875968992248,0.0034423407917383,11.187607573150443
untso missioonide liikmesusest,0.003875968992248,0.0034423407917383,11.187607573150443
korterid kortereid korterit,0.003875968992248,0.0034423407917383,11.187607573150443
noukogudesse ariuhingute noukogudes,0.005813953488372,0.0051635111876075,11.187607573149585
vabatahtlike komandode paasteameti,0.005813953488372,0.0051635111876075,11.187607573149585
joustumine joustuma joustada,0.005813953488372,0.0051635111876075,11.187607573149585
jarviku jarvik maaeluministri,0.0077519379844961,0.0068846815834767,11.187607573150288
elektri elektrit taastuvenergia,0.0116279069767441,0.0103270223752151,11.187607573149474
taanis saksamaal hollandis,0.0096899224806201,0.0068846815834767,28.950086058520046
pensioni pension sammas,0.0077519379844961,0.0051635111876075,33.39070567986304
lapsetoetust lapsetoetus lapsetoetuse,0.0077519379844961,0.0051635111876075,33.39070567986304
tulubaasi omavalitsustele omavalitsuste,0.005813953488372,0.0034423407917383,40.7917383821003
liitlaste ohutorje keskmaa,0.003875968992248,0.0017211703958691,55.5938037865765
valimisea valimisiga valimisoiguse,0.003875968992248,0.0017211703958691,55.5938037865765
kandidaadi kandidaati kandidaat,0.003875968992248,0.0017211703958691,55.5938037865765
tootuid tootute tootu,0.003875968992248,0.0017211703958691,55.5938037865765
volitust kaasuses jarvik,0.003875968992248,0.0017211703958691,55.5938037865765
