topic_words3,EKRE,Fraktsioonitud,difference
hooldekodus hoolduse hooldekodu,0.0028818443804034,0.0348837209302325,-1110.4651162790924
vanemahuvitist vanemahuvitise vanemahuvitis,0.0014409221902017,0.0174418604651162,-1110.4651162790888
skais arendused infosusteemide,0.0014409221902017,0.0174418604651162,-1110.4651162790888
metsa metsade mets,0.0028818443804034,0.0174418604651162,-505.2325581395444
teenuseid teenused teenust,0.0028818443804034,0.0155038759689922,-437.9844961240402
valimisliitude volikogusse volikokku,0.0014409221902017,0.0116279069767441,-706.9767441860567
keskkonnaameti uhendamine uhendamise,0.0014409221902017,0.0116279069767441,-706.9767441860567
eriarstide eriarstiabi eriarsti,0.0172910662824207,0.0329457364341085,-90.53617571059472
missiooni missioonile missioon,0.0129682997118155,0.0271317829457364,-109.2161929371239
direktiivi direktiiv ulevotmise,0.0129682997118155,0.0271317829457364,-109.2161929371239
veb fondi uurimiskomisjon,0.0043227665706051,0.0135658914728682,-213.82428940569068
riigikontrolli auditi auditit,0.0014409221902017,0.0077519379844961,-437.9844961240402
valispoliitika valispoliitikas diplomaatia,0.0014409221902017,0.0077519379844961,-437.9844961240402
riigipalgaliste riigisektoris koondada,0.0014409221902017,0.0077519379844961,-437.9844961240402
lipu laevu kaubalaeva,0.0028818443804034,0.0096899224806201,-236.24031007752427
est kavatsuste for,0.0028818443804034,0.0096899224806201,-236.24031007752427
normitehnika mojude eeskiri,0.0028818443804034,0.0096899224806201,-236.24031007752427
vaikesaarte saarte pusiasustusega,0.0014409221902017,0.005813953488372,-303.488372093025
aasia aasias saatkonna,0.0014409221902017,0.005813953488372,-303.488372093025
noukogudesse ariuhingute noukogudes,0.0014409221902017,0.005813953488372,-303.488372093025
koolilouna koolitoidu koolitoit,0.0014409221902017,0.005813953488372,-303.488372093025
katteallikas katteallikaid katteallikat,0.0014409221902017,0.005813953488372,-303.488372093025
vallaga vald sauga,0.0014409221902017,0.005813953488372,-303.488372093025
lapsetoetust lapsetoetus lapsetoetuse,0.0028818443804034,0.0077519379844961,-168.9922480620201
uhistranspordi uhistransport uhistransporti,0.0028818443804034,0.0077519379844961,-168.9922480620201
teadus teaduse arendustegevuse,0.0028818443804034,0.0077519379844961,-168.9922480620201
palgalohe soolist meeste,0.0100864553314121,0.0174418604651162,-72.92358803986637
palgatousu opetajate palgatous,0.0086455331412103,0.0155038759689922,-79.32816537467798
pohiseadusega riigikohus oiguskantsler,0.0057636887608069,0.0116279069767441,-101.74418604651072
eelarves riigieelarves reservist,0.0100864553314121,0.0155038759689922,-53.709856035437
omandireformi tagastatud omandireform,0.0086455331412103,0.0135658914728682,-56.91214470284351
kala kalurid kalurite,0.0014409221902017,0.003875968992248,-168.9922480620166
muuseum muuseumi muuseumide,0.0014409221902017,0.003875968992248,-168.9922480620166
maksuamet tolliamet tolliameti,0.0014409221902017,0.003875968992248,-168.9922480620166
jahimehed jahimeeste jahti,0.0014409221902017,0.003875968992248,-168.9922480620166
untso missioonide liikmesusest,0.0014409221902017,0.003875968992248,-168.9922480620166
valimisea valimisiga valimisoiguse,0.0014409221902017,0.003875968992248,-168.9922480620166
kandidaadi kandidaati kandidaat,0.0014409221902017,0.003875968992248,-168.9922480620166
ts parvlaeva parvlaevad,0.0014409221902017,0.003875968992248,-168.9922480620166
samba sammas sambasse,0.0014409221902017,0.003875968992248,-168.9922480620166
pensioni pension sammas,0.0043227665706051,0.0077519379844961,-79.32816537468005
tulumaksuvaba maksususteemi tulumaksu,0.0043227665706051,0.0077519379844961,-79.32816537468005
kaitseliit kaitseliidule kaitseliidu,0.0043227665706051,0.0077519379844961,-79.32816537468005
konkurss konkursi konkurssi,0.0028818443804034,0.005813953488372,-101.7441860465125
arengufond arengufondi arengufondis,0.0028818443804034,0.005813953488372,-101.7441860465125
tulubaasi omavalitsustele omavalitsuste,0.0028818443804034,0.005813953488372,-101.7441860465125
kirik kiriku maarja,0.0028818443804034,0.005813953488372,-101.7441860465125
terviseandmed isikuandmeid terviseandmeid,0.0028818443804034,0.005813953488372,-101.7441860465125
psuhhiaatri alaealine psuhhiaatrilist,0.0072046109510086,0.0096899224806201,-34.496124031007824
opositsioonis koalitsiooni opositsiooni,0.0144092219020172,0.0174418604651162,-21.046511627907183
korruptsiooni korruptsioon korruptsiooniga,0.0057636887608069,0.0077519379844961,-34.496124031007724
pensionitous pensionitousu pension,0.0043227665706051,0.005813953488372,-34.49612403100832
kohtunike kohtususteem kohtuniku,0.0115273775216138,0.0135658914728682,-17.684108527131976
kauguhendus avaksite ettekandjalt,0.0028818443804034,0.003875968992248,-34.49612403100832
muundatud geneetiliselt gmo,0.0028818443804034,0.003875968992248,-34.49612403100832
teede teehoiuks teedele,0.0028818443804034,0.003875968992248,-34.49612403100832
kantsler kantsleri riigisekretar,0.0028818443804034,0.003875968992248,-34.49612403100832
hoiu pangad pankade,0.0014409221902017,0.001937984496124,-34.49612403100832
lasteaia lasteaias lasteaiakoha,0.0014409221902017,0.001937984496124,-34.49612403100832
majandusaasta koondaruanne raamatupidamise,0.0014409221902017,0.001937984496124,-34.49612403100832
talupidajate kaubanduskoja kaubanduskoda,0.0014409221902017,0.001937984496124,-34.49612403100832
deklaratsiooni deklaratsioone deklaratsioonis,0.0014409221902017,0.001937984496124,-34.49612403100832
koolituse koolitus koolitusele,0.0014409221902017,0.001937984496124,-34.49612403100832
pealinnast tallinnast viljandisse,0.0014409221902017,0.001937984496124,-34.49612403100832
vaesuses suhtelises vaesuse,0.0014409221902017,0.001937984496124,-34.49612403100832
id mobiil kaardi,0.0014409221902017,0.001937984496124,-34.49612403100832
kinnisasja maad maa,0.0014409221902017,0.001937984496124,-34.49612403100832
aardla pria pealtnagija,0.0014409221902017,0.001937984496124,-34.49612403100832
korterelamute kortermajade kredexi,0.0014409221902017,0.001937984496124,-34.49612403100832
kusimusena tahtsa tahtsusega,0.0014409221902017,0.001937984496124,-34.49612403100832
taanis saksamaal hollandis,0.0086455331412103,0.0096899224806201,-12.08010335917344
elektri elektrit taastuvenergia,0.0115273775216138,0.0116279069767441,-0.8720930232553551
pensioniiga pensioniea eluiga,0.0057636887608069,0.005813953488372,-0.8720930232544973
joustumine joustuma joustada,0.0057636887608069,0.005813953488372,-0.8720930232544973
teenistuse teenistuses avalikus,0.0057636887608069,0.005813953488372,-0.8720930232544973
krimmi agressiooni ukraina,0.015850144092219,0.0155038759689922,2.184637068358181
arengukavad arengukavade pohialuste,0.0043227665706051,0.003875968992248,10.335917312661124
virumaale virumaa toostusalade,0.0043227665706051,0.003875968992248,10.335917312661124
loomi loomade loomad,0.0043227665706051,0.003875968992248,10.335917312661124
volitust kaasuses jarvik,0.0043227665706051,0.003875968992248,10.335917312661124
liitlaste ohutorje keskmaa,0.0043227665706051,0.003875968992248,10.335917312661124
efsf esm kreekale,0.0043227665706051,0.003875968992248,10.335917312661124
hoone rkas hoonet,0.0043227665706051,0.003875968992248,10.335917312661124
vabatahtlike komandode paasteameti,0.0072046109510086,0.005813953488372,19.30232558139613
danske filiaali rahapesu,0.0115273775216138,0.0096899224806201,15.93992248062039
louis freeh kremli,0.0028818443804034,0.001937984496124,32.75193798449584
aituma infotundi jahimehed,0.0028818443804034,0.001937984496124,32.75193798449584
opositsiooni koalitsioonil opositsioonil,0.0028818443804034,0.001937984496124,32.75193798449584
suuria euroopasse turgis,0.0028818443804034,0.001937984496124,32.75193798449584
oiglase virumaale ulemineku,0.0028818443804034,0.001937984496124,32.75193798449584
sigade katku katk,0.0028818443804034,0.001937984496124,32.75193798449584
liiklussurmade liikluses hukkunute,0.0028818443804034,0.001937984496124,32.75193798449584
toonadalal istungid taiendaval,0.0028818443804034,0.001937984496124,32.75193798449584
piirivalve valvamise valvamine,0.0028818443804034,0.001937984496124,32.75193798449584
ajakirjandus ajakirjanduse ajakirjandust,0.0057636887608069,0.003875968992248,32.751937984497005
korterid kortereid korterit,0.0057636887608069,0.003875968992248,32.751937984497005
valijate erakonda valijaid,0.0057636887608069,0.003875968992248,32.751937984497005
huvigruppe huvigruppide kaasatud,0.0057636887608069,0.003875968992248,32.751937984497005
uliopilased uliopilastele uliopilaste,0.0115273775216138,0.0077519379844961,32.75193798449614
ulejaagis struktuurses struktuurse,0.0043227665706051,0.001937984496124,55.16795865633056
lahususe voimude lahusus,0.0043227665706051,0.001937984496124,55.16795865633056
maantee neljarealiseks ppp,0.0072046109510086,0.003875968992248,46.20155038759742
etv saateid pbk,0.0072046109510086,0.003875968992248,46.20155038759742
pollumeestele pollumehi pollumehed,0.015850144092219,0.0096899224806201,38.86539816772402
borsile ipo enefit,0.0057636887608069,0.001937984496124,66.3759689922485
kaibemaksu kaibemaks kaibemaksumaara,0.0086455331412103,0.003875968992248,55.16795865633108
iive sundimus iibe,0.0115273775216138,0.005813953488372,49.56395348837275
elamisluba elamisloa viisa,0.0100864553314121,0.003875968992248,61.57253599114125
vagivalla naistevastase perevagivalla,0.0072046109510086,0.001937984496124,73.10077519379871
haale valimispaeval valimiste,0.0072046109510086,0.001937984496124,73.10077519379871
abielu kooselu samasooliste,0.0072046109510086,0.001937984496124,73.10077519379871
oigusriik oigusriigi oigusriigist,0.0115273775216138,0.003875968992248,66.3759689922485
jarviku jarvik maaeluministri,0.0172910662824207,0.0077519379844961,55.16795865633076
soita jalakaija konniteel,0.0086455331412103,0.001937984496124,77.58397932816554
leping ratifitseerida lepinguga,0.0086455331412103,0.001937984496124,77.58397932816554
relva relvade relvaluba,0.0201729106628242,0.0096899224806201,51.96566998892607
