topic_words3,Isamaa,Keskerakond,difference
danske filiaali rahapesu,0.0041152263374485,0.0258175559380378,-527.3666092943275
veb fondi uurimiskomisjon,0.0041152263374485,0.0258175559380378,-527.3666092943275
omandireformi tagastatud omandireform,0.0123456790123456,0.0344234079173838,-178.82960413081054
eelarves riigieelarves reservist,0.0020576131687242,0.0189328743545611,-820.137693631705
alkoholi kange lahja,0.0144032921810699,0.0344234079173838,-138.9968035406942
direktiivi direktiiv ulevotmise,0.0041152263374485,0.0137693631669535,-234.59552495697488
kohtla jarve johvi,0.0020576131687242,0.0103270223752151,-401.8932874354732
slovakkia ungari portugal,0.0020576131687242,0.0103270223752151,-401.8932874354732
prokuratuur prokuratuuri prokuror,0.0082304526748971,0.0189328743545611,-130.03442340791796
tulumaksuvaba maksususteemi tulumaksu,0.0041152263374485,0.0120481927710843,-192.77108433735276
teadus teaduse arendustegevuse,0.0020576131687242,0.0086058519793459,-318.2444061962269
eriarstide eriarstiabi eriarsti,0.0123456790123456,0.0223752151462994,-81.2392426850263
etv saateid pbk,0.0041152263374485,0.0103270223752151,-150.94664371773058
hooldekodus hoolduse hooldekodu,0.0020576131687242,0.0068846815834767,-234.59552495698057
pensionitous pensionitousu pension,0.0020576131687242,0.0068846815834767,-234.59552495698057
ulejaagis struktuurses struktuurse,0.0061728395061728,0.0120481927710843,-95.1807228915669
kusimusena tahtsa tahtsusega,0.0041152263374485,0.0086058519793459,-109.1222030981084
noukogudesse ariuhingute noukogudes,0.0020576131687242,0.0051635111876075,-150.94664371773422
tulubaasi tasandusfondi tulumaksuosa,0.0020576131687242,0.0051635111876075,-150.94664371773422
riigikontrolor karis riigikontrolori,0.0020576131687242,0.0051635111876075,-150.94664371773422
moisteid moiste moisted,0.0102880658436214,0.0154905335628227,-50.56798623063665
kodakondsust kodakondsuse kodanikuks,0.0164609053497942,0.0223752151462994,-35.92943201376919
ajakirjandus ajakirjanduse ajakirjandust,0.0082304526748971,0.0120481927710843,-46.3855421686746
apteeke apteegid apteekide,0.0041152263374485,0.0068846815834767,-67.29776247848623
jarviku jarvik maaeluministri,0.0041152263374485,0.0068846815834767,-67.29776247848623
pohiseadusega riigikohus oiguskantsler,0.0041152263374485,0.0068846815834767,-67.29776247848623
iive sundimus iibe,0.0061728395061728,0.0086058519793459,-39.41480206540448
opositsioonis koalitsiooni opositsiooni,0.0185185185185185,0.0223752151462994,-20.82616179001688
riigikontrolli auditi auditit,0.0020576131687242,0.0034423407917383,-67.29776247848784
pensionifondide pensionifondid fondid,0.0020576131687242,0.0034423407917383,-67.29776247848784
kusija vastaja vastasin,0.0020576131687242,0.0034423407917383,-67.29776247848784
annetused annetusi annetuste,0.0020576131687242,0.0034423407917383,-67.29776247848784
maavalitsuste maavalitsused maakonna,0.0020576131687242,0.0034423407917383,-67.29776247848784
tulubaasi omavalitsustele omavalitsuste,0.0020576131687242,0.0034423407917383,-67.29776247848784
toovoimereformi toovoimega toovoimereform,0.0020576131687242,0.0034423407917383,-67.29776247848784
lasteaia lasteaias lasteaiakoha,0.0020576131687242,0.0034423407917383,-67.29776247848784
rahvuse rahvust rahvusriik,0.0082304526748971,0.0103270223752151,-25.473321858863773
kinnisasja maad maa,0.0082304526748971,0.0103270223752151,-25.473321858863773
pensioni pension sammas,0.0041152263374485,0.0051635111876075,-25.47332185886406
riigireformi riigireformist riigireform,0.0041152263374485,0.0051635111876075,-25.47332185886406
loomi loomade loomad,0.0041152263374485,0.0051635111876075,-25.47332185886406
krimmi agressiooni ukraina,0.0041152263374485,0.0051635111876075,-25.47332185886406
soita jalakaija konniteel,0.0041152263374485,0.0051635111876075,-25.47332185886406
kaibemaksu kaibemaks kaibemaksumaara,0.0041152263374485,0.0051635111876075,-25.47332185886406
