topic_words3,Isamaa,Reformierakond,difference
alkoholi kange lahja,0.0144032921810699,0.0743179680150517,-415.9790350759324
ulejaagis struktuurses struktuurse,0.0061728395061728,0.0536218250235183,-768.673565381002
tulumaksuvaba maksususteemi tulumaksu,0.0041152263374485,0.0235183443085606,-471.4957666980308
untso missioonide liikmesusest,0.0041152263374485,0.0206961429915333,-402.9162746942665
kodakondsust kodakondsuse kodanikuks,0.0164609053497942,0.037629350893697,-128.59830667920983
eelarves riigieelarves reservist,0.0020576131687242,0.0169332079021636,-722.9539040451828
apteeke apteegid apteekide,0.0041152263374485,0.0188146754468485,-357.19661335842517
pensioni pension sammas,0.0041152263374485,0.0169332079021636,-311.47695202258143
teadus teaduse arendustegevuse,0.0020576131687242,0.0122295390404515,-494.3555973659659
krimmi agressiooni ukraina,0.0041152263374485,0.0150517403574788,-265.7572906867401
etv saateid pbk,0.0041152263374485,0.0141110065851364,-242.8974600188195
pensionitous pensionitousu pension,0.0020576131687242,0.0103480714957666,-402.91627469427624
jarviku jarvik maaeluministri,0.0041152263374485,0.0122295390404515,-197.17779868297578
pensioniiga pensioniea eluiga,0.0020576131687242,0.0084666039510818,-311.4769520225914
ametiuhingute tooandjate keskliit,0.0020576131687242,0.0075258701787394,-265.75729068674895
lasteaia lasteaias lasteaiakoha,0.0020576131687242,0.0075258701787394,-265.75729068674895
borsile ipo enefit,0.0123456790123456,0.0216368767638758,-75.25870178739508
kaitseliit kaitseliidule kaitseliidu,0.0020576131687242,0.0065851364063969,-220.0376293509017
pohiseadusega riigikohus oiguskantsler,0.0041152263374485,0.0094073377234242,-128.5983066792114
pensionifondide pensionifondid fondid,0.0020576131687242,0.0056444026340545,-174.3179680150593
palgatousu opetajate palgatous,0.0020576131687242,0.0056444026340545,-174.3179680150593
leping ratifitseerida lepinguga,0.0020576131687242,0.0056444026340545,-174.3179680150593
uuring uuringut uuringu,0.0020576131687242,0.0056444026340545,-174.3179680150593
missiooni missioonile missioon,0.0061728395061728,0.0112888052681091,-82.87864534336859
arengukavad arengukavade pohialuste,0.0061728395061728,0.0112888052681091,-82.87864534336859
opositsioonis koalitsiooni opositsiooni,0.0185185185185185,0.0253998118532455,-37.15898400752584
