topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
koolituse koolitus koolitusele,0.0018814675446848,0.0555555555555555,-2852.7777777778597
humni humn laulda,0.0047036688617121,0.0308641975308641,-556.1728395061757
hooldekodus hoolduse hooldekodu,0.0028222013170272,0.0277777777777777,-884.2592592592849
pensioni pension sammas,0.0169332079021636,0.0401234567901234,-136.95130315500774
psuhhiaatri alaealine psuhhiaatrilist,0.0028222013170272,0.0185185185185185,-556.172839506191
riigireformi riigireformist riigireform,0.0037629350893697,0.0185185185185185,-392.1296296296303
puude raskusastme puuet,0.0009407337723424,0.0185185185185185,-1868.518518518573
eriarstide eriarstiabi eriarsti,0.0084666039510818,0.0246913580246913,-191.63237311385544
palgalohe soolist meeste,0.0084666039510818,0.0246913580246913,-191.63237311385544
vanemahuvitist vanemahuvitise vanemahuvitis,0.0009407337723424,0.015432098765432,-1540.432098765469
lasteaia lasteaias lasteaiakoha,0.0075258701787394,0.0216049382716049,-187.07561728395078
palgatousu opetajate palgatous,0.0056444026340545,0.0185185185185185,-228.08641975308976
loomi loomade loomad,0.0009407337723424,0.0123456790123456,-1212.3456790123753
elektri elektrit taastuvenergia,0.0103480714957666,0.0246913580246913,-138.60830527497365
slovakkia ungari portugal,0.0028222013170272,0.0123456790123456,-337.4485596707917
est kavatsuste for,0.0009407337723424,0.0092592592592592,-884.2592592592814
ametiuhingute tooandjate keskliit,0.0075258701787394,0.0185185185185185,-146.06481481481515
valispoliitika valispoliitikas diplomaatia,0.0018814675446848,0.0092592592592592,-392.12962962964065
lapsetoetust lapsetoetus lapsetoetuse,0.0018814675446848,0.0092592592592592,-392.12962962964065
otsevalimise presidenti presidendi,0.0009407337723424,0.0061728395061728,-556.1728395061875
oppelaenu sugava puudega,0.0009407337723424,0.0061728395061728,-556.1728395061875
pollumeestele pollumehi pollumehed,0.0009407337723424,0.0061728395061728,-556.1728395061875
poolte kokkuleppel huvitise,0.0009407337723424,0.0061728395061728,-556.1728395061875
arengufond arengufondi arengufondis,0.0056444026340545,0.0123456790123456,-118.724279835392
kaasne lisakulutusi riigieelarvele,0.0056444026340545,0.0123456790123456,-118.724279835392
samba sammas sambasse,0.0037629350893697,0.0092592592592592,-146.06481481481381
metsa metsade mets,0.0018814675446848,0.0061728395061728,-228.08641975309376
oiglase virumaale ulemineku,0.0018814675446848,0.0061728395061728,-228.08641975309376
pensioniiga pensioniea eluiga,0.0084666039510818,0.015432098765432,-82.27023319615891
riigipuha puhade tahtpaevade,0.0047036688617121,0.0092592592592592,-96.85185185185206
tootuid tootute tootu,0.0028222013170272,0.0061728395061728,-118.72427983539586
lipu laevu kaubalaeva,0.0028222013170272,0.0061728395061728,-118.72427983539586
opositsiooni koalitsioonil opositsioonil,0.0028222013170272,0.0061728395061728,-118.72427983539586
kusija vastaja vastasin,0.0009407337723424,0.0030864197530864,-228.08641975309376
ootuse oigusparase oiguskindluse,0.0009407337723424,0.0030864197530864,-228.08641975309376
iive sundimus iibe,0.0009407337723424,0.0030864197530864,-228.08641975309376
abipolitseinik abipolitseiniku abipolitseinike,0.0009407337723424,0.0030864197530864,-228.08641975309376
riigiloivude riigiloivud riigiloivu,0.0009407337723424,0.0030864197530864,-228.08641975309376
maavalitsuste maavalitsused maakonna,0.0009407337723424,0.0030864197530864,-228.08641975309376
veb fondi uurimiskomisjon,0.0056444026340545,0.0092592592592592,-64.04320987654398
salvestisi salvestised salvestiste,0.0037629350893697,0.0061728395061728,-64.04320987654253
taanis saksamaal hollandis,0.0037629350893697,0.0061728395061728,-64.04320987654253
virumaale virumaa toostusalade,0.0037629350893697,0.0061728395061728,-64.04320987654253
uliopilased uliopilastele uliopilaste,0.0037629350893697,0.0061728395061728,-64.04320987654253
keeleoskust oskuse keeleoskuse,0.0037629350893697,0.0061728395061728,-64.04320987654253
untso missioonide liikmesusest,0.0206961429915333,0.0246913580246913,-19.304152637486247
