topic_words3,Fraktsioonitud,Isamaa,difference
uhistranspordi uhistransport uhistransporti,0.0077519379844961,0.0781893004115226,-908.6419753086448
haale valimispaeval valimiste,0.001937984496124,0.0308641975308641,-1492.592592592613
aituma infotundi jahimehed,0.001937984496124,0.0308641975308641,-1492.592592592613
terviseandmed isikuandmeid terviseandmeid,0.005813953488372,0.0288065843621399,-395.4732510288142
koolis kooli opilased,0.0116279069767441,0.037037037037037,-218.5185185185206
toonadalal istungid taiendaval,0.001937984496124,0.0123456790123456,-537.0370370370432
humni humn laulda,0.001937984496124,0.0123456790123456,-537.0370370370432
borsile ipo enefit,0.001937984496124,0.0123456790123456,-537.0370370370432
alkoholi kange lahja,0.003875968992248,0.0144032921810699,-271.6049382716094
joustumine joustuma joustada,0.005813953488372,0.0164609053497942,-183.12757201646474
valimisliitude volikogusse volikokku,0.0116279069767441,0.0246913580246913,-112.34567901234678
koolituse koolitus koolitusele,0.001937984496124,0.0102880658436214,-430.8641975308727
jahimehed jahimeeste jahti,0.003875968992248,0.0123456790123456,-218.51851851852163
salvestisi salvestised salvestiste,0.003875968992248,0.0123456790123456,-218.51851851852163
kinnisasja maad maa,0.001937984496124,0.0082304526748971,-324.69135802469714
elamisluba elamisloa viisa,0.003875968992248,0.0102880658436214,-165.43209876543636
miili baasvorgu lairiba,0.003875968992248,0.0102880658436214,-165.43209876543636
karistuse karistus tingimisi,0.005813953488372,0.0123456790123456,-112.34567901234772
opositsiooni koalitsioonil opositsioonil,0.001937984496124,0.0061728395061728,-218.51851851852163
ulejaagis struktuurses struktuurse,0.001937984496124,0.0061728395061728,-218.51851851852163
relva relvade relvaluba,0.0096899224806201,0.0164609053497942,-69.87654320987711
ajakirjandus ajakirjanduse ajakirjandust,0.003875968992248,0.0082304526748971,-112.34567901234857
rahvuse rahvust rahvusriik,0.003875968992248,0.0082304526748971,-112.34567901234857
maksuamet tolliamet tolliameti,0.003875968992248,0.0082304526748971,-112.34567901234857
kohtutaiturite kohtutaitur kohtutaituri,0.005813953488372,0.0102880658436214,-76.9547325102909
riigiloivude riigiloivud riigiloivu,0.001937984496124,0.0041152263374485,-112.34567901234603
fie fuusilisest isikust,0.001937984496124,0.0041152263374485,-112.34567901234603
soita jalakaija konniteel,0.001937984496124,0.0041152263374485,-112.34567901234603
vagivallale vihakone ohutamine,0.001937984496124,0.0041152263374485,-112.34567901234603
korterelamute kortermajade kredexi,0.001937984496124,0.0041152263374485,-112.34567901234603
kusimusena tahtsa tahtsusega,0.001937984496124,0.0041152263374485,-112.34567901234603
louis freeh kremli,0.001937984496124,0.0041152263374485,-112.34567901234603
arengukavad arengukavade pohialuste,0.003875968992248,0.0061728395061728,-59.2592592592608
kantsler kantsleri riigisekretar,0.003875968992248,0.0061728395061728,-59.2592592592608
korterid kortereid korterit,0.003875968992248,0.0061728395061728,-59.2592592592608
huvigruppe huvigruppide kaasatud,0.003875968992248,0.0061728395061728,-59.2592592592608
vallaga vald sauga,0.005813953488372,0.0082304526748971,-41.56378600823237
moisteid moiste moisted,0.0077519379844961,0.0102880658436214,-32.71604938271647
keskkonnaameti uhendamine uhendamise,0.0116279069767441,0.0144032921810699,-23.868312757202066
opositsioonis koalitsiooni opositsiooni,0.0174418604651162,0.0185185185185185,-6.172839506173221
elektri elektrit taastuvenergia,0.0116279069767441,0.0123456790123456,-6.172839506172956
iive sundimus iibe,0.005813953488372,0.0061728395061728,-6.172839506173858
konkurss konkursi konkurssi,0.005813953488372,0.0061728395061728,-6.172839506173858
riigireformi riigireformist riigireform,0.003875968992248,0.0041152263374485,-6.172839506173005
idapiiri piiririba valjaehitamine,0.003875968992248,0.0041152263374485,-6.172839506173005
volakirjade keskpank volakirju,0.003875968992248,0.0041152263374485,-6.172839506173005
etv saateid pbk,0.003875968992248,0.0041152263374485,-6.172839506173005
teede teehoiuks teedele,0.003875968992248,0.0041152263374485,-6.172839506173005
kaibemaksu kaibemaks kaibemaksumaara,0.003875968992248,0.0041152263374485,-6.172839506173005
untso missioonide liikmesusest,0.003875968992248,0.0041152263374485,-6.172839506173005
loomi loomade loomad,0.003875968992248,0.0041152263374485,-6.172839506173005
piima toorpiima toodangut,0.003875968992248,0.0041152263374485,-6.172839506173005
leping ratifitseerida lepinguga,0.001937984496124,0.0020576131687242,-6.1728395061704315
talupidajate kaubanduskoja kaubanduskoda,0.001937984496124,0.0020576131687242,-6.1728395061704315
oigusloome oigusloomes oiguspoliitika,0.001937984496124,0.0020576131687242,-6.1728395061704315
poolte kokkuleppel huvitise,0.001937984496124,0.0020576131687242,-6.1728395061704315
pagulasi pagulased pagulaste,0.001937984496124,0.0020576131687242,-6.1728395061704315
lasteaia lasteaias lasteaiakoha,0.001937984496124,0.0020576131687242,-6.1728395061704315
maavalitsuste maavalitsused maakonna,0.001937984496124,0.0020576131687242,-6.1728395061704315
domeenide domeeni interneti,0.001937984496124,0.0020576131687242,-6.1728395061704315
sularaha kommertspangad pangad,0.001937984496124,0.0020576131687242,-6.1728395061704315
sigade katku katk,0.001937984496124,0.0020576131687242,-6.1728395061704315
toovoimereformi toovoimega toovoimereform,0.001937984496124,0.0020576131687242,-6.1728395061704315
piirilepingu piirileping piirilepingut,0.001937984496124,0.0020576131687242,-6.1728395061704315
omandireformi tagastatud omandireform,0.0135658914728682,0.0123456790123456,8.994708994709457
pollumeestele pollumehi pollumehed,0.0096899224806201,0.0082304526748971,15.061728395061449
taanis saksamaal hollandis,0.0096899224806201,0.0082304526748971,15.061728395061449
lipu laevu kaubalaeva,0.0096899224806201,0.0082304526748971,15.061728395061449
riigipalgaliste riigisektoris koondada,0.0077519379844961,0.0061728395061728,20.370370370370626
aasia aasias saatkonna,0.005813953488372,0.0041152263374485,29.218106995884668
apteeke apteegid apteekide,0.005813953488372,0.0041152263374485,29.218106995884668
arengufond arengufondi arengufondis,0.005813953488372,0.0041152263374485,29.218106995884668
tooandja tervisesse maksuvabalt,0.003875968992248,0.0020576131687242,46.91358024691478
kauguhendus avaksite ettekandjalt,0.003875968992248,0.0020576131687242,46.91358024691478
muundatud geneetiliselt gmo,0.003875968992248,0.0020576131687242,46.91358024691478
kandidaadi kandidaati kandidaat,0.003875968992248,0.0020576131687242,46.91358024691478
kala kalurid kalurite,0.003875968992248,0.0020576131687242,46.91358024691478
tulumaksuvaba maksususteemi tulumaksu,0.0077519379844961,0.0041152263374485,46.91358024691418
jarviku jarvik maaeluministri,0.0077519379844961,0.0041152263374485,46.91358024691418
pensioni pension sammas,0.0077519379844961,0.0041152263374485,46.91358024691418
lapsetoetust lapsetoetus lapsetoetuse,0.0077519379844961,0.0041152263374485,46.91358024691418
valispoliitika valispoliitikas diplomaatia,0.0077519379844961,0.0041152263374485,46.91358024691418
kohtunike kohtususteem kohtuniku,0.0135658914728682,0.0082304526748971,39.329805996472736
prokuratuur prokuratuuri prokuror,0.0135658914728682,0.0082304526748971,39.329805996472736
tulubaasi omavalitsustele omavalitsuste,0.005813953488372,0.0020576131687242,64.6090534979432
noukogudesse ariuhingute noukogudes,0.005813953488372,0.0020576131687242,64.6090534979432
vaikesaarte saarte pusiasustusega,0.005813953488372,0.0020576131687242,64.6090534979432
kirik kiriku maarja,0.005813953488372,0.0020576131687242,64.6090534979432
pensioniiga pensioniea eluiga,0.005813953488372,0.0020576131687242,64.6090534979432
pensionitous pensionitousu pension,0.005813953488372,0.0020576131687242,64.6090534979432
teenistuse teenistuses avalikus,0.005813953488372,0.0020576131687242,64.6090534979432
ulikooliga kbfi instituudi,0.005813953488372,0.0020576131687242,64.6090534979432
oppelaenu sugava puudega,0.005813953488372,0.0020576131687242,64.6090534979432
vanemahuvitist vanemahuvitise vanemahuvitis,0.0174418604651162,0.0102880658436214,41.015089163237036
normitehnika mojude eeskiri,0.0096899224806201,0.0041152263374485,57.53086419753124
danske filiaali rahapesu,0.0096899224806201,0.0041152263374485,57.53086419753124
riigikontrolli auditi auditit,0.0077519379844961,0.0020576131687242,73.45679012345774
teadus teaduse arendustegevuse,0.0077519379844961,0.0020576131687242,73.45679012345774
slovakkia ungari portugal,0.0077519379844961,0.0020576131687242,73.45679012345774
tooandja tooandjal tootaja,0.0077519379844961,0.0020576131687242,73.45679012345774
kohtla jarve johvi,0.0077519379844961,0.0020576131687242,73.45679012345774
kaitseliit kaitseliidule kaitseliidu,0.0077519379844961,0.0020576131687242,73.45679012345774
palgalohe soolist meeste,0.0174418604651162,0.0082304526748971,52.81207133058975
pohiseadusega riigikohus oiguskantsler,0.0116279069767441,0.0041152263374485,64.60905349794264
est kavatsuste for,0.0096899224806201,0.0020576131687242,78.76543209876613
annetused annetusi annetuste,0.0096899224806201,0.0020576131687242,78.76543209876613
veb fondi uurimiskomisjon,0.0135658914728682,0.0041152263374485,69.66490299823673
krimmi agressiooni ukraina,0.0155038759689922,0.0041152263374485,73.4567901234571
metsa metsade mets,0.0174418604651162,0.0041152263374485,76.40603566529516
skais arendused infosusteemide,0.0174418604651162,0.0041152263374485,76.40603566529516
eelarves riigieelarves reservist,0.0155038759689922,0.0020576131687242,86.72839506172886
palgatousu opetajate palgatous,0.0155038759689922,0.0020576131687242,86.72839506172886
eriarstide eriarstiabi eriarsti,0.0329457364341085,0.0123456790123456,62.52723311546862
missiooni missioonile missioon,0.0271317829457364,0.0061728395061728,77.24867724867737
direktiivi direktiiv ulevotmise,0.0271317829457364,0.0041152263374485,84.83245149911836
hooldekodus hoolduse hooldekodu,0.0348837209302325,0.0020576131687242,94.10150891632395
teenuseid teenused teenust,0.0155038759689922,0.0,100.0
puude raskusastme puuet,0.0096899224806201,0.0,100.0
psuhhiaatri alaealine psuhhiaatrilist,0.0096899224806201,0.0,100.0
uliopilased uliopilastele uliopilaste,0.0077519379844961,0.0,100.0
korruptsiooni korruptsioon korruptsiooniga,0.0077519379844961,0.0,100.0
jaatmeid liigiti prugi,0.005813953488372,0.0,100.0
katteallikas katteallikaid katteallikat,0.005813953488372,0.0,100.0
treenerite spordi sport,0.005813953488372,0.0,100.0
koolilouna koolitoidu koolitoit,0.005813953488372,0.0,100.0
vabatahtlike komandode paasteameti,0.005813953488372,0.0,100.0
kaasne lisakulutusi riigieelarvele,0.003875968992248,0.0,100.0
muuseum muuseumi muuseumide,0.003875968992248,0.0,100.0
valimisea valimisiga valimisoiguse,0.003875968992248,0.0,100.0
ts parvlaeva parvlaevad,0.003875968992248,0.0,100.0
liitlaste ohutorje keskmaa,0.003875968992248,0.0,100.0
raamatukogu pimedate raamatukogude,0.003875968992248,0.0,100.0
valijate erakonda valijaid,0.003875968992248,0.0,100.0
