topic_words3,Keskerakond,Reformierakond,difference
ulejaagis struktuurses struktuurse,0.0120481927710843,0.0536218250235183,-345.06114769520326
alkoholi kange lahja,0.0344234079173838,0.0743179680150517,-115.89369708372533
untso missioonide liikmesusest,0.0034423407917383,0.0206961429915333,-501.2229539040568
pensioni pension sammas,0.0051635111876075,0.0169332079021636,-227.93979303857301
borsile ipo enefit,0.0086058519793459,0.0216368767638758,-151.42050799623837
apteeke apteegid apteekide,0.0068846815834767,0.0188146754468485,-173.28316086547696
krimmi agressiooni ukraina,0.0051635111876075,0.0150517403574788,-191.50203825651022
kodakondsust kodakondsuse kodanikuks,0.0223752151462994,0.037629350893697,-68.1742528402926
missiooni missioonile missioon,0.0034423407917383,0.0112888052681091,-227.9397930385772
tulumaksuvaba maksususteemi tulumaksu,0.0120481927710843,0.0235183443085606,-95.2022577610536
palgalohe soolist meeste,0.0017211703958691,0.0084666039510818,-391.9096895578786
ametiuhingute tooandjate keskliit,0.0017211703958691,0.0075258701787394,-337.25305738478227
kaitseliit kaitseliidule kaitseliidu,0.0017211703958691,0.0065851364063969,-282.5964252116801
arengukavad arengukavade pohialuste,0.0051635111876075,0.0112888052681091,-118.62652869238268
relva relvade relvaluba,0.0034423407917383,0.0084666039510818,-145.95484477893214
palgatousu opetajate palgatous,0.0017211703958691,0.0056444026340545,-227.93979303858382
arengufond arengufondi arengufondis,0.0017211703958691,0.0056444026340545,-227.93979303858382
jarviku jarvik maaeluministri,0.0068846815834767,0.0122295390404515,-77.6340545625597
lasteaia lasteaias lasteaiakoha,0.0034423407917383,0.0075258701787394,-118.6265286923848
konkurss konkursi konkurssi,0.0017211703958691,0.0047036688617121,-173.2831608654875
valijate erakonda valijaid,0.0068846815834767,0.0112888052681091,-63.969896519286195
koolis kooli opilased,0.036144578313253,0.044214487300094,-22.32674819692679
vagivalla naistevastase perevagivalla,0.0017211703958691,0.0037629350893697,-118.6265286923911
volitust kaasuses jarvik,0.0017211703958691,0.0037629350893697,-118.6265286923911
piirilepingu piirileping piirilepingut,0.0017211703958691,0.0037629350893697,-118.6265286923911
kirik kiriku maarja,0.0017211703958691,0.0037629350893697,-118.6265286923911
aasia aasias saatkonna,0.0017211703958691,0.0037629350893697,-118.6265286923911
inimarengu aruanne aruandes,0.0017211703958691,0.0037629350893697,-118.6265286923911
pensionitous pensionitousu pension,0.0068846815834767,0.0103480714957666,-50.305738476011264
teadus teaduse arendustegevuse,0.0086058519793459,0.0122295390404515,-42.107243650047344
etv saateid pbk,0.0103270223752151,0.0141110065851364,-36.64158043273808
idapiiri piiririba valjaehitamine,0.0034423407917383,0.0056444026340545,-63.969896519287126
efsf esm kreekale,0.0034423407917383,0.0056444026340545,-63.969896519287126
kantsler kantsleri riigisekretar,0.0034423407917383,0.0056444026340545,-63.969896519287126
pensionifondide pensionifondid fondid,0.0034423407917383,0.0056444026340545,-63.969896519287126
kaibemaksu kaibemaks kaibemaksumaara,0.0051635111876075,0.0075258701787394,-45.75101912825511
pohiseadusega riigikohus oiguskantsler,0.0068846815834767,0.0094073377234242,-36.64158043273778
psuhhiaatri alaealine psuhhiaatrilist,0.0017211703958691,0.0028222013170272,-63.96989651928898
teatri teater rahvusooper,0.0017211703958691,0.0028222013170272,-63.96989651928898
tootuid tootute tootu,0.0017211703958691,0.0028222013170272,-63.96989651928898
opositsioonis koalitsiooni opositsiooni,0.0223752151462994,0.0253998118532455,-13.517620667197619
annetused annetusi annetuste,0.0034423407917383,0.0047036688617121,-36.64158043273979
riigikontrolli auditi auditit,0.0034423407917383,0.0047036688617121,-36.64158043273979
hoone rkas hoonet,0.0034423407917383,0.0047036688617121,-36.64158043273979
keskkonnaameti uhendamine uhendamise,0.0068846815834767,0.0084666039510818,-22.977422389464284
karistuse karistus tingimisi,0.0103270223752151,0.0112888052681091,-9.313264346190271
toonadalal istungid taiendaval,0.0068846815834767,0.0075258701787394,-9.313264346190794
kaasne lisakulutusi riigieelarvele,0.0051635111876075,0.0056444026340545,-9.313264346190362
keeleoskust oskuse keeleoskuse,0.0034423407917383,0.0037629350893697,-9.313264346192392
liitlaste ohutorje keskmaa,0.0017211703958691,0.0018814675446848,-9.313264346192662
sularaha kommertspangad pangad,0.0017211703958691,0.0018814675446848,-9.313264346192662
maantee neljarealiseks ppp,0.0017211703958691,0.0018814675446848,-9.313264346192662
pagulasi pagulased pagulaste,0.0017211703958691,0.0018814675446848,-9.313264346192662
rahapesu terrorismi andmeburoo,0.0017211703958691,0.0018814675446848,-9.313264346192662
treenerite spordi sport,0.0017211703958691,0.0018814675446848,-9.313264346192662
korrata stenogrammist vabandan,0.0017211703958691,0.0018814675446848,-9.313264346192662
kandidaadi kandidaati kandidaat,0.0017211703958691,0.0018814675446848,-9.313264346192662
oiglase virumaale ulemineku,0.0017211703958691,0.0018814675446848,-9.313264346192662
louis freeh kremli,0.0017211703958691,0.0018814675446848,-9.313264346192662
ulikooliga kbfi instituudi,0.0017211703958691,0.0018814675446848,-9.313264346192662
kauguhendus avaksite ettekandjalt,0.0017211703958691,0.0018814675446848,-9.313264346192662
koolituse koolitus koolitusele,0.0017211703958691,0.0018814675446848,-9.313264346192662
kaitsekulud kaitsekulutused kaitsekulude,0.0017211703958691,0.0018814675446848,-9.313264346192662
