topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
aardla pria pealtnagija,0.001440922190201729,0.0,0.001937984496124031,0.0,0.0,0.0009407337723424271,0.0
aasia aasias saatkonna,0.001440922190201729,0.002635046113306983,0.005813953488372093,0.00411522633744856,0.0017211703958691911,0.0037629350893697085,0.0
abielu kooselu samasooliste,0.007204610951008645,0.0,0.001937984496124031,0.0,0.0034423407917383822,0.0009407337723424271,0.0
abipolitseinik abipolitseiniku abipolitseinike,0.005763688760806916,0.0013175230566534915,0.0,0.0,0.0034423407917383822,0.0009407337723424271,0.0030864197530864196
aituma infotundi jahimehed,0.002881844380403458,0.0,0.001937984496124031,0.030864197530864196,0.0,0.0,0.0030864197530864196
ajakirjandus ajakirjanduse ajakirjandust,0.005763688760806916,0.007905138339920948,0.003875968992248062,0.00823045267489712,0.012048192771084338,0.010348071495766699,0.006172839506172839
alkoholi kange lahja,0.024495677233429394,0.015810276679841896,0.003875968992248062,0.01440329218106996,0.03442340791738382,0.07431796801505174,0.015432098765432098
ametiuhingute tooandjate keskliit,0.0,0.010540184453227932,0.0,0.00205761316872428,0.0017211703958691911,0.007525870178739417,0.018518518518518517
ammendumiseni kaheni pikendada,0.0,0.0,0.0,0.0,0.0,0.0018814675446848542,0.0030864197530864196
annetus erjk annetuse,0.0,0.006587615283267457,0.001937984496124031,0.0,0.0017211703958691911,0.0009407337723424271,0.0
annetused annetusi annetuste,0.0,0.0013175230566534915,0.009689922480620155,0.00205761316872428,0.0034423407917383822,0.004703668861712135,0.0
apteeke apteegid apteekide,0.020172910662824207,0.003952569169960474,0.005813953488372093,0.00411522633744856,0.0068846815834767644,0.01881467544684854,0.015432098765432098
arengufond arengufondi arengufondis,0.002881844380403458,0.00922266139657444,0.005813953488372093,0.00411522633744856,0.0017211703958691911,0.005644402634054563,0.012345679012345678
arengukavad arengukavade pohialuste,0.004322766570605188,0.013175230566534914,0.003875968992248062,0.006172839506172839,0.0051635111876075735,0.011288805268109126,0.0
borsile ipo enefit,0.005763688760806916,0.006587615283267457,0.001937984496124031,0.012345679012345678,0.008605851979345954,0.021636876763875823,0.006172839506172839
danske filiaali rahapesu,0.011527377521613832,0.00922266139657444,0.009689922480620155,0.00411522633744856,0.025817555938037865,0.007525870178739417,0.006172839506172839
deklaratsiooni deklaratsioone deklaratsioonis,0.001440922190201729,0.0013175230566534915,0.001937984496124031,0.0,0.0034423407917383822,0.0009407337723424271,0.0
direktiivi direktiiv ulevotmise,0.012968299711815562,0.006587615283267457,0.027131782945736434,0.00411522633744856,0.013769363166953529,0.004703668861712135,0.0030864197530864196
domeenide domeeni interneti,0.0,0.0,0.001937984496124031,0.00205761316872428,0.0,0.0,0.0
eelarvele kulude riigieelarvele,0.001440922190201729,0.0,0.0,0.0,0.0,0.0028222013170272815,0.0
eelarves riigieelarves reservist,0.010086455331412104,0.010540184453227932,0.015503875968992248,0.00205761316872428,0.0189328743545611,0.016933207902163686,0.0030864197530864196
efsf esm kreekale,0.004322766570605188,0.0013175230566534915,0.003875968992248062,0.0,0.0034423407917383822,0.005644402634054563,0.0
elamisluba elamisloa viisa,0.010086455331412104,0.0013175230566534915,0.003875968992248062,0.0102880658436214,0.0,0.0009407337723424271,0.0
elatisraha elatisabi elatise,0.0,0.0,0.001937984496124031,0.0,0.0017211703958691911,0.0,0.006172839506172839
elektri elektrit taastuvenergia,0.011527377521613832,0.006587615283267457,0.011627906976744186,0.012345679012345678,0.010327022375215147,0.010348071495766699,0.024691358024691357
eriarstide eriarstiabi eriarsti,0.01729106628242075,0.015810276679841896,0.03294573643410853,0.012345679012345678,0.022375215146299483,0.008466603951081843,0.024691358024691357
erimargistatud kutust kutuse,0.0,0.0013175230566534915,0.0,0.0,0.0034423407917383822,0.0009407337723424271,0.0
eripensioni valjateenitud staazi,0.002881844380403458,0.002635046113306983,0.0,0.0102880658436214,0.0,0.0018814675446848542,0.0
erso teatri kontserdi,0.001440922190201729,0.002635046113306983,0.0,0.0,0.0,0.0018814675446848542,0.0
est kavatsuste for,0.002881844380403458,0.006587615283267457,0.009689922480620155,0.00205761316872428,0.0,0.0009407337723424271,0.009259259259259259
estonian air airi,0.0,0.0013175230566534915,0.0,0.0,0.0034423407917383822,0.0,0.0
etv saateid pbk,0.007204610951008645,0.01844532279314888,0.003875968992248062,0.00411522633744856,0.010327022375215147,0.014111006585136407,0.0
fie fuusilisest isikust,0.0,0.003952569169960474,0.001937984496124031,0.00411522633744856,0.0,0.0,0.0
haale valimispaeval valimiste,0.007204610951008645,0.00922266139657444,0.001937984496124031,0.030864197530864196,0.010327022375215147,0.008466603951081843,0.0030864197530864196
haaletamissedel haaletamiskasti sedeli,0.0,0.0013175230566534915,0.0,0.006172839506172839,0.0,0.0,0.0
hadaolukorda eriolukord eriolukorra,0.001440922190201729,0.0013175230566534915,0.0,0.0,0.0034423407917383822,0.0009407337723424271,0.0
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0013175230566534915,0.0,0.0,0.0017211703958691911,0.0,0.0
hambaravi hammaste hambad,0.001440922190201729,0.0,0.0,0.0,0.0,0.0009407337723424271,0.0
hanke hankija riigihangete,0.004322766570605188,0.002635046113306983,0.0,0.0,0.0,0.0037629350893697085,0.0
hansson ardo panga,0.001440922190201729,0.002635046113306983,0.0,0.0,0.0034423407917383822,0.0009407337723424271,0.0
hoiu pangad pankade,0.001440922190201729,0.0,0.001937984496124031,0.0,0.0017211703958691911,0.0009407337723424271,0.0
hooldekodus hoolduse hooldekodu,0.002881844380403458,0.002635046113306983,0.03488372093023256,0.00205761316872428,0.0068846815834767644,0.0028222013170272815,0.027777777777777776
hoone rkas hoonet,0.004322766570605188,0.005270092226613966,0.003875968992248062,0.0,0.0034423407917383822,0.004703668861712135,0.0
humni humn laulda,0.053314121037463975,0.0,0.001937984496124031,0.012345679012345678,0.008605851979345954,0.004703668861712135,0.030864197530864196
huvigruppe huvigruppide kaasatud,0.005763688760806916,0.015810276679841896,0.003875968992248062,0.006172839506172839,0.0068846815834767644,0.005644402634054563,0.006172839506172839
id mobiil kaardi,0.001440922190201729,0.002635046113306983,0.001937984496124031,0.0,0.0,0.0018814675446848542,0.0030864197530864196
idapiiri piiririba valjaehitamine,0.01440922190201729,0.00922266139657444,0.003875968992248062,0.00411522633744856,0.0034423407917383822,0.005644402634054563,0.0
iive sundimus iibe,0.011527377521613832,0.0013175230566534915,0.005813953488372093,0.006172839506172839,0.008605851979345954,0.0009407337723424271,0.0030864197530864196
inflatsiooni inflatsioon hinnatous,0.0,0.0,0.0,0.0,0.0,0.0009407337723424271,0.0
inimarengu aruanne aruandes,0.002881844380403458,0.002635046113306983,0.0,0.00205761316872428,0.0017211703958691911,0.0037629350893697085,0.0
jaatmeid liigiti prugi,0.0,0.0,0.005813953488372093,0.0,0.0,0.0018814675446848542,0.0
jahimehed jahimeeste jahti,0.001440922190201729,0.0,0.003875968992248062,0.012345679012345678,0.0,0.0,0.012345679012345678
jalitustegevuse jalitustoimingu sideandmete,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0
jarviku jarvik maaeluministri,0.01729106628242075,0.003952569169960474,0.007751937984496124,0.00411522633744856,0.0068846815834767644,0.012229539040451553,0.006172839506172839
joustumine joustuma joustada,0.005763688760806916,0.00922266139657444,0.005813953488372093,0.01646090534979424,0.0051635111876075735,0.0037629350893697085,0.0
kaasne lisakulutusi riigieelarvele,0.0,0.005270092226613966,0.003875968992248062,0.0,0.0051635111876075735,0.005644402634054563,0.012345679012345678
