topic_words3,EKRE,Reformierakond,difference
ulejaagis struktuurses struktuurse,0.0043227665706051,0.0536218250235183,-1140.4515522107483
alkoholi kange lahja,0.0244956772334293,0.0743179680150517,-203.39217530850635
kodakondsust kodakondsuse kodanikuks,0.0043227665706051,0.037629350893697,-770.4923173408748
tulumaksuvaba maksususteemi tulumaksu,0.0043227665706051,0.0235183443085606,-444.05769833804624
untso missioonide liikmesusest,0.0014409221902017,0.0206961429915333,-1336.3123236124402
borsile ipo enefit,0.0057636887608069,0.0216368767638758,-275.3998118532462
koolis kooli opilased,0.0230547550432276,0.044214487300094,-91.7803386641583
pensioni pension sammas,0.0043227665706051,0.0169332079021636,-291.7215428033925
teadus teaduse arendustegevuse,0.0028818443804034,0.0122295390404515,-324.3650047036757
keskkonnaameti uhendamine uhendamise,0.0014409221902017,0.0084666039510818,-487.5823142050888
valimisliitude volikogusse volikokku,0.0014409221902017,0.0084666039510818,-487.5823142050888
uhistranspordi uhistransport uhistransporti,0.0028818443804034,0.0103480714957666,-259.0780809031083
lasteaia lasteaias lasteaiakoha,0.0014409221902017,0.0075258701787394,-422.2953904045249
terviseandmed isikuandmeid terviseandmeid,0.0028818443804034,0.0094073377234242,-226.4346190028264
opositsioonis koalitsiooni opositsiooni,0.0144092219020172,0.0253998118532455,-76.27469426152487
arengukavad arengukavade pohialuste,0.0043227665706051,0.0112888052681091,-161.14769520226244
vaesuses suhtelises vaesuse,0.0014409221902017,0.0065851364063969,-357.0084666039541
pealinnast tallinnast viljandisse,0.0014409221902017,0.0065851364063969,-357.0084666039541
pensionitous pensionitousu pension,0.0043227665706051,0.0103480714957666,-139.38538726873884
etv saateid pbk,0.0072046109510086,0.0141110065851364,-95.86077140169446
maksuamet tolliamet tolliameti,0.0014409221902017,0.0056444026340545,-291.7215428033902
toonadalal istungid taiendaval,0.0028818443804034,0.0075258701787394,-161.14769520226244
valijate erakonda valijaid,0.0057636887608069,0.0112888052681091,-95.86077140169346
eelarves riigieelarves reservist,0.0100864553314121,0.0169332079021636,-67.8806612014506
noukogudesse ariuhingute noukogudes,0.0014409221902017,0.0047036688617121,-226.4346190028264
valdkonnad laekumisest fikseeritakse,0.0014409221902017,0.0047036688617121,-226.4346190028264
riigipuha puhade tahtpaevade,0.0014409221902017,0.0047036688617121,-226.4346190028264
riigikontrolli auditi auditit,0.0014409221902017,0.0047036688617121,-226.4346190028264
ajakirjandus ajakirjanduse ajakirjandust,0.0057636887608069,0.0103480714957666,-79.53904045155103
samba sammas sambasse,0.0014409221902017,0.0037629350893697,-161.14769520226244
aasia aasias saatkonna,0.0014409221902017,0.0037629350893697,-161.14769520226244
pohiseadusega riigikohus oiguskantsler,0.0057636887608069,0.0094073377234242,-63.217309501410355
kantsler kantsleri riigisekretar,0.0028818443804034,0.0056444026340545,-95.8607714016951
arengufond arengufondi arengufondis,0.0028818443804034,0.0056444026340545,-95.8607714016951
pensioniiga pensioniea eluiga,0.0057636887608069,0.0084666039510818,-46.89557855126966
kaitseliit kaitseliidule kaitseliidu,0.0043227665706051,0.0065851364063969,-52.336155534651354
eelarvele kulude riigieelarvele,0.0014409221902017,0.0028222013170272,-95.86077140169164
ts parvlaeva parvlaevad,0.0014409221902017,0.0028222013170272,-95.86077140169164
katteallikas katteallikaid katteallikat,0.0014409221902017,0.0028222013170272,-95.86077140169164
kusimusena tahtsa tahtsusega,0.0014409221902017,0.0028222013170272,-95.86077140169164
teatri teater rahvusooper,0.0014409221902017,0.0028222013170272,-95.86077140169164
konkurss konkursi konkurssi,0.0028818443804034,0.0047036688617121,-63.21730950141319
veb fondi uurimiskomisjon,0.0043227665706051,0.0056444026340545,-30.573847601130062
uuring uuringut uuringu,0.0043227665706051,0.0056444026340545,-30.573847601130062
efsf esm kreekale,0.0043227665706051,0.0056444026340545,-30.573847601130062
keeleoskust oskuse keeleoskuse,0.0028818443804034,0.0037629350893697,-30.573847601131227
inimarengu aruanne aruandes,0.0028818443804034,0.0037629350893697,-30.573847601131227
kirik kiriku maarja,0.0028818443804034,0.0037629350893697,-30.573847601131227
haale valimispaeval valimiste,0.0072046109510086,0.0084666039510818,-17.51646284101612
valispoliitika valispoliitikas diplomaatia,0.0014409221902017,0.0018814675446848,-30.573847601127763
koolituse koolitus koolitusele,0.0014409221902017,0.0018814675446848,-30.573847601127763
korterelamute kortermajade kredexi,0.0014409221902017,0.0018814675446848,-30.573847601127763
riigiabi komisjonilt loa,0.0014409221902017,0.0018814675446848,-30.573847601127763
kinnisasja maad maa,0.0014409221902017,0.0018814675446848,-30.573847601127763
tantsupeo laulu traditsiooni,0.0014409221902017,0.0018814675446848,-30.573847601127763
skais arendused infosusteemide,0.0014409221902017,0.0018814675446848,-30.573847601127763
kandidaadi kandidaati kandidaat,0.0014409221902017,0.0018814675446848,-30.573847601127763
id mobiil kaardi,0.0014409221902017,0.0018814675446848,-30.573847601127763
korrata stenogrammist vabandan,0.0014409221902017,0.0018814675446848,-30.573847601127763
erso teatri kontserdi,0.0014409221902017,0.0018814675446848,-30.573847601127763
hoone rkas hoonet,0.0043227665706051,0.0047036688617121,-8.811539667608786
hooldekodus hoolduse hooldekodu,0.0028818443804034,0.0028222013170272,2.0696142991541806
lipu laevu kaubalaeva,0.0028818443804034,0.0028222013170272,2.0696142991541806
teede teehoiuks teedele,0.0028818443804034,0.0028222013170272,2.0696142991541806
opositsiooni koalitsioonil opositsioonil,0.0028818443804034,0.0028222013170272,2.0696142991541806
huvigruppe huvigruppide kaasatud,0.0057636887608069,0.0056444026340545,2.069614299154145
pensionifondide pensionifondid fondid,0.0057636887608069,0.0056444026340545,2.069614299154145
omandireformi tagastatud omandireform,0.0086455331412103,0.0084666039510818,2.069614299153013
krimmi agressiooni ukraina,0.015850144092219,0.0150517403574788,5.037201744633635
virumaale virumaa toostusalade,0.0043227665706051,0.0037629350893697,12.95076826591252
volitust kaasuses jarvik,0.0043227665706051,0.0037629350893697,12.95076826591252
hanke hankija riigihangete,0.0043227665706051,0.0037629350893697,12.95076826591252
apteeke apteegid apteekide,0.0201729106628242,0.0188146754468485,6.732965999193839
elektri elektrit taastuvenergia,0.0115273775216138,0.0103480714957666,10.230479774224483
kaibemaksu kaibemaks kaibemaksumaara,0.0086455331412103,0.0075258701787394,12.950768265913535
vanemahuvitist vanemahuvitise vanemahuvitis,0.0014409221902017,0.0009407337723424,34.71307619943612
hadaolukorda eriolukord eriolukorra,0.0014409221902017,0.0009407337723424,34.71307619943612
piirikontrolli schengeni valispiiri,0.0014409221902017,0.0009407337723424,34.71307619943612
majandusaasta koondaruanne raamatupidamise,0.0014409221902017,0.0009407337723424,34.71307619943612
deklaratsiooni deklaratsioone deklaratsioonis,0.0014409221902017,0.0009407337723424,34.71307619943612
memorandumi moistmise memorandum,0.0014409221902017,0.0009407337723424,34.71307619943612
hambaravi hammaste hambad,0.0014409221902017,0.0009407337723424,34.71307619943612
hansson ardo panga,0.0014409221902017,0.0009407337723424,34.71307619943612
tarbijakaitse amet ametile,0.0014409221902017,0.0009407337723424,34.71307619943612
hoiu pangad pankade,0.0014409221902017,0.0009407337723424,34.71307619943612
kasvavad tuleval kasv,0.0014409221902017,0.0009407337723424,34.71307619943612
aardla pria pealtnagija,0.0014409221902017,0.0009407337723424,34.71307619943612
missiooni missioonile missioon,0.0129682997118155,0.0112888052681091,12.950768265913856
palgalohe soolist meeste,0.0100864553314121,0.0084666039510818,16.059669399274696
lapsetoetust lapsetoetus lapsetoetuse,0.0028818443804034,0.0018814675446848,34.71307619943612
tulubaasi omavalitsustele omavalitsuste,0.0028818443804034,0.0018814675446848,34.71307619943612
