topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Reformierakond,difference
erimargistatud kutust kutuse,0.0021141649048625,0.0208550573514077,-886.4442127216213
prokuratuur prokuratuuri prokuror,0.0042283298097251,0.0187695516162669,-343.8998957247184
ulejaagis struktuurses struktuurse,0.0021141649048625,0.0156412930135557,-639.8331595412122
tootuid tootute tootu,0.0190274841437632,0.0385818561001042,-102.76908817054778
terviseandmed isikuandmeid terviseandmeid,0.0021141649048625,0.0125130344108446,-491.8665276329718
alkoholi kange lahja,0.0063424947145877,0.0187695516162669,-195.93326381647657
voidusamba vabadussoja uurimiskomisjon,0.0021141649048625,0.0114702815432742,-442.54431699688996
leping ratifitseerida lepinguga,0.0021141649048625,0.0104275286757038,-393.2221063608083
soita jalakaija konniteel,0.0063424947145877,0.0166840458811261,-163.05179005908974
muugimaksu muugimaks paadimaksu,0.0232558139534883,0.0385818561001042,-65.90198123044858
vabatahtlike komandode paasteameti,0.0021141649048625,0.008342022940563,-294.5776850886447
valimisliitude volikogusse volikokku,0.014799154334038,0.0260688216892596,-76.15075227171194
elektri elektrit taastuvenergia,0.0063424947145877,0.013555787278415,-113.72957942301112
iive sundimus iibe,0.0021141649048625,0.0072992700729927,-245.25547445256763
maksuamet tolliamet tolliameti,0.0021141649048625,0.0072992700729927,-245.25547445256763
pohiseadusega riigikohus oiguskantsler,0.0105708245243128,0.0187695516162669,-77.55995828988651
eelarves riigieelarves reservist,0.0042283298097251,0.0093847758081334,-121.949947862358
riigikontrolli auditi auditit,0.0021141649048625,0.0062565172054223,-195.9332638164859
valijate erakonda valijaid,0.0021141649048625,0.0062565172054223,-195.9332638164859
arengufond arengufondi arengufondis,0.0063424947145877,0.0114702815432742,-80.84810566562429
riigipuha puhade tahtpaevade,0.0021141649048625,0.0052137643378519,-146.61105318040413
kala kalurid kalurite,0.0021141649048625,0.0052137643378519,-146.61105318040413
etv saateid pbk,0.0021141649048625,0.0052137643378519,-146.61105318040413
annetus erjk annetuse,0.0021141649048625,0.0052137643378519,-146.61105318040413
virumaale virumaa toostusalade,0.0021141649048625,0.0052137643378519,-146.61105318040413
korterid kortereid korterit,0.0021141649048625,0.0052137643378519,-146.61105318040413
matusetoetust matusetoetus matusetoetuse,0.0021141649048625,0.0052137643378519,-146.61105318040413
