topic_words3,Eestimaa Rahvaliidu fraktsioon,Erakonna Eestimaa Rohelised fraktsioon,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
miili baasvorgu lairiba,0.0,0.006349206349206349,0.0,0.0021141649048625794,0.0,0.0020855057351407717,0.0
missiooni missioonile missioon,0.0,0.0,0.0044444444444444444,0.004228329809725159,0.007670569236980218,0.004171011470281543,0.008333333333333333
moisteid moiste moisted,0.003067484662576687,0.012698412698412698,0.0,0.021141649048625793,0.002825999192571659,0.01564129301355579,0.0033333333333333335
muraste kase kompleksi,0.0,0.0,0.0,0.0021141649048625794,0.0,0.0,0.0
muugimaksu muugimaks paadimaksu,0.006134969325153374,0.0,0.0044444444444444444,0.023255813953488372,0.011303996770286637,0.03858185610010428,0.006666666666666667
muundatud geneetiliselt gmo,0.0,0.015873015873015872,0.0,0.0,0.0008074283407347598,0.0010427528675703858,0.0033333333333333335
muuseum muuseumi muuseumide,0.003067484662576687,0.0031746031746031746,0.0,0.0,0.0016148566814695195,0.0010427528675703858,0.006666666666666667
nord stream streami,0.0,0.0,0.0,0.0,0.0036334275333064193,0.0,0.006666666666666667
normitehnika mojude eeskiri,0.009202453987730062,0.0,0.013333333333333334,0.0,0.002825999192571659,0.004171011470281543,0.006666666666666667
noukogudesse ariuhingute noukogudes,0.0,0.0031746031746031746,0.0,0.0,0.0044408558740411785,0.010427528675703858,0.0016666666666666668
objekti anu raua,0.0,0.0,0.0,0.0,0.0012111425111021397,0.0031282586027111575,0.0016666666666666668
oiglase virumaale ulemineku,0.003067484662576687,0.0,0.0,0.0,0.0004037141703673799,0.0,0.0
oigusloome oigusloomes oiguspoliitika,0.0,0.0031746031746031746,0.0,0.006342494714587738,0.0008074283407347598,0.0,0.0
oigusriik oigusriigi oigusriigist,0.0,0.0031746031746031746,0.0,0.0,0.0008074283407347598,0.0010427528675703858,0.0016666666666666668
omandireformi tagastatud omandireform,0.0,0.0031746031746031746,0.0,0.0,0.014129995962858296,0.0020855057351407717,0.0
ooteala piiriuletuse piiripunkti,0.0,0.0031746031746031746,0.0,0.008456659619450317,0.002825999192571659,0.0072992700729927005,0.0
ootuse oigusparase oiguskindluse,0.0,0.0,0.008888888888888889,0.0021141649048625794,0.0004037141703673799,0.0020855057351407717,0.0033333333333333335
opositsiooni koalitsioonil opositsioonil,0.003067484662576687,0.0,0.0,0.004228329809725159,0.0016148566814695195,0.0020855057351407717,0.0016666666666666668
opositsioonis koalitsiooni opositsiooni,0.02147239263803681,0.0031746031746031746,0.008888888888888889,0.008456659619450317,0.007670569236980218,0.006256517205422315,0.011666666666666667
oppelaenu sugava puudega,0.0,0.0031746031746031746,0.0044444444444444444,0.0021141649048625794,0.0012111425111021397,0.0,0.0
otsevalimise presidenti presidendi,0.0,0.006349206349206349,0.0,0.014799154334038054,0.0044408558740411785,0.005213764337851929,0.0016666666666666668
pagulasi pagulased pagulaste,0.0,0.0031746031746031746,0.0,0.0,0.0012111425111021397,0.0010427528675703858,0.0
palgalohe soolist meeste,0.0,0.0,0.0,0.004228329809725159,0.0016148566814695195,0.0010427528675703858,0.008333333333333333
palgatousu opetajate palgatous,0.0,0.0,0.008888888888888889,0.0,0.0020185708518368995,0.0020855057351407717,0.0016666666666666668
pealinnast tallinnast viljandisse,0.003067484662576687,0.0,0.0044444444444444444,0.0,0.0036334275333064193,0.0,0.0
pensioni pension sammas,0.003067484662576687,0.0,0.0,0.0,0.0020185708518368995,0.0,0.0033333333333333335
pensionifondide pensionifondid fondid,0.0,0.0031746031746031746,0.0044444444444444444,0.006342494714587738,0.0024222850222042794,0.0031282586027111575,0.0
pensioniiga pensioniea eluiga,0.049079754601226995,0.022222222222222223,0.0,0.008456659619450317,0.03229713362939039,0.005213764337851929,0.09666666666666666
pensionitous pensionitousu pension,0.003067484662576687,0.0,0.013333333333333334,0.004228329809725159,0.006863140896245458,0.004171011470281543,0.0033333333333333335
piima toorpiima toodangut,0.003067484662576687,0.0031746031746031746,0.008888888888888889,0.0021141649048625794,0.004037141703673799,0.0,0.0016666666666666668
piirilepingu piirileping piirilepingut,0.009202453987730062,0.0,0.0,0.0,0.0016148566814695195,0.0010427528675703858,0.0016666666666666668
piirivalve valvamise valvamine,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0010427528675703858,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0380952380952381,0.0,0.008456659619450317,0.0072668550666128385,0.0010427528675703858,0.01
pohiseadusega riigikohus oiguskantsler,0.009202453987730062,0.015873015873015872,0.03111111111111111,0.010570824524312896,0.0036334275333064193,0.018769551616266946,0.0016666666666666668
pollumeestele pollumehi pollumehed,0.009202453987730062,0.015873015873015872,0.022222222222222223,0.006342494714587738,0.008477997577714978,0.0020855057351407717,0.0033333333333333335
poolte kokkuleppel huvitise,0.0,0.006349206349206349,0.0,0.006342494714587738,0.002825999192571659,0.005213764337851929,0.015
post posti omniva,0.012269938650306749,0.0,0.0044444444444444444,0.0,0.0016148566814695195,0.0,0.0
president ilves presidendi,0.0,0.0,0.0,0.0,0.0004037141703673799,0.0,0.0
prokuratuur prokuratuuri prokuror,0.027607361963190184,0.0,0.008888888888888889,0.004228329809725159,0.004844570044408559,0.018769551616266946,0.0033333333333333335
psuhhiaatri alaealine psuhhiaatrilist,0.003067484662576687,0.009523809523809525,0.0044444444444444444,0.010570824524312896,0.003229713362939039,0.0010427528675703858,0.006666666666666667
puude raskusastme puuet,0.003067484662576687,0.0,0.0044444444444444444,0.006342494714587738,0.0004037141703673799,0.0,0.0
raamatukogu pimedate raamatukogude,0.0,0.006349206349206349,0.0,0.0,0.0008074283407347598,0.0,0.0016666666666666668
rahapesu terrorismi andmeburoo,0.0,0.0,0.0,0.0021141649048625794,0.0004037141703673799,0.0010427528675703858,0.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.003067484662576687,0.0,0.0,0.0,0.0,0.0031282586027111575,0.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0,0.0044444444444444444,0.0,0.0012111425111021397,0.0010427528675703858,0.0016666666666666668
rahvuse rahvust rahvusriik,0.0,0.0031746031746031746,0.0,0.0021141649048625794,0.005248284214775939,0.004171011470281543,0.005
rail trassi balticu,0.003067484662576687,0.0,0.0,0.0021141649048625794,0.0024222850222042794,0.0020855057351407717,0.0016666666666666668
reklaami reklaam alkoholireklaam,0.0,0.0031746031746031746,0.0044444444444444444,0.006342494714587738,0.0024222850222042794,0.0010427528675703858,0.0
relva relvade relvaluba,0.003067484662576687,0.0,0.008888888888888889,0.006342494714587738,0.0008074283407347598,0.006256517205422315,0.0
riigiabi komisjonilt loa,0.003067484662576687,0.0,0.0,0.0,0.0016148566814695195,0.004171011470281543,0.0016666666666666668
riigikontrolli auditi auditit,0.0,0.009523809523809525,0.008888888888888889,0.0021141649048625794,0.005651998385143318,0.006256517205422315,0.013333333333333334
riigikontrolor karis riigikontrolori,0.0,0.0,0.0044444444444444444,0.0,0.0012111425111021397,0.0,0.0033333333333333335
riigiloivude riigiloivud riigiloivu,0.006134969325153374,0.0,0.0044444444444444444,0.0,0.006055712555510699,0.005213764337851929,0.0
riigimetsa majandamise noukokku,0.0,0.0031746031746031746,0.0044444444444444444,0.0021141649048625794,0.002825999192571659,0.0010427528675703858,0.0
riigipalgaliste riigisektoris koondada,0.003067484662576687,0.0,0.0,0.0,0.0020185708518368995,0.0010427528675703858,0.0
riigipuha puhade tahtpaevade,0.006134969325153374,0.0031746031746031746,0.0,0.0021141649048625794,0.0004037141703673799,0.005213764337851929,0.0
riigireformi riigireformist riigireform,0.0,0.0,0.0,0.0,0.0004037141703673799,0.0031282586027111575,0.0
rongi rongide rongid,0.0,0.0,0.0,0.0,0.0004037141703673799,0.0,0.0033333333333333335
salastatud valisteabe riigisaladuse,0.0,0.0031746031746031746,0.0,0.0,0.0016148566814695195,0.005213764337851929,0.0
salvestisi salvestised salvestiste,0.003067484662576687,0.0,0.0044444444444444444,0.0021141649048625794,0.003229713362939039,0.0031282586027111575,0.0033333333333333335
samba sammas sambasse,0.003067484662576687,0.0,0.0,0.0,0.0016148566814695195,0.0020855057351407717,0.0016666666666666668
seksuaalse vangistusega vaarkohtlemise,0.0,0.009523809523809525,0.0,0.004228329809725159,0.0,0.0,0.0
sigade katku katk,0.0,0.0,0.0,0.0,0.0004037141703673799,0.0,0.0
skais arendused infosusteemide,0.0,0.0,0.0,0.0,0.0024222850222042794,0.0010427528675703858,0.0016666666666666668
slovakkia ungari portugal,0.003067484662576687,0.009523809523809525,0.0,0.008456659619450317,0.0044408558740411785,0.0031282586027111575,0.0016666666666666668
soita jalakaija konniteel,0.006134969325153374,0.012698412698412698,0.0044444444444444444,0.006342494714587738,0.004844570044408559,0.016684045881126174,0.005
sularaha kommertspangad pangad,0.0,0.0,0.0,0.0,0.0016148566814695195,0.0010427528675703858,0.0016666666666666668
suuria euroopasse turgis,0.0,0.0,0.0,0.0,0.0,0.0010427528675703858,0.0
taanis saksamaal hollandis,0.006134969325153374,0.012698412698412698,0.008888888888888889,0.006342494714587738,0.004844570044408559,0.005213764337851929,0.006666666666666667
talupidajate kaubanduskoja kaubanduskoda,0.003067484662576687,0.0,0.0,0.0,0.0008074283407347598,0.0,0.0016666666666666668
tantsupeo laulu traditsiooni,0.0,0.0,0.0,0.0,0.0012111425111021397,0.0020855057351407717,0.0033333333333333335
tapsustatakse ajakohastatakse nouete,0.009202453987730062,0.006349206349206349,0.0044444444444444444,0.0,0.0024222850222042794,0.005213764337851929,0.0016666666666666668
tarbijakaitse amet ametile,0.0,0.006349206349206349,0.0,0.0,0.0012111425111021397,0.006256517205422315,0.0
teadus teaduse arendustegevuse,0.0,0.006349206349206349,0.0044444444444444444,0.004228329809725159,0.0016148566814695195,0.004171011470281543,0.0033333333333333335
teatri teater rahvusooper,0.0,0.0,0.0,0.0,0.004037141703673799,0.0020855057351407717,0.0016666666666666668
teede teehoiuks teedele,0.0,0.0031746031746031746,0.008888888888888889,0.0,0.006863140896245458,0.0010427528675703858,0.0033333333333333335
teekasutustasu autode autod,0.003067484662576687,0.0,0.0,0.0,0.0004037141703673799,0.0010427528675703858,0.0
teenistuse teenistuses avalikus,0.0,0.0,0.0,0.0,0.0016148566814695195,0.0010427528675703858,0.0
teenuseid teenused teenust,0.0,0.0,0.0044444444444444444,0.0021141649048625794,0.0012111425111021397,0.0010427528675703858,0.0
terviseandmed isikuandmeid terviseandmeid,0.006134969325153374,0.006349206349206349,0.0044444444444444444,0.0021141649048625794,0.0016148566814695195,0.01251303441084463,0.0033333333333333335
tervist tervis tervisega,0.0,0.0031746031746031746,0.008888888888888889,0.004228329809725159,0.004037141703673799,0.0010427528675703858,0.0016666666666666668
tooandja tervisesse maksuvabalt,0.012269938650306749,0.009523809523809525,0.0,0.0021141649048625794,0.0020185708518368995,0.0031282586027111575,0.011666666666666667
