topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
pensioniiga pensioniea eluiga,0.0052137643378519,0.0966666666666666,-1754.0666666666755
lapsetoetust lapsetoetus lapsetoetuse,0.0093847758081334,0.0483333333333333,-415.0185185185221
vaikesaarte saarte pusiasustusega,0.0114702815432742,0.045,-292.3181818181833
lasteaia lasteaias lasteaiakoha,0.0062565172054223,0.0233333333333333,-272.9444444444448
kala kalurid kalurite,0.0052137643378519,0.0216666666666666,-315.56666666666774
toonadalal istungid taiendaval,0.0041710114702815,0.0183333333333333,-339.5416666666704
eriarstide eriarstiabi eriarsti,0.0010427528675703,0.0133333333333333,-1178.6666666667686
hoone rkas hoonet,0.0020855057351407,0.0116666666666666,-459.4166666666826
planeeringu keskkonnamoju keskkonnamojude,0.0010427528675703,0.01,-859.000000000079
poolte kokkuleppel huvitise,0.0052137643378519,0.015,-187.70000000000158
tooandja tervisesse maksuvabalt,0.0031282586027111,0.0116666666666666,-272.9444444444492
vanemahuvitist vanemahuvitise vanemahuvitis,0.0114702815432742,0.0233333333333333,-103.4242424242429
jarviku jarvik maaeluministri,0.0010427528675703,0.0083333333333333,-699.1666666667294
palgalohe soolist meeste,0.0010427528675703,0.0083333333333333,-699.1666666667294
koolis kooli opilased,0.0104275286757038,0.0216666666666666,-107.78333333333386
vagivalla naistevastase perevagivalla,0.0010427528675703,0.0066666666666666,-539.3333333333796
muuseum muuseumi muuseumide,0.0010427528675703,0.0066666666666666,-539.3333333333796
psuhhiaatri alaealine psuhhiaatrilist,0.0010427528675703,0.0066666666666666,-539.3333333333796
riigikontrolli auditi auditit,0.0062565172054223,0.0133333333333333,-113.11111111111107
kinnisasja maad maa,0.0041710114702815,0.01,-139.75000000000247
kohtutaiturite kohtutaitur kohtutaituri,0.0031282586027111,0.0083333333333333,-166.38888888889275
metsa metsade mets,0.0010427528675703,0.005,-379.50000000003945
ammendumiseni kaheni pikendada,0.0010427528675703,0.005,-379.50000000003945
eelarvele kulude riigieelarvele,0.0010427528675703,0.005,-379.50000000003945
ts parvlaeva parvlaevad,0.0010427528675703,0.005,-379.50000000003945
opositsioonis koalitsiooni opositsiooni,0.0062565172054223,0.0116666666666666,-86.47222222222159
missiooni missioonile missioon,0.0041710114702815,0.0083333333333333,-99.79166666666795
valismaale valjarande valjaranne,0.0041710114702815,0.0083333333333333,-99.79166666666795
tulubaasi omavalitsustele omavalitsuste,0.008342022940563,0.0133333333333333,-59.83333333333458
vallaga vald sauga,0.0020855057351407,0.005,-139.75000000000824
erso teatri kontserdi,0.0020855057351407,0.005,-139.75000000000824
aituma infotundi jahimehed,0.0010427528675703,0.0033333333333333,-219.66666666668982
maavalitsuste maavalitsused maakonna,0.0010427528675703,0.0033333333333333,-219.66666666668982
kodualuse maamaksu maamaksust,0.0010427528675703,0.0033333333333333,-219.66666666668982
tulubaasi tasandusfondi tulumaksuosa,0.0010427528675703,0.0033333333333333,-219.66666666668982
kulukuse krediidi kiirlaenude,0.0010427528675703,0.0033333333333333,-219.66666666668982
muundatud geneetiliselt gmo,0.0010427528675703,0.0033333333333333,-219.66666666668982
teede teehoiuks teedele,0.0010427528675703,0.0033333333333333,-219.66666666668982
normitehnika mojude eeskiri,0.0041710114702815,0.0066666666666666,-59.83333333333341
