topic_words3,Keskerakond,Reformierakond,difference
muugimaksu muugimaks paadimaksu,0.0113039967702866,0.0385818561001042,-241.3116341427086
valimisliitude volikogusse volikokku,0.0048445700444085,0.0260688216892596,-438.1039277024734
joustumine joustuma joustada,0.0024222850222042,0.0187695516162669,-674.8696558915773
pohiseadusega riigikohus oiguskantsler,0.0036334275333064,0.0187695516162669,-416.5797705943706
katteallikas katteallikaid katteallikat,0.003229713362939,0.0166840458811261,-416.57977059437314
prokuratuur prokuratuuri prokuror,0.0048445700444085,0.0187695516162669,-287.4348279457807
moisteid moiste moisted,0.0028259991925716,0.0156412930135557,-453.4783256368325
untso missioonide liikmesusest,0.003229713362939,0.0156412930135557,-384.2935349322242
erimargistatud kutust kutuse,0.0068631408962454,0.0208550573514077,-203.87045329080772
terviseandmed isikuandmeid terviseandmeid,0.0016148566814695,0.0125130344108446,-674.8696558915614
soita jalakaija konniteel,0.0048445700444085,0.0166840458811261,-244.3865137295821
huvigruppe huvigruppide kaasatud,0.0056519983851433,0.0177267987486965,-213.63771786086693
vanemahuvitist vanemahuvitise vanemahuvitis,0.0012111425111021,0.0114702815432742,-847.0629127563708
arengukavad arengukavade pohialuste,0.0072668550666128,0.0177267987486965,-143.9404472251192
vee monopolide veeteenuse,0.0121114251110213,0.0239833159541188,-98.02224539450913
leping ratifitseerida lepinguga,0.0028259991925716,0.0104275286757038,-268.985550424555
ulejaagis struktuurses struktuurse,0.0068631408962454,0.0156412930135557,-127.90283996810466
kohtunike kohtususteem kohtuniku,0.0048445700444085,0.0125130344108446,-158.2898852971871
karistuse karistus tingimisi,0.0036334275333064,0.0104275286757038,-186.98876144131606
relva relvade relvaluba,0.0008074283407347,0.0062565172054223,-674.8696558916092
arengufond arengufondi arengufondis,0.0044408558740411,0.0114702815432742,-158.28988529718814
vaikesaarte saarte pusiasustusega,0.0044408558740411,0.0114702815432742,-158.28988529718814
tarbijakaitse amet ametile,0.0012111425111021,0.0062565172054223,-416.57977059438485
voidusamba vabadussoja uurimiskomisjon,0.0048445700444085,0.0114702815432742,-136.76572818908784
riigipuha puhade tahtpaevade,0.0004037141703673,0.0052137643378519,-1191.4494264861712
annetus erjk annetuse,0.0008074283407347,0.0052137643378519,-545.7247132430057
noukogudesse ariuhingute noukogudes,0.0044408558740411,0.0104275286757038,-134.808986633807
lae korgepalgaliste lagi,0.0004037141703673,0.0041710114702815,-933.1595411889319
majandusaasta koondaruanne raamatupidamise,0.0020185708518368,0.0062565172054223,-209.94786235663608
alkoholi kange lahja,0.0113039967702866,0.0187695516162669,-66.04349769104736
treenerite spordi sport,0.0028259991925716,0.0072992700729927,-158.28988529718993
ooteala piiriuletuse piiripunkti,0.0028259991925716,0.0072992700729927,-158.28988529718993
hadaolukorda eriolukord eriolukorra,0.0008074283407347,0.0041710114702815,-416.579770594402
abipolitseinik abipolitseiniku abipolitseinike,0.0008074283407347,0.0041710114702815,-416.579770594402
salastatud valisteabe riigisaladuse,0.0016148566814695,0.0052137643378519,-222.8623566214828
lng terminali gaasi,0.0016148566814695,0.0052137643378519,-222.8623566214828
maksuamet tolliamet tolliameti,0.003229713362939,0.0072992700729927,-126.00364963503922
jalitustegevuse jalitustoimingu sideandmete,0.0004037141703673,0.0031282586027111,-674.8696558916928
riigireformi riigireformist riigireform,0.0004037141703673,0.0031282586027111,-674.8696558916928
tootuna arvele ariuhingu,0.0004037141703673,0.0031282586027111,-674.8696558916928
lahususe voimude lahusus,0.0012111425111021,0.0041710114702815,-244.38651372958714
liiklussurmade liikluses hukkunute,0.0028259991925716,0.0062565172054223,-121.39133025473375
inimarengu aruanne aruandes,0.0100928542591844,0.0156412930135557,-54.97393117831136
