topic_words3,Keskerakond,Sotsiaaldemokraadid,difference
pensioniiga pensioniea eluiga,0.0322971336293903,0.0966666666666666,-199.3041666666673
vaikesaarte saarte pusiasustusega,0.0044408558740411,0.045,-913.3181818181997
lapsetoetust lapsetoetus lapsetoetuse,0.0096891400888171,0.0483333333333333,-398.84027777777834
vanemahuvitist vanemahuvitise vanemahuvitis,0.0012111425111021,0.0233333333333333,-1826.555555555616
kala kalurid kalurite,0.0044408558740411,0.0216666666666666,-387.89393939394654
ametiuhingute tooandjate keskliit,0.0036334275333064,0.0166666666666666,-358.70370370370426
poolte kokkuleppel huvitise,0.0028259991925716,0.015,-430.78571428572536
valimisliitude volikogusse volikokku,0.0048445700444085,0.0166666666666666,-244.02777777778059
tooandja tervisesse maksuvabalt,0.0020185708518368,0.0116666666666666,-477.9666666666919
lasteaia lasteaias lasteaiakoha,0.0100928542591844,0.0233333333333333,-131.18666666666857
hoone rkas hoonet,0.0024222850222042,0.0116666666666666,-381.63888888890193
joustumine joustuma joustada,0.0024222850222042,0.01,-312.8333333333469
kohtutaiturite kohtutaitur kohtutaituri,0.0012111425111021,0.0083333333333333,-588.0555555555753
palgalohe soolist meeste,0.0016148566814695,0.0083333333333333,-416.0416666666709
vaesuses suhtelises vaesuse,0.0121114251110213,0.0233333333333333,-92.65555555555682
riigikontrolli auditi auditit,0.0056519983851433,0.0133333333333333,-135.9047619047621
kohtunike kohtususteem kohtuniku,0.0048445700444085,0.0116666666666666,-140.819444444446
muuseum muuseumi muuseumide,0.0016148566814695,0.0066666666666666,-312.8333333333342
ammendumiseni kaheni pikendada,0.0004037141703673,0.005,-1138.5000000002449
metsa metsade mets,0.0008074283407347,0.005,-519.2500000000459
valispoliitika valispoliitikas diplomaatia,0.0008074283407347,0.005,-519.2500000000459
maksuamet tolliamet tolliameti,0.003229713362939,0.0083333333333333,-158.02083333333542
valimisea valimisiga valimisoiguse,0.0012111425111021,0.005,-312.8333333333469
karistuse karistus tingimisi,0.0036334275333064,0.0083333333333333,-129.35185185185213
krimmi agressiooni ukraina,0.0036334275333064,0.0083333333333333,-129.35185185185213
kulukuse krediidi kiirlaenude,0.0004037141703673,0.0033333333333333,-725.6666666668218
aituma infotundi jahimehed,0.0004037141703673,0.0033333333333333,-725.6666666668218
rongi rongide rongid,0.0004037141703673,0.0033333333333333,-725.6666666668218
koolituse koolitus koolitusele,0.0004037141703673,0.0033333333333333,-725.6666666668218
ootuse oigusparase oiguskindluse,0.0004037141703673,0.0033333333333333,-725.6666666668218
lae korgepalgaliste lagi,0.0004037141703673,0.0033333333333333,-725.6666666668218
normitehnika mojude eeskiri,0.0028259991925716,0.0066666666666666,-135.90476190476448
hadaolukorda eriolukord eriolukorra,0.0008074283407347,0.0033333333333333,-312.8333333333598
muundatud geneetiliselt gmo,0.0008074283407347,0.0033333333333333,-312.8333333333598
erimargistatud kutust kutuse,0.0068631408962454,0.0116666666666666,-69.99019607843184
ulejaagis struktuurses struktuurse,0.0068631408962454,0.0116666666666666,-69.99019607843184
majandusaasta koondaruanne raamatupidamise,0.0020185708518368,0.005,-147.70000000001224
jarviku jarvik maaeluministri,0.0044408558740411,0.0083333333333333,-87.65151515151773
psuhhiaatri alaealine psuhhiaatrilist,0.003229713362939,0.0066666666666666,-106.41666666666711
vagivalla naistevastase perevagivalla,0.003229713362939,0.0066666666666666,-106.41666666666711
elamisluba elamisloa viisa,0.003229713362939,0.0066666666666666,-106.41666666666711
koolis kooli opilased,0.0153411384739604,0.0216666666666666,-41.232456140350784
riigikontrolor karis riigikontrolori,0.0012111425111021,0.0033333333333333,-175.2222222222285
tantsupeo laulu traditsiooni,0.0012111425111021,0.0033333333333333,-175.2222222222285
nord stream streami,0.0036334275333064,0.0066666666666666,-83.48148148148061
erso teatri kontserdi,0.0024222850222042,0.005,-106.41666666667345
opositsioonis koalitsiooni opositsiooni,0.0076705692369802,0.0116666666666666,-52.09649122806967
liitlaste ohutorje keskmaa,0.0004037141703673,0.0016666666666666,-312.8333333333985
jahimehed jahimeeste jahti,0.0004037141703673,0.0016666666666666,-312.8333333333985
kandidaadi kandidaati kandidaat,0.0004037141703673,0.0016666666666666,-312.8333333333985
mes maale maaelu,0.0004037141703673,0.0016666666666666,-312.8333333333985
terviseandmed isikuandmeid terviseandmeid,0.0016148566814695,0.0033333333333333,-106.41666666666711
eripensioni valjateenitud staazi,0.0016148566814695,0.0033333333333333,-106.41666666666711
teadus teaduse arendustegevuse,0.0016148566814695,0.0033333333333333,-106.41666666666711
kinnisasja maad maa,0.0072668550666128,0.01,-37.611111111111825
planeeringu keskkonnamoju keskkonnamojude,0.0072668550666128,0.01,-37.611111111111825
pensioni pension sammas,0.0020185708518368,0.0033333333333333,-65.13333333333985
kodualuse maamaksu maamaksust,0.0020185708518368,0.0033333333333333,-65.13333333333985
kandidaati kandidaat valituks,0.0020185708518368,0.0033333333333333,-65.13333333333985
taanis saksamaal hollandis,0.0048445700444085,0.0066666666666666,-37.61111111111142
talupidajate kaubanduskoja kaubanduskoda,0.0008074283407347,0.0016666666666666,-106.41666666667369
oigusriik oigusriigi oigusriigist,0.0008074283407347,0.0016666666666666,-106.41666666667369
annetus erjk annetuse,0.0008074283407347,0.0016666666666666,-106.41666666667369
laari laar kandidatuuri,0.0008074283407347,0.0016666666666666,-106.41666666667369
kandideerima ametikohale kandidaatide,0.0008074283407347,0.0016666666666666,-106.41666666667369
kantsler kantsleri riigisekretar,0.0008074283407347,0.0016666666666666,-106.41666666667369
tooandja tooandjal tootaja,0.0008074283407347,0.0016666666666666,-106.41666666667369
raamatukogu pimedate raamatukogude,0.0008074283407347,0.0016666666666666,-106.41666666667369
toonadalal istungid taiendaval,0.0161485668146951,0.0183333333333333,-13.52916666666713
eelarvele kulude riigieelarvele,0.0040371417036737,0.005,-23.850000000003032
ts parvlaeva parvlaevad,0.0040371417036737,0.005,-23.850000000003032
fie fuusilisest isikust,0.0056519983851433,0.0066666666666666,-17.95238095238016
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0012111425111021,0.0016666666666666,-37.61111111111011
objekti anu raua,0.0012111425111021,0.0016666666666666,-37.61111111111011
kauguhendus avaksite ettekandjalt,0.0012111425111021,0.0016666666666666,-37.61111111111011
hoiu pangad pankade,0.0012111425111021,0.0016666666666666,-37.61111111111011
volitust kaasuses jarvik,0.0012111425111021,0.0016666666666666,-37.61111111111011
lahususe voimude lahusus,0.0012111425111021,0.0016666666666666,-37.61111111111011
