topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,difference
tootuid tootute tootu,0.0190274841437632,0.0649979814291481,-241.60050239985637
pensioniiga pensioniea eluiga,0.0084566596194503,0.0322971336293903,-281.9136051675411
kaibemaksu kaibemaks kaibemaksumaara,0.0063424947145877,0.0286637060960839,-351.9310994482588
tulubaasi tasandusfondi tulumaksuosa,0.0063424947145877,0.0258377069035123,-307.3745121787131
eelarves riigieelarves reservist,0.0042283298097251,0.0218005651998385,-415.58336697618773
tulubaasi omavalitsustele omavalitsuste,0.0063424947145877,0.0226079935405732,-256.4526981563729
elektri elektrit taastuvenergia,0.0063424947145877,0.0222042793702058,-250.08747140358017
etv saateid pbk,0.0021141649048625,0.0141299959628582,-568.3488090432179
maavalitsuste maavalitsused maakonna,0.0021141649048625,0.011707710940654,-453.774727492955
koolilouna koolitoidu koolitoit,0.0021141649048625,0.0104965684295518,-396.48768671781875
toonadalal istungid taiendaval,0.0063424947145877,0.0161485668146951,-154.60907011169422
vabatahtlike komandode paasteameti,0.0021141649048625,0.0092854259184497,-339.2006459426873
vaesuses suhtelises vaesuse,0.0042283298097251,0.0121114251110213,-186.43520387565772
matusetoetust matusetoetus matusetoetuse,0.0021141649048625,0.0076705692369802,-262.81792490917707
erimargistatud kutust kutuse,0.0021141649048625,0.0068631408962454,-224.6265643924196
virumaale virumaa toostusalade,0.0021141649048625,0.0068631408962454,-224.6265643924196
ulejaagis struktuurses struktuurse,0.0021141649048625,0.0068631408962454,-224.6265643924196
eriarstide eriarstiabi eriarsti,0.014799154334038,0.0238191360516754,-60.949305034892944
valijate erakonda valijaid,0.0021141649048625,0.006459426725878,-205.53088413404086
borsile ipo enefit,0.0021141649048625,0.006459426725878,-205.53088413404086
riigikontrolli auditi auditit,0.0021141649048625,0.0056519983851433,-167.3395236172881
alkoholi kange lahja,0.0063424947145877,0.0113039967702866,-78.22634907818646
rahvuse rahvust rahvusriik,0.0021141649048625,0.0052482842147759,-148.24384335890937
