topic_words3,EKRE,Keskerakond,difference
koolis kooli opilased,0.0077972709551656,0.0484460694698354,-521.3208409506464
eriarstide eriarstiabi eriarsti,0.0087719298245614,0.0338208409506398,-285.5575868372939
tulubaasi tasandusfondi tulumaksuosa,0.0038986354775828,0.0201096892138939,-415.8135283363846
korterid kortereid korterit,0.0029239766081871,0.0137111517367458,-368.92138939671185
arengufond arengufondi arengufondis,0.0009746588693957,0.0118829981718464,-1119.1956124314552
palgatousu opetajate palgatous,0.0048732943469785,0.0155393053016453,-218.86654478976536
hoone rkas hoonet,0.0019493177387914,0.0109689213893967,-462.7056672760574
tulubaasi omavalitsustele omavalitsuste,0.0048732943469785,0.0146252285191956,-200.10968921389724
hanke hankija riigihangete,0.0029239766081871,0.0109689213893967,-275.1371115173716
hambaravi hammaste hambad,0.0019493177387914,0.0091407678244972,-368.9213893967119
id mobiil kaardi,0.0009746588693957,0.0073126142595978,-650.2742230347432
soita jalakaija konniteel,0.0029239766081871,0.0100548446069469,-243.875685557588
maavalitsuste maavalitsused maakonna,0.0107212475633528,0.0210237659963436,-96.0943992022599
ts parvlaeva parvlaevad,0.0107212475633528,0.0210237659963436,-96.0943992022599
estonian air airi,0.0116959064327485,0.0219378427787934,-87.5685557586842
pensioniiga pensioniea eluiga,0.0009746588693957,0.006398537477148,-556.4899451553925
kohtunike kohtususteem kohtuniku,0.0048732943469785,0.0118829981718464,-143.83912248629102
joustumine joustuma joustada,0.0009746588693957,0.0054844606946983,-462.7056672760522
pohiseadusega riigikohus oiguskantsler,0.0029239766081871,0.0082266910420475,-181.35283363802785
vabatahtlike komandode paasteameti,0.0048732943469785,0.0109689213893967,-125.08226691042294
kaibemaksu kaibemaks kaibemaksumaara,0.0009746588693957,0.0045703839122486,-368.9213893967119
korruptsiooni korruptsioon korruptsiooniga,0.0009746588693957,0.0045703839122486,-368.9213893967119
omandireformi tagastatud omandireform,0.0019493177387914,0.0054844606946983,-181.3528336380261
sularaha kommertspangad pangad,0.0009746588693957,0.0036563071297989,-275.1371115173716
kutsehariduse kutseharidus kutsehariduses,0.0009746588693957,0.0036563071297989,-275.1371115173716
treenerite spordi sport,0.0009746588693957,0.0036563071297989,-275.1371115173716
borsile ipo enefit,0.0009746588693957,0.0036563071297989,-275.1371115173716
teede teehoiuks teedele,0.0009746588693957,0.0036563071297989,-275.1371115173716
pealinnast tallinnast viljandisse,0.0009746588693957,0.0036563071297989,-275.1371115173716
arengukavad arengukavade pohialuste,0.0038986354775828,0.0073126142595978,-87.56855575868579
uliopilased uliopilastele uliopilaste,0.0019493177387914,0.0045703839122486,-134.46069469835598
muuseum muuseumi muuseumide,0.0009746588693957,0.0027422303473491,-181.352833638021
untso missioonide liikmesusest,0.0009746588693957,0.0027422303473491,-181.352833638021
riigipalgaliste riigisektoris koondada,0.0009746588693957,0.0027422303473491,-181.352833638021
opositsiooni koalitsioonil opositsioonil,0.0009746588693957,0.0027422303473491,-181.352833638021
lapsetoetust lapsetoetus lapsetoetuse,0.0029239766081871,0.0054844606946983,-87.56855575868407
iive sundimus iibe,0.0029239766081871,0.0054844606946983,-87.56855575868407
vallaga vald sauga,0.0224171539961013,0.0274223034734917,-22.327318973054624
kodakondsust kodakondsuse kodanikuks,0.0019493177387914,0.0036563071297989,-87.56855575868579
tooandja tooandjal tootaja,0.0019493177387914,0.0036563071297989,-87.56855575868579
hooldekodus hoolduse hooldekodu,0.0019493177387914,0.0036563071297989,-87.56855575868579
sigade katku katk,0.0019493177387914,0.0036563071297989,-87.56855575868579
vanemahuvitist vanemahuvitise vanemahuvitis,0.0029239766081871,0.0045703839122486,-56.30712979890398
