topic_words3,Fraktsioonitud,Isamaa,difference
miili baasvorgu lairiba,0.0084033613445378,0.0681818181818181,-711.3636363636368
koolilouna koolitoidu koolitoit,0.0028011204481792,0.0272727272727272,-873.6363636363858
elamisluba elamisloa viisa,0.0028011204481792,0.0227272727272727,-711.3636363636562
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0028011204481792,0.0227272727272727,-711.3636363636562
koolis kooli opilased,0.0084033613445378,0.0272727272727272,-224.5454545454543
pensionitous pensionitousu pension,0.0014005602240896,0.0181818181818181,-1198.1818181818455
rail trassi balticu,0.0126050420168067,0.0318181818181818,-152.42424242424275
tulumaksuvaba maksususteemi tulumaksu,0.0070028011204481,0.0227272727272727,-224.54545454545786
maksuamet tolliamet tolliameti,0.0028011204481792,0.0136363636363636,-386.81818181819295
kinnisasja maad maa,0.0098039215686274,0.0227272727272727,-131.81818181818275
vaesuses suhtelises vaesuse,0.0070028011204481,0.0181818181818181,-159.63636363636545
pagulasi pagulased pagulaste,0.0042016806722689,0.0136363636363636,-224.5454545454543
fie fuusilisest isikust,0.0014005602240896,0.009090909090909,-549.0909090909192
jarviku jarvik maaeluministri,0.0014005602240896,0.009090909090909,-549.0909090909192
pensioni pension sammas,0.0014005602240896,0.009090909090909,-549.0909090909192
lapsetoetust lapsetoetus lapsetoetuse,0.011204481792717,0.0227272727272727,-102.84090909091042
pohiseadusega riigikohus oiguskantsler,0.0084033613445378,0.0181818181818181,-116.36363636363582
tootuna arvele ariuhingu,0.0056022408963585,0.0136363636363636,-143.40909090909216
eelarves riigieelarves reservist,0.0056022408963585,0.0136363636363636,-143.40909090909216
kodakondsust kodakondsuse kodanikuks,0.0028011204481792,0.009090909090909,-224.54545454545956
psuhhiaatri alaealine psuhhiaatrilist,0.0070028011204481,0.0136363636363636,-94.72727272727441
treenerite spordi sport,0.0042016806722689,0.009090909090909,-116.36363636363463
pealinnast tallinnast viljandisse,0.0042016806722689,0.009090909090909,-116.36363636363463
tarbijakaitse amet ametile,0.0014005602240896,0.0045454545454545,-224.54545454545956
jalitustegevuse jalitustoimingu sideandmete,0.0014005602240896,0.0045454545454545,-224.54545454545956
virumaale virumaa toostusalade,0.0014005602240896,0.0045454545454545,-224.54545454545956
toonadalal istungid taiendaval,0.0014005602240896,0.0045454545454545,-224.54545454545956
skais arendused infosusteemide,0.0014005602240896,0.0045454545454545,-224.54545454545956
oigusloome oigusloomes oiguspoliitika,0.0014005602240896,0.0045454545454545,-224.54545454545956
opositsiooni koalitsioonil opositsioonil,0.0014005602240896,0.0045454545454545,-224.54545454545956
rahvuse rahvust rahvusriik,0.0014005602240896,0.0045454545454545,-224.54545454545956
kusija vastaja vastasin,0.0014005602240896,0.0045454545454545,-224.54545454545956
riigimetsa majandamise noukokku,0.0014005602240896,0.0045454545454545,-224.54545454545956
ulejaagis struktuurses struktuurse,0.0014005602240896,0.0045454545454545,-224.54545454545956
eelarvele kulude riigieelarvele,0.0014005602240896,0.0045454545454545,-224.54545454545956
idapiiri piiririba valjaehitamine,0.0014005602240896,0.0045454545454545,-224.54545454545956
lahususe voimude lahusus,0.0014005602240896,0.0045454545454545,-224.54545454545956
teenistuse teenistuses avalikus,0.0014005602240896,0.0045454545454545,-224.54545454545956
tooandja tooandjal tootaja,0.0014005602240896,0.0045454545454545,-224.54545454545956
tapsustatakse ajakohastatakse nouete,0.0056022408963585,0.009090909090909,-62.27272727272691
valimisea valimisiga valimisoiguse,0.0098039215686274,0.0136363636363636,-39.09090909090943
valijate erakonda valijaid,0.0028011204481792,0.0045454545454545,-62.2727272727298
deklaratsiooni deklaratsioone deklaratsioonis,0.0028011204481792,0.0045454545454545,-62.2727272727298
poolte kokkuleppel huvitise,0.0028011204481792,0.0045454545454545,-62.2727272727298
tulubaasi tasandusfondi tulumaksuosa,0.0028011204481792,0.0045454545454545,-62.2727272727298
kantsler kantsleri riigisekretar,0.0028011204481792,0.0045454545454545,-62.2727272727298
samba sammas sambasse,0.0028011204481792,0.0045454545454545,-62.2727272727298
abielu kooselu samasooliste,0.0028011204481792,0.0045454545454545,-62.2727272727298
teenuseid teenused teenust,0.0070028011204481,0.009090909090909,-29.818181818181998
