topic_words3,Eesti Vabaerakonna fraktsioon,Keskerakond,difference
eriarstide eriarstiabi eriarsti,0.0101156069364161,0.0338208409506398,-234.34317054061341
maavalitsuste maavalitsused maakonna,0.0028901734104046,0.0210237659963436,-627.4223034734948
ts parvlaeva parvlaevad,0.0028901734104046,0.0210237659963436,-627.4223034734948
estonian air airi,0.0043352601156069,0.0219378427787934,-406.032906764172
tulubaasi tasandusfondi tulumaksuosa,0.0043352601156069,0.0201096892138939,-363.86349786715647
koolis kooli opilased,0.0260115606936416,0.0484460694698354,-86.24822262847846
tulubaasi omavalitsustele omavalitsuste,0.0028901734104046,0.0146252285191956,-406.032906764172
soita jalakaija konniteel,0.0014450867052023,0.0100548446069469,-595.7952468007313
kohtla jarve johvi,0.0014450867052023,0.0100548446069469,-595.7952468007313
prokuratuur prokuratuuri prokuror,0.0014450867052023,0.0091407678244972,-532.5411334552117
alkoholi kange lahja,0.0057803468208092,0.0146252285191956,-153.016453382086
haale valimispaeval valimiste,0.0086705202312138,0.0182815356489945,-110.84704448507163
korteriuhistu korteriomanike korteriuhistute,0.0014450867052023,0.0073126142595978,-406.032906764172
hanke hankija riigihangete,0.0043352601156069,0.0109689213893967,-153.01645338208598
vagivallale vihakone ohutamine,0.0014450867052023,0.006398537477148,-342.77879341864536
valismaale valjarande valjaranne,0.0014450867052023,0.006398537477148,-342.77879341864536
iive sundimus iibe,0.0014450867052023,0.0054844606946983,-279.5246800731255
valijate erakonda valijaid,0.0014450867052023,0.0054844606946983,-279.5246800731255
liiklussurmade liikluses hukkunute,0.0014450867052023,0.0054844606946983,-279.5246800731255
opositsioonis koalitsiooni opositsiooni,0.0072254335260115,0.0137111517367458,-89.76234003656346
miili baasvorgu lairiba,0.0014450867052023,0.0045703839122486,-216.2705667276058
kaibemaksu kaibemaks kaibemaksumaara,0.0014450867052023,0.0045703839122486,-216.2705667276058
efsf esm kreekale,0.0014450867052023,0.0045703839122486,-216.2705667276058
slovakkia ungari portugal,0.0028901734104046,0.006398537477148,-121.38939670932267
