topic_words3,EKRE,Isamaa,difference
miili baasvorgu lairiba,0.0048732943469785,0.0681818181818181,-1299.0909090909238
koolilouna koolitoidu koolitoit,0.0019493177387914,0.0272727272727272,-1299.090909090922
lapsetoetust lapsetoetus lapsetoetuse,0.0029239766081871,0.0227272727272727,-677.2727272727356
kinnisasja maad maa,0.0029239766081871,0.0227272727272727,-677.2727272727356
koolis kooli opilased,0.0077972709551656,0.0272727272727272,-249.77272727273046
pohiseadusega riigikohus oiguskantsler,0.0029239766081871,0.0181818181818181,-521.8181818181864
pensionitous pensionitousu pension,0.0029239766081871,0.0181818181818181,-521.8181818181864
vaesuses suhtelises vaesuse,0.0038986354775828,0.0181818181818181,-366.3636363636398
tooandja tervisesse maksuvabalt,0.0038986354775828,0.0181818181818181,-366.3636363636398
riigireformi riigireformist riigireform,0.0019493177387914,0.0136363636363636,-599.5454545454609
psuhhiaatri alaealine psuhhiaatrilist,0.0019493177387914,0.0136363636363636,-599.5454545454609
uliopilased uliopilastele uliopilaste,0.0019493177387914,0.0136363636363636,-599.5454545454609
tootuna arvele ariuhingu,0.0009746588693957,0.0136363636363636,-1299.090909090922
joustumine joustuma joustada,0.0009746588693957,0.0136363636363636,-1299.090909090922
tulumaksuvaba maksususteemi tulumaksu,0.0087719298245614,0.0227272727272727,-159.0909090909089
eriarstide eriarstiabi eriarsti,0.0087719298245614,0.0227272727272727,-159.0909090909089
rail trassi balticu,0.016569200779727,0.0318181818181818,-92.03208556149832
arengukavad arengukavade pohialuste,0.0038986354775828,0.0136363636363636,-249.77272727273046
pealinnast tallinnast viljandisse,0.0009746588693957,0.009090909090909,-832.7272727272746
tapsustatakse ajakohastatakse nouete,0.0009746588693957,0.009090909090909,-832.7272727272746
treenerite spordi sport,0.0009746588693957,0.009090909090909,-832.7272727272746
valimisea valimisiga valimisoiguse,0.0048732943469785,0.0136363636363636,-179.81818181818437
vabatahtlike komandode paasteameti,0.0048732943469785,0.0136363636363636,-179.81818181818437
kodakondsust kodakondsuse kodanikuks,0.0019493177387914,0.009090909090909,-366.3636363636372
keeleoskust oskuse keeleoskuse,0.0058479532163742,0.0136363636363636,-133.1818181818203
maksuamet tolliamet tolliameti,0.0058479532163742,0.0136363636363636,-133.1818181818203
elamisluba elamisloa viisa,0.0126705653021442,0.0227272727272727,-79.37062937062986
vanemahuvitist vanemahuvitise vanemahuvitis,0.0029239766081871,0.009090909090909,-210.90909090909147
korterid kortereid korterit,0.0029239766081871,0.009090909090909,-210.90909090909147
jalitustegevuse jalitustoimingu sideandmete,0.0009746588693957,0.0045454545454545,-366.3636363636372
arengufond arengufondi arengufondis,0.0009746588693957,0.0045454545454545,-366.3636363636372
ugri rahvaste polisrahvaste,0.0009746588693957,0.0045454545454545,-366.3636363636372
opositsiooni koalitsioonil opositsioonil,0.0009746588693957,0.0045454545454545,-366.3636363636372
oigusloome oigusloomes oiguspoliitika,0.0009746588693957,0.0045454545454545,-366.3636363636372
borsile ipo enefit,0.0009746588693957,0.0045454545454545,-366.3636363636372
eripensioni valjateenitud staazi,0.0009746588693957,0.0045454545454545,-366.3636363636372
kutsehariduse kutseharidus kutsehariduses,0.0009746588693957,0.0045454545454545,-366.3636363636372
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.016569200779727,0.0227272727272727,-37.16577540107014
tooandja tooandjal tootaja,0.0019493177387914,0.0045454545454545,-133.1818181818186
piirikontrolli schengeni valispiiri,0.0019493177387914,0.0045454545454545,-133.1818181818186
poolte kokkuleppel huvitise,0.0019493177387914,0.0045454545454545,-133.1818181818186
riigiloivude riigiloivud riigiloivu,0.0019493177387914,0.0045454545454545,-133.1818181818186
samba sammas sambasse,0.0019493177387914,0.0045454545454545,-133.1818181818186
hoone rkas hoonet,0.0019493177387914,0.0045454545454545,-133.1818181818186
uhistranspordi uhistransport uhistransporti,0.0019493177387914,0.0045454545454545,-133.1818181818186
toovoimereformi toovoimega toovoimereform,0.0019493177387914,0.0045454545454545,-133.1818181818186
lipu laevu kaubalaeva,0.0097465886939571,0.0136363636363636,-39.909090909090736
eelarves riigieelarves reservist,0.0107212475633528,0.0136363636363636,-27.190082644628067
kantsler kantsleri riigisekretar,0.0029239766081871,0.0045454545454545,-55.45454545454574
elatisraha elatisabi elatise,0.0029239766081871,0.0045454545454545,-55.45454545454574
eelarvele kulude riigieelarvele,0.0029239766081871,0.0045454545454545,-55.45454545454574
ametiuhingute tooandjate keskliit,0.0029239766081871,0.0045454545454545,-55.45454545454574
soita jalakaija konniteel,0.0029239766081871,0.0045454545454545,-55.45454545454574
direktiivi direktiiv ulevotmise,0.0068226120857699,0.009090909090909,-33.246753246753485
liiklussurmade liikluses hukkunute,0.0038986354775828,0.0045454545454545,-16.59090909090931
tulubaasi tasandusfondi tulumaksuosa,0.0038986354775828,0.0045454545454545,-16.59090909090931
missiooni missioonile missioon,0.0087719298245614,0.009090909090909,-3.6363636363626495
kaasne lisakulutusi riigieelarvele,0.0048732943469785,0.0045454545454545,6.727272727272557
tulubaasi omavalitsustele omavalitsuste,0.0048732943469785,0.0045454545454545,6.727272727272557
oigusriik oigusriigi oigusriigist,0.0048732943469785,0.0045454545454545,6.727272727272557
toonadalal istungid taiendaval,0.0048732943469785,0.0045454545454545,6.727272727272557
palgalohe soolist meeste,0.0107212475633528,0.009090909090909,15.206611570248569
valimisliitude volikogusse volikokku,0.0107212475633528,0.009090909090909,15.206611570248569
karistuse karistus tingimisi,0.0107212475633528,0.009090909090909,15.206611570248569
idapiiri piiririba valjaehitamine,0.0058479532163742,0.0045454545454545,22.27272727272713
pensionifondide pensionifondid fondid,0.0058479532163742,0.0045454545454545,22.27272727272713
lahususe voimude lahusus,0.0058479532163742,0.0045454545454545,22.27272727272713
salvestisi salvestised salvestiste,0.0214424951267056,0.0181818181818181,15.2066115702481
huvigruppe huvigruppide kaasatud,0.0068226120857699,0.0045454545454545,33.37662337662326
vallaga vald sauga,0.0224171539961013,0.0181818181818181,18.893280632411198
jarviku jarvik maaeluministri,0.0126705653021442,0.009090909090909,28.251748251748687
krimmi agressiooni ukraina,0.0185185185185185,0.0136363636363636,26.363636363636488
kaitseliit kaitseliidule kaitseliidu,0.0077972709551656,0.0045454545454545,41.70454545454535
taanis saksamaal hollandis,0.0077972709551656,0.0045454545454545,41.70454545454535
muraste kase kompleksi,0.0077972709551656,0.0045454545454545,41.70454545454535
ulejaagis struktuurses struktuurse,0.0097465886939571,0.0045454545454545,53.36363636363676
elektri elektrit taastuvenergia,0.0097465886939571,0.0045454545454545,53.36363636363676
liitlaste ohutorje keskmaa,0.0107212475633528,0.0045454545454545,57.603305785124284
maavalitsuste maavalitsused maakonna,0.0107212475633528,0.0045454545454545,57.603305785124284
valismaale valjarande valjaranne,0.0116959064327485,0.0045454545454545,61.136363636363896
leping ratifitseerida lepinguga,0.0116959064327485,0.0045454545454545,61.136363636363896
valijate erakonda valijaid,0.0136452241715399,0.0045454545454545,66.68831168831187
haale valimispaeval valimiste,0.016569200779727,0.0045454545454545,72.5668449197862
pagulasi pagulased pagulaste,0.0311890838206627,0.0136363636363636,56.27840909090911
pollumeestele pollumehi pollumehed,0.0185185185185185,0.0045454545454545,75.45454545454568
rahvuse rahvust rahvusriik,0.0214424951267056,0.0045454545454545,78.80165289256213
abielu kooselu samasooliste,0.0419103313840155,0.0045454545454545,89.15433403805505
piirilepingu piirileping piirilepingut,0.0243664717348927,0.0,100.0
