topic_words3,Keskerakond,Reformierakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0054844606946983,0.059625212947189,-987.1663827370902
salvestisi salvestised salvestiste,0.0082266910420475,0.0511073253833049,-521.2379329926197
arengufond arengufondi arengufondis,0.0118829981718464,0.0357751277683134,-201.0614598348844
ulejaagis struktuurses struktuurse,0.0045703839122486,0.0238500851788756,-421.8398637138013
tapsustatakse ajakohastatakse nouete,0.0018281535648994,0.0153321976149914,-738.6712095400532
toonadalal istungid taiendaval,0.0018281535648994,0.0153321976149914,-738.6712095400532
vagivalla naistevastase perevagivalla,0.0018281535648994,0.0136286201022146,-645.4855195911597
untso missioonide liikmesusest,0.0027422303473491,0.0136286201022146,-396.99034639410644
valispoliitika valispoliitikas diplomaatia,0.0009140767824497,0.0085178875638841,-831.8568994889467
ametiuhingute tooandjate keskliit,0.0009140767824497,0.0085178875638841,-831.8568994889467
tooandja tervisesse maksuvabalt,0.0036563071297989,0.0119250425894378,-226.14991482112407
katteallikas katteallikaid katteallikat,0.0027422303473491,0.0102214650766609,-272.742759795578
arengukavad arengukavade pohialuste,0.0073126142595978,0.0170357751277683,-132.96422487223168
maksuamet tolliamet tolliameti,0.0073126142595978,0.0170357751277683,-132.96422487223168
direktiivi direktiiv ulevotmise,0.0018281535648994,0.0085178875638841,-365.92844974447337
psuhhiaatri alaealine psuhhiaatrilist,0.0018281535648994,0.0085178875638841,-365.92844974447337
efsf esm kreekale,0.0045703839122486,0.0119250425894378,-160.9199318569007
deklaratsiooni deklaratsioone deklaratsioonis,0.0036563071297989,0.0102214650766609,-179.55706984667586
aasia aasias saatkonna,0.0036563071297989,0.0102214650766609,-179.55706984667586
tooandja tooandjal tootaja,0.0036563071297989,0.0102214650766609,-179.55706984667586
pollumeestele pollumehi pollumehed,0.0027422303473491,0.0085178875638841,-210.61896649631558
oigusloome oigusloomes oiguspoliitika,0.0018281535648994,0.0068143100511073,-272.74275979557984
volakirjade keskpank volakirju,0.0018281535648994,0.0068143100511073,-272.74275979557984
keeleoskust oskuse keeleoskuse,0.0054844606946983,0.0119250425894378,-117.43327654741805
huvigruppe huvigruppide kaasatud,0.0054844606946983,0.0119250425894378,-117.43327654741805
noukogudesse ariuhingute noukogudes,0.0009140767824497,0.0051107325383304,-459.1141396933615
korterelamute kortermajade kredexi,0.0009140767824497,0.0051107325383304,-459.1141396933615
kodualuse maamaksu maamaksust,0.0009140767824497,0.0051107325383304,-459.1141396933615
korterid kortereid korterit,0.0137111517367458,0.0221465076660988,-61.52186257808161
missiooni missioonile missioon,0.0036563071297989,0.0085178875638841,-132.9642248722303
sularaha kommertspangad pangad,0.0036563071297989,0.0085178875638841,-132.9642248722303
soita jalakaija konniteel,0.0100548446069469,0.0170357751277683,-69.42852717980614
uhistranspordi uhistransport uhistransporti,0.0027422303473491,0.0068143100511073,-148.49517319705322
