topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
aardla pria pealtnagija,0.0,0.0,0.0,0.0,0.0018281535648994515,0.0,0.003816793893129771
aasia aasias saatkonna,0.0029239766081871343,0.0072254335260115606,0.004201680672268907,0.0,0.003656307129798903,0.010221465076660987,0.007633587786259542
abielu kooselu samasooliste,0.04191033138401559,0.024566473988439308,0.0028011204481792717,0.004545454545454545,0.01736745886654479,0.0017035775127768314,0.011450381679389313
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,0.0,0.0,0.0009140767824497258,0.0,0.0
aituma infotundi jahimehed,0.0,0.0,0.0014005602240896359,0.0,0.0009140767824497258,0.0034071550255536627,0.007633587786259542
ajakirjandus ajakirjanduse ajakirjandust,0.00682261208576998,0.0,0.0014005602240896359,0.0,0.005484460694698354,0.0068143100511073255,0.007633587786259542
alkoholi kange lahja,0.015594541910331383,0.005780346820809248,0.0056022408963585435,0.0,0.014625228519195612,0.01192504258943782,0.015267175572519083
ametipalkade riigiteenijate korgemate,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0
ametiuhingute tooandjate keskliit,0.0029239766081871343,0.002890173410404624,0.004201680672268907,0.004545454545454545,0.0009140767824497258,0.008517887563884156,0.003816793893129771
ammendumiseni kaheni pikendada,0.0,0.0,0.0,0.0,0.0,0.0034071550255536627,0.0
annetus erjk annetuse,0.0009746588693957114,0.002890173410404624,0.0,0.0,0.0009140767824497258,0.0,0.0
annetused annetusi annetuste,0.0,0.0,0.0014005602240896359,0.0,0.0,0.0,0.0
apteeke apteegid apteekide,0.001949317738791423,0.0,0.0,0.0,0.0009140767824497258,0.0,0.003816793893129771
arengufond arengufondi arengufondis,0.0009746588693957114,0.011560693641618497,0.004201680672268907,0.004545454545454545,0.011882998171846435,0.03577512776831346,0.011450381679389313
arengukavad arengukavade pohialuste,0.003898635477582846,0.017341040462427744,0.01680672268907563,0.013636363636363636,0.007312614259597806,0.017035775127768313,0.015267175572519083
borsile ipo enefit,0.0009746588693957114,0.001445086705202312,0.0070028011204481795,0.004545454545454545,0.003656307129798903,0.0034071550255536627,0.0
danske filiaali rahapesu,0.001949317738791423,0.0,0.0014005602240896359,0.0,0.0,0.0,0.0
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,0.0028011204481792717,0.004545454545454545,0.003656307129798903,0.010221465076660987,0.015267175572519083
direktiivi direktiiv ulevotmise,0.00682261208576998,0.005780346820809248,0.02100840336134454,0.00909090909090909,0.0018281535648994515,0.008517887563884156,0.011450381679389313
domeenide domeeni interneti,0.0009746588693957114,0.0,0.0,0.0,0.0009140767824497258,0.0,0.0
eelarvele kulude riigieelarvele,0.0029239766081871343,0.004335260115606936,0.0014005602240896359,0.004545454545454545,0.0009140767824497258,0.0017035775127768314,0.0
eelarves riigieelarves reservist,0.010721247563352826,0.008670520231213872,0.0056022408963585435,0.013636363636363636,0.010054844606946984,0.008517887563884156,0.003816793893129771
efsf esm kreekale,0.018518518518518517,0.001445086705202312,0.0014005602240896359,0.0,0.004570383912248629,0.01192504258943782,0.003816793893129771
elamisluba elamisloa viisa,0.012670565302144249,0.008670520231213872,0.0028011204481792717,0.022727272727272728,0.0009140767824497258,0.0,0.003816793893129771
elatisraha elatisabi elatise,0.0029239766081871343,0.0,0.004201680672268907,0.004545454545454545,0.003656307129798903,0.0017035775127768314,0.03435114503816794
elektri elektrit taastuvenergia,0.009746588693957114,0.0072254335260115606,0.012605042016806723,0.004545454545454545,0.010968921389396709,0.0068143100511073255,0.003816793893129771
energiaagentuur agentuuri agentuur,0.0009746588693957114,0.002890173410404624,0.0,0.0,0.0009140767824497258,0.0,0.0
eriarstide eriarstiabi eriarsti,0.008771929824561403,0.010115606936416185,0.029411764705882353,0.022727272727272728,0.033820840950639856,0.008517887563884156,0.003816793893129771
erimargistatud kutust kutuse,0.001949317738791423,0.001445086705202312,0.0014005602240896359,0.0,0.0018281535648994515,0.0017035775127768314,0.0
eripensioni valjateenitud staazi,0.0009746588693957114,0.004335260115606936,0.0,0.004545454545454545,0.0,0.0,0.011450381679389313
estonian air airi,0.011695906432748537,0.004335260115606936,0.014005602240896359,0.0,0.021937842778793418,0.0,0.0
etv saateid pbk,0.0029239766081871343,0.004335260115606936,0.0014005602240896359,0.0,0.0009140767824497258,0.0,0.0
fie fuusilisest isikust,0.0,0.0,0.0014005602240896359,0.00909090909090909,0.009140767824497258,0.010221465076660987,0.011450381679389313
haale valimispaeval valimiste,0.016569200779727095,0.008670520231213872,0.008403361344537815,0.004545454545454545,0.018281535648994516,0.0,0.003816793893129771
haaletamissedel haaletamiskasti sedeli,0.0,0.001445086705202312,0.0,0.0,0.0018281535648994515,0.0,0.0
haalte kandidaatidele haaletamisest,0.0,0.0,0.0,0.0,0.0009140767824497258,0.0,0.0
hadaolukorda eriolukord eriolukorra,0.0,0.001445086705202312,0.0,0.0,0.002742230347349177,0.0034071550255536627,0.0
haiguspaevade haiguspaevi haiguspaeva,0.001949317738791423,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0
hambaravi hammaste hambad,0.001949317738791423,0.0,0.004201680672268907,0.0,0.009140767824497258,0.0,0.011450381679389313
hanke hankija riigihangete,0.0029239766081871343,0.004335260115606936,0.0056022408963585435,0.0,0.010968921389396709,0.005110732538330494,0.0
hansson ardo panga,0.0009746588693957114,0.002890173410404624,0.0,0.0,0.0018281535648994515,0.0034071550255536627,0.0
hiv narkomaania epideemia,0.0,0.004335260115606936,0.0056022408963585435,0.0,0.0009140767824497258,0.0,0.0
hoiu pangad pankade,0.0009746588693957114,0.0,0.0,0.0,0.0018281535648994515,0.0,0.0
hooldekodus hoolduse hooldekodu,0.001949317738791423,0.0,0.0028011204481792717,0.0,0.003656307129798903,0.0017035775127768314,0.0
hoone rkas hoonet,0.001949317738791423,0.0072254335260115606,0.00980392156862745,0.004545454545454545,0.010968921389396709,0.0034071550255536627,0.0
humni humn laulda,0.0,0.0,0.0,0.0,0.002742230347349177,0.0017035775127768314,0.0
huvigruppe huvigruppide kaasatud,0.00682261208576998,0.01300578034682081,0.008403361344537815,0.004545454545454545,0.005484460694698354,0.01192504258943782,0.003816793893129771
huvihariduse huvitegevuse huviharidus,0.0,0.001445086705202312,0.0,0.0,0.0,0.0017035775127768314,0.0
id mobiil kaardi,0.0009746588693957114,0.004335260115606936,0.0056022408963585435,0.0,0.007312614259597806,0.008517887563884156,0.0
idapiiri piiririba valjaehitamine,0.005847953216374269,0.001445086705202312,0.0014005602240896359,0.004545454545454545,0.0,0.0,0.0
iive sundimus iibe,0.0029239766081871343,0.001445086705202312,0.0014005602240896359,0.0,0.005484460694698354,0.0017035775127768314,0.0
inflatsiooni inflatsioon hinnatous,0.0029239766081871343,0.0,0.0,0.0,0.0018281535648994515,0.0,0.0
inimarengu aruanne aruandes,0.0,0.005780346820809248,0.0,0.004545454545454545,0.0018281535648994515,0.0,0.0
jaatmeid liigiti prugi,0.0,0.0,0.004201680672268907,0.004545454545454545,0.0009140767824497258,0.0017035775127768314,0.011450381679389313
jahimehed jahimeeste jahti,0.0,0.0,0.004201680672268907,0.004545454545454545,0.0009140767824497258,0.0,0.0
jalitustegevuse jalitustoimingu sideandmete,0.0009746588693957114,0.0,0.0014005602240896359,0.004545454545454545,0.0018281535648994515,0.0,0.003816793893129771
jarviku jarvik maaeluministri,0.012670565302144249,0.004335260115606936,0.0014005602240896359,0.00909090909090909,0.006398537477148081,0.0034071550255536627,0.0
joustumine joustuma joustada,0.0009746588693957114,0.014450867052023121,0.014005602240896359,0.013636363636363636,0.005484460694698354,0.010221465076660987,0.019083969465648856
kaasne lisakulutusi riigieelarvele,0.004873294346978557,0.0072254335260115606,0.0,0.004545454545454545,0.002742230347349177,0.005110732538330494,0.003816793893129771
kaibemaksu kaibemaks kaibemaksumaara,0.0009746588693957114,0.001445086705202312,0.0028011204481792717,0.0,0.004570383912248629,0.005110732538330494,0.0
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.002890173410404624,0.0014005602240896359,0.0,0.004570383912248629,0.0017035775127768314,0.003816793893129771
kaitseliit kaitseliidule kaitseliidu,0.007797270955165692,0.004335260115606936,0.004201680672268907,0.004545454545454545,0.002742230347349177,0.005110732538330494,0.003816793893129771
kala kalurid kalurite,0.001949317738791423,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0
