topic_words3,Isamaa,Sotsiaaldemokraadid,difference
elatisraha elatisabi elatise,0.0045454545454545,0.0343511450381679,-655.7251908397013
karistuse karistus tingimisi,0.009090909090909,0.0267175572519083,-193.89312977099422
leping ratifitseerida lepinguga,0.0045454545454545,0.0190839694656488,-319.8473282442778
riigireformi riigireformist riigireform,0.0136363636363636,0.0305343511450381,-123.91857506361335
palgalohe soolist meeste,0.009090909090909,0.0229007633587786,-151.90839694656714
tulubaasi tasandusfondi tulumaksuosa,0.0045454545454545,0.015267175572519,-235.87786259542133
deklaratsiooni deklaratsioone deklaratsioonis,0.0045454545454545,0.015267175572519,-235.87786259542133
vagivalla naistevastase perevagivalla,0.0045454545454545,0.015267175572519,-235.87786259542133
vanemahuvitist vanemahuvitise vanemahuvitis,0.009090909090909,0.0190839694656488,-109.9236641221389
arengufond arengufondi arengufondis,0.0045454545454545,0.0114503816793893,-151.90839694656714
eripensioni valjateenitud staazi,0.0045454545454545,0.0114503816793893,-151.90839694656714
jaatmeid liigiti prugi,0.0045454545454545,0.0114503816793893,-151.90839694656714
abielu kooselu samasooliste,0.0045454545454545,0.0114503816793893,-151.90839694656714
kinnisasja maad maa,0.0227272727272727,0.0343511450381679,-51.145038167938935
joustumine joustuma joustada,0.0136363636363636,0.0190839694656488,-39.94910941475825
virumaale virumaa toostusalade,0.0045454545454545,0.0076335877862595,-67.93893129771068
toonadalal istungid taiendaval,0.0045454545454545,0.0076335877862595,-67.93893129771068
rahvuse rahvust rahvusriik,0.0045454545454545,0.0076335877862595,-67.93893129771068
pensionifondide pensionifondid fondid,0.0045454545454545,0.0076335877862595,-67.93893129771068
direktiivi direktiiv ulevotmise,0.009090909090909,0.0114503816793893,-25.95419847328356
fie fuusilisest isikust,0.009090909090909,0.0114503816793893,-25.95419847328356
valimisliitude volikogusse volikokku,0.009090909090909,0.0114503816793893,-25.95419847328356
kodakondsust kodakondsuse kodanikuks,0.009090909090909,0.0114503816793893,-25.95419847328356
arengukavad arengukavade pohialuste,0.0136363636363636,0.015267175572519,-11.959287531806305
salvestisi salvestised salvestiste,0.0181818181818181,0.0190839694656488,-4.961832061068866
valijate erakonda valijaid,0.0045454545454545,0.0038167938931297,16.030534351145757
opositsiooni koalitsioonil opositsioonil,0.0045454545454545,0.0038167938931297,16.030534351145757
kaasne lisakulutusi riigieelarvele,0.0045454545454545,0.0038167938931297,16.030534351145757
soita jalakaija konniteel,0.0045454545454545,0.0038167938931297,16.030534351145757
maavalitsuste maavalitsused maakonna,0.0045454545454545,0.0038167938931297,16.030534351145757
valismaale valjarande valjaranne,0.0045454545454545,0.0038167938931297,16.030534351145757
ametiuhingute tooandjate keskliit,0.0045454545454545,0.0038167938931297,16.030534351145757
huvigruppe huvigruppide kaasatud,0.0045454545454545,0.0038167938931297,16.030534351145757
jalitustegevuse jalitustoimingu sideandmete,0.0045454545454545,0.0038167938931297,16.030534351145757
uhistranspordi uhistransport uhistransporti,0.0045454545454545,0.0038167938931297,16.030534351145757
ulejaagis struktuurses struktuurse,0.0045454545454545,0.0038167938931297,16.030534351145757
kaitseliit kaitseliidule kaitseliidu,0.0045454545454545,0.0038167938931297,16.030534351145757
kutsehariduse kutseharidus kutsehariduses,0.0045454545454545,0.0038167938931297,16.030534351145757
haale valimispaeval valimiste,0.0045454545454545,0.0038167938931297,16.030534351145757
tooandja tooandjal tootaja,0.0045454545454545,0.0038167938931297,16.030534351145757
elektri elektrit taastuvenergia,0.0045454545454545,0.0038167938931297,16.030534351145757
pollumeestele pollumehi pollumehed,0.0045454545454545,0.0038167938931297,16.030534351145757
korterid kortereid korterit,0.009090909090909,0.0076335877862595,16.030534351144663
tapsustatakse ajakohastatakse nouete,0.009090909090909,0.0076335877862595,16.030534351144663
treenerite spordi sport,0.009090909090909,0.0076335877862595,16.030534351144663
vabatahtlike komandode paasteameti,0.0136363636363636,0.0114503816793893,16.030534351144897
vallaga vald sauga,0.0181818181818181,0.015267175572519,16.030534351145125
lapsetoetust lapsetoetus lapsetoetuse,0.0227272727272727,0.015267175572519,32.82442748091632
tooandja tervisesse maksuvabalt,0.0181818181818181,0.0114503816793893,37.02290076335857
krimmi agressiooni ukraina,0.0136363636363636,0.0076335877862595,44.020356234096845
psuhhiaatri alaealine psuhhiaatrilist,0.0136363636363636,0.0076335877862595,44.020356234096845
teenuseid teenused teenust,0.009090909090909,0.0038167938931297,58.01526717557288
pensioni pension sammas,0.009090909090909,0.0038167938931297,58.01526717557288
koolis kooli opilased,0.0272727272727272,0.015267175572519,44.020356234096845
vaesuses suhtelises vaesuse,0.0181818181818181,0.0076335877862595,58.015267175572575
keeleoskust oskuse keeleoskuse,0.0136363636363636,0.0038167938931297,72.01017811704878
maksuamet tolliamet tolliameti,0.0136363636363636,0.0038167938931297,72.01017811704878
uliopilased uliopilastele uliopilaste,0.0136363636363636,0.0038167938931297,72.01017811704878
pagulasi pagulased pagulaste,0.0136363636363636,0.0038167938931297,72.01017811704878
valimisea valimisiga valimisoiguse,0.0136363636363636,0.0038167938931297,72.01017811704878
lipu laevu kaubalaeva,0.0136363636363636,0.0038167938931297,72.01017811704878
eelarves riigieelarves reservist,0.0136363636363636,0.0038167938931297,72.01017811704878
pohiseadusega riigikohus oiguskantsler,0.0181818181818181,0.0038167938931297,79.00763358778656
tulumaksuvaba maksususteemi tulumaksu,0.0227272727272727,0.0038167938931297,83.20610687022929
elamisluba elamisloa viisa,0.0227272727272727,0.0038167938931297,83.20610687022929
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0227272727272727,0.0038167938931297,83.20610687022929
eriarstide eriarstiabi eriarsti,0.0227272727272727,0.0038167938931297,83.20610687022929
rail trassi balticu,0.0318181818181818,0.0076335877862595,76.00872410032727
miili baasvorgu lairiba,0.0681818181818181,0.015267175572519,77.60814249363878
koolilouna koolitoidu koolitoit,0.0272727272727272,0.0,100.0
pensionitous pensionitousu pension,0.0181818181818181,0.0,100.0
tootuna arvele ariuhingu,0.0136363636363636,0.0,100.0
pealinnast tallinnast viljandisse,0.009090909090909,0.0,100.0
missiooni missioonile missioon,0.009090909090909,0.0,100.0
jarviku jarvik maaeluministri,0.009090909090909,0.0,100.0
muraste kase kompleksi,0.0045454545454545,0.0,100.0
borsile ipo enefit,0.0045454545454545,0.0,100.0
teenistuse teenistuses avalikus,0.0045454545454545,0.0,100.0
taanis saksamaal hollandis,0.0045454545454545,0.0,100.0
tarbijakaitse amet ametile,0.0045454545454545,0.0,100.0
lae korgepalgaliste lagi,0.0045454545454545,0.0,100.0
liiklussurmade liikluses hukkunute,0.0045454545454545,0.0,100.0
kantsler kantsleri riigisekretar,0.0045454545454545,0.0,100.0
hoone rkas hoonet,0.0045454545454545,0.0,100.0
kohanimenoukogu vonnu mulgi,0.0045454545454545,0.0,100.0
toovoimereformi toovoimega toovoimereform,0.0045454545454545,0.0,100.0
kasvavad tuleval kasv,0.0045454545454545,0.0,100.0
tulubaasi omavalitsustele omavalitsuste,0.0045454545454545,0.0,100.0
kusija vastaja vastasin,0.0045454545454545,0.0,100.0
ugri rahvaste polisrahvaste,0.0045454545454545,0.0,100.0
idapiiri piiririba valjaehitamine,0.0045454545454545,0.0,100.0
jahimehed jahimeeste jahti,0.0045454545454545,0.0,100.0
oigusloome oigusloomes oiguspoliitika,0.0045454545454545,0.0,100.0
oigusriik oigusriigi oigusriigist,0.0045454545454545,0.0,100.0
inimarengu aruanne aruandes,0.0045454545454545,0.0,100.0
piirikontrolli schengeni valispiiri,0.0045454545454545,0.0,100.0
poolte kokkuleppel huvitise,0.0045454545454545,0.0,100.0
tootuli lepitaja ametiuhingute,0.0045454545454545,0.0,100.0
liitlaste ohutorje keskmaa,0.0045454545454545,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0045454545454545,0.0,100.0
riigimetsa majandamise noukokku,0.0045454545454545,0.0,100.0
eelarvele kulude riigieelarvele,0.0045454545454545,0.0,100.0
samba sammas sambasse,0.0045454545454545,0.0,100.0
lahususe voimude lahusus,0.0045454545454545,0.0,100.0
skais arendused infosusteemide,0.0045454545454545,0.0,100.0
valitsemisalade katteallikaks riigieelarves,0.0,0.0,
valdkonnad laekumisest fikseeritakse,0.0,0.0,
vaikesaarte saarte pusiasustusega,0.0,0.0,
uuring uuringut uuringu,0.0,0.0,
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
ts parvlaeva parvlaevad,0.0,0.0,
tootuid tootute tootu,0.0,0.0,
hansson ardo panga,0.0,0.0,
