topic_words3,Keskerakond,Sotsiaaldemokraadid,difference
elatisraha elatisabi elatise,0.0036563071297989,0.0343511450381679,-839.5038167938928
kinnisasja maad maa,0.0045703839122486,0.0343511450381679,-651.6030534351183
riigireformi riigireformist riigireform,0.0027422303473491,0.0305343511450381,-1013.4860050890875
palgalohe soolist meeste,0.0045703839122486,0.0229007633587786,-401.06870229007893
karistuse karistus tingimisi,0.0073126142595978,0.0267175572519083,-265.3625954198463
vanemahuvitist vanemahuvitise vanemahuvitis,0.0045703839122486,0.0190839694656488,-317.55725190839837
vagivalla naistevastase perevagivalla,0.0018281535648994,0.015267175572519,-735.1145038168129
normitehnika mojude eeskiri,0.0018281535648994,0.015267175572519,-735.1145038168129
untso missioonide liikmesusest,0.0027422303473491,0.015267175572519,-456.7430025445419
joustumine joustuma joustada,0.0054844606946983,0.0190839694656488,-247.9643765903333
deklaratsiooni deklaratsioone deklaratsioonis,0.0036563071297989,0.015267175572519,-317.55725190839496
jaatmeid liigiti prugi,0.0009140767824497,0.0114503816793893,-1152.6717557252248
terviseandmed isikuandmeid terviseandmeid,0.0009140767824497,0.0114503816793893,-1152.6717557252248
direktiivi direktiiv ulevotmise,0.0018281535648994,0.0114503816793893,-526.3358778626124
miili baasvorgu lairiba,0.0045703839122486,0.015267175572519,-234.0458015267178
lapsetoetust lapsetoetus lapsetoetuse,0.0054844606946983,0.015267175572519,-178.37150127226587
salvestisi salvestised salvestiste,0.0082266910420475,0.0190839694656488,-131.97625106022076
leping ratifitseerida lepinguga,0.0082266910420475,0.0190839694656488,-131.97625106022076
aituma infotundi jahimehed,0.0009140767824497,0.0076335877862595,-735.1145038168129
korterelamute kortermajade kredexi,0.0009140767824497,0.0076335877862595,-735.1145038168129
mes maale maaelu,0.0009140767824497,0.0076335877862595,-735.1145038168129
kodakondsust kodakondsuse kodanikuks,0.0036563071297989,0.0114503816793893,-213.1679389312976
tooandja tervisesse maksuvabalt,0.0036563071297989,0.0114503816793893,-213.1679389312976
toonadalal istungid taiendaval,0.0018281535648994,0.0076335877862595,-317.55725190840644
tapsustatakse ajakohastatakse nouete,0.0018281535648994,0.0076335877862595,-317.55725190840644
psuhhiaatri alaealine psuhhiaatrilist,0.0018281535648994,0.0076335877862595,-317.55725190840644
korruptsiooni korruptsioon korruptsiooniga,0.0045703839122486,0.0114503816793893,-150.53435114503947
arengukavad arengukavade pohialuste,0.0073126142595978,0.015267175572519,-108.7786259541975
moisteid moiste moisted,0.0027422303473491,0.0076335877862595,-178.37150127227096
pensionifondide pensionifondid fondid,0.0027422303473491,0.0076335877862595,-178.37150127227096
prokuratuur prokuratuuri prokuror,0.0091407678244972,0.015267175572519,-67.0229007633589
elamisluba elamisloa viisa,0.0009140767824497,0.0038167938931297,-317.557251908401
koolituse koolitus koolitusele,0.0009140767824497,0.0038167938931297,-317.557251908401
kodualuse maamaksu maamaksust,0.0009140767824497,0.0038167938931297,-317.557251908401
ooteala piiriuletuse piiripunkti,0.0009140767824497,0.0038167938931297,-317.557251908401
apteeke apteegid apteekide,0.0009140767824497,0.0038167938931297,-317.557251908401
valispoliitika valispoliitikas diplomaatia,0.0009140767824497,0.0038167938931297,-317.557251908401
noukogudesse ariuhingute noukogudes,0.0009140767824497,0.0038167938931297,-317.557251908401
keskkonnaameti uhendamine uhendamise,0.0009140767824497,0.0038167938931297,-317.557251908401
loomi loomade loomad,0.0009140767824497,0.0038167938931297,-317.557251908401
ametiuhingute tooandjate keskliit,0.0009140767824497,0.0038167938931297,-317.557251908401
aasia aasias saatkonna,0.0036563071297989,0.0076335877862595,-108.7786259541975
teede teehoiuks teedele,0.0036563071297989,0.0076335877862595,-108.7786259541975
treenerite spordi sport,0.0036563071297989,0.0076335877862595,-108.7786259541975
opositsioonis koalitsiooni opositsiooni,0.0137111517367458,0.0190839694656488,-39.1857506361328
veb fondi uurimiskomisjon,0.0045703839122486,0.0076335877862595,-67.0229007633589
rail trassi balticu,0.0045703839122486,0.0076335877862595,-67.0229007633589
valimisea valimisiga valimisoiguse,0.0018281535648994,0.0038167938931297,-108.77862595420052
jalitustegevuse jalitustoimingu sideandmete,0.0018281535648994,0.0038167938931297,-108.77862595420052
korrata stenogrammist vabandan,0.0018281535648994,0.0038167938931297,-108.77862595420052
objekti anu raua,0.0018281535648994,0.0038167938931297,-108.77862595420052
kauguhendus avaksite ettekandjalt,0.0018281535648994,0.0038167938931297,-108.77862595420052
volakirjade keskpank volakirju,0.0018281535648994,0.0038167938931297,-108.77862595420052
aardla pria pealtnagija,0.0018281535648994,0.0038167938931297,-108.77862595420052
teadus teaduse arendustegevuse,0.0018281535648994,0.0038167938931297,-108.77862595420052
metsa metsade mets,0.0018281535648994,0.0038167938931297,-108.77862595420052
riigiabi komisjonilt loa,0.0018281535648994,0.0038167938931297,-108.77862595420052
vaesuses suhtelises vaesuse,0.0054844606946983,0.0076335877862595,-39.185750636132944
krimmi agressiooni ukraina,0.0054844606946983,0.0076335877862595,-39.185750636132944
ajakirjandus ajakirjanduse ajakirjandust,0.0054844606946983,0.0076335877862595,-39.185750636132944
hambaravi hammaste hambad,0.0091407678244972,0.0114503816793893,-25.267175572519733
fie fuusilisest isikust,0.0091407678244972,0.0114503816793893,-25.267175572519733
muuseum muuseumi muuseumide,0.0027422303473491,0.0038167938931297,-39.185750636133655
pollumeestele pollumehi pollumehed,0.0027422303473491,0.0038167938931297,-39.185750636133655
kaitseliit kaitseliidule kaitseliidu,0.0027422303473491,0.0038167938931297,-39.185750636133655
teenuseid teenused teenust,0.0027422303473491,0.0038167938931297,-39.185750636133655
uhistranspordi uhistransport uhistransporti,0.0027422303473491,0.0038167938931297,-39.185750636133655
kaasne lisakulutusi riigieelarvele,0.0027422303473491,0.0038167938931297,-39.185750636133655
riigipalgaliste riigisektoris koondada,0.0027422303473491,0.0038167938931297,-39.185750636133655
salastatud valisteabe riigisaladuse,0.0027422303473491,0.0038167938931297,-39.185750636133655
opositsiooni koalitsioonil opositsioonil,0.0027422303473491,0.0038167938931297,-39.185750636133655
lipu laevu kaubalaeva,0.0027422303473491,0.0038167938931297,-39.185750636133655
vagivallale vihakone ohutamine,0.006398537477148,0.0076335877862595,-19.302071973828543
valimisliitude volikogusse volikokku,0.0100548446069469,0.0114503816793893,-13.879250520472727
alkoholi kange lahja,0.0146252285191956,0.015267175572519,-4.38931297709875
vabatahtlike komandode paasteameti,0.0109689213893967,0.0114503816793893,-4.3893129770992125
rahvuse rahvust rahvusriik,0.0073126142595978,0.0076335877862595,-4.38931297709875
kohtutaiturite kohtutaitur kohtutaituri,0.0036563071297989,0.0038167938931297,-4.389312977097386
tooandja tooandjal tootaja,0.0036563071297989,0.0038167938931297,-4.389312977097386
kutsehariduse kutseharidus kutsehariduses,0.0036563071297989,0.0038167938931297,-4.389312977097386
piima toorpiima toodangut,0.0036563071297989,0.0038167938931297,-4.389312977097386
utah jordaania energia,0.0036563071297989,0.0038167938931297,-4.389312977097386
arengufond arengufondi arengufondis,0.0118829981718464,0.0114503816793893,3.640634174985142
kaitsekulud kaitsekulutused kaitsekulude,0.0045703839122486,0.0038167938931297,16.488549618321642
ulejaagis struktuurses struktuurse,0.0045703839122486,0.0038167938931297,16.488549618321642
efsf esm kreekale,0.0045703839122486,0.0038167938931297,16.488549618321642
uliopilased uliopilastele uliopilaste,0.0045703839122486,0.0038167938931297,16.488549618321642
valijate erakonda valijaid,0.0054844606946983,0.0038167938931297,30.407124681934437
keeleoskust oskuse keeleoskuse,0.0054844606946983,0.0038167938931297,30.407124681934437
huvigruppe huvigruppide kaasatud,0.0054844606946983,0.0038167938931297,30.407124681934437
tulumaksuvaba maksususteemi tulumaksu,0.0054844606946983,0.0038167938931297,30.407124681934437
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0054844606946983,0.0038167938931297,30.407124681934437
pagulasi pagulased pagulaste,0.0054844606946983,0.0038167938931297,30.407124681934437
pensioni pension sammas,0.0054844606946983,0.0038167938931297,30.407124681934437
pensioniiga pensioniea eluiga,0.006398537477148,0.0038167938931297,40.34896401308651
slovakkia ungari portugal,0.006398537477148,0.0038167938931297,40.34896401308651
riigikontrolli auditi auditit,0.006398537477148,0.0038167938931297,40.34896401308651
valismaale valjarande valjaranne,0.006398537477148,0.0038167938931297,40.34896401308651
tulubaasi tasandusfondi tulumaksuosa,0.0201096892138939,0.015267175572519,24.080499653018897
maksuamet tolliamet tolliameti,0.0073126142595978,0.0038167938931297,47.80534351145131
abielu kooselu samasooliste,0.0173674588665447,0.0114503816793893,34.06990759341074
pohiseadusega riigikohus oiguskantsler,0.0082266910420475,0.0038167938931297,53.60474978795657
korterid kortereid korterit,0.0137111517367458,0.0076335877862595,44.32569974554703
virumaale virumaa toostusalade,0.0146252285191956,0.0076335877862595,47.80534351145063
otsevalimise presidenti presidendi,0.0100548446069469,0.0038167938931297,62.04024982650975
soita jalakaija konniteel,0.0100548446069469,0.0038167938931297,62.04024982650975
eelarves riigieelarves reservist,0.0100548446069469,0.0038167938931297,62.04024982650975
palgatousu opetajate palgatous,0.0155393053016453,0.0076335877862595,50.87561742254169
elektri elektrit taastuvenergia,0.0109689213893967,0.0038167938931297,65.20356234096754
vallaga vald sauga,0.0274223034734917,0.015267175572519,44.32569974554723
kohtunike kohtususteem kohtuniku,0.0118829981718464,0.0038167938931297,67.88021139166227
haale valimispaeval valimiste,0.0182815356489945,0.0038167938931297,79.12213740458051
maavalitsuste maavalitsused maakonna,0.0210237659963436,0.0038167938931297,81.84533687354822
koolis kooli opilased,0.0484460694698354,0.015267175572519,68.48624513898905
eriarstide eriarstiabi eriarsti,0.0338208409506398,0.0038167938931297,88.7146688673408
estonian air airi,0.0219378427787934,0.0,100.0
ts parvlaeva parvlaevad,0.0210237659963436,0.0,100.0
tulubaasi omavalitsustele omavalitsuste,0.0146252285191956,0.0,100.0
hoone rkas hoonet,0.0109689213893967,0.0,100.0
hanke hankija riigihangete,0.0109689213893967,0.0,100.0
kohtla jarve johvi,0.0100548446069469,0.0,100.0
liitlaste ohutorje keskmaa,0.0091407678244972,0.0,100.0
matusetoetust matusetoetus matusetoetuse,0.0091407678244972,0.0,100.0
lng terminali gaasi,0.0082266910420475,0.0,100.0
korteriuhistu korteriomanike korteriuhistute,0.0073126142595978,0.0,100.0
id mobiil kaardi,0.0073126142595978,0.0,100.0
jarviku jarvik maaeluministri,0.006398537477148,0.0,100.0
liiklussurmade liikluses hukkunute,0.0054844606946983,0.0,100.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0054844606946983,0.0,100.0
iive sundimus iibe,0.0054844606946983,0.0,100.0
konkurss konkursi konkurssi,0.0054844606946983,0.0,100.0
omandireformi tagastatud omandireform,0.0054844606946983,0.0,100.0
suuria euroopasse turgis,0.0045703839122486,0.0,100.0
kaibemaksu kaibemaks kaibemaksumaara,0.0045703839122486,0.0,100.0
taanis saksamaal hollandis,0.0045703839122486,0.0,100.0
riigikontrolor karis riigikontrolori,0.0036563071297989,0.0,100.0
sigade katku katk,0.0036563071297989,0.0,100.0
borsile ipo enefit,0.0036563071297989,0.0,100.0
relva relvade relvaluba,0.0036563071297989,0.0,100.0
hooldekodus hoolduse hooldekodu,0.0036563071297989,0.0,100.0
piirilepingu piirileping piirilepingut,0.0036563071297989,0.0,100.0
pealinnast tallinnast viljandisse,0.0036563071297989,0.0,100.0
missiooni missioonile missioon,0.0036563071297989,0.0,100.0
tootuid tootute tootu,0.0036563071297989,0.0,100.0
sularaha kommertspangad pangad,0.0036563071297989,0.0,100.0
humni humn laulda,0.0027422303473491,0.0,100.0
kandidaadi kandidaati kandidaat,0.0027422303473491,0.0,100.0
kohanimenoukogu vonnu mulgi,0.0027422303473491,0.0,100.0
pensionitous pensionitousu pension,0.0027422303473491,0.0,100.0
lahususe voimude lahusus,0.0027422303473491,0.0,100.0
hadaolukorda eriolukord eriolukorra,0.0027422303473491,0.0,100.0
katteallikas katteallikaid katteallikat,0.0027422303473491,0.0,100.0
koolilouna koolitoidu koolitoit,0.0027422303473491,0.0,100.0
nord stream streami,0.0027422303473491,0.0,100.0
