topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,difference
ametiuhingute tooandjate keskliit,0.0029239766081871,0.0028901734104046,1.1560693641615214
loomi loomade loomad,0.0029239766081871,0.0028901734104046,1.1560693641615214
valispoliitika valispoliitikas diplomaatia,0.0029239766081871,0.0028901734104046,1.1560693641615214
karistuse karistus tingimisi,0.0107212475633528,0.0101156069364161,5.64897530215505
valimisea valimisiga valimisoiguse,0.0048732943469785,0.0043352601156069,11.040462427745354
lipu laevu kaubalaeva,0.0097465886939571,0.0086705202312138,11.040462427746272
ulejaagis struktuurses struktuurse,0.0097465886939571,0.0086705202312138,11.040462427746272
riigiloivude riigiloivud riigiloivu,0.0019493177387914,0.0014450867052023,25.867052023121133
samba sammas sambasse,0.0019493177387914,0.0014450867052023,25.867052023121133
koolilouna koolitoidu koolitoit,0.0019493177387914,0.0014450867052023,25.867052023121133
riigipuha puhade tahtpaevade,0.0019493177387914,0.0014450867052023,25.867052023121133
korterelamute kortermajade kredexi,0.0019493177387914,0.0014450867052023,25.867052023121133
tooandja tooandjal tootaja,0.0019493177387914,0.0014450867052023,25.867052023121133
erimargistatud kutust kutuse,0.0019493177387914,0.0014450867052023,25.867052023121133
piirikontrolli schengeni valispiiri,0.0019493177387914,0.0014450867052023,25.867052023121133
direktiivi direktiiv ulevotmise,0.0068226120857699,0.0057803468208092,15.27663088356702
liitlaste ohutorje keskmaa,0.0107212475633528,0.0086705202312138,19.127693116132892
eelarves riigieelarves reservist,0.0107212475633528,0.0086705202312138,19.127693116132892
pensionifondide pensionifondid fondid,0.0058479532163742,0.0043352601156069,25.86705202312113
lahususe voimude lahusus,0.0058479532163742,0.0043352601156069,25.86705202312113
taanis saksamaal hollandis,0.0077972709551656,0.0057803468208092,25.867052023121133
elektri elektrit taastuvenergia,0.0097465886939571,0.0072254335260115,25.8670520231219
keskkonnaameti uhendamine uhendamise,0.0029239766081871,0.0014450867052023,50.57803468208076
iive sundimus iibe,0.0029239766081871,0.0014450867052023,50.57803468208076
soita jalakaija konniteel,0.0029239766081871,0.0014450867052023,50.57803468208076
konkurss konkursi konkurssi,0.0048732943469785,0.0028901734104046,40.69364161849691
tulubaasi omavalitsustele omavalitsuste,0.0048732943469785,0.0028901734104046,40.69364161849691
palgalohe soolist meeste,0.0107212475633528,0.0072254335260115,32.606410930110755
elamisluba elamisloa viisa,0.0126705653021442,0.0086705202312138,31.569586482881583
terviseandmed isikuandmeid terviseandmeid,0.0058479532163742,0.0028901734104046,50.57803468208076
volakirjade keskpank volakirju,0.0058479532163742,0.0028901734104046,50.57803468208076
kaitseliit kaitseliidule kaitseliidu,0.0077972709551656,0.0043352601156069,44.400289017340846
piirivalve valvamise valvamine,0.0097465886939571,0.0057803468208092,40.69364161849752
liiklussurmade liikluses hukkunute,0.0038986354775828,0.0014450867052023,62.93352601156056
tooandja tervisesse maksuvabalt,0.0038986354775828,0.0014450867052023,62.93352601156056
miili baasvorgu lairiba,0.0048732943469785,0.0014450867052023,70.34682080924846
leping ratifitseerida lepinguga,0.0116959064327485,0.0057803468208092,50.578034682081174
muraste kase kompleksi,0.0077972709551656,0.0028901734104046,62.93352601156056
idapiiri piiririba valjaehitamine,0.0058479532163742,0.0014450867052023,75.28901734104038
haale valimispaeval valimiste,0.016569200779727,0.0086705202312138,47.67086025161523
salastatud valisteabe riigisaladuse,0.0068226120857699,0.0014450867052023,78.81915772089175
piima toorpiima toodangut,0.0068226120857699,0.0014450867052023,78.81915772089175
opositsioonis koalitsiooni opositsiooni,0.0155945419103313,0.0072254335260115,53.66690751445101
estonian air airi,0.0116959064327485,0.0043352601156069,62.93352601156088
rail trassi balticu,0.016569200779727,0.0072254335260115,56.392383543012706
jarviku jarvik maaeluministri,0.0126705653021442,0.0043352601156069,65.7847932414408
ts parvlaeva parvlaevad,0.0107212475633528,0.0028901734104046,73.0425643720443
maavalitsuste maavalitsused maakonna,0.0107212475633528,0.0028901734104046,73.0425643720443
missiooni missioonile missioon,0.0087719298245614,0.0014450867052023,83.52601156069377
alkoholi kange lahja,0.0155945419103313,0.0057803468208092,62.9335260115608
abielu kooselu samasooliste,0.0419103313840155,0.0245664739884393,41.38325043688656
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.016569200779727,0.0057803468208092,65.11390683441014
rahvuse rahvust rahvusriik,0.0214424951267056,0.0086705202312138,59.563846558066444
valismaale valjarande valjaranne,0.0116959064327485,0.0014450867052023,87.64450867052031
prokuratuur prokuratuuri prokuror,0.0126705653021442,0.0014450867052023,88.59493108048026
valijate erakonda valijaid,0.0136452241715399,0.0014450867052023,89.40957886044596
slovakkia ungari portugal,0.0155945419103313,0.0028901734104046,81.4667630057804
pollumeestele pollumehi pollumehed,0.0185185185185185,0.0028901734104046,84.39306358381515
efsf esm kreekale,0.0185185185185185,0.0014450867052023,92.19653179190756
vagivallale vihakone ohutamine,0.0204678362573099,0.0014450867052023,92.93971924029731
pagulasi pagulased pagulaste,0.0311890838206627,0.0043352601156069,86.10007225433534
piirilepingu piirileping piirilepingut,0.0243664717348927,0.0,100.0
veb fondi uurimiskomisjon,0.0107212475633528,0.0,100.0
matusetoetust matusetoetus matusetoetuse,0.0087719298245614,0.0,100.0
ajakirjandus ajakirjanduse ajakirjandust,0.0068226120857699,0.0,100.0
relva relvade relvaluba,0.0058479532163742,0.0,100.0
louis freeh kremli,0.0048732943469785,0.0,100.0
suuria euroopasse turgis,0.0048732943469785,0.0,100.0
oigusriik oigusriigi oigusriigist,0.0048732943469785,0.0,100.0
volitust kaasuses jarvik,0.0048732943469785,0.0,100.0
metsa metsade mets,0.0038986354775828,0.0,100.0
vaesuses suhtelises vaesuse,0.0038986354775828,0.0,100.0
utah jordaania energia,0.0029239766081871,0.0,100.0
inflatsiooni inflatsioon hinnatous,0.0029239766081871,0.0,100.0
teekasutustasu autode autod,0.0029239766081871,0.0,100.0
pensionitous pensionitousu pension,0.0029239766081871,0.0,100.0
memorandumi moistmise memorandum,0.0029239766081871,0.0,100.0
muundatud geneetiliselt gmo,0.0029239766081871,0.0,100.0
elatisraha elatisabi elatise,0.0029239766081871,0.0,100.0
president ilves presidendi,0.0029239766081871,0.0,100.0
varude varud varu,0.0029239766081871,0.0,100.0
korterid kortereid korterit,0.0029239766081871,0.0,100.0
toovoimereformi toovoimega toovoimereform,0.0019493177387914,0.0,100.0
sigade katku katk,0.0019493177387914,0.0,100.0
poolte kokkuleppel huvitise,0.0019493177387914,0.0,100.0
kodakondsust kodakondsuse kodanikuks,0.0019493177387914,0.0,100.0
apteeke apteegid apteekide,0.0019493177387914,0.0,100.0
hambaravi hammaste hambad,0.0019493177387914,0.0,100.0
uhistranspordi uhistransport uhistransporti,0.0019493177387914,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0019493177387914,0.0,100.0
kala kalurid kalurite,0.0019493177387914,0.0,100.0
danske filiaali rahapesu,0.0019493177387914,0.0,100.0
hooldekodus hoolduse hooldekodu,0.0019493177387914,0.0,100.0
reklaami reklaam alkoholireklaam,0.0019493177387914,0.0,100.0
sularaha kommertspangad pangad,0.0009746588693957,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0009746588693957,0.0,100.0
korruptsiooni korruptsioon korruptsiooniga,0.0009746588693957,0.0,100.0
lipud lippude lipp,0.0009746588693957,0.0,100.0
post posti omniva,0.0009746588693957,0.0,100.0
viirust vaktsineeritud viiruse,0.0009746588693957,0.0,100.0
hoiu pangad pankade,0.0009746588693957,0.0,100.0
kolledz kolledzi turi,0.0009746588693957,0.0,100.0
vee monopolide veeteenuse,0.0009746588693957,0.0,100.0
valdkonnad laekumisest fikseeritakse,0.0009746588693957,0.0,100.0
tootuna arvele ariuhingu,0.0009746588693957,0.0,100.0
teede teehoiuks teedele,0.0009746588693957,0.0,100.0
domeenide domeeni interneti,0.0009746588693957,0.0,100.0
jalitustegevuse jalitustoimingu sideandmete,0.0009746588693957,0.0,100.0
ooteala piiriuletuse piiripunkti,0.0009746588693957,0.0,100.0
ootuse oigusparase oiguskindluse,0.0009746588693957,0.0,100.0
tervist tervis tervisega,0.0,0.0,
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
koolituse koolitus koolitusele,0.0,0.0,
teenuseid teenused teenust,0.0,0.0,
teatri teater rahvusooper,0.0,0.0,
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,
aituma infotundi jahimehed,0.0,0.0,
ammendumiseni kaheni pikendada,0.0,0.0,
annetused annetusi annetuste,0.0,0.0,
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,
fie fuusilisest isikust,0.0,0.0,
haalte kandidaatidele haaletamisest,0.0,0.0,
humni humn laulda,0.0,0.0,
jaatmeid liigiti prugi,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
kasvavad tuleval kasv,0.0,0.0,
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0,
kontrollin haaled kandidaadi,0.0,0.0,
korrata stenogrammist vabandan,0.0,0.0,
kusija vastaja vastasin,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
lng terminali gaasi,0.0,0.0,
maantee neljarealiseks ppp,0.0,0.0,
mes maale maaelu,0.0,0.0,
pensioni pension sammas,0.0,0.0,
rongi rongide rongid,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
skais arendused infosusteemide,0.0,0.0,
aardla pria pealtnagija,0.0,0.0,
kusimusena tahtsa tahtsusega,0.0,0.0014450867052023,-inf
riigikontrolor karis riigikontrolori,0.0,0.0028901734104046,-inf
objekti anu raua,0.0,0.0028901734104046,-inf
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0057803468208092,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0014450867052023,-inf
hadaolukorda eriolukord eriolukorra,0.0,0.0014450867052023,-inf
puude raskusastme puuet,0.0,0.0014450867052023,-inf
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0043352601156069,-inf
laari laar kandidatuuri,0.0,0.0028901734104046,-inf
riigimetsa majandamise noukokku,0.0,0.0014450867052023,-inf
hiv narkomaania epideemia,0.0,0.0043352601156069,-inf
lae korgepalgaliste lagi,0.0,0.0158959537572254,-inf
huvihariduse huvitegevuse huviharidus,0.0,0.0014450867052023,-inf
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0014450867052023,-inf
operatsioonil sojalisel panustamisel,0.0,0.0014450867052023,-inf
inimarengu aruanne aruandes,0.0,0.0057803468208092,-inf
oiglase virumaale ulemineku,0.0,0.0014450867052023,-inf
koneleja konsensuslikud repliigi,0.0,0.0028901734104046,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.0014450867052023,-inf
kulukuse krediidi kiirlaenude,0.0,0.0014450867052023,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0028901734104046,-inf
tootuli lepitaja ametiuhingute,0.0,0.0014450867052023,-inf
vagivalla naistevastase perevagivalla,0.0,0.0043352601156069,-inf
ametipalkade riigiteenijate korgemate,0.0,0.0028901734104046,-inf
kohanimenoukogu vonnu mulgi,0.0,0.0014450867052023,-inf
ulikooliga kbfi instituudi,0.0,0.0130057803468208,-inf
kohtla jarve johvi,0.0,0.0014450867052023,-inf
teenistuse teenistuses avalikus,0.0,0.0028901734104046,-inf
koosoleku elektrooniline koosolekut,0.0,0.0014450867052023,-inf
virumaale virumaa toostusalade,0.0,0.0245664739884393,-inf
tarbijakaitse amet ametile,0.0,0.0014450867052023,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.0014450867052023,-inf
tantsupeo laulu traditsiooni,0.0,0.0043352601156069,-inf
valitsemisalade katteallikaks riigieelarves,0.0,0.0,
