topic_words3,Fraktsioonitud,Reformierakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0070028011204481,0.059625212947189,-751.4480408858685
arengufond arengufondi arengufondis,0.0042016806722689,0.0357751277683134,-751.4480408858607
salvestisi salvestised salvestiste,0.0168067226890756,0.0511073253833049,-204.08858603066471
ulejaagis struktuurses struktuurse,0.0014005602240896,0.0238500851788756,-1602.8960817717614
maksuamet tolliamet tolliameti,0.0028011204481792,0.0170357751277683,-508.1771720613438
toonadalal istungid taiendaval,0.0014005602240896,0.0153321976149914,-994.718909710414
soita jalakaija konniteel,0.0042016806722689,0.0170357751277683,-305.45144804088625
efsf esm kreekale,0.0014005602240896,0.0119250425894378,-751.4480408858806
tooandja tooandjal tootaja,0.0014005602240896,0.0102214650766609,-629.8126064736069
fie fuusilisest isikust,0.0014005602240896,0.0102214650766609,-629.8126064736069
vagivalla naistevastase perevagivalla,0.0042016806722689,0.0136286201022146,-224.3611584327081
tapsustatakse ajakohastatakse nouete,0.0056022408963585,0.0153321976149914,-173.67972742759864
virumaale virumaa toostusalade,0.0014005602240896,0.0085178875638841,-508.17717206134023
koolis kooli opilased,0.0084033613445378,0.0187393526405451,-122.99829642248712
deklaratsiooni deklaratsioone deklaratsioonis,0.0028011204481792,0.0102214650766609,-264.90630323680347
kohtunike kohtususteem kohtuniku,0.0042016806722689,0.0119250425894378,-183.81601362862017
teekasutustasu autode autod,0.0014005602240896,0.0068143100511073,-386.54173764907364
oigusloome oigusloomes oiguspoliitika,0.0014005602240896,0.0068143100511073,-386.54173764907364
ajakirjandus ajakirjanduse ajakirjandust,0.0014005602240896,0.0068143100511073,-386.54173764907364
korterid kortereid korterit,0.0126050420168067,0.0221465076660988,-75.69562748438413
sularaha kommertspangad pangad,0.0028011204481792,0.0085178875638841,-204.08858603067011
aasia aasias saatkonna,0.0042016806722689,0.0102214650766609,-143.2708688245299
alkoholi kange lahja,0.0056022408963585,0.0119250425894378,-112.86201022146636
teadus teaduse arendustegevuse,0.0014005602240896,0.0051107325383304,-264.9063032367999
opositsiooni koalitsioonil opositsioonil,0.0014005602240896,0.0051107325383304,-264.9063032367999
ametiuhingute tooandjate keskliit,0.0042016806722689,0.0085178875638841,-102.72572402044196
riigiloivude riigiloivud riigiloivu,0.0042016806722689,0.0085178875638841,-102.72572402044196
untso missioonide liikmesusest,0.0084033613445378,0.0136286201022146,-62.18057921635406
piirilepingu piirileping piirilepingut,0.0014005602240896,0.0034071550255536,-143.27086882453324
operatsioonil sojalisel panustamisel,0.0014005602240896,0.0034071550255536,-143.27086882453324
lahususe voimude lahusus,0.0014005602240896,0.0034071550255536,-143.27086882453324
riigimetsa majandamise noukokku,0.0014005602240896,0.0034071550255536,-143.27086882453324
jarviku jarvik maaeluministri,0.0014005602240896,0.0034071550255536,-143.27086882453324
aituma infotundi jahimehed,0.0014005602240896,0.0034071550255536,-143.27086882453324
kohtla jarve johvi,0.0028011204481792,0.0051107325383304,-82.45315161839994
konkurss konkursi konkurssi,0.0028011204481792,0.0051107325383304,-82.45315161839994
kodualuse maamaksu maamaksust,0.0028011204481792,0.0051107325383304,-82.45315161839994
kaibemaksu kaibemaks kaibemaksumaara,0.0028011204481792,0.0051107325383304,-82.45315161839994
huvigruppe huvigruppide kaasatud,0.0084033613445378,0.0119250425894378,-41.90800681431008
lasteaia lasteaias lasteaiakoha,0.0042016806722689,0.0068143100511073,-62.18057921635406
vaikesaarte saarte pusiasustusega,0.0042016806722689,0.0068143100511073,-62.18057921635406
eelarves riigieelarves reservist,0.0056022408963585,0.0085178875638841,-52.04429301533234
id mobiil kaardi,0.0056022408963585,0.0085178875638841,-52.04429301533234
pohiseadusega riigikohus oiguskantsler,0.0084033613445378,0.0102214650766609,-21.63543441226495
valispoliitika valispoliitikas diplomaatia,0.0070028011204481,0.0085178875638841,-21.635434412266317
psuhhiaatri alaealine psuhhiaatrilist,0.0070028011204481,0.0085178875638841,-21.635434412266317
volakirjade keskpank volakirju,0.0056022408963585,0.0068143100511073,-21.635434412266253
taanis saksamaal hollandis,0.0056022408963585,0.0068143100511073,-21.635434412266253
kaitseliit kaitseliidule kaitseliidu,0.0042016806722689,0.0051107325383304,-21.635434412263752
terviseandmed isikuandmeid terviseandmeid,0.0028011204481792,0.0034071550255536,-21.635434412266623
pensioniiga pensioniea eluiga,0.0028011204481792,0.0034071550255536,-21.635434412266623
vee monopolide veeteenuse,0.0028011204481792,0.0034071550255536,-21.635434412266623
tulubaasi tasandusfondi tulumaksuosa,0.0028011204481792,0.0034071550255536,-21.635434412266623
kaitsekulud kaitsekulutused kaitsekulude,0.0014005602240896,0.0017035775127768,-21.635434412266623
iive sundimus iibe,0.0014005602240896,0.0017035775127768,-21.635434412266623
koneleja konsensuslikud repliigi,0.0014005602240896,0.0017035775127768,-21.635434412266623
pensioni pension sammas,0.0014005602240896,0.0017035775127768,-21.635434412266623
rahvuse rahvust rahvusriik,0.0014005602240896,0.0017035775127768,-21.635434412266623
erimargistatud kutust kutuse,0.0014005602240896,0.0017035775127768,-21.635434412266623
teenistuse teenistuses avalikus,0.0014005602240896,0.0017035775127768,-21.635434412266623
eelarvele kulude riigieelarvele,0.0014005602240896,0.0017035775127768,-21.635434412266623
kandidaadi kandidaati kandidaat,0.0014005602240896,0.0017035775127768,-21.635434412266623
keeleoskust oskuse keeleoskuse,0.011204481792717,0.0119250425894378,-6.431005110733181
arengukavad arengukavade pohialuste,0.0168067226890756,0.0170357751277683,-1.3628620102215714
missiooni missioonile missioon,0.0084033613445378,0.0085178875638841,-1.3628620102209728
hanke hankija riigihangete,0.0056022408963585,0.0051107325383304,8.773424190801654
krimmi agressiooni ukraina,0.011204481792717,0.0102214650766609,8.773424190800757
palgatousu opetajate palgatous,0.0042016806722689,0.0034071550255536,18.90971039182417
pealinnast tallinnast viljandisse,0.0042016806722689,0.0034071550255536,18.90971039182417
tulubaasi omavalitsustele omavalitsuste,0.0042016806722689,0.0034071550255536,18.90971039182417
treenerite spordi sport,0.0042016806722689,0.0034071550255536,18.90971039182417
metsa metsade mets,0.0042016806722689,0.0034071550255536,18.90971039182417
