topic_words3,EKRE,Reformierakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0087719298245614,0.059625212947189,-579.7274275979549
salvestisi salvestised salvestiste,0.0214424951267056,0.0511073253833049,-138.34598110577707
arengufond arengufondi arengufondis,0.0009746588693957,0.0357751277683134,-3570.5281090289986
korterid kortereid korterit,0.0029239766081871,0.0221465076660988,-657.4105621805879
soita jalakaija konniteel,0.0029239766081871,0.0170357751277683,-482.62350936968267
arengukavad arengukavade pohialuste,0.0038986354775828,0.0170357751277683,-336.967632027262
tapsustatakse ajakohastatakse nouete,0.0009746588693957,0.0153321976149914,-1473.0834752981364
untso missioonide liikmesusest,0.0009746588693957,0.0136286201022146,-1298.2964224872348
ulejaagis struktuurses struktuurse,0.0097465886939571,0.0238500851788756,-144.701873935264
maksuamet tolliamet tolliameti,0.0058479532163742,0.0170357751277683,-191.31175468484136
toonadalal istungid taiendaval,0.0048732943469785,0.0153321976149914,-214.61669505962723
joustumine joustuma joustada,0.0009746588693957,0.0102214650766609,-948.7223168654209
tooandja tooandjal tootaja,0.0019493177387914,0.0102214650766609,-424.36115843271034
katteallikas katteallikaid katteallikat,0.0019493177387914,0.0102214650766609,-424.36115843271034
koolis kooli opilased,0.0077972709551656,0.0187393526405451,-140.33219761499376
id mobiil kaardi,0.0009746588693957,0.0085178875638841,-773.9352640545188
sularaha kommertspangad pangad,0.0009746588693957,0.0085178875638841,-773.9352640545188
tooandja tervisesse maksuvabalt,0.0038986354775828,0.0119250425894378,-205.87734241908316
pohiseadusega riigikohus oiguskantsler,0.0029239766081871,0.0102214650766609,-249.57410562180695
aasia aasias saatkonna,0.0029239766081871,0.0102214650766609,-249.57410562180695
psuhhiaatri alaealine psuhhiaatrilist,0.0019493177387914,0.0085178875638841,-336.9676320272594
riigiloivude riigiloivud riigiloivu,0.0019493177387914,0.0085178875638841,-336.9676320272594
ootuse oigusparase oiguskindluse,0.0009746588693957,0.0068143100511073,-599.1482112436173
oigusloome oigusloomes oiguspoliitika,0.0009746588693957,0.0068143100511073,-599.1482112436173
vaikesaarte saarte pusiasustusega,0.0009746588693957,0.0068143100511073,-599.1482112436173
kohtunike kohtususteem kohtuniku,0.0048732943469785,0.0119250425894378,-144.70187393526652
ametiuhingute tooandjate keskliit,0.0029239766081871,0.0085178875638841,-191.31175468483963
