topic_words3,Eesti Vabaerakonna fraktsioon,Isamaa,difference
miili baasvorgu lairiba,0.0014450867052023,0.0681818181818181,-4618.181818181852
rail trassi balticu,0.0072254335260115,0.0318181818181818,-340.3636363636398
koolilouna koolitoidu koolitoit,0.0014450867052023,0.0272727272727272,-1787.2727272727382
lapsetoetust lapsetoetus lapsetoetuse,0.0028901734104046,0.0227272727272727,-686.3636363636421
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0057803468208092,0.0227272727272727,-293.18181818182103
tooandja tervisesse maksuvabalt,0.0014450867052023,0.0181818181818181,-1158.1818181818232
elamisluba elamisloa viisa,0.0086705202312138,0.0227272727272727,-162.12121212121397
psuhhiaatri alaealine psuhhiaatrilist,0.0028901734104046,0.0136363636363636,-371.8181818181845
eriarstide eriarstiabi eriarsti,0.0101156069364161,0.0227272727272727,-124.6753246753263
pohiseadusega riigikohus oiguskantsler,0.0072254335260115,0.0181818181818181,-151.63636363636465
pagulasi pagulased pagulaste,0.0043352601156069,0.0136363636363636,-214.54545454545632
valimisea valimisiga valimisoiguse,0.0043352601156069,0.0136363636363636,-214.54545454545632
treenerite spordi sport,0.0014450867052023,0.009090909090909,-529.0909090909081
missiooni missioonile missioon,0.0014450867052023,0.009090909090909,-529.0909090909081
tapsustatakse ajakohastatakse nouete,0.0014450867052023,0.009090909090909,-529.0909090909081
kinnisasja maad maa,0.0115606936416184,0.0227272727272727,-96.59090909091051
uliopilased uliopilastele uliopilaste,0.0057803468208092,0.0136363636363636,-135.90909090909224
vanemahuvitist vanemahuvitise vanemahuvitis,0.0028901734104046,0.009090909090909,-214.54545454545405
vabatahtlike komandode paasteameti,0.0072254335260115,0.0136363636363636,-88.7272727272738
tulumaksuvaba maksususteemi tulumaksu,0.0144508670520231,0.0227272727272727,-57.27272727272732
jarviku jarvik maaeluministri,0.0043352601156069,0.009090909090909,-109.69696969696933
tarbijakaitse amet ametile,0.0014450867052023,0.0045454545454545,-214.54545454545405
soita jalakaija konniteel,0.0014450867052023,0.0045454545454545,-214.54545454545405
samba sammas sambasse,0.0014450867052023,0.0045454545454545,-214.54545454545405
opositsiooni koalitsioonil opositsioonil,0.0014450867052023,0.0045454545454545,-214.54545454545405
riigimetsa majandamise noukokku,0.0014450867052023,0.0045454545454545,-214.54545454545405
ugri rahvaste polisrahvaste,0.0014450867052023,0.0045454545454545,-214.54545454545405
kohanimenoukogu vonnu mulgi,0.0014450867052023,0.0045454545454545,-214.54545454545405
tootuli lepitaja ametiuhingute,0.0014450867052023,0.0045454545454545,-214.54545454545405
valijate erakonda valijaid,0.0014450867052023,0.0045454545454545,-214.54545454545405
valismaale valjarande valjaranne,0.0014450867052023,0.0045454545454545,-214.54545454545405
tooandja tooandjal tootaja,0.0014450867052023,0.0045454545454545,-214.54545454545405
idapiiri piiririba valjaehitamine,0.0014450867052023,0.0045454545454545,-214.54545454545405
riigiloivude riigiloivud riigiloivu,0.0014450867052023,0.0045454545454545,-214.54545454545405
borsile ipo enefit,0.0014450867052023,0.0045454545454545,-214.54545454545405
liiklussurmade liikluses hukkunute,0.0014450867052023,0.0045454545454545,-214.54545454545405
piirikontrolli schengeni valispiiri,0.0014450867052023,0.0045454545454545,-214.54545454545405
eelarves riigieelarves reservist,0.0086705202312138,0.0136363636363636,-57.272727272728154
maksuamet tolliamet tolliameti,0.0086705202312138,0.0136363636363636,-57.272727272728154
lipu laevu kaubalaeva,0.0086705202312138,0.0136363636363636,-57.272727272728154
direktiivi direktiiv ulevotmise,0.0057803468208092,0.009090909090909,-57.27272727272703
keeleoskust oskuse keeleoskuse,0.0101156069364161,0.0136363636363636,-34.80519480519557
teenistuse teenistuses avalikus,0.0028901734104046,0.0045454545454545,-57.27272727272703
oigusloome oigusloomes oiguspoliitika,0.0028901734104046,0.0045454545454545,-57.27272727272703
pollumeestele pollumehi pollumehed,0.0028901734104046,0.0045454545454545,-57.27272727272703
tulubaasi omavalitsustele omavalitsuste,0.0028901734104046,0.0045454545454545,-57.27272727272703
ametiuhingute tooandjate keskliit,0.0028901734104046,0.0045454545454545,-57.27272727272703
muraste kase kompleksi,0.0028901734104046,0.0045454545454545,-57.27272727272703
maavalitsuste maavalitsused maakonna,0.0028901734104046,0.0045454545454545,-57.27272727272703
palgalohe soolist meeste,0.0072254335260115,0.009090909090909,-25.818181818181625
pealinnast tallinnast viljandisse,0.0072254335260115,0.009090909090909,-25.818181818181625
koolis kooli opilased,0.0260115606936416,0.0272727272727272,-4.8484848484846435
kaitseliit kaitseliidule kaitseliidu,0.0043352601156069,0.0045454545454545,-4.848484848484674
pensionifondide pensionifondid fondid,0.0043352601156069,0.0045454545454545,-4.848484848484674
eelarvele kulude riigieelarvele,0.0043352601156069,0.0045454545454545,-4.848484848484674
vagivalla naistevastase perevagivalla,0.0043352601156069,0.0045454545454545,-4.848484848484674
lahususe voimude lahusus,0.0043352601156069,0.0045454545454545,-4.848484848484674
eripensioni valjateenitud staazi,0.0043352601156069,0.0045454545454545,-4.848484848484674
tulubaasi tasandusfondi tulumaksuosa,0.0043352601156069,0.0045454545454545,-4.848484848484674
joustumine joustuma joustada,0.0144508670520231,0.0136363636363636,5.636363636363755
karistuse karistus tingimisi,0.0101156069364161,0.009090909090909,10.129870129870271
taanis saksamaal hollandis,0.0057803468208092,0.0045454545454545,21.36363636363648
kantsler kantsleri riigisekretar,0.0057803468208092,0.0045454545454545,21.36363636363648
inimarengu aruanne aruandes,0.0057803468208092,0.0045454545454545,21.36363636363648
leping ratifitseerida lepinguga,0.0057803468208092,0.0045454545454545,21.36363636363648
arengukavad arengukavade pohialuste,0.0173410404624277,0.0136363636363636,21.363636363636367
riigireformi riigireformist riigireform,0.0173410404624277,0.0136363636363636,21.363636363636367
hoone rkas hoonet,0.0072254335260115,0.0045454545454545,37.09090909090919
toonadalal istungid taiendaval,0.0072254335260115,0.0045454545454545,37.09090909090919
kaasne lisakulutusi riigieelarvele,0.0072254335260115,0.0045454545454545,37.09090909090919
elektri elektrit taastuvenergia,0.0072254335260115,0.0045454545454545,37.09090909090919
vallaga vald sauga,0.0245664739884393,0.0181818181818181,25.989304812834536
ulejaagis struktuurses struktuurse,0.0086705202312138,0.0045454545454545,47.57575757575766
rahvuse rahvust rahvusriik,0.0086705202312138,0.0045454545454545,47.57575757575766
liitlaste ohutorje keskmaa,0.0086705202312138,0.0045454545454545,47.57575757575766
haale valimispaeval valimiste,0.0086705202312138,0.0045454545454545,47.57575757575766
krimmi agressiooni ukraina,0.0231213872832369,0.0136363636363636,41.02272727272719
arengufond arengufondi arengufondis,0.0115606936416184,0.0045454545454545,60.68181818181824
huvigruppe huvigruppide kaasatud,0.0130057803468208,0.0045454545454545,65.05050505050536
kutsehariduse kutseharidus kutsehariduses,0.0144508670520231,0.0045454545454545,68.5454545454548
lae korgepalgaliste lagi,0.0158959537572254,0.0045454545454545,71.40495867768618
salvestisi salvestised salvestiste,0.0390173410404624,0.0181818181818181,53.40067340067357
abielu kooselu samasooliste,0.0245664739884393,0.0045454545454545,81.49732620320874
virumaale virumaa toostusalade,0.0245664739884393,0.0045454545454545,81.49732620320874
valimisliitude volikogusse volikokku,0.0433526011560693,0.009090909090909,79.03030303030322
teadus teaduse arendustegevuse,0.0231213872832369,0.0,100.0
riigipalgaliste riigisektoris koondada,0.0158959537572254,0.0,100.0
palgatousu opetajate palgatous,0.0158959537572254,0.0,100.0
otsevalimise presidenti presidendi,0.0144508670520231,0.0,100.0
ulikooliga kbfi instituudi,0.0130057803468208,0.0,100.0
muuseum muuseumi muuseumide,0.0130057803468208,0.0,100.0
kohtunike kohtususteem kohtuniku,0.0115606936416184,0.0,100.0
normitehnika mojude eeskiri,0.0115606936416184,0.0,100.0
nord stream streami,0.0101156069364161,0.0,100.0
riigikontrolli auditi auditit,0.0086705202312138,0.0,100.0
kandidaadi kandidaati kandidaat,0.0072254335260115,0.0,100.0
aasia aasias saatkonna,0.0072254335260115,0.0,100.0
noukogudesse ariuhingute noukogudes,0.0072254335260115,0.0,100.0
opositsioonis koalitsiooni opositsiooni,0.0072254335260115,0.0,100.0
moisteid moiste moisted,0.0072254335260115,0.0,100.0
alkoholi kange lahja,0.0057803468208092,0.0,100.0
piirivalve valvamise valvamine,0.0057803468208092,0.0,100.0
omandireformi tagastatud omandireform,0.0057803468208092,0.0,100.0
