topic_words3,Isamaa,Reformierakond,difference
arengufond arengufondi arengufondis,0.0045454545454545,0.0357751277683134,-687.0528109029028
tulumaksuvaba maksususteemi tulumaksu,0.0227272727272727,0.059625212947189,-162.3509369676319
salvestisi salvestised salvestiste,0.0181818181818181,0.0511073253833049,-181.09028960817818
ulejaagis struktuurses struktuurse,0.0045454545454545,0.0238500851788756,-424.7018739352684
soita jalakaija konniteel,0.0045454545454545,0.0170357751277683,-274.7870528109063
korterid kortereid korterit,0.009090909090909,0.0221465076660988,-143.61158432708922
toonadalal istungid taiendaval,0.0045454545454545,0.0153321976149914,-237.30834752981417
vagivalla naistevastase perevagivalla,0.0045454545454545,0.0136286201022146,-199.82964224872418
huvigruppe huvigruppide kaasatud,0.0045454545454545,0.0119250425894378,-162.3509369676342
tooandja tooandjal tootaja,0.0045454545454545,0.0102214650766609,-124.87223168654205
deklaratsiooni deklaratsioone deklaratsioonis,0.0045454545454545,0.0102214650766609,-124.87223168654205
tapsustatakse ajakohastatakse nouete,0.009090909090909,0.0153321976149914,-68.65417376490709
pollumeestele pollumehi pollumehed,0.0045454545454545,0.0085178875638841,-87.39352640545205
ametiuhingute tooandjate keskliit,0.0045454545454545,0.0085178875638841,-87.39352640545205
virumaale virumaa toostusalade,0.0045454545454545,0.0085178875638841,-87.39352640545205
riigiloivude riigiloivud riigiloivu,0.0045454545454545,0.0085178875638841,-87.39352640545205
taanis saksamaal hollandis,0.0045454545454545,0.0068143100511073,-49.9148211243621
uhistranspordi uhistransport uhistransporti,0.0045454545454545,0.0068143100511073,-49.9148211243621
maavalitsuste maavalitsused maakonna,0.0045454545454545,0.0068143100511073,-49.9148211243621
oigusloome oigusloomes oiguspoliitika,0.0045454545454545,0.0068143100511073,-49.9148211243621
liitlaste ohutorje keskmaa,0.0045454545454545,0.0068143100511073,-49.9148211243621
elektri elektrit taastuvenergia,0.0045454545454545,0.0068143100511073,-49.9148211243621
