topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,difference
missiooni missioonile missioon,0.0029629629629629,0.0359212050984936,-1112.3406720741846
eriarstide eriarstiabi eriarsti,0.0044444444444444,0.0231749710312862,-421.4368482039447
alkoholi kange lahja,0.0103703703703703,0.0289687137891077,-179.34116868068327
tulubaasi tasandusfondi tulumaksuosa,0.0059259259259259,0.0196987253765932,-232.4159907300117
toonadalal istungid taiendaval,0.0074074074074074,0.0214368482039397,-189.39745075318623
tulubaasi omavalitsustele omavalitsuste,0.0029629629629629,0.0127462340672074,-330.1853997682589
vabatahtlike komandode paasteameti,0.0029629629629629,0.0121668597914252,-310.63151796060924
elektri elektrit taastuvenergia,0.0118518518518518,0.0243337195828505,-105.31575898030201
terviseandmed isikuandmeid terviseandmeid,0.0088888888888888,0.0196987253765932,-121.61066048667573
lng terminali gaasi,0.0014814814814814,0.0086906141367323,-486.61645422946253
kaibemaksu kaibemaks kaibemaksumaara,0.0059259259259259,0.015063731170336,-154.20046349942115
prokuratuur prokuratuuri prokuror,0.0044444444444444,0.0127462340672074,-186.79026651216935
hanke hankija riigihangete,0.0014814814814814,0.007531865585168,-408.40092699886793
kohtunike kohtususteem kohtuniku,0.0059259259259259,0.0139049826187717,-134.64658169177346
vallaga vald sauga,0.0014814814814814,0.0063731170336037,-330.1853997682733
vee monopolide veeteenuse,0.0014814814814814,0.0063731170336037,-330.1853997682733
kaasne lisakulutusi riigieelarvele,0.0044444444444444,0.0104287369640787,-134.6465816917731
palgalohe soolist meeste,0.0029629629629629,0.0081112398609501,-173.75434530707173
borsile ipo enefit,0.0014814814814814,0.0057937427578215,-291.07763615297273
palgatousu opetajate palgatous,0.0148148148148148,0.0237543453070683,-60.341830822711195
elamisluba elamisloa viisa,0.0014814814814814,0.0052143684820393,-251.96987253767205
hoone rkas hoonet,0.0014814814814814,0.0052143684820393,-251.96987253767205
kodualuse maamaksu maamaksust,0.0266666666666666,0.0365005793742757,-36.87717265353422
uuring uuringut uuringu,0.0014814814814814,0.0046349942062572,-212.86210892237816
riigimetsa majandamise noukokku,0.0014814814814814,0.0046349942062572,-212.86210892237816
lasteaia lasteaias lasteaiakoha,0.0014814814814814,0.0046349942062572,-212.86210892237816
riigiloivude riigiloivud riigiloivu,0.0044444444444444,0.0086906141367323,-95.5388180764787
leping ratifitseerida lepinguga,0.0044444444444444,0.0086906141367323,-95.5388180764787
iive sundimus iibe,0.0029629629629629,0.0063731170336037,-115.09269988412944
pohiseadusega riigikohus oiguskantsler,0.0029629629629629,0.0063731170336037,-115.09269988412944
ajakirjandus ajakirjanduse ajakirjandust,0.0014814814814814,0.004055619930475,-173.75434530707753
vagivallale vihakone ohutamine,0.0014814814814814,0.004055619930475,-173.75434530707753
memorandumi moistmise memorandum,0.0029629629629629,0.0057937427578215,-95.5388180764798
riigikontrolli auditi auditit,0.0044444444444444,0.007531865585168,-69.4669756662817
slovakkia ungari portugal,0.0014814814814814,0.0034762456546929,-134.64658169178364
deklaratsiooni deklaratsioone deklaratsioonis,0.0014814814814814,0.0034762456546929,-134.64658169178364
abielu kooselu samasooliste,0.0014814814814814,0.0034762456546929,-134.64658169178364
vaesuses suhtelises vaesuse,0.0074074074074074,0.0104287369640787,-40.787949015062594
direktiivi direktiiv ulevotmise,0.0014814814814814,0.0028968713789107,-95.538818076483
lipu laevu kaubalaeva,0.0029629629629629,0.0046349942062572,-56.43105446118382
loomi loomade loomad,0.0044444444444444,0.0063731170336037,-43.39513325608467
treenerite spordi sport,0.0014814814814814,0.0023174971031286,-56.43105446118908
soita jalakaija konniteel,0.0014814814814814,0.0023174971031286,-56.43105446118908
kandidaati kandidaat valituks,0.0014814814814814,0.0023174971031286,-56.43105446118908
tooandja tooandjal tootaja,0.0029629629629629,0.004055619930475,-36.87717265353416
haale valimispaeval valimiste,0.0029629629629629,0.004055619930475,-36.87717265353416
poolte kokkuleppel huvitise,0.0074074074074074,0.0086906141367323,-17.32329084588617
rahvuse rahvust rahvusriik,0.0029629629629629,0.0034762456546929,-17.32329084588787
volakirjade keskpank volakirju,0.0074074074074074,0.0081112398609501,-9.501738122826467
teede teehoiuks teedele,0.0014814814814814,0.0017381228273464,-17.32329084588845
etv saateid pbk,0.0014814814814814,0.0017381228273464,-17.32329084588845
metsa metsade mets,0.0014814814814814,0.0017381228273464,-17.32329084588845
opositsiooni koalitsioonil opositsioonil,0.0014814814814814,0.0017381228273464,-17.32329084588845
kauguhendus avaksite ettekandjalt,0.0014814814814814,0.0017381228273464,-17.32329084588845
virumaale virumaa toostusalade,0.0014814814814814,0.0017381228273464,-17.32329084588845
ene ergma aplaus,0.0014814814814814,0.0017381228273464,-17.32329084588845
teenistuse teenistuses avalikus,0.0044444444444444,0.0046349942062572,-4.28736964078803
otsevalimise presidenti presidendi,0.0029629629629629,0.0028968713789107,2.2305909617617883
kala kalurid kalurite,0.0029629629629629,0.0028968713789107,2.2305909617617883
krimmi agressiooni ukraina,0.0059259259259259,0.0057937427578215,2.230590961761751
opositsioonis koalitsiooni opositsiooni,0.0074074074074074,0.0069524913093858,6.141367323291607
noukogudesse ariuhingute noukogudes,0.0044444444444444,0.004055619930475,8.748551564311594
kandideerima ametikohale kandidaatide,0.0014814814814814,0.0011587485515643,21.78447276940546
relva relvade relvaluba,0.0014814814814814,0.0011587485515643,21.78447276940546
kantsler kantsleri riigisekretar,0.0014814814814814,0.0011587485515643,21.78447276940546
domeenide domeeni interneti,0.0014814814814814,0.0011587485515643,21.78447276940546
fie fuusilisest isikust,0.0014814814814814,0.0011587485515643,21.78447276940546
post posti omniva,0.0014814814814814,0.0011587485515643,21.78447276940546
valdkonnad laekumisest fikseeritakse,0.0014814814814814,0.0011587485515643,21.78447276940546
tootuli lepitaja ametiuhingute,0.0014814814814814,0.0011587485515643,21.78447276940546
puude raskusastme puuet,0.0014814814814814,0.0011587485515643,21.78447276940546
koolilouna koolitoidu koolitoit,0.0014814814814814,0.0011587485515643,21.78447276940546
pensionitous pensionitousu pension,0.0074074074074074,0.0063731170336037,13.962920046349964
pensionifondide pensionifondid fondid,0.0029629629629629,0.0023174971031286,21.78447276940809
eelarvele kulude riigieelarvele,0.0088888888888888,0.007531865585168,15.266512166859153
moisteid moiste moisted,0.0059259259259259,0.0046349942062572,21.784472769409412
arengukavad arengukavade pohialuste,0.0103703703703703,0.0081112398609501,21.78447276940922
joustumine joustuma joustada,0.0162962962962962,0.0133256083429895,18.22922153165486
maavalitsuste maavalitsused maakonna,0.0029629629629629,0.0017381228273464,41.33835457705775
kinnisasja maad maa,0.0059259259259259,0.004055619930475,31.561413673234075
oppelaenu sugava puudega,0.0014814814814814,0.0005793742757821,60.8922363847061
hooldekodus hoolduse hooldekodu,0.0014814814814814,0.0005793742757821,60.8922363847061
korteriuhistu korteriomanike korteriuhistute,0.0014814814814814,0.0005793742757821,60.8922363847061
idapiiri piiririba valjaehitamine,0.0014814814814814,0.0005793742757821,60.8922363847061
kohtutaiturite kohtutaitur kohtutaituri,0.0014814814814814,0.0005793742757821,60.8922363847061
uhistranspordi uhistransport uhistransporti,0.0014814814814814,0.0005793742757821,60.8922363847061
untso missioonide liikmesusest,0.0014814814814814,0.0005793742757821,60.8922363847061
koolituse koolitus koolitusele,0.0014814814814814,0.0005793742757821,60.8922363847061
jahimehed jahimeeste jahti,0.0014814814814814,0.0005793742757821,60.8922363847061
apteeke apteegid apteekide,0.0074074074074074,0.0046349942062572,37.42757821552774
pensioni pension sammas,0.0044444444444444,0.0023174971031286,47.856315179605986
valismaale valjarande valjaranne,0.0044444444444444,0.0023174971031286,47.856315179605986
piima toorpiima toodangut,0.0029629629629629,0.0011587485515643,60.89223638470405
normitehnika mojude eeskiri,0.0029629629629629,0.0011587485515643,60.89223638470405
eripensioni valjateenitud staazi,0.0029629629629629,0.0011587485515643,60.89223638470405
