topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
lapsetoetust lapsetoetus lapsetoetuse,0.0078226857887874,0.0501474926253687,-541.0521140609702
riigimetsa majandamise noukokku,0.0026075619295958,0.0442477876106194,-1596.902654867272
loomi loomade loomad,0.0026075619295958,0.0280235988200589,-974.7050147492703
palgalohe soolist meeste,0.0039113428943937,0.0221238938053097,-465.6342182890907
riigiloivude riigiloivud riigiloivu,0.0065189048239895,0.0250737463126843,-284.63126843658125
uliopilased uliopilastele uliopilaste,0.0104302477183833,0.0294985250737463,-182.81710914454297
palgatousu opetajate palgatous,0.0039113428943937,0.0191740412979351,-390.21632251721263
kodualuse maamaksu maamaksust,0.0156453715775749,0.0353982300884955,-126.2536873156347
vanemahuvitist vanemahuvitise vanemahuvitis,0.0013037809647979,0.0117994100294985,-805.0147492625447
maavalitsuste maavalitsused maakonna,0.0013037809647979,0.0117994100294985,-805.0147492625447
estonian air airi,0.0013037809647979,0.0103244837758112,-691.8879056047275
korterid kortereid korterit,0.0013037809647979,0.0088495575221238,-578.7610619469027
hoone rkas hoonet,0.0013037809647979,0.0088495575221238,-578.7610619469027
tulubaasi tasandusfondi tulumaksuosa,0.0039113428943937,0.0117994100294985,-201.6715830875149
vabatahtlike komandode paasteameti,0.0026075619295958,0.0088495575221238,-239.38053097345136
toonadalal istungid taiendaval,0.0078226857887874,0.0162241887905604,-107.399213372666
opositsiooni koalitsioonil opositsioonil,0.0013037809647979,0.0058997050147492,-352.5073746312684
virumaale virumaa toostusalade,0.0026075619295958,0.0073746312684365,-182.8171091445428
pollumeestele pollumehi pollumehed,0.0052151238591916,0.0103244837758112,-97.97197640118188
elatisraha elatisabi elatise,0.0013037809647979,0.0044247787610619,-239.38053097345136
kinnisasja maad maa,0.0013037809647979,0.0044247787610619,-239.38053097345136
kodakondsust kodakondsuse kodanikuks,0.0013037809647979,0.0044247787610619,-239.38053097345136
valismaale valjarande valjaranne,0.0013037809647979,0.0044247787610619,-239.38053097345136
valispoliitika valispoliitikas diplomaatia,0.0013037809647979,0.0044247787610619,-239.38053097345136
eelarves riigieelarves reservist,0.0078226857887874,0.0132743362831858,-69.69026548672697
kaitseliit kaitseliidule kaitseliidu,0.0026075619295958,0.0058997050147492,-126.25368731563424
kaasne lisakulutusi riigieelarvele,0.0052151238591916,0.0088495575221238,-69.69026548672568
kauguhendus avaksite ettekandjalt,0.0013037809647979,0.0029498525073746,-126.25368731563424
lahususe voimude lahusus,0.0013037809647979,0.0029498525073746,-126.25368731563424
piirilepingu piirileping piirilepingut,0.0013037809647979,0.0029498525073746,-126.25368731563424
oppelaenu sugava puudega,0.0013037809647979,0.0029498525073746,-126.25368731563424
pensioniiga pensioniea eluiga,0.0013037809647979,0.0029498525073746,-126.25368731563424
korterelamute kortermajade kredexi,0.0026075619295958,0.0044247787610619,-69.69026548672568
majandusaasta koondaruanne raamatupidamise,0.0026075619295958,0.0044247787610619,-69.69026548672568
erimargistatud kutust kutuse,0.0026075619295958,0.0044247787610619,-69.69026548672568
tootuli lepitaja ametiuhingute,0.0039113428943937,0.0058997050147492,-50.83579154375617
eriarstide eriarstiabi eriarsti,0.0039113428943937,0.0058997050147492,-50.83579154375617
normitehnika mojude eeskiri,0.0039113428943937,0.0058997050147492,-50.83579154375617
missiooni missioonile missioon,0.0052151238591916,0.0073746312684365,-41.40855457227139
rail trassi balticu,0.0052151238591916,0.0073746312684365,-41.40855457227139
tulubaasi omavalitsustele omavalitsuste,0.0065189048239895,0.0088495575221238,-35.75221238938055
huvigruppe huvigruppide kaasatud,0.0091264667535853,0.0103244837758112,-13.126843657818224
valimisliitude volikogusse volikokku,0.0078226857887874,0.0088495575221238,-13.12684365781713
memorandumi moistmise memorandum,0.0065189048239895,0.0073746312684365,-13.126843657817124
arengukavad arengukavade pohialuste,0.0065189048239895,0.0073746312684365,-13.126843657817124
matusetoetust matusetoetus matusetoetuse,0.0039113428943937,0.0044247787610619,-13.12684365781713
valijate erakonda valijaid,0.0039113428943937,0.0044247787610619,-13.12684365781713
noukogudesse ariuhingute noukogudes,0.0039113428943937,0.0044247787610619,-13.12684365781713
