topic_words3,Keskerakond,Reformierakond,difference
pohiseadusega riigikohus oiguskantsler,0.0063731170336037,0.0286831812255541,-350.0651890482403
lng terminali gaasi,0.0086906141367323,0.029986962190352,-245.04997827031815
moisteid moiste moisted,0.0046349942062572,0.0234680573663624,-406.32333767927344
teenistuse teenistuses avalikus,0.0046349942062572,0.0208604954367666,-350.06518904824355
tulumaksuvaba maksususteemi tulumaksu,0.0052143684820393,0.0195567144719687,-275.05432420687345
slovakkia ungari portugal,0.0034762456546929,0.0169491525423728,-387.57062146892866
aasia aasias saatkonna,0.0034762456546929,0.0156453715775749,-350.065189048242
apteeke apteegid apteekide,0.0046349942062572,0.0169491525423728,-265.6779661016966
deklaratsiooni deklaratsioone deklaratsioonis,0.0034762456546929,0.014341590612777,-312.5597566275555
arengufond arengufondi arengufondis,0.0017381228273464,0.0117340286831812,-575.097783572384
kandidaati kandidaat valituks,0.0023174971031286,0.0117340286831812,-406.32333767927344
abipolitseinik abipolitseiniku abipolitseinike,0.004055619930475,0.014341590612777,-253.62264853790907
jalitustegevuse jalitustoimingu sideandmete,0.0005793742757821,0.0104302477183833,-1700.2607561931293
maksuamet tolliamet tolliameti,0.0063731170336037,0.0169491525423728,-165.94761171032263
tooandja tooandjal tootaja,0.004055619930475,0.0130378096479791,-221.475135034463
valimisliitude volikogusse volikokku,0.0011587485515643,0.0078226857887874,-575.0977835723588
ametiuhingute tooandjate keskliit,0.007531865585168,0.0169491525423728,-125.03259452411943
jaatmeid liigiti prugi,0.0023174971031286,0.0091264667535853,-293.80704041720935
poolte kokkuleppel huvitise,0.0086906141367323,0.0182529335071707,-110.03042155584488
ootuse oigusparase oiguskindluse,0.0034762456546929,0.0104302477183833,-200.04345936549566
efsf esm kreekale,0.0318655851680185,0.0469361147327249,-47.29406187033326
leping ratifitseerida lepinguga,0.0086906141367323,0.0169491525423728,-95.02824858757035
kohtunike kohtususteem kohtuniku,0.0139049826187717,0.0234680573663624,-68.7744458930899
katteallikas katteallikaid katteallikat,0.0034762456546929,0.0091264667535853,-162.53802694480618
otsevalimise presidenti presidendi,0.0028968713789107,0.0078226857887874,-170.03911342894813
vagivallale vihakone ohutamine,0.004055619930475,0.0091264667535853,-125.03259452412236
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0005793742757821,0.0039113428943937,-575.0977835724169
eelarvele kulude riigieelarvele,0.007531865585168,0.0130378096479791,-73.10199578778447
direktiivi direktiiv ulevotmise,0.0028968713789107,0.0065189048239895,-125.03259452412345
normitehnika mojude eeskiri,0.0011587485515643,0.0039113428943937,-237.54889178617938
tootuli lepitaja ametiuhingute,0.0011587485515643,0.0039113428943937,-237.54889178617938
matusetoetust matusetoetus matusetoetuse,0.0011587485515643,0.0039113428943937,-237.54889178617938
eripensioni valjateenitud staazi,0.0011587485515643,0.0039113428943937,-237.54889178617938
kandidaadi kandidaati kandidaat,0.0005793742757821,0.0026075619295958,-350.06518904827806
kusimusena tahtsa tahtsusega,0.0005793742757821,0.0026075619295958,-350.06518904827806
vagivalla naistevastase perevagivalla,0.0005793742757821,0.0026075619295958,-350.06518904827806
riigiabi komisjonilt loa,0.0005793742757821,0.0026075619295958,-350.06518904827806
hooldekodus hoolduse hooldekodu,0.0005793742757821,0.0026075619295958,-350.06518904827806
soita jalakaija konniteel,0.0023174971031286,0.0052151238591916,-125.03259452411962
etv saateid pbk,0.0017381228273464,0.0039113428943937,-125.03259452412603
volakirjade keskpank volakirju,0.0081112398609501,0.0117340286831812,-44.663810765506675
volitust kaasuses jarvik,0.0011587485515643,0.0026075619295958,-125.03259452411962
annetused annetusi annetuste,0.0011587485515643,0.0026075619295958,-125.03259452411962
ametipalkade riigiteenijate korgemate,0.0011587485515643,0.0026075619295958,-125.03259452411962
elamisluba elamisloa viisa,0.0052143684820393,0.0078226857887874,-50.02172968274783
valijate erakonda valijaid,0.0023174971031286,0.0039113428943937,-68.77444589308969
rail trassi balticu,0.0034762456546929,0.0052151238591916,-50.0217296827464
ulejaagis struktuurses struktuurse,0.0127462340672074,0.0156453715775749,-22.745051558610502
erso teatri kontserdi,0.0005793742757821,0.0013037809647979,-125.03259452413901
konkurss konkursi konkurssi,0.0005793742757821,0.0013037809647979,-125.03259452413901
oigusloome oigusloomes oiguspoliitika,0.0005793742757821,0.0013037809647979,-125.03259452413901
korteriuhistu korteriomanike korteriuhistute,0.0005793742757821,0.0013037809647979,-125.03259452413901
ammendumiseni kaheni pikendada,0.0005793742757821,0.0013037809647979,-125.03259452413901
muraste kase kompleksi,0.0005793742757821,0.0013037809647979,-125.03259452413901
oppelaenu sugava puudega,0.0005793742757821,0.0013037809647979,-125.03259452413901
suuria euroopasse turgis,0.0005793742757821,0.0013037809647979,-125.03259452413901
piirilepingu piirileping piirilepingut,0.0005793742757821,0.0013037809647979,-125.03259452413901
hadaolukorda eriolukord eriolukorra,0.0005793742757821,0.0013037809647979,-125.03259452413901
valimiskomisjon proteste valimiskasti,0.0005793742757821,0.0013037809647979,-125.03259452413901
voidusamba vabadussoja uurimiskomisjon,0.0005793742757821,0.0013037809647979,-125.03259452413901
pagulasi pagulased pagulaste,0.0005793742757821,0.0013037809647979,-125.03259452413901
kohtutaiturite kohtutaitur kohtutaituri,0.0005793742757821,0.0013037809647979,-125.03259452413901
ts parvlaeva parvlaevad,0.0017381228273464,0.0026075619295958,-50.0217296827507
korterelamute kortermajade kredexi,0.0017381228273464,0.0026075619295958,-50.0217296827507
pealinnast tallinnast viljandisse,0.0017381228273464,0.0026075619295958,-50.0217296827507
tarbijakaitse amet ametile,0.0017381228273464,0.0026075619295958,-50.0217296827507
virumaale virumaa toostusalade,0.0017381228273464,0.0026075619295958,-50.0217296827507
haale valimispaeval valimiste,0.004055619930475,0.0052151238591916,-28.590054013784215
taanis saksamaal hollandis,0.0092699884125144,0.0104302477183833,-12.516297262060874
memorandumi moistmise memorandum,0.0057937427578215,0.0065189048239895,-12.516297262059787
pollumeestele pollumehi pollumehed,0.0046349942062572,0.0052151238591916,-12.516297262059805
tapsustatakse ajakohastatakse nouete,0.0034762456546929,0.0039113428943937,-12.516297262059787
abielu kooselu samasooliste,0.0034762456546929,0.0039113428943937,-12.516297262059787
tooandja tervisesse maksuvabalt,0.0034762456546929,0.0039113428943937,-12.516297262059787
psuhhiaatri alaealine psuhhiaatrilist,0.0023174971031286,0.0026075619295958,-12.516297262059805
muuseum muuseumi muuseumide,0.0023174971031286,0.0026075619295958,-12.516297262059805
inimarengu aruanne aruandes,0.0023174971031286,0.0026075619295958,-12.516297262059805
treenerite spordi sport,0.0023174971031286,0.0026075619295958,-12.516297262059805
erimargistatud kutust kutuse,0.0023174971031286,0.0026075619295958,-12.516297262059805
kutsehariduse kutseharidus kutsehariduses,0.0023174971031286,0.0026075619295958,-12.516297262059805
skais arendused infosusteemide,0.0011587485515643,0.0013037809647979,-12.516297262059805
kinnitamise paevakorra paevakord,0.0011587485515643,0.0013037809647979,-12.516297262059805
piima toorpiima toodangut,0.0011587485515643,0.0013037809647979,-12.516297262059805
estonian air airi,0.0011587485515643,0.0013037809647979,-12.516297262059805
puude raskusastme puuet,0.0011587485515643,0.0013037809647979,-12.516297262059805
tervist tervis tervisega,0.0011587485515643,0.0013037809647979,-12.516297262059805
