topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,difference
apteeke apteegid apteekide,0.0046620046620046,0.0074074074074074,-58.888888888890826
toonadalal istungid taiendaval,0.0046620046620046,0.0074074074074074,-58.888888888890826
psuhhiaatri alaealine psuhhiaatrilist,0.0046620046620046,0.0074074074074074,-58.888888888890826
efsf esm kreekale,0.0862470862470862,0.0918518518518518,-6.498498498498492
eelarvele kulude riigieelarvele,0.0069930069930069,0.0088888888888888,-27.111111111111537
kaibemaksu kaibemaks kaibemaksumaara,0.0046620046620046,0.0059259259259259,-27.111111111112223
lahususe voimude lahusus,0.0046620046620046,0.0059259259259259,-27.111111111112223
tulubaasi tasandusfondi tulumaksuosa,0.0046620046620046,0.0059259259259259,-27.111111111112223
piima toorpiima toodangut,0.0023310023310023,0.0029629629629629,-27.111111111110088
iive sundimus iibe,0.0023310023310023,0.0029629629629629,-27.111111111110088
tootuna arvele ariuhingu,0.0023310023310023,0.0029629629629629,-27.111111111110088
kandidaadi kandidaati kandidaat,0.0023310023310023,0.0029629629629629,-27.111111111110088
rahvuse rahvust rahvusriik,0.0023310023310023,0.0029629629629629,-27.111111111110088
viirust vaktsineeritud viiruse,0.0023310023310023,0.0029629629629629,-27.111111111110088
vaikesaarte saarte pusiasustusega,0.0023310023310023,0.0029629629629629,-27.111111111110088
lipu laevu kaubalaeva,0.0023310023310023,0.0029629629629629,-27.111111111110088
maavalitsuste maavalitsused maakonna,0.0023310023310023,0.0029629629629629,-27.111111111110088
pensionifondide pensionifondid fondid,0.0023310023310023,0.0029629629629629,-27.111111111110088
alkoholi kange lahja,0.0093240093240093,0.0103703703703703,-11.222222222221765
kaasne lisakulutusi riigieelarvele,0.0046620046620046,0.0044444444444444,4.666666666666356
noukogudesse ariuhingute noukogudes,0.0046620046620046,0.0044444444444444,4.666666666666356
prokuratuur prokuratuuri prokuror,0.0046620046620046,0.0044444444444444,4.666666666666356
valismaale valjarande valjaranne,0.0046620046620046,0.0044444444444444,4.666666666666356
palgatousu opetajate palgatous,0.0163170163170163,0.0148148148148148,9.206349206349197
arengukavad arengukavade pohialuste,0.0116550116550116,0.0103703703703703,11.022222222222403
kohtunike kohtususteem kohtuniku,0.0069930069930069,0.0059259259259259,15.259259259258512
kinnisasja maad maa,0.0069930069930069,0.0059259259259259,15.259259259258512
joustumine joustuma joustada,0.0186480186480186,0.0162962962962962,12.611111111111395
hanke hankija riigihangete,0.0023310023310023,0.0014814814814814,36.44444444444709
lasteaia lasteaias lasteaiakoha,0.0023310023310023,0.0014814814814814,36.44444444444709
etv saateid pbk,0.0023310023310023,0.0014814814814814,36.44444444444709
vee monopolide veeteenuse,0.0023310023310023,0.0014814814814814,36.44444444444709
riigimetsa majandamise noukokku,0.0023310023310023,0.0014814814814814,36.44444444444709
memorandumi moistmise memorandum,0.0046620046620046,0.0029629629629629,36.444444444444954
palgalohe soolist meeste,0.0046620046620046,0.0029629629629629,36.444444444444954
tulumaksuvaba maksususteemi tulumaksu,0.0139860139860139,0.0103703703703703,25.851851851851894
loomi loomade loomad,0.0069930069930069,0.0044444444444444,36.44444444444424
valispoliitika valispoliitikas diplomaatia,0.0069930069930069,0.0044444444444444,36.44444444444424
volakirjade keskpank volakirju,0.0116550116550116,0.0074074074074074,36.444444444444215
opositsioonis koalitsiooni opositsiooni,0.0116550116550116,0.0074074074074074,36.444444444444215
ajakirjandus ajakirjanduse ajakirjandust,0.0046620046620046,0.0014814814814814,68.22222222222355
relva relvade relvaluba,0.0046620046620046,0.0014814814814814,68.22222222222355
direktiivi direktiiv ulevotmise,0.0046620046620046,0.0014814814814814,68.22222222222355
vagivallale vihakone ohutamine,0.0046620046620046,0.0014814814814814,68.22222222222355
ene ergma aplaus,0.0046620046620046,0.0014814814814814,68.22222222222355
vallaga vald sauga,0.0046620046620046,0.0014814814814814,68.22222222222355
metsa metsade mets,0.0046620046620046,0.0014814814814814,68.22222222222355
lng terminali gaasi,0.0046620046620046,0.0014814814814814,68.22222222222355
teede teehoiuks teedele,0.0046620046620046,0.0014814814814814,68.22222222222355
soita jalakaija konniteel,0.0046620046620046,0.0014814814814814,68.22222222222355
tulubaasi omavalitsustele omavalitsuste,0.0069930069930069,0.0029629629629629,57.62962962962996
annetused annetusi annetuste,0.0093240093240093,0.0044444444444444,52.333333333333684
elamisluba elamisloa viisa,0.0069930069930069,0.0014814814814814,78.8148148148157
treenerite spordi sport,0.0069930069930069,0.0014814814814814,78.8148148148157
korteriuhistu korteriomanike korteriuhistute,0.0069930069930069,0.0014814814814814,78.8148148148157
slovakkia ungari portugal,0.0069930069930069,0.0014814814814814,78.8148148148157
virumaale virumaa toostusalade,0.0069930069930069,0.0014814814814814,78.8148148148157
koolilouna koolitoidu koolitoit,0.0069930069930069,0.0014814814814814,78.8148148148157
kauguhendus avaksite ettekandjalt,0.0069930069930069,0.0014814814814814,78.8148148148157
opositsiooni koalitsioonil opositsioonil,0.0069930069930069,0.0014814814814814,78.8148148148157
deklaratsiooni deklaratsioone deklaratsioonis,0.0069930069930069,0.0014814814814814,78.8148148148157
pohiseadusega riigikohus oiguskantsler,0.0093240093240093,0.0029629629629629,68.22222222222281
vaesuses suhtelises vaesuse,0.0163170163170163,0.0074074074074074,54.6031746031746
uuring uuringut uuringu,0.0093240093240093,0.0014814814814814,84.11111111111195
hoone rkas hoonet,0.0093240093240093,0.0014814814814814,84.11111111111195
eriarstide eriarstiabi eriarsti,0.0139860139860139,0.0044444444444444,68.22222222222234
domeenide domeeni interneti,0.0116550116550116,0.0014814814814814,87.28888888888953
leping ratifitseerida lepinguga,0.0163170163170163,0.0044444444444444,72.761904761905
borsile ipo enefit,0.0139860139860139,0.0014814814814814,89.40740740740793
vabatahtlike komandode paasteameti,0.0186480186480186,0.0029629629629629,84.1111111111114
missiooni missioonile missioon,0.0326340326340326,0.0029629629629629,90.9206349206351
haale valimispaeval valimiste,0.0466200466200466,0.0029629629629629,93.64444444444459
elektri elektrit taastuvenergia,0.0582750582750582,0.0118518518518518,79.66222222222228
kaitseliit kaitseliidule kaitseliidu,0.0279720279720279,0.0,100.0
valimisliitude volikogusse volikokku,0.0116550116550116,0.0,100.0
kodakondsust kodakondsuse kodanikuks,0.0093240093240093,0.0,100.0
inimarengu aruanne aruandes,0.0069930069930069,0.0,100.0
sularaha kommertspangad pangad,0.0069930069930069,0.0,100.0
utah jordaania energia,0.0069930069930069,0.0,100.0
jarviku jarvik maaeluministri,0.0046620046620046,0.0,100.0
nord stream streami,0.0046620046620046,0.0,100.0
kaitsekulud kaitsekulutused kaitsekulude,0.0046620046620046,0.0,100.0
ooteala piiriuletuse piiripunkti,0.0046620046620046,0.0,100.0
estonian air airi,0.0046620046620046,0.0,100.0
rongi rongide rongid,0.0023310023310023,0.0,100.0
salastatud valisteabe riigisaladuse,0.0023310023310023,0.0,100.0
skais arendused infosusteemide,0.0023310023310023,0.0,100.0
teekasutustasu autode autod,0.0023310023310023,0.0,100.0
inflatsiooni inflatsioon hinnatous,0.0023310023310023,0.0,100.0
keeleoskust oskuse keeleoskuse,0.0023310023310023,0.0,100.0
riigikontrolor karis riigikontrolori,0.0023310023310023,0.0,100.0
koolis kooli opilased,0.0023310023310023,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0023310023310023,0.0,100.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0023310023310023,0.0,100.0
kusimusena tahtsa tahtsusega,0.0023310023310023,0.0,100.0
rahapesu terrorismi andmeburoo,0.0023310023310023,0.0,100.0
ulikooliga kbfi instituudi,0.0023310023310023,0.0,100.0
muugimaksu muugimaks paadimaksu,0.0023310023310023,0.0,100.0
piirilepingu piirileping piirilepingut,0.0023310023310023,0.0,100.0
muuseum muuseumi muuseumide,0.0023310023310023,0.0,100.0
id mobiil kaardi,0.0023310023310023,0.0,100.0
piirivalve valvamise valvamine,0.0023310023310023,0.0,100.0
oigusloome oigusloomes oiguspoliitika,0.0023310023310023,0.0,100.0
veb fondi uurimiskomisjon,0.0023310023310023,0.0,100.0
korterid kortereid korterit,0.0023310023310023,0.0,100.0
annetus erjk annetuse,0.0023310023310023,0.0,100.0
planeeringu keskkonnamoju keskkonnamojude,0.0023310023310023,0.0,100.0
vagivalla naistevastase perevagivalla,0.0023310023310023,0.0,100.0
liiklussurmade liikluses hukkunute,0.0023310023310023,0.0,100.0
erimargistatud kutust kutuse,0.0023310023310023,0.0,100.0
magustatud suhkrut joogi,0.0023310023310023,0.0,100.0
miili baasvorgu lairiba,0.0023310023310023,0.0,100.0
voidusamba vabadussoja uurimiskomisjon,0.0023310023310023,0.0,100.0
kirik kiriku maarja,0.0,0.0,
huvihariduse huvitegevuse huviharidus,0.0,0.0,
teatri teater rahvusooper,0.0,0.0,
kinnitamise paevakorra paevakord,0.0,0.0,
teenuseid teenused teenust,0.0,0.0,
tervist tervis tervisega,0.0,0.0,
ts parvlaeva parvlaevad,0.0,0.0,
valijate erakonda valijaid,0.0,0.0,
valimiskomisjon proteste valimiskasti,0.0,0.0,
kulukuse krediidi kiirlaenude,0.0,0.0,
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0,
koondaruande majandusaasta koondaruanne,0.0,0.0,
konkurss konkursi konkurssi,0.0,0.0,
koneleja konsensuslikud repliigi,0.0,0.0,
kolledz kolledzi turi,0.0,0.0,
kohtla jarve johvi,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
teadus teaduse arendustegevuse,0.0,0.0,
louis freeh kremli,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
kutsehariduse kutseharidus kutsehariduses,0.0,0.0,
mes maale maaelu,0.0,0.0,
matusetoetust matusetoetus matusetoetuse,0.0,0.0,
maantee neljarealiseks ppp,0.0,0.0,
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,
omandireformi tagastatud omandireform,0.0,0.0,
lipud lippude lipp,0.0,0.0,
liitlaste ohutorje keskmaa,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
lae korgepalgaliste lagi,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
hiv narkomaania epideemia,0.0,0.0,
oiglase virumaale ulemineku,0.0,0.0,
ootuse oigusparase oiguskindluse,0.0,0.0,
tarbijakaitse amet ametile,0.0,0.0,
riigireformi riigireformist riigireform,0.0,0.0,
tapsustatakse ajakohastatakse nouete,0.0,0.0,
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,
taanis saksamaal hollandis,0.0,0.0,
suuria euroopasse turgis,0.0,0.0,
sigade katku katk,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
reklaami reklaam alkoholireklaam,0.0,0.0,
operatsioonil sojalisel panustamisel,0.0,0.0,
rail trassi balticu,0.0,0.0,
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,
president ilves presidendi,0.0,0.0,
pensioniiga pensioniea eluiga,0.0,0.0,
pealinnast tallinnast viljandisse,0.0,0.0,
pagulasi pagulased pagulaste,0.0,0.0,
humni humn laulda,0.0,0.0,
krimmi agressiooni ukraina,0.0,0.0059259259259259,-inf
hambaravi hammaste hambad,0.0,0.0,
hadaolukorda eriolukord eriolukorra,0.0,0.0,
kandidaati kandidaat valituks,0.0,0.0014814814814814,-inf
eripensioni valjateenitud staazi,0.0,0.0029629629629629,-inf
kandideerima ametikohale kandidaatide,0.0,0.0014814814814814,-inf
kala kalurid kalurite,0.0,0.0029629629629629,-inf
normitehnika mojude eeskiri,0.0,0.0029629629629629,-inf
kantsler kantsleri riigisekretar,0.0,0.0014814814814814,-inf
kasvavad tuleval kasv,0.0,0.0014814814814814,-inf
riigipalgaliste riigisektoris koondada,0.0,0.0044444444444444,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0029629629629629,-inf
jahimehed jahimeeste jahti,0.0,0.0014814814814814,-inf
jaatmeid liigiti prugi,0.0,0.0103703703703703,-inf
riigiloivude riigiloivud riigiloivu,0.0,0.0044444444444444,-inf
kohanimenoukogu vonnu mulgi,0.0,0.0029629629629629,-inf
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0014814814814814,-inf
idapiiri piiririba valjaehitamine,0.0,0.0014814814814814,-inf
tooandja tooandjal tootaja,0.0,0.0029629629629629,-inf
koolituse koolitus koolitusele,0.0,0.0014814814814814,-inf
korrata stenogrammist vabandan,0.0,0.0014814814814814,-inf
hooldekodus hoolduse hooldekodu,0.0,0.0014814814814814,-inf
hoiu pangad pankade,0.0,0.0014814814814814,-inf
tootuli lepitaja ametiuhingute,0.0,0.0014814814814814,-inf
puude raskusastme puuet,0.0,0.0014814814814814,-inf
fie fuusilisest isikust,0.0,0.0014814814814814,-inf
uhistranspordi uhistransport uhistransporti,0.0,0.0014814814814814,-inf
abielu kooselu samasooliste,0.0,0.0014814814814814,-inf
objekti anu raua,0.0,0.0029629629629629,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.0014814814814814,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0,
est kavatsuste for,0.0,0.0,
erso teatri kontserdi,0.0,0.0,
energiaagentuur agentuuri agentuur,0.0,0.0,
danske filiaali rahapesu,0.0,0.0,
ammendumiseni kaheni pikendada,0.0,0.0,
ametipalkade riigiteenijate korgemate,0.0,0.0,
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,
aardla pria pealtnagija,0.0,0.0,
toovoimereformi toovoimega toovoimereform,0.0,0.0059259259259259,-inf
elatisraha elatisabi elatise,0.0,0.0044444444444444,-inf
oigusriik oigusriigi oigusriigist,0.0,0.0029629629629629,-inf
untso missioonide liikmesusest,0.0,0.0014814814814814,-inf
post posti omniva,0.0,0.0014814814814814,-inf
pollumeestele pollumehi pollumehed,0.0,0.0133333333333333,-inf
pensioni pension sammas,0.0,0.0044444444444444,-inf
valimisea valimisiga valimisoiguse,0.0,0.0074074074074074,-inf
pensionitous pensionitousu pension,0.0,0.0074074074074074,-inf
kusija vastaja vastasin,0.0,0.0059259259259259,-inf
otsevalimise presidenti presidendi,0.0,0.0029629629629629,-inf
oppelaenu sugava puudega,0.0,0.0014814814814814,-inf
valitsemisalade katteallikaks riigieelarves,0.0,0.0044444444444444,-inf
volitust kaasuses jarvik,0.0,0.0,
