topic_words3,Fraktsioonitud,Sotsiaaldemokraadid,difference
riigimetsa majandamise noukokku,0.0023310023310023,0.0442477876106194,-1798.230088495597
lapsetoetust lapsetoetus lapsetoetuse,0.0186480186480186,0.0501474926253687,-168.91592920354037
uliopilased uliopilastele uliopilaste,0.0069930069930069,0.0294985250737463,-321.8289085545776
loomi loomade loomad,0.0069930069930069,0.0280235988200589,-300.73746312684756
palgalohe soolist meeste,0.0046620046620046,0.0221238938053097,-374.5575221238993
poolte kokkuleppel huvitise,0.0023310023310023,0.0191740412979351,-722.5663716814266
teenistuse teenistuses avalikus,0.0023310023310023,0.0162241887905604,-596.0176991150503
kodualuse maamaksu maamaksust,0.0163170163170163,0.0353982300884955,-116.94058154235123
hanke hankija riigihangete,0.0023310023310023,0.0147492625368731,-532.7433628318644
koolis kooli opilased,0.0023310023310023,0.0132743362831858,-469.4690265486783
toonadalal istungid taiendaval,0.0046620046620046,0.0162241887905604,-248.00884955752514
vanemahuvitist vanemahuvitise vanemahuvitis,0.0023310023310023,0.0117994100294985,-406.1946902654923
maavalitsuste maavalitsused maakonna,0.0023310023310023,0.0117994100294985,-406.1946902654923
ametiuhingute tooandjate keskliit,0.0023310023310023,0.0103244837758112,-342.9203539823063
korterid kortereid korterit,0.0023310023310023,0.0088495575221238,-279.646017699116
tulubaasi tasandusfondi tulumaksuosa,0.0046620046620046,0.0117994100294985,-153.09734513274617
terviseandmed isikuandmeid terviseandmeid,0.0046620046620046,0.0117994100294985,-153.09734513274617
moisteid moiste moisted,0.0023310023310023,0.0073746312684365,-216.37168141593
karistuse karistus tingimisi,0.0023310023310023,0.0073746312684365,-216.37168141593
planeeringu keskkonnamoju keskkonnamojude,0.0023310023310023,0.0073746312684365,-216.37168141593
estonian air airi,0.0046620046620046,0.0103244837758112,-121.46017699115316
lasteaia lasteaias lasteaiakoha,0.0023310023310023,0.0058997050147492,-153.097345132744
ulejaagis struktuurses struktuurse,0.0046620046620046,0.0088495575221238,-89.82300884955802
apteeke apteegid apteekide,0.0046620046620046,0.0088495575221238,-89.82300884955802
kaasne lisakulutusi riigieelarvele,0.0046620046620046,0.0088495575221238,-89.82300884955802
metsa metsade mets,0.0046620046620046,0.0088495575221238,-89.82300884955802
arengufond arengufondi arengufondis,0.0046620046620046,0.0088495575221238,-89.82300884955802
aasia aasias saatkonna,0.0093240093240093,0.0132743362831858,-42.36725663716808
erimargistatud kutust kutuse,0.0023310023310023,0.0044247787610619,-89.82300884955802
iive sundimus iibe,0.0023310023310023,0.0044247787610619,-89.82300884955802
korterelamute kortermajade kredexi,0.0023310023310023,0.0044247787610619,-89.82300884955802
memorandumi moistmise memorandum,0.0046620046620046,0.0073746312684365,-58.18584070796502
palgatousu opetajate palgatous,0.0163170163170163,0.0191740412979351,-17.509481668773812
tulubaasi omavalitsustele omavalitsuste,0.0069930069930069,0.0088495575221238,-26.548672566372023
etv saateid pbk,0.0023310023310023,0.0029498525073746,-26.548672566372012
keskkonnaameti uhendamine uhendamise,0.0023310023310023,0.0029498525073746,-26.548672566372012
salvestisi salvestised salvestiste,0.0023310023310023,0.0029498525073746,-26.548672566372012
piirilepingu piirileping piirilepingut,0.0023310023310023,0.0029498525073746,-26.548672566372012
lipu laevu kaubalaeva,0.0023310023310023,0.0029498525073746,-26.548672566372012
virumaale virumaa toostusalade,0.0069930069930069,0.0073746312684365,-5.45722713864335
eelarvele kulude riigieelarvele,0.0069930069930069,0.0073746312684365,-5.45722713864335
noukogudesse ariuhingute noukogudes,0.0046620046620046,0.0044247787610619,5.088495575220991
prokuratuur prokuratuuri prokuror,0.0046620046620046,0.0044247787610619,5.088495575220991
majandusaasta koondaruanne raamatupidamise,0.0046620046620046,0.0044247787610619,5.088495575220991
vagivallale vihakone ohutamine,0.0046620046620046,0.0044247787610619,5.088495575220991
valismaale valjarande valjaranne,0.0046620046620046,0.0044247787610619,5.088495575220991
hoone rkas hoonet,0.0093240093240093,0.0088495575221238,5.088495575221998
pohiseadusega riigikohus oiguskantsler,0.0093240093240093,0.0088495575221238,5.088495575221998
eelarves riigieelarves reservist,0.0139860139860139,0.0132743362831858,5.088495575220937
huvigruppe huvigruppide kaasatud,0.0116550116550116,0.0103244837758112,11.415929203539484
maksuamet tolliamet tolliameti,0.0069930069930069,0.0058997050147492,15.63421828908532
opositsiooni koalitsioonil opositsioonil,0.0069930069930069,0.0058997050147492,15.63421828908532
katteallikas katteallikaid katteallikat,0.0069930069930069,0.0058997050147492,15.63421828908532
kusimusena tahtsa tahtsusega,0.0023310023310023,0.0014749262536873,36.725663716814
muuseum muuseumi muuseumide,0.0023310023310023,0.0014749262536873,36.725663716814
id mobiil kaardi,0.0023310023310023,0.0014749262536873,36.725663716814
oigusloome oigusloomes oiguspoliitika,0.0023310023310023,0.0014749262536873,36.725663716814
miili baasvorgu lairiba,0.0023310023310023,0.0014749262536873,36.725663716814
rahvuse rahvust rahvusriik,0.0023310023310023,0.0014749262536873,36.725663716814
inflatsiooni inflatsioon hinnatous,0.0023310023310023,0.0014749262536873,36.725663716814
viirust vaktsineeritud viiruse,0.0023310023310023,0.0014749262536873,36.725663716814
vagivalla naistevastase perevagivalla,0.0023310023310023,0.0014749262536873,36.725663716814
rahapesu terrorismi andmeburoo,0.0023310023310023,0.0014749262536873,36.725663716814
ulikooliga kbfi instituudi,0.0023310023310023,0.0014749262536873,36.725663716814
tootuna arvele ariuhingu,0.0023310023310023,0.0014749262536873,36.725663716814
samba sammas sambasse,0.0023310023310023,0.0014749262536873,36.725663716814
kandidaadi kandidaati kandidaat,0.0023310023310023,0.0014749262536873,36.725663716814
riigikontrolli auditi auditit,0.0023310023310023,0.0014749262536873,36.725663716814
keeleoskust oskuse keeleoskuse,0.0023310023310023,0.0014749262536873,36.725663716814
direktiivi direktiiv ulevotmise,0.0046620046620046,0.0029498525073746,36.725663716814
tooandja tervisesse maksuvabalt,0.0046620046620046,0.0029498525073746,36.725663716814
jarviku jarvik maaeluministri,0.0046620046620046,0.0029498525073746,36.725663716814
aituma infotundi jahimehed,0.0046620046620046,0.0029498525073746,36.725663716814
psuhhiaatri alaealine psuhhiaatrilist,0.0046620046620046,0.0029498525073746,36.725663716814
kaibemaksu kaibemaks kaibemaksumaara,0.0046620046620046,0.0029498525073746,36.725663716814
lahususe voimude lahusus,0.0046620046620046,0.0029498525073746,36.725663716814
tootuid tootute tootu,0.0046620046620046,0.0029498525073746,36.725663716814
valimisliitude volikogusse volikokku,0.0116550116550116,0.0088495575221238,24.07079646017744
kinnisasja maad maa,0.0069930069930069,0.0044247787610619,36.72566371681399
valispoliitika valispoliitikas diplomaatia,0.0069930069930069,0.0044247787610619,36.72566371681399
slovakkia ungari portugal,0.0069930069930069,0.0044247787610619,36.72566371681399
arengukavad arengukavade pohialuste,0.0116550116550116,0.0073746312684365,36.72566371681453
lng terminali gaasi,0.0046620046620046,0.0014749262536873,68.36283185840699
soita jalakaija konniteel,0.0046620046620046,0.0014749262536873,68.36283185840699
vallaga vald sauga,0.0046620046620046,0.0014749262536873,68.36283185840699
kaitsekulud kaitsekulutused kaitsekulude,0.0046620046620046,0.0014749262536873,68.36283185840699
sularaha kommertspangad pangad,0.0069930069930069,0.0029498525073746,57.817109144542655
koolilouna koolitoidu koolitoit,0.0069930069930069,0.0029498525073746,57.817109144542655
kohtunike kohtususteem kohtuniku,0.0069930069930069,0.0029498525073746,57.817109144542655
kauguhendus avaksite ettekandjalt,0.0069930069930069,0.0029498525073746,57.817109144542655
kodakondsust kodakondsuse kodanikuks,0.0093240093240093,0.0044247787610619,52.544247787611
opositsioonis koalitsiooni opositsiooni,0.0116550116550116,0.0058997050147492,49.38053097345163
leping ratifitseerida lepinguga,0.0163170163170163,0.0088495575221238,45.764854614412656
korteriuhistu korteriomanike korteriuhistute,0.0069930069930069,0.0014749262536873,78.90855457227133
inimarengu aruanne aruandes,0.0069930069930069,0.0014749262536873,78.90855457227133
elamisluba elamisloa viisa,0.0069930069930069,0.0014749262536873,78.90855457227133
utah jordaania energia,0.0069930069930069,0.0014749262536873,78.90855457227133
