topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Reformierakond,difference
pohiseadusega riigikohus oiguskantsler,0.0029629629629629,0.0286831812255541,-868.0573663624714
lng terminali gaasi,0.0014814814814814,0.029986962190352,-1924.1199478488713
moisteid moiste moisted,0.0059259259259259,0.0234680573663624,-296.0234680573672
kohtunike kohtususteem kohtuniku,0.0059259259259259,0.0234680573663624,-296.0234680573672
teenistuse teenistuses avalikus,0.0044444444444444,0.0208604954367666,-369.3611473272531
slovakkia ungari portugal,0.0014814814814814,0.0169491525423728,-1044.0677966102269
deklaratsiooni deklaratsioone deklaratsioonis,0.0014814814814814,0.014341590612777,-868.0573663625008
leping ratifitseerida lepinguga,0.0044444444444444,0.0169491525423728,-281.35593220339183
kandidaati kandidaat valituks,0.0014814814814814,0.0117340286831812,-692.0469361147746
tooandja tooandjal tootaja,0.0029629629629629,0.0130378096479791,-340.026075619304
elektri elektrit taastuvenergia,0.0118518518518518,0.0247718383311603,-109.01238591916598
poolte kokkuleppel huvitise,0.0074074074074074,0.0182529335071707,-146.4146023468047
vagivallale vihakone ohutamine,0.0014814814814814,0.0091264667535853,-516.0365058670416
jalitustegevuse jalitustoimingu sideandmete,0.0029629629629629,0.0104302477183833,-252.02086049544383
apteeke apteegid apteekide,0.0074074074074074,0.0169491525423728,-128.81355932203306
elamisluba elamisloa viisa,0.0014814814814814,0.0078226857887874,-428.0312907431785
prokuratuur prokuratuuri prokuror,0.0044444444444444,0.0117340286831812,-164.0156453715796
tulumaksuvaba maksususteemi tulumaksu,0.0103703703703703,0.0195567144719687,-88.5826038368423
direktiivi direktiiv ulevotmise,0.0014814814814814,0.0065189048239895,-340.02607561931535
otsevalimise presidenti presidendi,0.0029629629629629,0.0078226857887874,-164.01564537158035
terviseandmed isikuandmeid terviseandmeid,0.0088888888888888,0.0156453715775749,-76.01043024771937
borsile ipo enefit,0.0014814814814814,0.0052151238591916,-252.02086049545235
soita jalakaija konniteel,0.0014814814814814,0.0052151238591916,-252.02086049545235
alkoholi kange lahja,0.0103703703703703,0.0169491525423728,-63.43825665859597
tulubaasi omavalitsustele omavalitsuste,0.0029629629629629,0.0065189048239895,-120.01303780965029
memorandumi moistmise memorandum,0.0029629629629629,0.0065189048239895,-120.01303780965029
tootuli lepitaja ametiuhingute,0.0014814814814814,0.0039113428943937,-164.01564537158924
etv saateid pbk,0.0014814814814814,0.0039113428943937,-164.01564537158924
uuring uuringut uuringu,0.0014814814814814,0.0039113428943937,-164.01564537158924
abielu kooselu samasooliste,0.0014814814814814,0.0039113428943937,-164.01564537158924
volakirjade keskpank volakirju,0.0074074074074074,0.0117340286831812,-58.40938722294635
eelarvele kulude riigieelarvele,0.0088888888888888,0.0130378096479791,-46.675358539766336
haale valimispaeval valimiste,0.0029629629629629,0.0052151238591916,-76.01043024772025
missiooni missioonile missioon,0.0029629629629629,0.0052151238591916,-76.01043024772025
arengufond arengufondi arengufondis,0.0088888888888888,0.0117340286831812,-32.00782268578981
riigiloivude riigiloivud riigiloivu,0.0044444444444444,0.0065189048239895,-46.675358539765206
vee monopolide veeteenuse,0.0014814814814814,0.0026075619295958,-76.01043024772618
treenerite spordi sport,0.0014814814814814,0.0026075619295958,-76.01043024772618
riigimetsa majandamise noukokku,0.0014814814814814,0.0026075619295958,-76.01043024772618
hooldekodus hoolduse hooldekodu,0.0014814814814814,0.0026075619295958,-76.01043024772618
virumaale virumaa toostusalade,0.0014814814814814,0.0026075619295958,-76.01043024772618
maksuamet tolliamet tolliameti,0.0148148148148148,0.0169491525423728,-14.406779661016525
eripensioni valjateenitud staazi,0.0029629629629629,0.0039113428943937,-32.007822685790174
palgalohe soolist meeste,0.0029629629629629,0.0039113428943937,-32.007822685790174
normitehnika mojude eeskiri,0.0029629629629629,0.0039113428943937,-32.007822685790174
kaasne lisakulutusi riigieelarvele,0.0044444444444444,0.0052151238591916,-17.340286831812172
toonadalal istungid taiendaval,0.0074074074074074,0.0078226857887874,-5.6062581486299985
kauguhendus avaksite ettekandjalt,0.0014814814814814,0.0013037809647979,11.994784876136913
vallaga vald sauga,0.0014814814814814,0.0013037809647979,11.994784876136913
hoone rkas hoonet,0.0014814814814814,0.0013037809647979,11.994784876136913
opositsiooni koalitsioonil opositsioonil,0.0014814814814814,0.0013037809647979,11.994784876136913
puude raskusastme puuet,0.0014814814814814,0.0013037809647979,11.994784876136913
oppelaenu sugava puudega,0.0014814814814814,0.0013037809647979,11.994784876136913
korteriuhistu korteriomanike korteriuhistute,0.0014814814814814,0.0013037809647979,11.994784876136913
korrata stenogrammist vabandan,0.0014814814814814,0.0013037809647979,11.994784876136913
kohtutaiturite kohtutaitur kohtutaituri,0.0014814814814814,0.0013037809647979,11.994784876136913
kasvavad tuleval kasv,0.0014814814814814,0.0013037809647979,11.994784876136913
kandideerima ametikohale kandidaatide,0.0014814814814814,0.0013037809647979,11.994784876136913
ajakirjandus ajakirjanduse ajakirjandust,0.0014814814814814,0.0013037809647979,11.994784876136913
kala kalurid kalurite,0.0029629629629629,0.0026075619295958,11.994784876139876
lipu laevu kaubalaeva,0.0029629629629629,0.0026075619295958,11.994784876139876
kandidaadi kandidaati kandidaat,0.0029629629629629,0.0026075619295958,11.994784876139876
vabatahtlike komandode paasteameti,0.0029629629629629,0.0026075619295958,11.994784876139876
vaikesaarte saarte pusiasustusega,0.0029629629629629,0.0026075619295958,11.994784876139876
rahvuse rahvust rahvusriik,0.0029629629629629,0.0026075619295958,11.994784876139876
eriarstide eriarstiabi eriarsti,0.0044444444444444,0.0039113428943937,11.994784876140882
noukogudesse ariuhingute noukogudes,0.0044444444444444,0.0039113428943937,11.994784876140882
krimmi agressiooni ukraina,0.0059259259259259,0.0052151238591916,11.994784876141356
opositsioonis koalitsiooni opositsiooni,0.0074074074074074,0.0065189048239895,11.994784876141665
jaatmeid liigiti prugi,0.0103703703703703,0.0091264667535853,11.99478487614116
joustumine joustuma joustada,0.0162962962962962,0.0130378096479791,19.9952589783096
tulubaasi tasandusfondi tulumaksuosa,0.0059259259259259,0.0039113428943937,33.99608865710603
kusija vastaja vastasin,0.0059259259259259,0.0039113428943937,33.99608865710603
riigiabi komisjonilt loa,0.0044444444444444,0.0026075619295958,41.32985658409392
korterelamute kortermajade kredexi,0.0044444444444444,0.0026075619295958,41.32985658409392
loomi loomade loomad,0.0044444444444444,0.0026075619295958,41.32985658409392
annetused annetusi annetuste,0.0044444444444444,0.0026075619295958,41.32985658409392
riigikontrolli auditi auditit,0.0044444444444444,0.0026075619295958,41.32985658409392
oigusriik oigusriigi oigusriigist,0.0029629629629629,0.0013037809647979,55.99739243806994
piima toorpiima toodangut,0.0029629629629629,0.0013037809647979,55.99739243806994
pensionifondide pensionifondid fondid,0.0029629629629629,0.0013037809647979,55.99739243806994
maavalitsuste maavalitsused maakonna,0.0029629629629629,0.0013037809647979,55.99739243806994
ametiuhingute tooandjate keskliit,0.0222222222222222,0.0169491525423728,23.72881355932231
arengukavad arengukavade pohialuste,0.0103703703703703,0.0065189048239895,37.13913205438654
tooandja tervisesse maksuvabalt,0.0074074074074074,0.0039113428943937,47.196870925685005
ulejaagis struktuurses struktuurse,0.0222222222222222,0.0156453715775749,29.59582790091288
kaibemaksu kaibemaks kaibemaksumaara,0.0059259259259259,0.0026075619295958,55.99739243807068
elatisraha elatisabi elatise,0.0044444444444444,0.0013037809647979,70.66492829204695
valispoliitika valispoliitikas diplomaatia,0.0044444444444444,0.0013037809647979,70.66492829204695
valismaale valjarande valjaranne,0.0044444444444444,0.0013037809647979,70.66492829204695
psuhhiaatri alaealine psuhhiaatrilist,0.0074074074074074,0.0026075619295958,64.79791395045666
salvestisi salvestised salvestiste,0.0074074074074074,0.0026075619295958,64.79791395045666
tootuid tootute tootu,0.0251851851851851,0.0156453715775749,37.87867167727592
kinnisasja maad maa,0.0059259259259259,0.0013037809647979,77.99869621903535
lahususe voimude lahusus,0.0059259259259259,0.0013037809647979,77.99869621903535
kodualuse maamaksu maamaksust,0.0266666666666666,0.0156453715775749,41.329856584093974
valimisea valimisiga valimisoiguse,0.0074074074074074,0.0013037809647979,82.39895697522833
pensionitous pensionitousu pension,0.0074074074074074,0.0013037809647979,82.39895697522833
pollumeestele pollumehi pollumehed,0.0133333333333333,0.0052151238591916,60.8865710560629
aasia aasias saatkonna,0.0281481481481481,0.0156453715775749,44.41775886914171
majandusaasta koondaruanne raamatupidamise,0.0103703703703703,0.0026075619295958,74.85565282175462
palgatousu opetajate palgatous,0.0148148148148148,0.0039113428943937,73.5984354628425
vanemahuvitist vanemahuvitise vanemahuvitis,0.0118518518518518,0.0013037809647979,88.99934810951765
huvigruppe huvigruppide kaasatud,0.0251851851851851,0.0091264667535853,63.76255847841118
karistuse karistus tingimisi,0.0251851851851851,0.0091264667535853,63.76255847841118
katteallikas katteallikaid katteallikat,0.0281481481481481,0.0091264667535853,67.57702600699953
aituma infotundi jahimehed,0.0222222222222222,0.0039113428943937,82.39895697522833
uliopilased uliopilastele uliopilaste,0.037037037037037,0.0104302477183833,71.83833116036506
eelarves riigieelarves reservist,0.0355555555555555,0.0078226857887874,77.9986962190354
efsf esm kreekale,0.0918518518518518,0.0469361147327249,48.90019767001721
lapsetoetust lapsetoetus lapsetoetuse,0.077037037037037,0.0078226857887874,89.84555210109326
vaesuses suhtelises vaesuse,0.0074074074074074,0.0,100.0
toovoimereformi toovoimega toovoimereform,0.0059259259259259,0.0,100.0
riigipalgaliste riigisektoris koondada,0.0044444444444444,0.0,100.0
keskkonnaameti uhendamine uhendamise,0.0044444444444444,0.0,100.0
pensioni pension sammas,0.0044444444444444,0.0,100.0
valitsemisalade katteallikaks riigieelarves,0.0044444444444444,0.0,100.0
samba sammas sambasse,0.0044444444444444,0.0,100.0
kohanimenoukogu vonnu mulgi,0.0029629629629629,0.0,100.0
viirust vaktsineeritud viiruse,0.0029629629629629,0.0,100.0
objekti anu raua,0.0029629629629629,0.0,100.0
iive sundimus iibe,0.0029629629629629,0.0,100.0
tootuna arvele ariuhingu,0.0029629629629629,0.0,100.0
teede teehoiuks teedele,0.0014814814814814,0.0,100.0
idapiiri piiririba valjaehitamine,0.0014814814814814,0.0,100.0
relva relvade relvaluba,0.0014814814814814,0.0,100.0
koolilouna koolitoidu koolitoit,0.0014814814814814,0.0,100.0
jahimehed jahimeeste jahti,0.0014814814814814,0.0,100.0
lasteaia lasteaias lasteaiakoha,0.0014814814814814,0.0,100.0
koolituse koolitus koolitusele,0.0014814814814814,0.0,100.0
valdkonnad laekumisest fikseeritakse,0.0014814814814814,0.0,100.0
kantsler kantsleri riigisekretar,0.0014814814814814,0.0,100.0
ene ergma aplaus,0.0014814814814814,0.0,100.0
post posti omniva,0.0014814814814814,0.0,100.0
domeenide domeeni interneti,0.0014814814814814,0.0,100.0
fie fuusilisest isikust,0.0014814814814814,0.0,100.0
uhistranspordi uhistransport uhistransporti,0.0014814814814814,0.0,100.0
metsa metsade mets,0.0014814814814814,0.0,100.0
hanke hankija riigihangete,0.0014814814814814,0.0,100.0
untso missioonide liikmesusest,0.0014814814814814,0.0,100.0
hoiu pangad pankade,0.0014814814814814,0.0,100.0
kulukuse krediidi kiirlaenude,0.0,0.0,
rongi rongide rongid,0.0,0.0,
sigade katku katk,0.0,0.0,
sularaha kommertspangad pangad,0.0,0.0,
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,
teatri teater rahvusooper,0.0,0.0,
teenuseid teenused teenust,0.0,0.0,
ulikooliga kbfi instituudi,0.0,0.0,
aardla pria pealtnagija,0.0,0.0,
magustatud suhkrut joogi,0.0,0.0,
louis freeh kremli,0.0,0.0,
id mobiil kaardi,0.0,0.0,
jarviku jarvik maaeluministri,0.0,0.0,
kirik kiriku maarja,0.0,0.0,
kolledz kolledzi turi,0.0,0.0,
koneleja konsensuslikud repliigi,0.0,0.0,
koondaruande majandusaasta koondaruanne,0.0,0.0,
utah jordaania energia,0.0,0.0,
riigireformi riigireformist riigireform,0.0,0.0,
riigikontrolor karis riigikontrolori,0.0,0.0,
reklaami reklaam alkoholireklaam,0.0,0.0,
