topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Reformierakond,difference
liitlaste ohutorje keskmaa,0.0,0.0,
huvihariduse huvitegevuse huviharidus,0.0,0.0,
humni humn laulda,0.0,0.0,
hiv narkomaania epideemia,0.0,0.0,
hambaravi hammaste hambad,0.0,0.0,
mes maale maaelu,0.0,0.0,
miili baasvorgu lairiba,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0,
oiglase virumaale ulemineku,0.0,0.0,
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,
lipud lippude lipp,0.0,0.0,
liiklussurmade liikluses hukkunute,0.0,0.0,
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
operatsioonil sojalisel panustamisel,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
piirivalve valvamise valvamine,0.0,0.0,
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,
president ilves presidendi,0.0,0.0,
lae korgepalgaliste lagi,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
est kavatsuste for,0.0,0.0,
omandireformi tagastatud omandireform,0.0,0.0,
volitust kaasuses jarvik,0.0,0.0026075619295958,-inf
pensioniiga pensioniea eluiga,0.0,0.0013037809647979,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0026075619295958,-inf
kodakondsust kodakondsuse kodanikuks,0.0,0.0013037809647979,-inf
kohtla jarve johvi,0.0,0.0026075619295958,-inf
ootuse oigusparase oiguskindluse,0.0,0.0104302477183833,-inf
matusetoetust matusetoetus matusetoetuse,0.0,0.0039113428943937,-inf
konkurss konkursi konkurssi,0.0,0.0013037809647979,-inf
maantee neljarealiseks ppp,0.0,0.0013037809647979,-inf
koolis kooli opilased,0.0,0.0130378096479791,-inf
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0013037809647979,-inf
kutsehariduse kutseharidus kutsehariduses,0.0,0.0026075619295958,-inf
oigusloome oigusloomes oiguspoliitika,0.0,0.0013037809647979,-inf
pagulasi pagulased pagulaste,0.0,0.0013037809647979,-inf
hadaolukorda eriolukord eriolukorra,0.0,0.0013037809647979,-inf
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0013037809647979,-inf
tarbijakaitse amet ametile,0.0,0.0026075619295958,-inf
suuria euroopasse turgis,0.0,0.0013037809647979,-inf
korterid kortereid korterit,0.0,0.0013037809647979,-inf
seksuaalse vangistusega vaarkohtlemise,0.0,0.0013037809647979,-inf
salastatud valisteabe riigisaladuse,0.0,0.0013037809647979,-inf
rail trassi balticu,0.0,0.0052151238591916,-inf
inimarengu aruanne aruandes,0.0,0.0026075619295958,-inf
pealinnast tallinnast viljandisse,0.0,0.0026075619295958,-inf
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0039113428943937,-inf
rahapesu terrorismi andmeburoo,0.0,0.0013037809647979,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0013037809647979,-inf
kaitseliit kaitseliidule kaitseliidu,0.0,0.0026075619295958,-inf
piirilepingu piirileping piirilepingut,0.0,0.0013037809647979,-inf
kinnitamise paevakorra paevakord,0.0,0.0013037809647979,-inf
muugimaksu muugimaks paadimaksu,0.0,0.0013037809647979,-inf
muuseum muuseumi muuseumide,0.0,0.0026075619295958,-inf
keeleoskust oskuse keeleoskuse,0.0,0.0026075619295958,-inf
teekasutustasu autode autod,0.0,0.0013037809647979,-inf
energiaagentuur agentuuri agentuur,0.0,0.0026075619295958,-inf
teadus teaduse arendustegevuse,0.0,0.0026075619295958,-inf
erso teatri kontserdi,0.0,0.0013037809647979,-inf
tervist tervis tervisega,0.0,0.0013037809647979,-inf
estonian air airi,0.0,0.0013037809647979,-inf
erimargistatud kutust kutuse,0.0,0.0026075619295958,-inf
kusimusena tahtsa tahtsusega,0.0,0.0026075619295958,-inf
ts parvlaeva parvlaevad,0.0,0.0026075619295958,-inf
taanis saksamaal hollandis,0.0,0.0104302477183833,-inf
danske filiaali rahapesu,0.0,0.0013037809647979,-inf
vagivalla naistevastase perevagivalla,0.0,0.0026075619295958,-inf
annetus erjk annetuse,0.0,0.0013037809647979,-inf
ammendumiseni kaheni pikendada,0.0,0.0013037809647979,-inf
valijate erakonda valijaid,0.0,0.0039113428943937,-inf
ametipalkade riigiteenijate korgemate,0.0,0.0026075619295958,-inf
valimiskomisjon proteste valimiskasti,0.0,0.0013037809647979,-inf
valimisliitude volikogusse volikokku,0.0,0.0078226857887874,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.0013037809647979,-inf
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.014341590612777,-inf
tapsustatakse ajakohastatakse nouete,0.0,0.0039113428943937,-inf
skais arendused infosusteemide,0.0,0.0013037809647979,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0013037809647979,-inf
muraste kase kompleksi,0.0,0.0013037809647979,-inf
nord stream streami,0.0,0.0039113428943937,-inf
veb fondi uurimiskomisjon,0.0,0.0,
