topic_words3,Fraktsioonitud,Reformierakond,difference
lng terminali gaasi,0.0046620046620046,0.029986962190352,-543.2203389830588
moisteid moiste moisted,0.0023310023310023,0.0234680573663624,-906.7796610169602
teenistuse teenistuses avalikus,0.0023310023310023,0.0208604954367666,-794.9152542372989
pohiseadusega riigikohus oiguskantsler,0.0093240093240093,0.0286831812255541,-207.62711864406847
poolte kokkuleppel huvitise,0.0023310023310023,0.0182529335071707,-683.0508474576334
ametiuhingute tooandjate keskliit,0.0023310023310023,0.0169491525423728,-627.1186440678027
kohtunike kohtususteem kohtuniku,0.0069930069930069,0.0234680573663624,-235.59322033898673
apteeke apteegid apteekide,0.0046620046620046,0.0169491525423728,-263.55932203390137
koolis kooli opilased,0.0023310023310023,0.0130378096479791,-459.3220338983108
terviseandmed isikuandmeid terviseandmeid,0.0046620046620046,0.0156453715775749,-235.59322033898601
ulejaagis struktuurses struktuurse,0.0046620046620046,0.0156453715775749,-235.59322033898601
tootuid tootute tootu,0.0046620046620046,0.0156453715775749,-235.59322033898601
slovakkia ungari portugal,0.0069930069930069,0.0169491525423728,-142.37288135593428
maksuamet tolliamet tolliameti,0.0069930069930069,0.0169491525423728,-142.37288135593428
karistuse karistus tingimisi,0.0023310023310023,0.0091264667535853,-291.52542372881453
prokuratuur prokuratuuri prokuror,0.0046620046620046,0.0117340286831812,-151.69491525424007
arengufond arengufondi arengufondis,0.0046620046620046,0.0117340286831812,-151.69491525424007
deklaratsiooni deklaratsioone deklaratsioonis,0.0069930069930069,0.014341590612777,-105.08474576271382
alkoholi kange lahja,0.0093240093240093,0.0169491525423728,-81.77966101694876
eelarvele kulude riigieelarvele,0.0069930069930069,0.0130378096479791,-86.4406779661036
aasia aasias saatkonna,0.0093240093240093,0.0156453715775749,-67.79661016949123
vagivallale vihakone ohutamine,0.0046620046620046,0.0091264667535853,-95.76271186440727
tulumaksuvaba maksususteemi tulumaksu,0.0139860139860139,0.0195567144719687,-39.83050847457707
toonadalal istungid taiendaval,0.0046620046620046,0.0078226857887874,-67.79661016949193
uliopilased uliopilastele uliopilaste,0.0069930069930069,0.0104302477183833,-49.152542372883154
etv saateid pbk,0.0023310023310023,0.0039113428943937,-67.79661016949193
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0023310023310023,0.0039113428943937,-67.79661016949193
direktiivi direktiiv ulevotmise,0.0046620046620046,0.0065189048239895,-39.83050847457662
memorandumi moistmise memorandum,0.0046620046620046,0.0065189048239895,-39.83050847457662
katteallikas katteallikaid katteallikat,0.0069930069930069,0.0091264667535853,-30.50847457627152
elamisluba elamisloa viisa,0.0069930069930069,0.0078226857887874,-11.864406779661294
soita jalakaija konniteel,0.0046620046620046,0.0052151238591916,-11.8644067796613
kaasne lisakulutusi riigieelarvele,0.0046620046620046,0.0052151238591916,-11.8644067796613
vaikesaarte saarte pusiasustusega,0.0023310023310023,0.0026075619295958,-11.8644067796613
inflatsiooni inflatsioon hinnatous,0.0023310023310023,0.0026075619295958,-11.8644067796613
riigimetsa majandamise noukokku,0.0023310023310023,0.0026075619295958,-11.8644067796613
vagivalla naistevastase perevagivalla,0.0023310023310023,0.0026075619295958,-11.8644067796613
lipu laevu kaubalaeva,0.0023310023310023,0.0026075619295958,-11.8644067796613
rahvuse rahvust rahvusriik,0.0023310023310023,0.0026075619295958,-11.8644067796613
korterelamute kortermajade kredexi,0.0023310023310023,0.0026075619295958,-11.8644067796613
vee monopolide veeteenuse,0.0023310023310023,0.0026075619295958,-11.8644067796613
muuseum muuseumi muuseumide,0.0023310023310023,0.0026075619295958,-11.8644067796613
kandidaadi kandidaati kandidaat,0.0023310023310023,0.0026075619295958,-11.8644067796613
erimargistatud kutust kutuse,0.0023310023310023,0.0026075619295958,-11.8644067796613
keeleoskust oskuse keeleoskuse,0.0023310023310023,0.0026075619295958,-11.8644067796613
riigiabi komisjonilt loa,0.0023310023310023,0.0026075619295958,-11.8644067796613
salvestisi salvestised salvestiste,0.0023310023310023,0.0026075619295958,-11.8644067796613
kusimusena tahtsa tahtsusega,0.0023310023310023,0.0026075619295958,-11.8644067796613
riigikontrolli auditi auditit,0.0023310023310023,0.0026075619295958,-11.8644067796613
leping ratifitseerida lepinguga,0.0163170163170163,0.0169491525423728,-3.874092009684857
volakirjade keskpank volakirju,0.0116550116550116,0.0117340286831812,-0.6779661016951649
kodualuse maamaksu maamaksust,0.0163170163170163,0.0156453715775749,4.116222760290867
tulubaasi omavalitsustele omavalitsuste,0.0069930069930069,0.0065189048239895,6.779661016948917
tooandja tervisesse maksuvabalt,0.0046620046620046,0.0039113428943937,16.101694915254033
palgalohe soolist meeste,0.0046620046620046,0.0039113428943937,16.101694915254033
nord stream streami,0.0046620046620046,0.0039113428943937,16.101694915254033
aituma infotundi jahimehed,0.0046620046620046,0.0039113428943937,16.101694915254033
tulubaasi tasandusfondi tulumaksuosa,0.0046620046620046,0.0039113428943937,16.101694915254033
noukogudesse ariuhingute noukogudes,0.0046620046620046,0.0039113428943937,16.101694915254033
annetus erjk annetuse,0.0023310023310023,0.0013037809647979,44.06779661016935
salastatud valisteabe riigisaladuse,0.0023310023310023,0.0013037809647979,44.06779661016935
piirilepingu piirileping piirilepingut,0.0023310023310023,0.0013037809647979,44.06779661016935
vanemahuvitist vanemahuvitise vanemahuvitis,0.0023310023310023,0.0013037809647979,44.06779661016935
